
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
1101,Andrew Toney,1982-83,25,PHI,NBA,81,81,2474,9.1,18.2,8.8,17.1,0.3,1.1,4.7,6.0,0.6,2.7,3.3,5.3,1.2,0.2,3.9,3.7,23.3,.501,.514,.289,.510,.788,.558
1102,Andrew Toney,1983-84,26,PHI,NBA,78,72,2556,8.4,15.8,8.2,15.3,0.2,0.5,5.5,6.5,0.8,1.9,2.7,5.3,1.0,0.3,4.2,3.5,22.4,.527,.534,.316,.532,.839,.597
1103,Andrew Toney,1984-85,27,PHI,NBA,70,65,2237,7.2,14.7,6.6,13.0,0.6,1.7,4.9,5.7,0.6,2.3,2.8,5.8,1.0,0.4,3.6,3.4,20.0,.492,.508,.371,.514,.862,.582
1104,Rudy Tomjanovich,1970-71,22,SDR,NBA,77,,1062,5.7,14.9,5.7,14.9,,,2.5,3.8,,,12.9,2.5,,,,4.2,13.9,.383,.383,,.383,.652,.419
1105,Rudy Tomjanovich,1971-72,23,HOU,NBA,78,,2689,6.7,13.5,6.7,13.5,,,2.3,3.2,,,12.4,1.6,,,,2.6,15.7,.495,.495,,.495,.723,.526
1106,Rudy Tomjanovich,1972-73,24,HOU,NBA,81,,2972,7.9,16.6,7.9,16.6,,,3.0,4.1,,,11.4,2.2,,,,2.7,18.9,.478,.478,,.478,.746,.514
1107,Rudy Tomjanovich,1973-74,25,HOU,NBA,80,,3227,8.8,16.4,8.8,16.4,,,4.3,5.1,2.6,5.4,8.0,2.8,1.0,0.7,,2.6,21.9,.536,.536,,.536,.848,.587
1108,Rudy Tomjanovich,1974-75,26,HOU,NBA,81,,3134,8.0,15.2,8.0,15.2,,,3.3,4.2,2.1,4.9,7.0,2.7,0.9,0.3,,2.6,19.3,.525,.525,,.525,.790,.565
1109,Rudy Tomjanovich,1975-76,27,HOU,NBA,79,,2912,7.7,14.9,7.7,14.9,,,2.7,3.6,2.1,6.2,8.2,2.3,0.5,0.2,,2.5,18.1,.517,.517,,.517,.767,.551
1110,Rudy Tomjanovich,1976-77,28,HOU,NBA,81,,3130,8.4,16.5,8.4,16.5,,,3.3,3.9,2.0,5.9,7.9,2.0,0.7,0.3,,2.3,20.2,.510,.510,,.510,.839,.552
1111,Rudy Tomjanovich,1978-79,30,HOU,NBA,74,,2641,8.5,16.4,8.5,16.4,,,2.3,3.0,2.3,5.5,7.8,1.9,0.6,0.2,1.9,2.5,19.2,.517,.517,,.517,.760,.543
1112,Anthony Tolliver,2013-14,28,CHA,NBA,64,9,1298,3.6,8.5,0.7,1.7,2.8,6.9,0.9,1.1,0.9,3.7,4.7,1.2,0.5,0.4,0.6,2.3,10.9,.420,.450,.413,.586,.805,.605
1113,Anthony Tolliver,2014-15,29,TOT,NBA,76,11,1432,4.0,9.9,1.4,2.6,2.7,7.3,1.4,1.7,1.3,4.7,5.9,1.5,0.6,0.4,1.3,3.4,12.1,.410,.534,.366,.545,.783,.569
1114,Anthony Tolliver,2015-16,30,DET,NBA,72,5,1341,3.4,8.9,0.8,1.6,2.6,7.3,0.8,1.3,1.0,5.1,6.1,1.4,0.7,0.4,0.8,2.3,10.3,.386,.500,.360,.533,.617,.543
1115,Tom Tolbert,1989-90,24,GSW,NBA,70,21,1347,5.8,11.8,5.7,11.3,0.1,0.5,4.7,6.4,3.3,6.4,9.7,1.6,0.6,0.7,2.1,5.1,16.5,.493,.502,.278,.499,.726,.562
1116,Tom Tolbert,1992-93,27,ORL,NBA,72,61,1838,4.4,8.9,4.3,8.3,0.2,0.5,2.4,3.3,2.6,5.5,8.1,1.8,0.6,0.4,2.4,3.8,11.4,.498,.509,.321,.508,.726,.552
1117,Ray Tolbert,1982-83,24,TOT,NBA,73,2,1107,5.1,10.2,5.1,10.1,0.0,0.1,1.7,3.3,2.3,5.5,7.9,1.6,0.8,1.5,2.7,5.0,11.9,.500,.505,.000,.500,.505,.509
1118,Wayman Tisdale,1985-86,21,IND,NBA,81,60,2277,8.2,15.8,8.2,15.8,0.0,0.0,2.5,3.7,3.0,6.2,9.2,1.2,0.5,0.7,3.0,4.6,18.8,.515,.516,.000,.515,.684,.539
1119,Wayman Tisdale,1986-87,22,IND,NBA,81,15,2159,7.6,14.9,7.6,14.8,0.0,0.0,4.3,6.1,3.6,4.3,7.9,2.0,0.8,0.4,2.3,4.9,19.6,.513,.515,.000,.513,.709,.558
1120,Wayman Tisdale,1987-88,23,IND,NBA,79,57,2378,7.7,15.1,7.7,15.1,0.0,0.0,3.7,4.8,2.5,4.9,7.4,1.6,0.8,0.5,2.2,4.1,19.2,.512,.513,.000,.512,.783,.558
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
1121,Wayman Tisdale,1988-89,24,TOT,NBA,79,35,2434,7.9,15.3,7.9,15.3,0.0,0.1,4.7,6.1,2.8,6.2,9.0,1.9,0.8,0.8,2.5,4.3,20.4,.514,.516,.000,.514,.773,.568
1122,Wayman Tisdale,1989-90,25,SAC,NBA,79,79,2937,8.9,17.0,8.9,16.9,0.0,0.1,3.8,4.8,2.3,5.0,7.3,1.3,0.7,0.7,1.9,3.1,21.5,.525,.527,.000,.525,.783,.565
1123,Wayman Tisdale,1991-92,27,SAC,NBA,72,71,2521,7.5,14.9,7.5,14.9,0.0,0.0,2.2,2.8,1.9,4.8,6.7,1.5,0.8,1.1,1.8,3.5,17.1,.500,.501,.000,.500,.763,.529
1124,Wayman Tisdale,1992-93,28,SAC,NBA,76,75,2283,8.6,16.8,8.6,16.8,0.0,0.0,2.8,3.6,2.0,5.9,7.9,1.7,0.8,0.7,1.8,4.4,19.9,.509,.510,.000,.509,.758,.540
