
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
9001,Jim Brewer,1974-75,23,CLE,NBA,82,,1991,5.3,11.6,5.3,11.6,,,1.9,2.9,3.7,5.5,9.2,2.3,1.4,0.8,,2.7,12.4,.455,.455,,.455,.648,.483
9002,Jim Brewer,1975-76,24,CLE,NBA,82,,2913,4.9,10.8,4.9,10.8,,,1.7,2.6,3.7,7.3,11.0,2.6,1.2,1.1,,2.6,11.6,.458,.458,,.458,.654,.485
9003,Jim Brewer,1976-77,25,CLE,NBA,81,,2672,4.0,8.9,4.0,8.9,,,1.3,2.4,3.7,6.6,10.3,2.6,1.3,1.1,,2.9,9.3,.451,.451,,.451,.545,.469
9004,Corey Brewer,2012-13,26,DEN,NBA,82,2,2003,6.7,15.9,5.1,10.4,1.6,5.5,2.7,3.9,1.0,3.2,4.2,2.2,2.1,0.4,1.8,2.8,17.8,.425,.493,.296,.476,.690,.506
9005,Corey Brewer,2013-14,27,MIN,NBA,81,81,2609,5.4,11.1,4.5,8.2,0.8,2.9,2.2,3.1,0.9,2.0,2.9,1.9,2.1,0.4,1.4,2.9,13.8,.481,.552,.280,.517,.718,.550
9006,Corey Brewer,2014-15,28,TOT,NBA,80,17,2087,5.9,13.9,4.8,9.8,1.1,4.1,2.9,3.9,1.4,3.7,5.1,3.0,2.0,0.3,2.3,3.0,15.8,.426,.491,.268,.465,.743,.507
9007,Corey Brewer,2015-16,29,HOU,NBA,82,12,1669,4.6,11.9,3.3,7.1,1.3,4.8,2.3,3.0,0.9,3.4,4.3,2.4,1.8,0.4,1.7,3.6,12.7,.384,.460,.272,.439,.750,.481
9008,Corey Brewer,2007-08,21,MIN,NBA,79,35,1803,3.6,9.7,3.5,9.0,0.1,0.7,1.8,2.2,1.6,4.2,5.8,2.2,1.5,0.5,1.8,3.8,9.2,.374,.389,.194,.382,.800,.429
9009,Corey Brewer,2009-10,23,MIN,NBA,82,82,2482,5.9,13.8,4.7,10.3,1.2,3.4,2.4,3.7,1.0,3.0,4.0,2.8,1.7,0.4,2.4,3.2,15.5,.431,.459,.346,.474,.648,.502
9010,Corey Brewer,2011-12,25,DEN,NBA,59,17,1287,5.6,13.0,4.7,9.4,0.9,3.6,2.5,3.6,1.2,3.0,4.2,2.5,2.0,0.5,1.6,3.2,14.7,.434,.500,.260,.470,.692,.505
9011,Randy Breuer,1985-86,25,MIL,NBA,82,63,1792,5.5,11.5,5.5,11.4,0.0,0.0,2.8,4.0,3.2,6.0,9.2,2.3,1.0,2.3,2.5,4.3,13.8,.477,.478,.000,.477,.712,.521
9012,Randy Breuer,1986-87,26,MIL,NBA,76,10,1467,5.9,12.2,5.9,12.2,0.0,0.0,2.9,5.0,3.2,5.4,8.6,1.2,1.4,1.5,2.5,5.6,14.7,.485,.485,,.485,.584,.512
9013,Randy Breuer,1987-88,27,MIL,NBA,81,73,2258,6.2,12.6,6.2,12.6,0.0,0.0,3.0,4.6,3.0,5.7,8.8,1.6,0.7,1.7,1.7,3.2,15.4,.495,.495,,.495,.657,.530
9014,Randy Breuer,1989-90,29,TOT,NBA,81,55,1879,5.7,13.3,5.7,13.3,0.0,0.0,2.4,3.7,3.0,5.0,8.0,1.9,0.8,2.1,1.8,3.8,13.8,.428,.429,.000,.428,.653,.462
9015,Randy Breuer,1990-91,30,MIN,NBA,73,44,1505,4.7,10.4,4.7,10.4,0.0,0.0,0.8,1.9,2.7,5.5,8.3,1.7,0.8,1.9,1.7,3.2,10.3,.453,.453,,.453,.443,.457
9016,Randy Breuer,1984-85,24,MIL,NBA,78,0,1083,5.4,10.5,5.4,10.5,0.0,0.0,3.0,4.2,3.1,5.5,8.5,1.3,0.7,2.7,2.1,6.0,13.7,.511,.511,,.511,.701,.554
9017,Carl Braun,1952-53,25,NYK,NBA,70,,2316,5.0,12.5,5.0,12.5,,,5.1,6.2,,,3.6,3.8,,,,4.5,15.2,.400,.400,,.400,.825,.497
9018,Carl Braun,1953-54,26,NYK,NBA,72,,2373,5.4,13.4,5.4,13.4,,,5.4,6.5,,,3.7,3.2,,,,3.9,16.1,.400,.400,,.400,.825,.495
9019,Carl Braun,1954-55,27,NYK,NBA,71,,2479,5.8,15.0,5.8,15.0,,,4.0,5.0,,,4.3,4.0,,,,3.0,15.6,.388,.388,,.388,.801,.454
9020,Carl Braun,1955-56,28,NYK,NBA,72,,2316,6.2,16.5,6.2,16.5,,,5.0,5.9,,,4.0,4.6,,,,3.3,17.3,.372,.372,,.372,.838,.451
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
9021,Carl Braun,1956-57,29,NYK,NBA,72,,2345,5.8,15.2,5.8,15.2,,,3.8,4.7,,,4.0,3.9,,,,3.0,15.4,.381,.381,,.381,.809,.444
9022,Carl Braun,1957-58,30,NYK,NBA,71,,2475,6.2,14.8,6.2,14.8,,,4.7,5.5,,,4.8,5.7,,,,2.7,17.1,.418,.418,,.418,.849,.495
9023,Carl Braun,1958-59,31,NYK,NBA,72,,1959,5.3,12.6,5.3,12.6,,,3.3,4.0,,,4.6,6.4,,,,3.3,13.9,.420,.420,,.420,.826,.483
9024,Mike Bratz,1977-78,22,PHO,NBA,80,,933,6.1,15.2,6.1,15.2,,,2.2,2.6,1.6,2.8,4.4,4.7,1.5,0.2,3.4,4.0,14.4,.403,.403,,.403,.824,.440
9025,Mike Bratz,1978-79,23,PHO,NBA,77,,1297,6.7,14.8,6.7,14.8,,,3.9,4.7,1.5,2.4,3.9,5.0,1.8,0.2,3.7,4.2,17.3,.454,.454,,.454,.818,.513
9026,Mike Bratz,1979-80,24,PHO,NBA,82,,1589,6.1,15.6,5.6,13.6,0.5,1.9,3.2,3.7,1.1,2.7,3.8,5.1,2.1,0.2,3.1,3.7,15.9,.392,.413,.244,.407,.870,.462
9027,Mike Bratz,1980-81,25,CLE,NBA,80,,2595,4.4,11.3,3.6,9.0,0.8,2.3,1.5,1.8,0.9,1.8,2.7,6.3,1.9,0.2,2.2,2.7,11.1,.390,.404,.337,.425,.811,.458
9028,Mike Bratz,1981-82,26,SAS,NBA,81,3,1616,5.1,12.6,4.1,9.5,1.0,3.1,2.7,3.4,0.9,2.8,3.7,9.8,1.4,0.2,3.1,4.1,13.9,.407,.431,.333,.448,.783,.495
