
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
4301,Jack Marin,1970-71,26,BAL,NBA,82,,2920,7.7,16.8,7.7,16.8,,,3.6,4.2,,,6.3,2.7,,,,3.2,19.0,.460,.460,,.460,.848,.510
4302,Jack Marin,1971-72,27,BAL,NBA,78,,2927,8.5,17.8,8.5,17.8,,,4.4,4.9,,,6.5,2.1,,,,3.0,21.4,.478,.478,,.478,.894,.536
4303,Jack Marin,1972-73,28,HOU,NBA,81,,3019,7.4,15.9,7.4,15.9,,,3.0,3.5,,,6.0,3.5,,,,2.9,17.8,.468,.468,,.468,.849,.511
4304,Jack Marin,1973-74,29,TOT,NBA,74,,1782,7.2,14.3,7.2,14.3,,,3.1,3.6,1.2,3.4,4.6,3.4,0.9,0.5,,4.3,17.4,.501,.501,,.501,.855,.548
4305,Jack Marin,1974-75,30,BUF,NBA,81,,2147,6.4,14.0,6.4,14.0,,,3.2,3.7,1.7,4.3,6.1,2.2,0.9,0.3,,4.0,16.0,.455,.455,,.455,.869,.510
4306,Jack Marin,1975-76,31,TOT,NBA,79,,1909,6.5,15.3,6.5,15.3,,,3.0,3.5,1.3,3.5,4.8,2.7,0.8,0.2,,3.1,16.0,.422,.422,,.422,.856,.473
4307,Sarunas Marciulionis*,1989-90,25,GSW,NBA,75,3,1695,6.1,11.8,5.9,11.0,0.2,0.8,6.7,8.6,1.8,2.9,4.7,2.6,2.0,0.1,2.9,4.9,19.2,.519,.539,.256,.528,.787,.616
4308,Sarunas Marciulionis*,1991-92,27,GSW,NBA,72,5,2117,8.3,15.5,8.3,15.3,0.1,0.2,6.4,8.1,1.2,2.4,3.5,4.1,2.0,0.2,3.3,4.0,23.1,.538,.541,.300,.540,.788,.607
4309,Stephon Marbury,1996-97,19,MIN,NBA,67,64,2324,5.5,13.5,3.9,9.0,1.6,4.5,3.8,5.2,0.8,2.0,2.9,8.1,1.0,0.3,3.3,2.5,16.4,.408,.434,.354,.466,.727,.519
4310,Stephon Marbury,1997-98,20,MIN,NBA,82,81,3112,5.9,14.3,4.8,10.8,1.1,3.5,3.8,5.2,0.7,2.0,2.7,8.1,1.2,0.1,3.0,2.6,16.8,.415,.448,.313,.453,.731,.505
4311,Stephon Marbury,1998-99,21,TOT,NBA,49,49,1895,7.2,16.8,5.9,13.0,1.3,3.7,4.2,5.3,0.7,2.0,2.7,8.3,1.1,0.2,3.1,2.4,19.8,.428,.455,.335,.465,.799,.519
4312,Stephon Marbury,1999-00,22,NJN,NBA,74,74,2881,7.1,16.5,6.3,13.5,0.8,2.9,5.4,6.7,0.8,2.2,3.0,7.8,1.4,0.2,3.4,2.4,20.5,.432,.464,.283,.457,.813,.528
4313,Stephon Marbury,2000-01,23,NJN,NBA,67,67,2557,7.9,18.0,6.4,13.3,1.5,4.7,5.1,6.4,0.7,2.1,2.9,7.1,1.1,0.1,2.8,2.1,22.5,.441,.481,.328,.484,.790,.540
4314,Stephon Marbury,2001-02,24,PHO,NBA,82,80,3187,7.1,16.0,6.3,13.2,0.8,2.8,4.0,5.1,0.8,2.2,3.0,7.5,0.9,0.1,3.2,2.1,18.9,.442,.476,.286,.467,.781,.519
4315,Stephon Marbury,2002-03,25,PHO,NBA,81,81,3240,7.5,17.0,6.5,13.7,1.0,3.3,4.2,5.2,0.6,2.3,2.9,7.3,1.2,0.2,2.9,2.2,20.1,.439,.472,.301,.468,.803,.520
4316,Stephon Marbury,2003-04,26,TOT,NBA,81,81,3254,6.6,15.3,5.7,12.3,1.0,3.0,3.9,4.8,0.6,2.3,2.9,8.0,1.4,0.1,2.8,1.9,18.1,.431,.460,.318,.463,.817,.519
4317,Stephon Marbury,2004-05,27,NYK,NBA,82,82,3281,6.6,14.4,5.4,10.8,1.3,3.6,5.0,6.0,0.5,2.2,2.7,7.3,1.3,0.1,2.6,2.0,19.5,.462,.497,.354,.506,.834,.575
4318,Stephon Marbury,2005-06,28,NYK,NBA,60,60,2193,5.7,12.7,5.2,11.0,0.5,1.7,4.0,5.4,0.4,2.5,2.9,6.3,1.0,0.1,2.6,2.3,16.0,.451,.472,.317,.472,.755,.532
4319,Stephon Marbury,2006-07,29,NYK,NBA,74,74,2748,5.2,12.5,3.6,8.0,1.6,4.5,3.9,5.1,0.5,2.3,2.8,5.3,0.9,0.1,2.3,2.4,15.9,.415,.448,.357,.480,.769,.539
4320,Pete Maravich*,1970-71,23,ATL,NBA,81,,2926,9.1,19.8,9.1,19.8,,,5.0,6.2,,,3.7,4.4,,,,2.9,23.1,.458,.458,,.458,.800,.512
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
4321,Pete Maravich*,1972-73,25,ATL,NBA,79,,3089,9.2,20.8,9.2,20.8,,,5.7,7.1,,,4.0,6.4,,,,2.9,24.0,.441,.441,,.441,.800,.502
4322,Pete Maravich*,1973-74,26,ATL,NBA,76,,2903,10.2,22.2,10.2,22.2,,,5.8,7.0,1.2,3.4,4.6,4.9,1.4,0.2,,3.2,26.1,.457,.457,,.457,.826,.516
4323,Pete Maravich*,1974-75,27,NOJ,NBA,79,,2853,8.3,19.7,8.3,19.7,,,4.9,6.1,1.2,4.2,5.3,6.2,1.5,0.2,,2.9,21.5,.419,.419,,.419,.811,.479
4324,Pete Maravich*,1975-76,28,NOJ,NBA,62,,2373,9.2,20.0,9.2,20.0,,,6.0,7.4,0.7,3.9,4.6,5.0,1.3,0.3,,3.0,24.3,.459,.459,,.459,.811,.524
4325,Pete Maravich*,1976-77,29,NOJ,NBA,73,,3041,10.5,24.2,10.5,24.2,,,5.9,7.1,1.1,3.4,4.4,4.6,1.0,0.3,,2.3,26.9,.433,.433,,.433,.835,.492
