
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
901,Norm Van Lier,1972-73,25,CHI,NBA,80,,2882,5.9,13.3,5.9,13.3,,,2.1,2.6,,,5.5,7.1,,,,3.4,13.9,.445,.445,,.445,.787,.481
902,Norm Van Lier,1973-74,26,CHI,NBA,80,,2863,5.4,13.2,5.4,13.2,,,3.6,4.7,1.4,3.3,4.7,6.9,2.0,0.1,,3.5,14.4,.406,.406,,.406,.778,.470
903,Norm Van Lier,1974-75,27,CHI,NBA,70,,2590,5.7,13.5,5.7,13.5,,,3.3,4.1,1.2,3.4,4.6,5.6,1.9,0.2,,3.4,14.6,.420,.420,,.420,.792,.477
904,Norm Van Lier,1975-76,28,CHI,NBA,76,,3026,4.3,11.7,4.3,11.7,,,2.8,3.8,1.6,3.2,4.9,5.9,1.8,0.3,,3.5,11.4,.366,.366,,.366,.737,.424
905,Norm Van Lier,1976-77,29,CHI,NBA,82,,3097,3.5,8.5,3.5,8.5,,,2.8,3.6,1.3,3.0,4.3,7.4,1.5,0.2,,3.1,9.7,.412,.412,,.412,.778,.485
906,Norm Van Lier,1977-78,30,CHI,NBA,78,,2524,2.9,6.8,2.9,6.8,,,2.5,3.3,1.2,2.8,4.1,7.6,2.1,0.1,2.9,4.0,8.2,.419,.419,,.419,.751,.495
907,Keith Van Horn,1997-98,22,NJN,NBA,62,62,2325,6.9,16.2,5.8,12.7,1.1,3.5,4.0,4.7,2.2,4.1,6.3,1.6,1.0,0.4,2.5,3.3,18.9,.426,.458,.308,.459,.846,.516
908,Keith Van Horn,1998-99,23,NJN,NBA,42,42,1576,7.4,17.2,7.0,16.0,0.4,1.2,5.8,6.8,2.6,5.6,8.2,1.5,1.0,1.2,3.0,3.1,20.9,.428,.438,.302,.439,.859,.519
909,Keith Van Horn,1999-00,24,NJN,NBA,80,80,2782,7.2,16.3,6.1,13.3,1.1,3.0,4.3,5.1,2.6,6.2,8.7,2.0,0.8,0.8,3.2,3.3,19.9,.445,.462,.368,.478,.847,.537
