
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
401,Damien Wilkins,2011-12,32,DET,NBA,60,2,922,3.0,7.5,2.7,6.6,0.3,0.9,1.3,2.1,0.9,3.0,3.9,1.7,1.1,0.5,1.2,3.3,7.5,.394,.406,.304,.412,.630,.445
402,Jamaal Wilkes*,1974-75,21,GSW,NBA,82,,2515,7.2,16.2,7.2,16.2,,,2.3,3.1,2.9,6.7,9.6,2.6,1.5,0.3,,3.2,16.7,.442,.442,,.442,.734,.473
403,Jamaal Wilkes*,1975-76,22,GSW,NBA,82,,2716,8.2,17.7,8.2,17.7,,,3.0,3.9,2.6,7.0,9.5,2.2,1.4,0.4,,2.9,19.4,.463,.463,,.463,.772,.499
404,Jamaal Wilkes*,1976-77,23,GSW,NBA,76,,2579,7.6,16.0,7.6,16.0,,,3.4,4.3,2.2,5.9,8.1,2.9,1.8,0.2,,3.1,18.7,.478,.478,,.478,.797,.523
405,Jamaal Wilkes*,1978-79,25,LAL,NBA,82,,2915,7.7,15.3,7.7,15.3,,,3.4,4.5,2.0,5.5,7.5,2.8,1.7,0.3,2.8,3.4,18.8,.504,.504,,.504,.751,.544
406,Jamaal Wilkes*,1979-80,26,LAL,NBA,82,,3111,8.4,15.7,8.4,15.5,0.0,0.2,2.2,2.7,2.0,4.0,6.1,2.9,1.5,0.3,1.8,2.5,19.0,.535,.539,.176,.536,.808,.563
407,Jamaal Wilkes*,1980-81,27,LAL,NBA,81,,3028,9.3,17.8,9.3,17.6,0.0,0.2,3.0,4.0,1.7,3.4,5.2,2.8,1.4,0.3,2.5,2.7,21.7,.526,.530,.077,.526,.758,.556
408,Jamaal Wilkes*,1981-82,28,LAL,NBA,82,82,2906,9.2,17.6,9.2,17.5,0.0,0.0,3.0,4.2,1.9,3.0,4.9,1.8,1.1,0.3,2.0,3.0,21.5,.525,.527,.000,.525,.732,.554
409,Jamaal Wilkes*,1982-83,29,LAL,NBA,80,80,2552,9.6,18.2,9.6,18.1,0.0,0.1,2.9,3.8,2.1,2.8,4.8,2.6,0.9,0.2,2.1,3.1,22.2,.530,.533,.000,.530,.757,.558
