
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
1,George Zidek,1995-96,22,CHH,NBA,71,21,888,4.3,10.1,4.3,10.1,0.0,0.0,2.9,3.8,2.8,4.6,7.4,0.6,0.4,0.3,1.5,6.9,11.4,.423,.423,,.423,.763,.486
2,Tyler Zeller,2012-13,23,CLE,NBA,77,55,2033,4.3,9.9,4.3,9.8,0.0,0.1,2.1,2.8,2.8,4.9,7.8,1.7,0.6,1.2,1.7,4.4,10.8,.438,.441,.000,.438,.764,.486
3,Tyler Zeller,2013-14,24,CLE,NBA,70,9,1049,5.4,10.0,5.4,9.9,0.0,0.0,3.0,4.2,3.5,6.1,9.7,1.2,0.6,1.3,2.1,4.7,13.7,.538,.540,.000,.538,.719,.581
4,Tyler Zeller,2014-15,25,BOS,NBA,82,59,1731,7.1,12.9,7.1,12.9,0.0,0.0,3.2,3.9,3.0,6.6,9.7,2.4,0.4,1.1,1.6,4.3,17.3,.549,.549,,.549,.823,.594
5,Tyler Zeller,2015-16,26,BOS,NBA,60,3,710,7.0,14.7,7.0,14.7,0.0,0.0,4.5,5.5,3.1,5.9,9.0,1.5,0.5,1.1,2.3,4.9,18.5,.476,.476,,.476,.815,.539
6,Cody Zeller,2013-14,21,CHA,NBA,82,3,1416,4.4,10.3,4.4,10.2,0.0,0.0,3.7,5.1,3.0,6.0,9.0,2.3,1.0,1.0,2.2,4.3,12.5,.426,.427,.000,.426,.730,.498
7,Cody Zeller,2014-15,22,CHO,NBA,62,45,1487,4.2,9.0,4.1,9.0,0.0,0.0,3.1,4.0,2.3,6.4,8.8,2.4,0.8,1.2,1.5,3.8,11.4,.461,.460,1.000,.462,.774,.530
8,Cody Zeller,2015-16,23,CHO,NBA,73,60,1774,4.7,8.9,4.7,8.7,0.0,0.2,3.6,4.7,2.8,6.4,9.2,1.4,1.2,1.3,1.4,4.1,12.9,.529,.539,.100,.530,.754,.592
9,Zeke Zawoluk,1953-54,23,PHW,NBA,71,,1795,4.1,10.8,4.1,10.8,,,3.7,4.6,,,6.6,2.0,,,,4.4,11.9,.376,.376,,.376,.809,.462
10,Zeke Zawoluk,1954-55,24,PHW,NBA,67,,1117,4.4,12.1,4.4,12.1,,,5.0,6.4,,,8.3,2.8,,,,4.7,13.9,.368,.368,,.368,.779,.466
11,Max Zaslofsky,1951-52,26,NYK,NBA,66,,2113,5.5,16.3,5.5,16.3,,,4.9,6.5,,,3.3,2.7,,,,3.1,15.9,.336,.336,,.336,.755,.414
12,Max Zaslofsky,1953-54,28,TOT,NBA,65,,1881,5.3,14.5,5.3,14.5,,,4.9,6.8,,,3.1,2.9,,,,2.7,15.5,.368,.368,,.368,.714,.444
13,Max Zaslofsky,1954-55,29,FTW,NBA,70,,1862,5.2,15.9,5.2,15.9,,,4.8,6.8,,,3.7,3.9,,,,2.5,15.2,.328,.328,,.328,.702,.402
14,Thaddeus Young,2007-08,19,PHI,NBA,74,22,1554,6.1,11.4,6.0,10.9,0.1,0.4,1.8,2.4,2.8,4.4,7.2,1.3,1.7,0.2,1.5,2.9,14.1,.539,.548,.316,.545,.738,.570
15,Thaddeus Young,2008-09,20,PHI,NBA,75,71,2580,6.6,13.4,5.8,11.1,0.8,2.3,1.9,2.6,1.9,3.3,5.3,1.2,1.4,0.3,1.6,2.3,16.0,.495,.526,.341,.524,.735,.549
16,Thaddeus Young,2009-10,21,PHI,NBA,67,45,2145,6.4,13.6,5.6,11.3,0.8,2.3,1.9,2.8,2.2,3.7,5.9,1.6,1.4,0.3,2.1,2.2,15.5,.470,.495,.348,.499,.691,.523
17,Thaddeus Young,2010-11,22,PHI,NBA,82,1,2135,7.7,14.3,7.6,13.9,0.1,0.4,2.1,2.9,2.6,4.7,7.3,1.4,1.5,0.4,1.7,2.9,17.6,.541,.548,.273,.544,.707,.566
18,Thaddeus Young,2011-12,23,PHI,NBA,63,1,1755,7.1,14.1,7.1,14.0,0.0,0.1,2.3,3.0,2.8,3.9,6.7,1.5,1.3,0.8,1.1,2.6,16.6,.507,.508,.250,.507,.771,.538
19,Thaddeus Young,2012-13,24,PHI,NBA,76,76,2629,7.0,13.1,7.0,13.0,0.0,0.1,1.5,2.6,2.5,5.3,7.8,1.7,1.8,0.8,1.2,2.6,15.4,.531,.535,.125,.532,.574,.541
20,Thaddeus Young,2013-14,25,PHI,NBA,79,78,2718,7.7,17.0,6.5,13.1,1.2,3.9,2.2,3.0,2.2,4.1,6.3,2.4,2.2,0.5,2.2,2.8,18.8,.454,.496,.308,.489,.712,.512
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
21,Thaddeus Young,2014-15,26,TOT,NBA,76,68,2434,6.7,14.3,6.1,12.6,0.6,1.7,1.9,3.0,1.9,4.2,6.1,2.6,1.8,0.4,1.7,2.5,15.8,.466,.484,.330,.486,.655,.507
22,Thaddeus Young,2015-16,27,BRK,NBA,73,73,2407,7.4,14.4,7.3,14.0,0.1,0.4,1.6,2.4,2.6,7.2,9.9,2.0,1.7,0.6,2.0,2.7,16.5,.514,.523,.233,.518,.644,.533
