
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
4201,Wesley Matthews,2009-10,23,UTA,NBA,82,48,2025,4.9,10.0,3.7,7.1,1.1,2.9,2.8,3.4,0.9,2.5,3.4,2.2,1.1,0.3,1.7,2.7,13.7,.483,.525,.382,.539,.829,.592
4202,Wesley Matthews,2010-11,24,POR,NBA,82,69,2758,5.7,12.8,3.7,7.8,2.0,4.9,3.5,4.1,0.6,2.7,3.4,2.1,1.3,0.1,1.8,2.5,17.0,.449,.476,.407,.528,.844,.582
4203,Wesley Matthews,2011-12,25,POR,NBA,66,53,2228,5.1,12.3,3.0,6.9,2.1,5.4,2.4,2.8,0.9,2.7,3.6,1.8,1.6,0.2,1.2,2.4,14.6,.412,.434,.383,.496,.860,.539
4204,Wesley Matthews,2012-13,26,POR,NBA,69,69,2403,5.3,12.1,2.7,5.7,2.5,6.4,2.2,2.8,0.5,2.3,2.9,2.6,1.3,0.3,1.6,2.6,15.3,.436,.478,.398,.540,.797,.574
4205,Wesley Matthews,2013-14,27,POR,NBA,82,82,2780,5.8,13.1,3.2,6.4,2.6,6.6,3.3,3.9,0.7,3.1,3.7,2.6,1.0,0.2,1.4,2.3,17.4,.441,.490,.393,.541,.837,.588
4206,Wesley Matthews,2014-15,28,POR,NBA,60,60,2024,6.0,13.4,2.9,5.5,3.1,7.9,1.9,2.6,0.7,3.3,3.9,2.5,1.4,0.2,1.4,2.3,17.0,.448,.534,.389,.563,.752,.586
4207,Wesley Matthews,2015-16,29,DAL,NBA,78,78,2644,4.5,11.6,1.9,4.5,2.6,7.1,1.7,2.0,0.4,2.9,3.2,2.1,1.1,0.2,1.1,2.4,13.3,.388,.432,.360,.498,.863,.532
4208,Wes Matthews,1980-81,21,TOT,NBA,79,,2266,6.1,12.4,6.0,12.0,0.1,0.3,3.2,4.0,0.7,1.5,2.2,6.5,1.7,0.3,4.1,3.8,15.5,.494,.501,.238,.497,.802,.549
4209,Wes Matthews,1984-85,25,CHI,NBA,78,38,1523,4.5,9.1,4.5,8.7,0.0,0.4,1.4,2.0,0.4,1.2,1.6,8.4,1.7,0.3,2.9,3.1,10.5,.495,.511,.125,.497,.694,.523
4210,Wes Matthews,1985-86,26,SAS,NBA,75,46,1853,6.2,11.7,6.1,11.2,0.1,0.5,3.4,4.1,0.6,2.0,2.5,9.2,1.7,0.6,4.5,3.3,15.9,.531,.547,.160,.534,.820,.587
4211,Tony Massenburg,1994-95,27,LAC,NBA,80,50,2127,4.8,10.2,4.8,10.1,0.0,0.1,3.0,4.0,2.7,5.0,7.7,1.1,0.8,1.0,2.0,4.3,12.5,.469,.472,.000,.469,.753,.526
4212,Tony Massenburg,1996-97,29,NJN,NBA,79,49,1954,4.0,8.3,4.0,8.3,0.0,0.0,2.4,3.8,4.1,5.4,9.5,0.4,0.7,0.9,1.7,4.0,10.5,.485,.486,.000,.485,.631,.523
4213,Tony Massenburg,1998-99,31,VAN,NBA,43,35,1143,6.0,12.2,6.0,12.2,0.0,0.1,3.2,4.9,2.6,5.5,8.1,0.7,0.8,1.2,2.0,3.4,15.1,.487,.490,.000,.487,.665,.527
4214,Tony Massenburg,2001-02,34,MEM,NBA,73,31,1247,4.6,10.1,4.6,10.0,0.0,0.0,2.4,3.4,2.9,6.5,9.4,0.8,0.9,0.9,1.9,5.0,11.6,.456,.454,1.000,.457,.718,.503
4215,Roger Mason,2007-08,27,WAS,NBA,80,9,1708,5.6,12.6,2.9,5.8,2.7,6.9,1.3,1.5,0.4,2.4,2.7,2.8,0.8,0.4,1.5,3.0,15.3,.443,.498,.398,.552,.873,.573
4216,Roger Mason,2008-09,28,SAS,NBA,82,71,2496,5.0,11.9,2.6,6.2,2.4,5.7,1.5,1.7,0.2,3.4,3.6,2.5,0.6,0.2,1.4,2.3,14.0,.425,.428,.421,.526,.890,.554
4217,Roger Mason,2009-10,29,SAS,NBA,79,5,1515,4.6,11.8,2.5,5.5,2.1,6.3,0.6,0.8,0.3,3.6,3.8,3.3,0.7,0.3,1.4,2.4,11.9,.389,.453,.333,.478,.794,.490
4218,Desmond Mason,2000-01,23,SEA,NBA,78,14,1522,4.5,10.4,4.0,8.8,0.4,1.6,1.6,2.2,1.7,4.2,5.9,1.5,0.9,0.5,1.3,3.5,11.0,.431,.460,.269,.451,.736,.483
4219,Desmond Mason,2001-02,24,SEA,NBA,75,20,2420,5.3,11.4,5.1,10.6,0.2,0.9,3.0,3.5,1.4,3.9,5.2,1.5,1.0,0.4,1.5,2.5,13.8,.464,.480,.271,.475,.848,.533
4220,Desmond Mason,2002-03,25,TOT,NBA,80,40,2763,6.0,13.3,5.7,12.3,0.3,0.9,2.8,3.7,2.0,4.8,6.8,2.1,0.9,0.4,1.5,2.7,14.9,.449,.461,.292,.460,.749,.502
