
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
7201,Michael Finley,2003-04,30,DAL,NBA,72,72,2778,6.7,15.0,4.7,10.2,1.9,4.8,2.1,2.5,1.0,3.2,4.2,2.7,1.1,0.5,1.1,1.5,17.4,.443,.461,.405,.508,.850,.539
7202,Michael Finley,1995-96,22,PHO,NBA,82,72,3212,5.2,10.9,4.5,8.9,0.7,2.1,2.7,3.6,1.6,2.6,4.2,3.2,1.0,0.3,1.5,2.2,13.8,.476,.511,.328,.508,.749,.551
7203,Michael Finley,2004-05,31,DAL,NBA,64,64,2358,5.9,13.8,4.1,9.5,1.8,4.4,1.7,2.1,0.7,3.3,4.0,2.6,0.7,0.3,0.9,1.9,15.3,.427,.436,.407,.491,.831,.519
7204,Michael Finley,1996-97,23,TOT,NBA,83,54,2790,6.1,13.8,4.8,10.2,1.3,3.6,2.6,3.2,1.1,3.7,4.8,2.9,0.9,0.3,2.1,1.8,16.1,.444,.473,.361,.491,.808,.530
7205,Michael Finley,2005-06,32,SAS,NBA,77,18,2038,5.1,12.3,3.1,7.3,1.9,4.9,1.7,2.0,0.5,3.8,4.4,2.0,0.7,0.1,1.1,1.7,13.8,.412,.423,.394,.491,.852,.523
7206,Michael Finley,1997-98,24,DAL,NBA,82,82,3394,7.2,16.0,6.2,13.4,0.9,2.6,3.5,4.4,1.6,3.1,4.6,4.3,1.4,0.3,2.3,1.7,18.7,.449,.466,.357,.477,.784,.522
7207,Michael Finley,2006-07,33,SAS,NBA,82,16,1823,5.4,13.1,3.3,7.4,2.1,5.6,1.8,1.9,0.7,3.7,4.4,2.1,0.6,0.3,0.9,1.5,14.6,.412,.448,.364,.490,.918,.524
7208,Michael Finley,1998-99,25,DAL,NBA,50,50,2051,6.8,15.4,6.0,13.0,0.8,2.4,3.3,4.0,1.2,3.4,4.6,3.8,1.2,0.3,1.9,1.7,17.7,.444,.465,.331,.470,.823,.517
7209,Michael Finley,1999-00,26,DAL,NBA,82,82,3464,7.8,17.0,6.7,14.4,1.0,2.6,2.7,3.3,1.3,4.1,5.4,4.6,1.1,0.3,2.0,1.8,19.3,.457,.467,.401,.487,.820,.522
7210,Michael Finley,2007-08,34,SAS,NBA,82,61,2204,5.1,12.4,3.0,6.6,2.2,5.8,1.0,1.3,0.4,3.7,4.1,1.9,0.5,0.2,0.9,1.5,13.5,.414,.453,.370,.501,.800,.519
7211,Michael Finley,2000-01,27,DAL,NBA,82,82,3443,7.4,16.2,6.5,13.5,1.0,2.7,2.6,3.4,1.1,3.3,4.4,3.8,1.2,0.3,2.0,1.8,18.5,.458,.481,.346,.487,.775,.521
7212,Michael Finley,2008-09,35,SAS,NBA,81,77,2336,4.6,10.6,2.6,5.7,2.0,4.9,0.8,1.0,0.4,3.8,4.2,1.8,0.6,0.3,0.9,1.3,12.1,.437,.459,.411,.532,.823,.547
