
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
4901,Howard Komives,1967-68,26,NYK,NBA,78,,1660,5.1,13.7,5.1,13.7,,,2.9,3.5,,,3.6,5.3,,,,3.7,13.0,.369,.369,,.369,.820,.426
4902,Howard Komives,1968-69,27,TOT,NBA,85,,2562,5.3,13.7,5.3,13.7,,,3.0,3.7,,,4.2,5.7,,,,3.9,13.6,.389,.389,,.389,.799,.444
4903,Howard Komives,1969-70,28,DET,NBA,82,,2418,5.4,13.1,5.4,13.1,,,2.8,3.5,,,2.9,4.6,,,,3.7,13.6,.413,.413,,.413,.812,.467
4904,Howard Komives,1970-71,29,DET,NBA,82,,1932,5.1,13.3,5.1,13.3,,,2.3,2.8,,,2.8,4.9,,,,3.4,12.5,.385,.385,,.385,.801,.429
4905,Howard Komives,1971-72,30,DET,NBA,79,,2071,4.6,12.2,4.6,12.2,,,2.9,3.5,,,3.0,5.1,,,,3.4,12.0,.373,.373,,.373,.808,.435
4906,Don Kojis,1963-64,25,BAL,NBA,78,,1148,6.4,15.2,6.4,15.2,,,2.6,4.6,,,9.7,1.8,,,,3.9,15.3,.419,.419,,.419,.562,.445
4907,Don Kojis,1964-65,26,DET,NBA,65,,836,7.8,17.9,7.8,17.9,,,2.7,4.2,,,10.5,2.7,,,,5.0,18.2,.433,.433,,.433,.633,.460
4908,Don Kojis,1966-67,28,CHI,NBA,78,,1655,7.2,16.8,7.2,16.8,,,2.9,4.8,,,10.4,1.5,,,,4.4,17.2,.426,.426,,.426,.604,.455
4909,Don Kojis,1967-68,29,SDR,NBA,69,,2548,7.5,16.8,7.5,16.8,,,4.2,5.8,,,10.0,2.5,,,,3.7,19.2,.446,.446,,.446,.726,.496
4910,Don Kojis,1968-69,30,SDR,NBA,81,,3130,7.9,18.2,7.9,18.2,,,5.1,6.9,,,8.9,2.5,,,,3.5,20.9,.434,.434,,.434,.748,.493
4911,Don Kojis,1970-71,32,SEA,NBA,79,,2143,7.6,17.1,7.6,17.1,,,4.2,5.4,,,7.3,2.2,,,,3.7,19.4,.446,.446,,.446,.778,.499
4912,Don Kojis,1971-72,33,SEA,NBA,73,,1857,6.2,13.3,6.2,13.3,,,3.6,4.6,,,6.5,1.6,,,,3.3,16.1,.469,.469,,.469,.793,.526
4913,Don Kojis,1972-73,34,KCO,NBA,77,,1240,8.0,16.7,8.0,16.7,,,3.1,4.0,,,5.7,2.3,,,,3.7,19.1,.480,.480,,.480,.774,.518
4914,Don Kojis,1973-74,35,KCO,NBA,77,,2091,6.9,14.4,6.9,14.4,,,3.6,4.7,2.2,4.4,6.6,1.9,1.3,0.3,,2.7,17.4,.478,.478,,.478,.772,.528
4915,Travis Knight,1996-97,22,LAL,NBA,71,14,1156,4.4,8.6,4.4,8.6,0.0,0.0,1.9,3.1,4.0,5.9,9.9,1.2,1.0,1.8,1.5,5.3,10.7,.509,.509,,.509,.620,.536
4916,Travis Knight,1997-98,23,BOS,NBA,74,21,1503,4.6,10.5,4.3,9.2,0.4,1.3,1.9,2.5,3.5,5.2,8.7,2.5,1.3,2.0,2.1,6.1,11.5,.441,.465,.273,.458,.786,.499
4917,Toby Knight,1977-78,22,NYK,NBA,80,,1169,6.8,14.3,6.8,14.3,,,1.9,3.0,3.7,6.2,9.9,1.2,1.5,0.9,3.0,6.5,15.6,.477,.477,,.477,.649,.499
4918,Toby Knight,1978-79,23,NYK,NBA,82,,2667,8.2,15.8,8.2,15.8,,,2.0,2.8,2.7,4.7,7.4,1.7,0.8,0.8,2.2,4.2,18.4,.519,.519,,.519,.704,.539
4919,Toby Knight,1979-80,24,NYK,NBA,81,,2945,8.2,15.5,8.2,15.4,0.0,0.0,2.6,3.2,2.5,3.6,6.0,1.8,1.4,1.1,2.0,3.7,18.9,.529,.530,.000,.529,.808,.561
4920,Brevin Knight,1997-98,22,CLE,NBA,80,76,2483,3.8,8.6,3.8,8.5,0.0,0.1,2.9,3.6,1.0,2.7,3.7,9.5,2.8,0.3,2.8,3.9,10.5,.441,.446,.000,.441,.801,.515
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
4921,Brevin Knight,2005-06,30,CHA,NBA,69,67,2351,4.7,11.8,4.7,11.6,0.0,0.2,3.9,4.8,0.5,2.9,3.4,9.3,2.4,0.1,2.5,3.1,13.3,.399,.402,.231,.401,.803,.478
4922,Brevin Knight,2007-08,32,LAC,NBA,74,39,1674,3.0,7.4,3.0,7.2,0.0,0.1,1.3,1.5,0.3,2.7,3.1,7.1,2.2,0.2,1.5,3.4,7.3,.404,.411,.000,.404,.873,.453
4923,Brevin Knight,2008-09,33,UTA,NBA,74,0,938,2.5,7.3,2.5,7.0,0.0,0.2,1.8,2.5,0.5,2.9,3.4,7.3,2.6,0.2,2.5,3.8,6.9,.349,.361,.000,.349,.750,.414
