
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
9901,Tony Allen,2004-05,23,BOS,NBA,77,34,1262,5.2,11.0,4.9,10.2,0.3,0.9,3.2,4.3,2.4,3.9,6.3,1.8,2.2,0.7,2.2,4.5,14.0,.475,.483,.387,.491,.737,.542
9902,Tony Allen,2007-08,26,BOS,NBA,75,11,1373,4.4,10.2,4.0,8.7,0.5,1.5,3.6,4.7,0.9,3.5,4.4,3.0,1.6,0.6,2.9,4.4,13.0,.434,.455,.316,.458,.762,.527
9903,Tony Allen,2010-11,29,MEM,NBA,72,31,1494,6.0,11.9,6.0,11.3,0.1,0.6,3.3,4.4,1.7,3.0,4.7,2.5,3.1,1.1,2.1,3.9,15.5,.510,.527,.174,.514,.753,.562
9904,Ray Allen,2000-01,25,MIL,NBA,82,82,3129,7.2,15.1,4.9,9.7,2.3,5.4,4.0,4.5,1.2,3.8,4.9,4.3,1.4,0.2,2.3,2.2,20.8,.480,.506,.433,.557,.888,.610
9905,Ray Allen,2008-09,33,BOS,NBA,79,79,2876,6.2,13.0,3.8,6.9,2.5,6.1,3.0,3.1,0.8,2.7,3.5,2.7,0.9,0.2,1.7,2.0,17.9,.480,.542,.409,.575,.952,.624
9906,Ray Allen,2001-02,26,MIL,NBA,69,67,2525,7.6,16.4,4.3,8.8,3.3,7.5,3.1,3.5,1.2,3.3,4.4,3.9,1.3,0.3,2.3,2.2,21.4,.462,.485,.434,.561,.873,.598
9907,Ray Allen,2009-10,34,BOS,NBA,80,80,2819,5.9,12.4,4.1,7.3,1.9,5.1,2.9,3.2,0.6,2.7,3.2,2.7,0.8,0.3,1.6,2.3,16.7,.477,.556,.363,.551,.913,.601
9908,Ray Allen,2002-03,27,TOT,NBA,76,75,2880,7.5,17.0,5.0,10.4,2.5,6.7,3.9,4.3,1.2,3.6,4.8,4.2,1.3,0.2,2.5,2.7,21.4,.439,.478,.377,.512,.916,.565
9909,Ray Allen,2010-11,35,BOS,NBA,80,80,2890,6.0,12.2,3.9,7.5,2.1,4.7,2.4,2.7,0.6,2.8,3.4,2.7,1.0,0.2,1.5,1.8,16.5,.491,.520,.444,.577,.881,.615
