
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
6401,Tyler Hansbrough,2011-12,26,IND,NBA,66,0,1442,4.8,12.0,4.8,11.9,0.0,0.0,5.6,6.9,2.8,4.4,7.2,0.7,1.3,0.2,1.6,4.0,15.3,.405,.406,.000,.405,.813,.511
6402,Tyler Hansbrough,2012-13,27,IND,NBA,81,8,1366,4.6,10.7,4.6,10.6,0.0,0.1,5.7,7.9,4.2,5.6,9.8,0.9,0.8,0.5,2.1,4.0,15.0,.432,.436,.000,.432,.720,.527
6403,Tyler Hansbrough,2013-14,28,TOR,NBA,64,4,978,3.4,7.2,3.4,7.1,0.0,0.1,4.6,6.8,4.4,6.1,10.6,0.6,1.0,0.7,1.7,4.9,11.5,.474,.479,.000,.474,.681,.562
6404,Tyler Hansbrough,2014-15,29,TOR,NBA,74,8,1058,2.9,5.6,2.9,5.4,0.0,0.2,3.3,4.7,3.6,5.4,9.0,0.7,1.0,0.5,0.7,4.8,9.2,.521,.538,.143,.524,.698,.597
6405,Rollen Hans,1953-54,22,BLB,NBA,67,,1556,4.4,11.9,4.4,11.9,,,2.3,4.2,,,3.7,4.2,,,,4.0,11.2,.371,.371,,.371,.561,.406
6406,Alex Hannum*,1955-56,32,STL,NBA,71,,1480,3.6,11.0,3.6,11.0,,,2.3,3.7,,,8.4,3.8,,,,6.6,9.4,.322,.322,,.322,.604,.370
6407,Alex Hannum*,1956-57,33,TOT,NBA,59,,642,4.3,12.5,4.3,12.5,,,2.1,3.1,,,8.9,1.6,,,,7.6,10.7,.345,.345,,.345,.661,.386
6408,Alex Hannum*,1951-52,28,TOT,NBA,66,,1508,4.1,11.0,4.1,11.0,,,2.3,3.3,,,8.0,3.2,,,,6.5,10.5,.368,.368,,.368,.710,.419
6409,Alex Hannum*,1952-53,29,ROC,NBA,68,,1288,3.6,10.1,3.6,10.1,,,2.5,3.7,,,7.8,2.3,,,,7.2,9.7,.358,.358,,.358,.662,.413
6410,Alex Hannum*,1953-54,30,ROC,NBA,72,,1707,3.7,10.6,3.7,10.6,,,2.2,3.5,,,7.4,2.2,,,,5.9,9.5,.348,.348,,.348,.622,.393
6411,Alex Hannum*,1954-55,31,MLH,NBA,53,,1088,4.2,11.8,4.2,11.8,,,2.0,3.5,,,8.1,3.5,,,,6.8,10.4,.352,.352,,.352,.570,.386
6412,Tom Hammonds,1994-95,27,DEN,NBA,70,5,956,5.2,9.8,5.2,9.8,0.0,0.0,5.0,6.7,2.1,6.3,8.4,1.4,0.4,0.5,2.1,5.0,15.4,.535,.537,.000,.535,.746,.607
6413,Tom Hammonds,1995-96,28,DEN,NBA,71,4,1045,4.4,9.2,4.4,9.2,0.0,0.0,3.0,4.0,2.9,4.8,7.7,0.8,0.8,0.4,1.7,4.7,11.8,.474,.474,,.474,.765,.537
