
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
9601,J.J. Barea,2010-11,26,DAL,NBA,81,2,1669,6.1,14.0,4.7,9.9,1.4,4.1,2.9,3.4,0.6,2.8,3.4,6.8,0.6,0.0,2.9,2.9,16.6,.439,.476,.349,.490,.847,.535
9602,J.J. Barea,2012-13,28,MIN,NBA,74,2,1713,6.6,15.9,4.6,10.0,2.0,5.9,2.2,2.8,0.7,3.6,4.4,6.2,0.7,0.0,3.0,2.8,17.5,.417,.458,.346,.481,.784,.510
9603,J.J. Barea,2013-14,29,MIN,NBA,79,1,1471,6.2,16.1,4.4,10.4,1.8,5.7,1.9,2.4,0.4,3.4,3.8,7.4,0.6,0.0,3.1,3.2,16.2,.387,.426,.316,.443,.790,.471
9604,J.J. Barea,2014-15,30,DAL,NBA,77,10,1362,5.9,14.2,4.5,9.8,1.4,4.4,2.0,2.5,0.6,2.9,3.5,7.0,0.9,0.0,1.9,2.7,15.3,.420,.463,.323,.470,.809,.502
9605,J.J. Barea,2015-16,31,DAL,NBA,74,16,1667,6.8,15.4,4.7,9.7,2.2,5.6,1.6,2.1,0.6,2.7,3.3,6.5,0.6,0.0,2.4,2.4,17.4,.446,.481,.385,.516,.771,.536
9606,Leandro Barbosa,2015-16,33,GSW,NBA,68,0,1079,5.7,12.3,4.4,8.7,1.3,3.7,1.7,2.1,0.9,3.0,3.9,2.7,1.5,0.3,1.8,3.6,14.4,.462,.508,.355,.515,.839,.545
9607,Leandro Barbosa,2003-04,21,PHO,NBA,70,46,1500,5.0,11.3,3.0,6.2,2.0,5.0,1.1,1.5,0.6,2.4,3.0,4.0,2.2,0.2,2.9,4.4,13.2,.447,.488,.395,.535,.770,.553
9608,Leandro Barbosa,2006-07,24,PHO,NBA,80,18,2613,7.3,15.3,4.7,9.3,2.6,6.0,2.7,3.2,0.3,2.6,2.9,4.4,1.3,0.2,2.0,2.9,19.9,.476,.504,.434,.562,.845,.595
9609,Leandro Barbosa,2007-08,25,PHO,NBA,82,12,2421,7.0,15.2,4.6,8.9,2.4,6.3,2.6,3.2,0.6,2.8,3.4,3.2,1.1,0.3,1.7,2.9,19.1,.462,.514,.389,.543,.822,.575
9610,Leandro Barbosa,2008-09,26,PHO,NBA,70,11,1705,7.7,16.0,5.8,11.0,1.9,5.1,3.6,4.1,0.7,3.1,3.8,3.4,1.7,0.1,2.0,2.4,21.0,.482,.532,.375,.542,.881,.588
