
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
6330,Ron Harper,1991-92,28,LAC,NBA,82,82,3144,6.5,14.8,5.8,12.4,0.7,2.4,3.4,4.6,1.4,3.7,5.1,4.8,1.7,0.8,2.9,2.3,17.1,.440,.467,.303,.465,.736,.510
6331,Ron Harper,1992-93,29,LAC,NBA,80,77,2970,6.6,14.6,5.9,12.3,0.6,2.3,3.7,4.8,1.4,3.7,5.2,4.4,2.1,0.9,2.7,2.6,17.5,.451,.482,.280,.472,.769,.523
6332,Ron Harper,1993-94,30,LAC,NBA,75,75,2856,7.2,16.8,6.3,13.9,0.9,3.0,3.8,5.3,1.6,4.2,5.8,4.3,1.8,0.7,3.1,2.1,19.0,.426,.453,.301,.453,.715,.496
6333,Ron Harper,1994-95,31,CHI,NBA,77,53,1536,4.9,11.5,4.2,8.9,0.7,2.6,1.9,3.1,1.2,3.0,4.2,3.7,2.3,0.6,2.3,3.1,12.4,.426,.467,.282,.457,.618,.483
6334,Ron Harper,1995-96,32,CHI,NBA,80,80,1886,4.5,9.6,3.9,7.6,0.5,2.0,1.9,2.7,1.4,2.7,4.1,4.0,2.0,0.6,1.4,2.6,11.3,.467,.519,.269,.495,.705,.528
6335,Ron Harper,1996-97,33,CHI,NBA,76,74,1740,3.7,8.4,2.3,4.5,1.4,3.9,1.2,1.7,1.0,3.0,4.0,4.0,1.8,0.8,1.0,2.9,9.9,.436,.500,.362,.520,.707,.543
6336,Derek Harper,1990-91,29,DAL,NBA,77,77,2879,7.2,15.3,6.0,12.3,1.1,3.1,3.6,4.9,0.7,2.2,2.9,6.9,1.8,0.2,2.2,2.8,19.0,.467,.493,.362,.503,.731,.543
6337,Derek Harper,1983-84,22,DAL,NBA,82,1,1712,4.2,9.5,4.1,8.9,0.1,0.5,1.4,2.1,1.1,2.5,3.6,5.0,2.0,0.4,2.3,3.0,9.9,.443,.464,.115,.447,.673,.475
6338,Derek Harper,1991-92,30,DAL,NBA,65,64,2252,7.2,16.2,6.2,13.2,0.9,3.0,3.2,4.2,0.8,1.9,2.7,6.0,1.6,0.3,2.5,2.4,18.4,.443,.473,.312,.472,.759,.512
6339,Derek Harper,1984-85,23,DAL,NBA,82,1,2218,5.3,10.3,5.0,9.3,0.3,1.0,1.8,2.5,0.8,2.5,3.2,5.8,2.3,0.6,2.0,3.1,12.8,.520,.538,.344,.536,.721,.564
6340,Derek Harper,1992-93,31,DAL,NBA,62,60,2108,6.7,16.0,5.0,11.6,1.7,4.4,4.1,5.4,0.7,1.4,2.1,5.7,1.4,0.3,2.3,2.5,19.2,.419,.428,.393,.472,.756,.522
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
6341,Derek Harper,1985-86,24,DAL,NBA,79,39,2150,6.5,12.2,6.3,11.4,0.2,0.9,2.9,3.8,1.3,2.5,3.8,7.0,2.6,0.4,2.4,2.8,16.1,.534,.557,.235,.542,.747,.580
6342,Derek Harper,1993-94,32,TOT,NBA,82,55,2204,4.9,12.2,3.8,8.8,1.2,3.3,1.8,2.7,0.3,2.0,2.3,5.5,2.0,0.1,2.2,2.7,12.9,.407,.425,.360,.456,.687,.485
6343,Derek Harper,1986-87,25,DAL,NBA,77,76,2556,7.0,14.0,5.9,11.0,1.1,3.0,2.3,3.3,0.7,2.1,2.8,8.6,2.4,0.4,1.9,2.7,17.3,.501,.539,.358,.539,.684,.561
6344,Derek Harper,1994-95,33,NYK,NBA,80,80,2716,4.5,10.0,3.1,6.2,1.4,3.9,1.8,2.5,0.4,2.2,2.6,6.1,1.0,0.1,2.0,2.9,12.2,.446,.498,.363,.516,.724,.547
6345,Derek Harper,1987-88,26,DAL,NBA,82,82,3032,6.4,13.9,5.7,11.6,0.7,2.3,3.1,4.1,0.8,2.1,2.9,7.5,2.0,0.4,2.3,1.9,16.5,.459,.488,.313,.485,.759,.528
6346,Derek Harper,1995-96,34,NYK,NBA,82,82,2893,5.4,11.7,3.9,7.6,1.5,4.0,1.9,2.6,0.4,2.1,2.5,4.4,1.6,0.1,2.2,2.5,14.3,.464,.513,.372,.529,.757,.558
6347,Derek Harper,1988-89,27,DAL,NBA,81,81,2968,6.5,13.7,5.3,10.3,1.2,3.4,2.8,3.4,0.6,2.2,2.8,6.9,2.1,0.5,2.5,2.7,17.0,.477,.517,.356,.521,.806,.561
6348,Derek Harper,1996-97,35,DAL,NBA,75,29,2210,4.9,11.0,3.9,8.1,1.0,2.9,1.5,2.1,0.5,1.7,2.2,5.2,1.5,0.2,2.2,2.3,12.3,.444,.480,.341,.488,.742,.516
6349,Derek Harper,1998-99,37,LAL,NBA,45,29,1120,3.9,9.4,2.5,5.6,1.4,3.8,0.8,1.0,0.4,1.7,2.2,6.0,1.4,0.1,1.7,2.1,9.9,.412,.443,.368,.486,.813,.506
6350,Derek Harper,1989-90,28,DAL,NBA,82,82,3007,6.8,13.9,5.7,11.0,1.1,2.9,3.0,3.8,0.6,2.3,2.9,7.3,2.2,0.3,2.5,2.7,17.6,.488,.519,.371,.527,.794,.567
6351,Maurice Harkless,2015-16,22,POR,NBA,78,14,1457,4.8,10.2,3.9,6.7,1.0,3.5,1.7,2.7,2.5,4.4,6.9,1.7,1.2,0.9,1.5,3.1,12.3,.474,.576,.279,.522,.622,.541
6352,Maurice Harkless,2012-13,19,ORL,NBA,76,59,1974,4.7,10.3,4.2,8.2,0.6,2.1,1.3,2.3,2.2,3.9,6.1,0.9,1.6,1.1,1.3,2.6,11.4,.461,.510,.274,.489,.570,.504
6353,Maurice Harkless,2013-14,20,ORL,NBA,80,41,1950,4.1,8.9,3.0,6.1,1.1,2.8,1.6,2.6,1.3,3.6,4.9,1.5,1.8,0.9,1.6,2.6,10.9,.464,.502,.383,.525,.594,.542
6354,James Hardy,1979-80,23,UTA,NBA,76,,1600,4.1,8.2,4.1,8.1,0.0,0.0,1.1,1.5,2.8,6.2,9.0,2.3,1.1,2.0,2.4,4.7,9.5,.507,.507,.500,.508,.773,.536
6355,James Hardy,1981-82,25,UTA,NBA,82,17,1814,3.6,7.3,3.6,7.3,0.0,0.0,1.3,1.8,3.0,6.3,9.3,2.2,1.2,1.3,1.5,3.8,8.4,.485,.486,.000,.485,.688,.515
6356,Charlie Hardnett,1962-63,24,CHZ,NBA,78,,1657,6.5,14.8,6.5,14.8,,,4.9,7.6,,,13.1,1.6,,,,4.9,18.0,.441,.441,,.441,.645,.494
6357,Charlie Hardnett,1963-64,25,BAL,NBA,66,,617,6.2,15.2,6.2,15.2,,,4.9,7.3,,,14.6,1.6,,,,6.7,17.4,.412,.412,,.412,.672,.473
6358,Reggie Harding,1964-65,22,DET,NBA,78,,2699,5.4,13.2,5.4,13.2,,,1.7,2.8,,,12.1,2.4,,,,3.4,12.5,.410,.410,,.410,.612,.435
6359,Reggie Harding,1966-67,24,DET,NBA,74,,1367,4.5,10.1,4.5,10.1,,,1.7,2.7,,,12.0,2.5,,,,4.3,10.7,.449,.449,,.449,.612,.475
6360,James Harden,2009-10,20,OKC,NBA,76,0,1738,4.8,12.0,2.9,6.8,1.9,5.1,4.0,5.0,1.0,4.1,5.1,2.8,1.7,0.4,2.2,4.1,15.6,.403,.424,.375,.484,.808,.551
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
6361,James Harden,2010-11,21,OKC,NBA,82,5,2189,4.9,11.2,3.0,5.9,1.9,5.3,4.8,5.6,0.7,3.5,4.2,2.9,1.5,0.4,1.7,3.4,16.4,.436,.514,.349,.518,.843,.598
6362,James Harden,2011-12,22,OKC,NBA,62,2,1946,5.7,11.6,3.6,6.2,2.1,5.4,5.8,6.8,0.6,4.1,4.7,4.2,1.1,0.3,2.5,2.8,19.3,.491,.579,.390,.582,.846,.660
6363,James Harden,2012-13,23,HOU,NBA,78,78,2985,7.1,16.1,4.9,10.3,2.2,5.9,8.1,9.6,0.7,3.8,4.6,5.5,1.7,0.5,3.6,2.1,24.4,.438,.477,.368,.504,.851,.600
6364,James Harden,2013-14,24,HOU,NBA,73,73,2777,7.1,15.6,4.8,9.4,2.3,6.3,7.5,8.6,0.8,3.7,4.5,5.8,1.5,0.4,3.4,2.3,24.0,.456,.515,.366,.529,.866,.618
6365,James Harden,2014-15,25,HOU,NBA,81,81,2981,7.8,17.8,5.3,11.0,2.5,6.7,8.6,10.0,0.9,4.6,5.5,6.8,1.9,0.7,3.9,2.5,26.8,.440,.480,.375,.511,.868,.605
6366,James Harden,2015-16,26,HOU,NBA,82,82,3125,8.2,18.6,5.5,11.1,2.7,7.6,8.3,9.6,0.7,5.0,5.8,7.1,1.6,0.6,4.3,2.6,27.4,.439,.494,.359,.512,.860,.598
6367,Tim Hardaway,2014-15,22,NYK,NBA,70,30,1681,6.0,15.4,3.4,7.8,2.6,7.6,2.7,3.3,0.3,3.1,3.3,2.7,0.4,0.3,1.8,2.5,17.2,.389,.435,.342,.474,.801,.512
6368,Tim Hardaway,1992-93,26,GSW,NBA,66,66,2609,7.2,16.1,5.8,11.9,1.4,4.3,3.8,5.1,0.8,2.8,3.6,9.6,1.6,0.2,3.0,2.1,19.6,.447,.489,.330,.491,.744,.534
6369,Tim Hardaway,1994-95,28,GSW,NBA,62,62,2321,6.7,15.6,4.1,8.7,2.6,6.9,3.4,4.5,0.7,2.2,2.9,9.0,1.4,0.2,3.3,2.4,19.3,.427,.465,.378,.510,.760,.550
6370,Tim Hardaway,1995-96,29,TOT,NBA,80,46,2534,6.0,14.1,4.0,8.7,2.0,5.4,3.4,4.3,0.5,2.8,3.3,9.1,1.9,0.2,3.3,2.9,17.3,.422,.458,.364,.492,.790,.540
6371,Tim Hardaway,1996-97,30,MIA,NBA,81,81,3136,6.6,15.9,4.3,9.1,2.3,6.8,3.3,4.2,0.6,2.6,3.2,8.0,1.7,0.1,2.6,1.9,18.9,.415,.469,.344,.489,.799,.532
6372,Tim Hardaway,1997-98,31,MIA,NBA,81,81,3031,6.6,15.4,4.8,10.1,1.8,5.2,3.1,3.9,0.6,3.0,3.6,8.0,1.6,0.2,2.7,2.4,18.1,.431,.472,.351,.490,.781,.530
6373,Tim Hardaway,1989-90,23,GSW,NBA,79,78,2663,6.3,13.3,6.0,12.2,0.3,1.1,2.9,3.7,0.8,3.4,4.2,9.3,2.2,0.2,3.5,3.1,15.7,.471,.489,.274,.483,.764,.525
6374,Tim Hardaway,1998-99,32,MIA,NBA,48,48,1772,6.1,15.3,3.8,9.0,2.3,6.3,2.5,3.0,0.3,2.8,3.1,7.2,1.2,0.1,2.7,2.1,17.0,.400,.429,.360,.475,.812,.511
6375,Tim Hardaway,1990-91,24,GSW,NBA,82,82,3215,8.3,17.4,7.2,14.5,1.1,2.8,3.4,4.3,1.0,2.7,3.7,8.9,2.4,0.1,3.0,2.6,21.1,.476,.494,.385,.508,.803,.547
6376,Tim Hardaway,2000-01,34,MIA,NBA,77,77,2613,5.6,14.4,3.0,7.2,2.6,7.1,2.0,2.5,0.4,2.5,2.8,6.7,1.2,0.1,2.6,2.1,15.8,.392,.417,.366,.482,.801,.513
6377,Tim Hardaway,2013-14,21,NYK,NBA,81,1,1875,5.6,13.2,3.1,6.3,2.5,6.9,2.0,2.5,0.4,2.0,2.3,1.3,0.8,0.1,0.9,2.8,15.8,.428,.498,.363,.523,.828,.554
6378,Tim Hardaway,1991-92,25,GSW,NBA,81,81,3332,7.9,17.2,6.6,13.1,1.4,4.1,3.2,4.2,0.9,2.5,3.3,8.7,1.8,0.1,2.9,2.2,20.5,.461,.499,.338,.501,.766,.537
6379,Anfernee Hardaway,1996-97,25,ORL,NBA,59,59,2221,6.8,15.3,5.4,10.9,1.4,4.3,4.6,5.6,1.3,2.9,4.3,5.4,1.5,0.6,2.4,2.0,19.6,.447,.499,.318,.493,.820,.554
6380,Anfernee Hardaway,1998-99,27,ORL,NBA,50,50,1944,5.6,13.3,4.8,10.7,0.7,2.6,2.8,3.9,1.4,3.9,5.3,4.9,2.1,0.4,2.8,2.1,14.6,.420,.452,.286,.448,.706,.488
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
6381,Anfernee Hardaway,1999-00,28,PHO,NBA,60,60,2253,6.0,12.8,5.5,11.1,0.5,1.6,3.6,4.6,1.5,4.1,5.5,5.0,1.5,0.6,2.4,2.6,16.2,.474,.496,.324,.494,.790,.549
6382,Anfernee Hardaway,2001-02,30,PHO,NBA,80,55,2462,5.7,13.6,5.4,12.4,0.3,1.2,2.3,2.9,1.4,3.7,5.1,4.7,1.8,0.5,2.8,2.7,14.0,.418,.432,.277,.430,.810,.472
6383,Anfernee Hardaway,2003-04,32,TOT,NBA,76,14,2095,4.8,11.7,4.3,10.3,0.5,1.4,1.9,2.4,1.2,3.7,4.9,3.0,1.2,0.3,1.8,2.5,12.0,.411,.415,.380,.433,.804,.472
6384,Anfernee Hardaway,1993-94,22,ORL,NBA,82,82,3015,6.1,13.0,5.5,10.8,0.6,2.2,2.9,3.9,2.3,2.9,5.2,6.5,2.3,0.6,3.5,2.4,15.7,.466,.507,.267,.489,.742,.531
6385,Anfernee Hardaway,1994-95,23,ORL,NBA,77,77,2901,7.3,14.2,6.2,11.1,1.1,3.1,4.4,5.7,1.7,2.4,4.2,6.8,1.6,0.3,3.2,2.0,20.0,.512,.558,.349,.550,.769,.599
6386,Anfernee Hardaway,1995-96,24,ORL,NBA,82,82,3015,7.4,14.5,6.4,11.1,1.1,3.4,5.3,6.9,1.5,2.7,4.2,6.9,2.0,0.5,2.7,1.9,21.3,.513,.573,.314,.549,.767,.605
6387,Bill Hanzlik,1984-85,27,DEN,NBA,80,1,1673,4.7,11.2,4.7,10.9,0.0,0.3,3.9,5.1,1.9,2.6,4.5,4.5,1.8,0.6,2.5,6.3,13.4,.421,.432,.067,.422,.756,.495
6388,Bill Hanzlik,1985-86,28,DEN,NBA,79,0,1982,6.0,13.5,5.9,12.7,0.1,0.7,5.8,7.4,1.6,3.2,4.8,5.7,1.9,0.3,3.0,5.0,17.9,.447,.461,.195,.452,.785,.537
6389,Bill Hanzlik,1986-87,29,DEN,NBA,73,10,1990,5.6,13.5,5.2,12.0,0.4,1.4,5.7,7.3,1.4,3.2,4.6,5.1,1.6,0.5,2.4,4.4,17.2,.412,.428,.275,.426,.786,.516
6390,Bill Hanzlik,1987-88,30,DEN,NBA,77,0,1334,2.9,7.7,2.9,7.3,0.1,0.4,3.5,4.4,1.1,3.6,4.6,4.5,1.7,0.5,2.6,5.0,9.4,.380,.391,.188,.385,.791,.488
6391,Bill Hanzlik,1980-81,23,SEA,NBA,74,,1259,3.9,8.3,3.9,8.1,0.0,0.1,3.4,4.3,1.9,2.5,4.4,3.2,1.7,0.6,2.4,4.8,11.3,.478,.482,.200,.479,.793,.558
6392,Bill Hanzlik,1989-90,32,DEN,NBA,81,0,1605,4.0,8.9,3.9,8.2,0.1,0.7,3.1,4.1,1.5,3.1,4.6,4.2,1.7,0.7,2.0,5.6,11.2,.452,.474,.194,.460,.743,.525
6393,Bill Hanzlik,1981-82,24,SEA,NBA,81,76,1974,3.0,6.5,3.0,6.4,0.0,0.1,2.5,3.2,1.8,3.0,4.9,3.3,1.5,0.5,1.9,4.6,8.6,.468,.473,.000,.468,.784,.543
6394,Bill Hanzlik,1982-83,25,DEN,NBA,82,8,1547,4.4,10.2,4.3,10.0,0.0,0.2,2.9,3.7,1.9,3.6,5.5,6.2,1.7,0.3,3.4,5.1,11.6,.428,.433,.143,.429,.781,.493
6395,Bill Hanzlik,1983-84,26,DEN,NBA,80,14,1469,3.2,7.5,3.2,7.2,0.1,0.3,4.1,5.1,1.6,3.4,5.0,6.2,1.7,0.5,2.7,6.2,10.6,.431,.439,.250,.436,.807,.546
6396,Bob Hansen,1986-87,26,UTA,NBA,72,72,1453,6.7,14.9,6.3,13.8,0.4,1.1,3.4,4.4,2.1,2.9,5.0,2.5,1.1,0.1,1.9,3.6,17.2,.453,.460,.356,.466,.760,.512
6397,Bob Hansen,1987-88,27,UTA,NBA,81,51,1796,6.3,12.2,5.7,10.3,0.6,1.9,2.3,3.0,1.3,2.5,3.7,3.5,1.3,0.1,1.8,3.9,15.6,.517,.553,.330,.543,.743,.573
6398,Bob Hansen,1989-90,29,UTA,NBA,81,81,2174,4.4,9.4,3.5,6.9,0.9,2.6,0.5,1.1,1.1,2.7,3.8,2.5,0.9,0.2,1.3,3.2,10.2,.467,.510,.351,.514,.516,.517
6399,Bob Hansen,1985-86,25,UTA,NBA,82,82,2032,5.3,11.1,5.0,10.2,0.3,0.9,1.7,2.3,1.5,2.9,4.3,3.4,1.3,0.2,2.2,3.6,12.6,.476,.488,.340,.490,.720,.517
6400,Tyler Hansbrough,2010-11,25,IND,NBA,70,29,1535,6.7,14.4,6.7,14.3,0.0,0.0,4.6,5.9,3.4,5.2,8.6,1.0,0.9,0.4,1.8,3.8,18.0,.465,.466,.000,.465,.779,.529
