
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
501,Russell Westbrook,2012-13,24,OKC,NBA,82,82,2861,8.5,19.3,7.2,15.5,1.2,3.8,5.8,7.2,1.4,4.0,5.4,7.6,1.8,0.3,3.4,2.4,23.9,.438,.466,.323,.470,.800,.532
502,Russell Westbrook,2014-15,26,OKC,NBA,67,67,2302,9.8,23.0,8.5,18.5,1.3,4.5,8.5,10.2,1.9,5.7,7.6,9.0,2.2,0.2,4.6,2.9,29.5,.426,.457,.299,.455,.835,.536
503,Russell Westbrook,2015-16,27,OKC,NBA,80,80,2750,8.6,18.9,7.3,14.4,1.3,4.5,6.1,7.5,1.9,6.3,8.2,10.9,2.1,0.3,4.5,2.6,24.6,.454,.503,.296,.489,.812,.554
504,Mark West,1986-87,26,CLE,NBA,78,13,1333,5.6,10.4,5.6,10.3,0.0,0.1,2.4,4.7,3.4,5.8,9.2,1.1,0.6,2.2,2.9,6.2,13.7,.543,.546,.000,.543,.514,.550
505,Mark West,1987-88,27,TOT,NBA,83,41,2098,5.4,9.8,5.4,9.8,0.0,0.0,2.9,4.9,2.8,6.1,9.0,1.3,0.8,2.5,3.0,4.5,13.8,.551,.552,.000,.551,.596,.574
506,Mark West,1988-89,28,PHO,NBA,82,32,2019,4.3,6.6,4.3,6.6,0.0,0.0,1.9,3.6,3.0,6.8,9.8,0.7,0.6,3.3,1.8,4.9,10.6,.653,.653,,.653,.535,.644
507,Mark West,1989-90,29,PHO,NBA,82,79,2399,5.0,8.0,5.0,8.0,0.0,0.0,3.0,4.3,3.2,7.7,10.9,0.7,0.5,2.8,1.9,4.2,12.9,.625,.625,,.625,.691,.656
508,Mark West,1990-91,30,PHO,NBA,82,64,1957,4.5,7.0,4.5,7.0,0.0,0.0,2.5,3.8,3.1,7.2,10.4,0.7,0.6,3.0,1.6,4.9,11.6,.647,.647,,.647,.655,.665
509,Mark West,1991-92,31,PHO,NBA,82,11,1436,4.9,7.8,4.9,7.8,0.0,0.0,2.7,4.3,3.4,6.0,9.3,0.6,0.4,2.0,2.1,6.0,12.6,.632,.632,,.632,.637,.650
510,Mark West,1992-93,32,PHO,NBA,82,82,1558,4.0,6.6,4.0,6.6,0.0,0.0,2.0,3.8,3.5,7.0,10.6,0.7,0.4,2.4,2.1,5.6,10.1,.614,.614,,.614,.518,.609
