
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
5001,Toby Kimball,1967-68,25,SDR,NBA,81,,2519,5.1,12.8,5.1,12.8,,,2.6,4.4,,,13.5,2.1,,,,3.9,12.7,.396,.396,,.396,.592,.432
5002,Toby Kimball,1968-69,26,SDR,NBA,76,,1680,5.1,11.5,5.1,11.5,,,2.5,5.4,,,14.3,1.9,,,,4.6,12.7,.445,.445,,.445,.468,.460
5003,Toby Kimball,1969-70,27,SDR,NBA,77,,1622,4.8,11.3,4.8,11.3,,,2.4,4.1,,,13.8,2.1,,,,4.2,12.1,.429,.429,,.429,.578,.461
5004,Toby Kimball,1970-71,28,SDR,NBA,80,,1100,3.6,9.4,3.6,9.4,,,1.7,3.5,,,13.3,2.0,,,,4.2,8.9,.387,.387,,.387,.472,.408
5005,Toby Kimball,1971-72,29,MIL,NBA,74,,971,4.0,8.5,4.0,8.5,,,1.6,3.0,,,11.6,2.2,,,,5.1,9.6,.467,.467,,.467,.543,.487
5006,Toby Kimball,1973-74,31,PHI,NBA,75,,1592,4.9,10.3,4.9,10.3,,,2.9,4.2,4.2,8.3,12.5,1.7,1.1,0.5,,4.5,12.6,.474,.474,,.474,.686,.520
5007,Jack Kiley,1951-52,23,FTW,NBA,47,,477,3.3,14.6,3.3,14.6,,,2.3,4.1,,,3.7,4.7,,,,4.1,8.9,.228,.228,,.228,.556,.272
5008,Michael Kidd-Gilchrist,2012-13,19,CHA,NBA,78,77,2025,5.0,10.9,5.0,10.7,0.0,0.2,2.5,3.3,2.3,5.8,8.1,2.1,1.0,1.2,1.8,2.9,12.5,.458,.462,.222,.460,.749,.506
5009,Michael Kidd-Gilchrist,2013-14,20,CHA,NBA,62,62,1502,4.0,8.5,4.0,8.2,0.0,0.2,2.7,4.4,2.6,5.2,7.8,1.2,1.0,0.9,1.4,3.5,10.7,.473,.483,.111,.475,.614,.516
