
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
3401,Paul Neumann,1962-63,25,SYR,NBA,80,,1581,5.4,11.5,5.4,11.5,,,4.1,5.1,,,4.6,5.2,,,,5.0,14.9,.471,.471,,.471,.815,.545
3402,Paul Neumann,1963-64,26,PHI,NBA,74,,1973,5.9,13.4,5.9,13.4,,,3.8,4.9,,,4.5,5.3,,,,3.8,15.7,.443,.443,,.443,.789,.505
3403,Paul Neumann,1964-65,27,TOT,NBA,76,,2034,6.5,13.7,6.5,13.7,,,4.1,5.4,,,3.5,4.1,,,,3.9,17.1,.473,.473,,.473,.772,.532
3404,Paul Neumann,1965-66,28,SFW,NBA,66,,1729,7.1,17.0,7.1,17.0,,,5.5,6.6,,,4.3,3.8,,,,3.6,19.8,.420,.420,,.420,.836,.497
3405,Paul Neumann,1966-67,29,SFW,NBA,78,,2421,5.7,13.5,5.7,13.5,,,4.6,5.8,,,4.0,5.1,,,,4.0,16.1,.424,.424,,.424,.800,.501
3406,Raul Neto,2015-16,23,UTA,NBA,81,53,1499,4.3,10.0,2.8,6.1,1.5,3.9,1.2,1.7,0.4,2.5,2.9,4.2,1.5,0.0,2.6,2.9,11.4,.431,.453,.395,.507,.743,.530
3407,Rasho Nesterovic,1999-00,23,MIN,NBA,82,55,1723,4.3,9.0,4.3,9.0,0.0,0.0,1.2,2.2,2.8,5.1,7.9,1.9,0.4,1.8,1.5,5.5,9.8,.476,.478,.000,.476,.573,.492
3408,Rasho Nesterovic,2000-01,24,MIN,NBA,73,39,1233,4.3,9.3,4.3,9.3,0.0,0.0,1.0,1.9,2.9,5.5,8.4,1.3,0.7,1.8,1.6,5.5,9.6,.461,.462,.000,.461,.523,.472
3409,Rasho Nesterovic,2001-02,25,MIN,NBA,82,82,2218,5.3,10.7,5.3,10.6,0.0,0.0,0.6,1.2,3.2,5.4,8.7,1.2,0.7,1.8,1.5,4.3,11.2,.493,.494,.000,.493,.549,.499
3410,Rasho Nesterovic,2002-03,26,MIN,NBA,77,77,2337,6.2,11.7,6.2,11.7,0.0,0.0,0.9,1.5,2.2,5.5,7.8,1.8,0.6,1.8,1.5,3.9,13.3,.525,.526,.000,.525,.642,.536
3411,Rasho Nesterovic,2003-04,27,SAS,NBA,82,82,2353,5.0,10.7,5.0,10.7,0.0,0.0,0.8,1.7,3.9,5.8,9.7,1.7,0.8,2.5,1.6,3.8,10.9,.469,.469,,.469,.474,.473
3412,Rasho Nesterovic,2004-05,28,SAS,NBA,70,70,1785,4.0,8.7,4.0,8.7,0.0,0.0,0.3,0.6,3.7,5.5,9.3,1.4,0.6,2.4,1.5,4.2,8.3,.460,.460,,.460,.467,.463
3413,Rasho Nesterovic,2005-06,29,SAS,NBA,80,51,1515,4.1,7.9,4.1,7.9,0.0,0.0,0.4,0.7,2.7,4.6,7.3,0.8,0.5,2.1,1.3,5.0,8.6,.515,.518,.000,.515,.600,.521
3414,Rasho Nesterovic,2006-07,30,TOR,NBA,80,73,1676,4.9,9.0,4.9,9.0,0.0,0.0,0.7,1.1,2.5,5.3,7.7,1.6,0.8,1.8,1.2,4.1,10.6,.546,.548,.000,.546,.680,.558
3415,Rasho Nesterovic,2007-08,31,TOR,NBA,71,39,1486,6.2,11.3,6.2,11.2,0.0,0.1,0.9,1.2,3.1,5.1,8.3,2.0,0.5,1.3,1.5,3.2,13.4,.550,.552,.333,.551,.755,.565
3416,Rasho Nesterovic,2008-09,32,IND,NBA,70,19,1214,6.6,13.0,6.6,12.9,0.0,0.0,0.7,0.9,2.8,4.4,7.1,3.2,0.9,1.1,1.9,5.1,14.0,.513,.514,.000,.513,.781,.524
3417,Tyrone Nesby,1998-99,23,LAC,NBA,50,36,1288,5.1,11.3,4.1,8.6,1.0,2.7,2.9,3.7,1.6,3.3,4.9,2.3,2.2,0.6,1.5,4.0,14.1,.449,.476,.365,.493,.782,.543
3418,Tyrone Nesby,1999-00,24,LAC,NBA,73,39,2317,5.7,14.2,4.2,9.9,1.5,4.4,2.3,3.0,1.3,3.0,4.3,1.9,1.2,0.5,1.6,3.2,15.1,.398,.426,.335,.449,.791,.487
