
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
5601,Stephen Jackson,2002-03,24,SAS,NBA,80,58,2254,5.7,13.1,4.2,8.3,1.5,4.7,2.2,2.9,1.1,3.5,4.6,2.9,2.0,0.5,2.8,3.2,15.1,.435,.501,.320,.493,.760,.526
5602,Stephen Jackson,2003-04,25,ATL,NBA,80,78,2940,6.6,15.4,4.8,10.2,1.8,5.2,2.9,3.6,1.2,3.3,4.5,3.0,1.7,0.2,2.7,2.6,17.8,.425,.469,.340,.483,.785,.521
5603,Stephen Jackson,2005-06,27,IND,NBA,81,81,2910,5.8,14.2,4.4,10.0,1.4,4.2,3.3,4.2,0.6,3.3,3.9,2.8,1.3,0.5,2.5,2.4,16.4,.411,.439,.345,.462,.786,.512
5604,Stephen Jackson,2006-07,28,TOT,NBA,75,69,2479,5.9,13.7,4.5,9.2,1.5,4.5,3.5,4.3,0.9,2.3,3.2,4.2,1.2,0.5,2.7,2.9,16.9,.433,.488,.322,.486,.813,.540
5605,Stephen Jackson,2007-08,29,GSW,NBA,73,73,2855,6.2,15.2,3.9,8.9,2.3,6.3,3.9,4.7,0.8,3.2,4.0,3.8,1.2,0.4,2.5,2.2,18.5,.405,.435,.363,.481,.832,.536
5606,Reggie Jackson,2014-15,24,TOT,NBA,77,40,2268,6.9,15.8,5.7,12.0,1.1,3.8,2.9,3.5,0.9,4.3,5.2,7.3,1.0,0.1,3.0,2.7,17.7,.434,.477,.299,.470,.830,.511
5607,Reggie Jackson,2015-16,25,DET,NBA,79,79,2424,8.0,18.5,6.3,13.5,1.8,5.0,4.3,5.0,0.9,2.9,3.8,7.3,0.9,0.2,3.3,2.8,22.1,.434,.464,.353,.482,.864,.535
5608,Reggie Jackson,2012-13,22,OKC,NBA,70,0,993,5.4,11.8,4.5,8.0,0.9,3.8,1.9,2.2,0.8,5.3,6.0,4.4,1.1,0.5,1.9,3.0,13.6,.458,.566,.231,.495,.839,.531
5609,Reggie Jackson,2013-14,23,OKC,NBA,80,36,2277,6.4,14.5,5.1,10.6,1.3,3.9,2.5,2.8,0.7,4.3,4.9,5.2,1.3,0.1,2.7,2.2,16.6,.440,.477,.339,.485,.893,.527
5610,Phil Jackson*,1971-72,26,NYK,NBA,80,,1273,5.8,13.2,5.8,13.2,,,4.7,6.4,,,9.2,2.0,,,,6.3,16.3,.440,.440,,.440,.732,.509
5611,Phil Jackson*,1972-73,27,NYK,NBA,80,,1393,6.3,14.3,6.3,14.3,,,4.0,5.0,,,8.9,2.4,,,,5.6,16.6,.443,.443,,.443,.790,.504
5612,Phil Jackson*,1973-74,28,NYK,NBA,82,,2050,6.3,13.3,6.3,13.3,,,3.4,4.3,2.2,6.2,8.4,2.4,0.7,1.2,,4.9,16.0,.477,.477,,.477,.776,.528
5613,Phil Jackson*,1974-75,29,NYK,NBA,78,,2285,5.1,11.2,5.1,11.2,,,3.0,4.0,2.2,7.3,9.5,2.1,1.3,0.8,,5.2,13.2,.455,.455,,.455,.763,.511
5614,Phil Jackson*,1975-76,30,NYK,NBA,80,,1461,4.6,9.5,4.6,9.5,,,2.7,3.7,2.0,6.5,8.5,2.6,1.0,0.5,,6.8,11.8,.478,.478,,.478,.733,.530
5615,Phil Jackson*,1976-77,31,NYK,NBA,76,,1033,3.6,8.1,3.6,8.1,,,1.8,2.5,2.6,5.4,8.0,3.0,1.2,0.6,,6.4,8.9,.440,.440,,.440,.718,.484
5616,Phil Jackson*,1967-68,22,NYK,NBA,75,,1093,6.0,15.0,6.0,15.0,,,3.3,5.5,,,11.1,1.8,,,,7.0,15.2,.400,.400,,.400,.589,.438
5617,Phil Jackson*,1970-71,25,NYK,NBA,71,,771,5.5,12.3,5.5,12.3,,,4.4,6.2,,,11.1,1.4,,,,7.9,15.5,.449,.449,,.449,.714,.515
5618,Mark Jackson,1991-92,26,NYK,NBA,81,81,2461,5.4,10.9,5.2,10.3,0.2,0.6,2.5,3.2,1.4,3.1,4.5,10.2,1.6,0.2,3.1,2.2,13.4,.491,.506,.256,.499,.770,.542
5619,Mark Jackson,1999-00,34,IND,NBA,81,81,2190,4.0,9.4,2.6,5.7,1.5,3.6,1.3,1.6,1.0,3.8,4.9,10.7,1.2,0.2,2.9,1.8,10.8,.432,.450,.403,.510,.806,.538
5620,Mark Jackson,1992-93,27,LAC,NBA,82,81,3117,5.3,10.9,5.0,10.0,0.3,0.9,2.8,3.5,1.5,3.0,4.5,8.4,1.6,0.1,2.5,1.8,13.6,.486,.506,.268,.497,.803,.548
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
5621,Mark Jackson,2000-01,35,TOT,NBA,83,82,2588,3.4,8.1,2.4,5.2,1.0,2.9,1.0,1.3,0.9,3.4,4.2,9.2,1.2,0.1,2.4,1.9,8.8,.419,.463,.338,.479,.785,.506
5622,Mark Jackson,1993-94,28,LAC,NBA,79,79,2711,4.4,9.7,3.9,8.0,0.5,1.7,2.2,2.8,1.4,3.2,4.6,9.0,1.6,0.1,3.1,1.5,11.5,.452,.488,.283,.477,.791,.524
5623,Mark Jackson,2001-02,36,NYK,NBA,82,82,2367,4.0,9.0,2.8,6.0,1.2,3.0,1.3,1.7,0.9,3.8,4.7,9.2,1.1,0.0,2.3,2.5,10.4,.439,.456,.405,.506,.791,.536
5624,Mark Jackson,1994-95,29,IND,NBA,82,67,2402,3.6,8.5,3.2,7.2,0.4,1.3,1.8,2.3,1.1,3.5,4.6,9.2,1.6,0.2,3.1,2.2,9.4,.422,.443,.310,.446,.778,.493
5625,Mark Jackson,2002-03,37,UTA,NBA,82,0,1467,3.6,9.1,2.9,6.7,0.7,2.3,1.5,2.0,0.8,3.5,4.3,9.2,1.2,0.1,3.7,2.2,9.4,.398,.438,.284,.435,.763,.473
5626,Mark Jackson,1987-88,22,NYK,NBA,82,80,3249,4.9,11.2,4.5,9.8,0.4,1.4,2.3,2.9,1.3,3.1,4.4,9.6,2.3,0.1,2.9,2.7,12.3,.432,.458,.254,.448,.774,.493
5627,Mark Jackson,1995-96,30,IND,NBA,81,81,2643,4.0,8.5,3.2,6.5,0.9,2.0,2.0,2.6,0.9,3.3,4.2,8.6,1.4,0.1,2.7,2.1,11.0,.473,.486,.430,.524,.785,.568
5628,Mark Jackson,1988-89,23,NYK,NBA,72,72,2477,7.0,14.9,5.8,11.4,1.2,3.5,2.6,3.7,1.5,3.4,5.0,9.0,2.0,0.1,3.3,2.4,17.7,.467,.507,.338,.507,.698,.535
5629,Mark Jackson,1996-97,31,TOT,NBA,82,82,3054,3.4,8.0,2.6,5.9,0.8,2.1,2.0,2.5,1.1,3.6,4.7,11.0,1.1,0.1,3.2,1.9,9.6,.426,.445,.371,.474,.789,.525
5630,Mark Jackson,1989-90,24,NYK,NBA,82,69,2428,4.8,11.1,4.3,9.2,0.5,1.9,1.8,2.4,1.6,3.1,4.7,9.0,1.6,0.1,3.1,1.8,12.0,.437,.472,.267,.460,.727,.492
5631,Mark Jackson,1997-98,32,IND,NBA,82,82,2413,3.7,8.9,3.1,6.9,0.6,2.0,2.0,2.7,1.0,3.8,4.8,10.6,1.3,0.0,2.6,2.0,10.1,.416,.447,.314,.452,.761,.501
5632,Mark Jackson,1990-91,25,NYK,NBA,72,21,1595,5.6,11.5,5.3,10.3,0.3,1.2,2.6,3.6,1.4,3.0,4.4,10.2,1.4,0.2,3.0,1.8,14.2,.492,.519,.255,.505,.731,.545
