
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
301,Gus Williams,1979-80,26,SEA,NBA,82,,2969,9.0,18.6,8.9,18.2,0.1,0.4,4.0,5.1,1.5,1.8,3.3,4.8,2.4,0.4,2.2,1.9,22.0,.482,.489,.194,.484,.788,.529
302,Gus Williams,1981-82,28,SEA,NBA,80,80,2876,9.7,19.9,9.6,19.4,0.1,0.5,4.0,5.5,1.2,1.9,3.1,6.9,2.2,0.5,2.5,2.0,23.5,.486,.492,.225,.488,.734,.526
303,Gus Williams,1982-83,29,SEA,NBA,80,80,2761,8.6,18.0,8.6,17.5,0.0,0.6,3.6,4.8,0.9,1.7,2.7,8.4,2.4,0.3,3.0,1.5,20.9,.477,.491,.047,.478,.751,.517
304,Gus Williams,1983-84,30,SEA,NBA,80,80,2818,7.6,16.7,7.6,16.4,0.1,0.3,3.8,5.1,0.9,1.8,2.6,8.6,2.4,0.3,3.0,1.9,19.1,.458,.464,.160,.459,.750,.506
305,Gus Williams,1984-85,31,WSB,NBA,79,78,2960,7.8,18.0,7.1,15.9,0.6,2.1,3.1,4.2,0.9,1.5,2.4,7.4,2.2,0.4,2.6,1.9,19.2,.430,.449,.290,.447,.725,.482
306,Gus Williams,1985-86,32,WSB,NBA,77,67,2284,6.8,16.0,6.4,14.1,0.5,1.8,2.2,3.0,0.8,1.8,2.6,7.1,1.5,0.2,2.5,1.8,16.3,.428,.450,.259,.443,.734,.473
307,Freeman Williams,1978-79,22,SDC,NBA,72,,1195,10.1,20.6,10.1,20.6,,,2.3,3.0,1.4,1.5,3.0,2.5,1.3,0.1,3.0,2.7,22.5,.490,.490,,.490,.776,.514
308,Freeman Williams,1979-80,23,SDC,NBA,82,,2118,11.0,22.8,10.2,20.7,0.7,2.2,3.3,4.0,1.8,1.5,3.3,2.8,1.2,0.2,2.9,2.5,25.9,.480,.496,.328,.496,.815,.527
309,Freeman Williams,1980-81,24,SDC,NBA,82,,1976,11.7,25.2,10.8,22.6,0.9,2.6,4.6,5.4,1.4,1.0,2.4,3.0,1.7,0.1,3.0,2.9,28.9,.465,.479,.340,.482,.852,.524
310,Eric Williams,1996-97,24,BOS,NBA,72,67,2435,5.5,12.1,5.5,12.0,0.0,0.1,4.8,6.4,1.9,3.0,4.9,1.9,1.1,0.2,2.1,3.1,15.9,.456,.458,.250,.457,.752,.533
311,Eric Williams,2000-01,28,BOS,NBA,81,11,1745,3.3,9.2,2.4,6.4,0.9,2.9,3.4,4.8,1.3,3.0,4.3,2.3,1.3,0.3,1.6,3.7,11.0,.362,.375,.331,.413,.714,.487
312,Eric Williams,2001-02,29,BOS,NBA,74,30,1747,3.0,7.9,2.5,6.2,0.5,1.8,3.3,4.5,1.2,3.4,4.6,2.2,1.6,0.2,2.0,3.7,9.7,.374,.401,.279,.405,.731,.490
313,Eric Williams,2002-03,30,BOS,NBA,82,79,2350,3.9,8.8,3.3,7.1,0.6,1.7,3.1,4.1,2.2,3.7,5.9,2.1,1.3,0.3,1.5,3.6,11.4,.442,.467,.336,.474,.750,.538
314,Eric Williams,2003-04,31,TOT,NBA,71,36,1886,4.4,11.4,3.7,9.0,0.7,2.4,4.1,5.4,1.2,4.2,5.5,2.3,1.3,0.2,1.7,3.4,13.6,.386,.416,.276,.416,.760,.493
315,Elliot Williams,2013-14,24,PHI,NBA,67,2,1157,4.4,10.5,3.2,6.6,1.2,3.9,2.7,3.7,0.9,3.1,4.0,2.2,1.1,0.1,2.1,3.9,12.6,.415,.486,.296,.470,.731,.519
316,Earl Williams,1974-75,23,PHO,NBA,79,,1040,5.6,13.6,5.6,13.6,,,1.6,3.6,5.4,10.4,15.8,3.3,1.0,1.1,,5.1,12.8,.414,.414,,.414,.437,.422
317,Duck Williams,1979-80,23,UTA,NBA,77,,1794,4.7,10.4,4.7,10.2,0.0,0.2,0.8,1.2,0.4,1.7,2.1,3.7,2.0,0.2,2.1,3.3,10.2,.447,.458,.000,.447,.700,.464
318,Derrick Williams,2011-12,20,MIN,NBA,66,15,1418,5.2,12.6,4.3,9.1,0.9,3.5,3.5,5.0,2.0,5.9,7.9,1.0,0.8,0.8,2.0,2.4,14.8,.412,.467,.268,.449,.697,.499
319,Derrick Williams,2012-13,21,MIN,NBA,78,56,1916,6.4,14.8,5.1,11.1,1.2,3.7,3.6,5.1,1.8,6.3,8.1,0.9,0.8,0.7,1.9,2.4,17.5,.430,.463,.332,.471,.706,.515
320,Derrick Williams,2013-14,22,TOT,NBA,78,15,1820,4.1,9.5,3.6,7.6,0.5,2.0,3.7,5.1,1.4,5.0,6.4,1.1,0.9,0.4,1.5,2.3,12.3,.427,.470,.263,.454,.718,.524
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
321,Derrick Williams,2014-15,23,SAC,NBA,74,6,1462,5.3,11.9,4.1,8.1,1.2,3.8,3.3,4.8,1.0,4.0,5.0,1.2,0.8,0.1,1.4,1.6,15.2,.447,.511,.314,.498,.684,.540
