
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
7701,James Donaldson,1986-87,29,DAL,NBA,82,82,3028,3.7,6.3,3.7,6.3,0.0,0.0,3.2,3.9,3.5,8.1,11.6,0.7,0.6,1.6,1.2,2.3,10.6,.586,.586,,.586,.812,.658
7702,Michael Doleac,2003-04,26,TOT,NBA,72,0,1029,4.9,11.3,4.9,11.3,0.0,0.0,1.6,1.8,3.1,6.2,9.3,1.5,0.8,1.3,1.7,5.0,11.4,.435,.435,,.435,.865,.471
7703,Michael Doleac,2004-05,27,MIA,NBA,80,8,1175,4.5,10.1,4.5,10.1,0.0,0.1,0.8,1.3,2.3,5.7,7.9,1.4,0.7,0.7,1.1,4.9,9.8,.447,.450,.000,.447,.610,.460
7704,Michael Doleac,1998-99,21,ORL,NBA,49,0,780,5.8,12.3,5.8,12.3,0.0,0.0,2.5,3.7,3.0,3.8,6.8,0.9,0.9,0.8,1.2,5.4,14.0,.468,.468,,.468,.675,.503
7705,Michael Doleac,1999-00,22,ORL,NBA,81,29,1335,6.5,14.4,6.5,14.4,0.0,0.1,2.2,2.6,2.4,6.6,9.0,1.7,0.8,0.9,1.8,6.0,15.2,.452,.452,.500,.453,.842,.490
7706,Michael Doleac,2000-01,23,ORL,NBA,77,21,1398,5.7,13.6,5.7,13.5,0.0,0.1,1.3,1.5,1.8,5.2,7.0,1.7,1.0,1.1,1.5,6.2,12.6,.417,.420,.000,.417,.847,.443
7707,Michael Doleac,2002-03,25,NYK,NBA,75,0,1041,5.0,11.9,5.0,11.9,0.0,0.0,1.2,1.6,2.2,5.3,7.6,1.5,0.6,0.6,1.7,5.2,11.3,.426,.426,,.426,.783,.451
7708,Juan Dixon,2003-04,25,WAS,NBA,71,16,1478,6.0,15.5,4.6,10.7,1.4,4.8,2.7,3.4,0.7,2.9,3.6,3.3,2.0,0.1,2.5,2.7,16.2,.388,.428,.298,.434,.799,.476
7709,Juan Dixon,2005-06,27,POR,NBA,76,42,1920,6.7,15.4,5.5,12.2,1.2,3.2,2.9,3.6,0.6,2.8,3.3,2.8,1.1,0.1,2.1,2.9,17.5,.435,.449,.382,.474,.804,.516
7710,Juan Dixon,2006-07,28,TOT,NBA,81,6,1926,5.6,13.1,4.1,8.9,1.5,4.2,1.9,2.2,0.5,2.4,3.0,2.3,1.4,0.2,1.9,3.3,14.5,.425,.461,.350,.482,.871,.516
7711,Vlade Divac,1994-95,26,LAL,NBA,80,80,2807,6.2,12.3,6.1,11.6,0.1,0.7,3.8,4.9,3.3,7.3,10.6,4.2,1.4,2.2,2.6,3.9,16.4,.507,.525,.189,.512,.777,.568
7712,Vlade Divac,2003-04,35,SAC,NBA,81,81,2317,4.9,10.4,4.8,10.2,0.0,0.2,2.6,4.0,2.1,5.1,7.2,6.7,0.9,1.2,2.7,3.4,12.4,.470,.476,.154,.472,.654,.511
7713,Vlade Divac,1995-96,27,LAL,NBA,79,79,2470,6.0,11.8,6.0,11.5,0.0,0.3,2.8,4.3,2.9,7.0,9.9,3.8,1.1,1.9,2.9,4.0,14.9,.513,.521,.167,.515,.641,.544
7714,Vlade Divac,1996-97,28,CHH,NBA,81,80,2840,5.3,10.7,5.2,10.1,0.1,0.6,2.2,3.3,3.1,6.1,9.2,3.8,1.3,2.3,2.4,3.5,13.0,.494,.509,.234,.500,.683,.533
7715,Vlade Divac,1998-99,30,SAC,NBA,50,50,1761,5.4,11.4,5.1,10.5,0.2,0.9,3.7,5.2,2.9,7.4,10.2,4.4,0.9,1.0,2.7,3.4,14.6,.470,.488,.256,.480,.702,.533
7716,Vlade Divac,1999-00,31,SAC,NBA,82,81,2374,5.8,11.6,5.7,11.2,0.1,0.4,3.5,5.0,2.6,7.3,9.9,3.7,1.6,1.6,2.9,3.8,15.2,.503,.511,.269,.507,.691,.552
7717,Vlade Divac,1989-90,21,LAL,NBA,82,5,1611,6.1,12.3,6.1,12.2,0.0,0.1,3.4,4.8,3.7,7.7,11.4,1.7,1.8,2.5,2.5,5.4,15.7,.499,.504,.000,.499,.708,.544
7718,Vlade Divac,1990-91,22,LAL,NBA,82,81,2310,5.6,9.9,5.5,9.7,0.1,0.2,3.1,4.3,3.2,7.2,10.4,1.4,1.7,2.0,2.3,3.8,14.4,.565,.570,.357,.569,.703,.606
7719,Vlade Divac,2000-01,32,SAC,NBA,81,81,2420,5.4,11.2,5.4,11.0,0.1,0.2,3.6,5.2,3.1,6.9,10.0,3.4,1.3,1.4,2.9,3.6,14.5,.482,.486,.286,.485,.691,.536
7720,Vlade Divac,1992-93,24,LAL,NBA,82,69,2525,5.7,11.7,5.4,10.6,0.3,1.1,3.4,4.9,3.1,7.3,10.4,3.3,1.8,2.0,3.1,4.4,15.0,.485,.505,.280,.498,.689,.542
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
7721,Vlade Divac,2001-02,33,SAC,NBA,80,80,2420,5.0,10.7,5.0,10.5,0.0,0.2,3.1,5.1,3.0,6.9,10.0,4.4,1.2,1.4,2.4,3.4,13.2,.472,.477,.231,.474,.615,.513
7722,Vlade Divac,1993-94,25,LAL,NBA,79,73,2685,6.1,12.0,6.0,11.4,0.1,0.6,2.8,4.1,3.8,7.6,11.4,4.1,1.2,1.5,2.6,3.9,15.1,.506,.524,.191,.511,.686,.546
7723,Vlade Divac,2002-03,34,SAC,NBA,80,80,2384,4.6,9.9,4.5,9.5,0.1,0.4,2.7,3.8,2.4,6.3,8.7,4.1,1.3,1.6,2.3,3.6,12.0,.466,.475,.240,.470,.713,.519
7724,Terry Dischinger,1967-68,27,DET,NBA,78,,1936,7.3,14.8,7.3,14.8,,,4.4,5.8,,,9.0,2.1,,,,4.6,19.1,.494,.494,,.494,.762,.549
7725,Terry Dischinger,1968-69,28,DET,NBA,75,,1456,6.5,12.7,6.5,12.7,,,3.2,4.4,,,8.0,2.3,,,,5.7,16.3,.515,.515,,.515,.730,.556
7726,Terry Dischinger,1969-70,29,DET,NBA,75,,1754,7.0,13.3,7.0,13.3,,,3.6,4.9,,,7.6,2.2,,,,4.4,17.6,.526,.526,,.526,.722,.567
7727,Terry Dischinger,1971-72,31,DET,NBA,79,,2062,5.2,10.0,5.2,10.0,,,2.7,3.5,,,5.9,1.6,,,,5.0,13.0,.514,.514,,.514,.780,.563
7728,Terry Dischinger,1963-64,23,BAL,NBA,80,,2816,7.7,15.6,7.7,15.6,,,5.8,7.5,,,8.5,2.0,,,,4.1,21.2,.496,.496,,.496,.776,.564
