
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
4101,Xavier McDaniel,1991-92,28,NYK,NBA,82,82,2344,7.5,15.7,7.3,15.1,0.2,0.6,2.1,2.9,2.7,4.4,7.1,2.3,0.9,0.4,2.3,3.7,17.3,.478,.485,.308,.484,.714,.509
4102,Xavier McDaniel,1992-93,29,BOS,NBA,82,27,2215,7.4,15.0,7.3,14.7,0.1,0.4,3.1,3.9,2.7,5.2,7.9,2.6,1.2,0.8,2.8,4.0,18.1,.495,.500,.273,.498,.793,.539
4103,Xavier McDaniel,1993-94,30,BOS,NBA,82,5,1971,7.1,15.3,6.9,14.6,0.2,0.7,2.6,3.9,2.6,4.7,7.3,2.3,0.9,0.7,2.1,3.5,16.9,.461,.472,.244,.467,.676,.497
4104,Rodney McCray,1983-84,22,HOU,NBA,79,36,2081,5.8,11.6,5.8,11.6,0.0,0.1,3.1,4.3,3.0,4.8,7.8,3.0,0.9,0.9,2.1,3.5,14.8,.499,.500,.250,.499,.731,.546
4105,Rodney McCray,1984-85,23,HOU,NBA,82,82,3001,5.7,10.7,5.7,10.6,0.0,0.1,2.8,3.8,2.4,4.1,6.5,4.3,1.1,0.9,2.1,2.6,14.2,.535,.538,.000,.535,.738,.576
4106,Rodney McCray,1985-86,24,HOU,NBA,82,82,2610,4.7,8.7,4.7,8.6,0.0,0.0,2.4,3.1,2.2,5.0,7.2,4.0,0.7,0.8,1.8,2.7,11.7,.537,.540,.000,.537,.770,.583
4107,Rodney McCray,1986-87,25,HOU,NBA,81,81,3136,5.0,9.0,5.0,8.9,0.0,0.1,3.5,4.5,2.2,4.5,6.6,5.0,1.0,0.6,2.4,2.0,13.4,.552,.558,.000,.552,.779,.612
4108,Rodney McCray,1987-88,26,HOU,NBA,81,80,2689,4.8,10.0,4.8,9.9,0.0,0.1,3.9,4.9,3.1,5.3,8.4,3.5,0.8,0.7,1.9,2.2,13.5,.481,.484,.000,.481,.785,.554
4109,Rodney McCray,1988-89,27,SAC,NBA,68,65,2435,5.0,10.8,5.0,10.5,0.1,0.3,2.5,3.5,2.1,5.5,7.6,4.3,0.8,0.5,2.5,1.8,12.6,.466,.474,.227,.470,.722,.513
4110,Rodney McCray,1989-90,28,SAC,NBA,82,82,3238,6.0,11.6,5.8,11.1,0.1,0.5,3.0,3.9,2.1,5.3,7.4,4.2,0.7,0.8,1.9,2.0,15.1,.515,.525,.262,.520,.784,.568
4111,Rodney McCray,1990-91,29,DAL,NBA,74,68,2561,4.7,9.5,4.5,9.0,0.2,0.5,2.2,2.8,2.2,5.7,7.9,3.6,1.0,0.7,1.8,2.9,11.9,.495,.505,.333,.504,.803,.551
4112,Rodney McCray,1991-92,30,DAL,NBA,75,48,2106,4.6,10.6,4.2,9.2,0.4,1.5,1.9,2.6,2.5,5.5,8.0,3.7,0.8,0.5,2.0,3.1,11.6,.436,.458,.294,.456,.719,.491
4113,Jelani McCoy,2000-01,23,SEA,NBA,70,44,1143,4.3,8.3,4.3,8.3,0.0,0.0,1.3,2.9,2.9,5.0,7.9,1.8,0.6,1.5,2.4,4.4,10.0,.523,.523,,.523,.441,.520
4114,Tim McCormick,1984-85,22,SEA,NBA,78,27,1584,6.1,11.0,6.1,11.0,0.0,0.0,4.3,6.0,3.3,5.7,9.0,1.8,0.4,0.7,2.6,4.7,16.5,.557,.558,.000,.557,.715,.606
4115,Tim McCormick,1985-86,23,SEA,NBA,77,42,1705,5.3,9.4,5.3,9.3,0.0,0.0,3.7,5.2,3.0,5.6,8.5,1.8,0.4,0.6,2.3,4.6,14.4,.570,.570,.500,.571,.713,.618
