
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
2801,Scottie Pippen*,1994-95,29,CHI,NBA,79,79,3014,7.6,15.8,6.3,12.0,1.3,3.8,3.8,5.3,2.1,5.5,7.6,4.9,2.8,1.1,3.2,2.8,20.2,.480,.523,.345,.522,.716,.559
2802,Scottie Pippen*,1995-96,30,CHI,NBA,77,77,2825,7.2,15.5,5.3,10.4,1.9,5.1,2.8,4.1,1.9,4.4,6.3,5.8,1.7,0.7,2.6,2.5,19.1,.463,.507,.374,.525,.679,.551
2803,Scottie Pippen*,1996-97,31,CHI,NBA,82,82,3095,7.5,15.9,5.7,11.0,1.8,4.9,2.4,3.4,1.9,4.3,6.2,5.4,1.8,0.5,2.5,2.5,19.3,.474,.522,.368,.531,.701,.554
2804,Scottie Pippen*,1998-99,33,HOU,NBA,50,50,2011,4.7,10.8,3.4,7.0,1.3,3.8,2.4,3.3,1.1,4.7,5.8,5.2,1.8,0.7,2.8,2.1,13.0,.432,.482,.340,.492,.721,.530
2805,Scottie Pippen*,1999-00,34,POR,NBA,82,82,2749,5.1,11.3,4.0,7.8,1.1,3.4,2.1,2.9,1.5,5.2,6.7,5.3,1.5,0.5,2.7,2.7,13.4,.451,.506,.327,.501,.717,.533
2806,Scottie Pippen*,2000-01,35,POR,NBA,64,60,2133,4.5,10.1,3.5,6.9,1.1,3.1,2.0,2.7,1.2,4.4,5.6,5.0,1.6,0.6,2.6,2.7,12.2,.451,.500,.344,.505,.739,.541
2807,Dave Piontek,1956-57,22,ROC,NBA,71,,1759,5.3,13.0,5.3,13.0,,,2.5,3.7,,,7.2,2.2,,,,2.9,13.0,.403,.403,,.403,.667,.443
2808,Dave Piontek,1957-58,23,CIN,NBA,71,,1032,5.2,13.8,5.2,13.8,,,3.3,5.3,,,8.9,1.8,,,,4.7,13.8,.378,.378,,.378,.629,.426
2809,Dave Piontek,1958-59,24,CIN,NBA,72,,1674,6.6,17.5,6.6,17.5,,,3.4,4.9,,,8.3,2.7,,,,3.5,16.5,.375,.375,,.375,.687,.420
