
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
8401,Archie Clark,1967-68,26,LAL,NBA,81,,3039,7.4,15.5,7.4,15.5,,,4.2,5.7,,,4.1,4.2,,,,2.8,19.1,.480,.480,,.480,.740,.530
8402,Archie Clark,1968-69,27,PHI,NBA,82,,2144,7.5,15.6,7.5,15.6,,,3.7,5.3,,,4.4,5.0,,,,3.2,18.6,.478,.478,,.478,.697,.519
8403,Doug Christie,1999-00,29,TOR,NBA,73,73,2264,4.9,12.1,3.4,7.8,1.6,4.4,2.9,3.4,1.0,3.5,4.5,5.1,1.6,0.7,2.3,2.7,14.4,.407,.434,.360,.472,.843,.526
8404,Doug Christie,2000-01,30,SAC,NBA,81,81,2939,3.8,9.7,2.7,6.6,1.2,3.1,3.4,3.8,1.2,3.2,4.3,3.5,2.2,0.6,1.9,2.7,12.2,.395,.403,.376,.454,.897,.538
8405,Doug Christie,2001-02,31,SAC,NBA,81,81,2798,4.3,9.5,3.2,6.2,1.2,3.3,2.7,3.1,1.0,3.9,4.8,4.4,2.1,0.3,2.1,2.7,12.5,.460,.518,.352,.521,.851,.578
8406,Doug Christie,2002-03,32,SAC,NBA,80,80,2710,3.5,7.4,2.6,4.9,1.0,2.5,1.9,2.3,0.8,3.7,4.5,5.0,2.4,0.5,1.9,2.5,9.9,.479,.522,.395,.545,.810,.590
8407,Doug Christie,2003-04,33,SAC,NBA,82,82,2780,4.1,8.9,3.5,7.1,0.6,1.8,1.9,2.2,0.9,3.4,4.3,4.5,2.0,0.5,2.0,2.4,10.8,.461,.491,.345,.496,.860,.544
8408,Doug Christie,1996-97,26,TOR,NBA,81,81,3127,4.6,10.9,2.9,6.5,1.7,4.4,2.7,3.5,1.0,4.0,5.0,3.6,2.3,0.5,2.3,2.8,13.5,.417,.440,.384,.495,.775,.543
8409,Doug Christie,1997-98,27,TOR,NBA,78,78,2939,5.6,13.1,4.4,9.4,1.2,3.8,3.3,4.0,1.2,3.8,4.9,3.5,2.3,0.7,2.8,2.4,15.8,.428,.469,.326,.474,.829,.530
8410,Doug Christie,1998-99,28,TOR,NBA,50,50,1768,5.1,13.2,4.1,10.0,1.0,3.3,4.2,5.0,1.2,3.0,4.2,3.8,2.3,0.5,2.4,2.3,15.5,.388,.415,.304,.425,.841,.501
8411,Bob Christian,1973-74,27,PHO,NBA,81,,1244,4.1,8.3,4.1,8.3,,,3.1,4.4,2.5,7.4,9.8,2.8,0.5,0.9,,5.5,11.2,.486,.486,,.486,.702,.545
8412,Cal Christensen,1952-53,25,ROC,NBA,59,,777,3.3,10.7,3.3,10.7,,,3.2,5.3,,,9.2,2.5,,,,6.9,9.8,.313,.313,,.313,.596,.378
8413,Cal Christensen,1953-54,26,ROC,NBA,70,,1654,3.0,8.6,3.0,8.6,,,3.0,5.7,,,8.6,2.3,,,,4.3,9.0,.347,.347,,.347,.529,.404
8414,Cal Christensen,1954-55,27,ROC,NBA,71,,1204,3.4,9.1,3.4,9.1,,,3.7,6.2,,,11.6,3.1,,,,5.2,10.5,.374,.374,,.374,.602,.445
8415,Jim Chones,1980-81,31,LAL,NBA,82,,2562,5.3,10.6,5.3,10.5,0.0,0.1,1.8,2.7,2.5,6.7,9.2,2.1,0.5,1.3,2.2,4.6,12.4,.503,.506,.000,.503,.653,.528
8416,Jim Chones,1974-75,25,CLE,NBA,72,,2427,6.6,13.6,6.6,13.6,,,2.3,3.3,2.3,7.7,10.0,2.0,0.7,1.8,,3.7,15.5,.487,.487,,.487,.679,.515
8417,Jim Chones,1975-76,26,CLE,NBA,82,,2741,7.4,16.5,7.4,16.5,,,2.3,3.4,2.6,7.1,9.7,2.1,0.6,1.2,,3.2,17.0,.448,.448,,.448,.662,.473
8418,Jim Chones,1976-77,27,CLE,NBA,82,,2378,6.8,14.7,6.8,14.7,,,2.3,3.2,3.1,7.3,10.4,1.6,0.5,1.2,,3.9,16.0,.463,.463,,.463,.731,.495
8419,Jim Chones,1977-78,28,CLE,NBA,82,,2906,6.5,13.8,6.5,13.8,,,2.2,3.1,2.7,7.7,10.5,1.6,0.6,0.7,2.3,2.9,15.2,.472,.472,,.472,.720,.503
8420,Jim Chones,1978-79,29,CLE,NBA,82,,2850,6.0,13.6,6.0,13.6,,,2.0,2.7,3.3,7.4,10.6,2.3,0.6,1.3,2.4,3.5,13.9,.440,.440,,.440,.735,.472
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
8421,Jim Chones,1979-80,30,LAL,NBA,82,,2394,5.6,11.4,5.6,11.4,0.0,0.0,1.9,2.5,2.2,6.3,8.5,2.3,0.8,1.0,2.6,4.1,13.1,.489,.491,.000,.489,.740,.521
8422,Chris Childs,1995-96,28,NJN,NBA,78,54,2408,4.8,11.6,3.4,7.8,1.4,3.9,3.9,4.5,0.8,2.9,3.7,8.2,1.7,0.1,3.4,3.7,15.0,.416,.441,.367,.478,.852,.549
8423,Chris Childs,1996-97,29,NYK,NBA,65,61,2076,3.7,8.8,2.4,5.7,1.2,3.1,2.0,2.6,0.4,2.9,3.3,6.9,1.4,0.2,3.1,3.7,10.5,.414,.429,.387,.482,.758,.526
8424,Chris Childs,1998-99,31,NYK,NBA,48,0,1297,3.2,7.4,2.2,4.8,1.0,2.6,1.8,2.2,0.5,3.2,3.7,5.4,1.2,0.0,2.4,4.3,9.1,.427,.451,.383,.494,.821,.544
8425,Chris Childs,1999-00,32,NYK,NBA,71,2,1675,3.1,7.7,2.3,5.4,0.8,2.2,1.0,1.3,0.4,2.8,3.2,6.1,0.8,0.1,2.3,5.2,8.1,.409,.431,.356,.461,.797,.491
8426,Chris Childs,2000-01,33,TOT,NBA,77,5,1859,2.6,6.5,2.0,4.4,0.6,2.1,1.2,1.4,0.5,3.4,3.9,6.9,1.1,0.3,3.0,4.7,7.0,.403,.450,.302,.451,.845,.494
8427,Josh Childress,2006-07,23,ATL,NBA,55,13,2024,4.6,9.2,4.2,7.8,0.5,1.4,3.0,3.7,2.2,3.9,6.0,2.3,1.0,0.6,1.4,2.1,12.7,.504,.533,.338,.529,.795,.586
8428,Josh Childress,2007-08,24,ATL,NBA,76,0,2274,5.2,9.1,4.8,8.1,0.3,0.9,3.5,4.4,2.8,3.2,5.9,1.9,1.1,0.7,1.6,2.0,14.2,.571,.595,.367,.590,.807,.647
