
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
4501,Clyde Lovellette*,1954-55,25,MNL,NBA,70,,2361,7.9,18.2,7.9,18.2,,,4.2,6.1,,,12.2,1.5,,,,4.0,20.0,.435,.435,,.435,.686,.479
4502,Clyde Lovellette*,1955-56,26,MNL,NBA,71,,2518,8.5,19.6,8.5,19.6,,,4.8,6.7,,,14.2,2.3,,,,3.5,21.8,.434,.434,,.434,.721,.484
4503,Clyde Lovellette*,1956-57,27,MNL,NBA,69,,2492,8.3,19.5,8.3,19.5,,,4.1,5.8,,,13.5,2.0,,,,3.6,20.7,.426,.426,,.426,.717,.471
4504,Clyde Lovellette*,1957-58,28,CIN,NBA,71,,2589,9.4,21.4,9.4,21.4,,,4.2,5.6,,,12.0,1.9,,,,3.3,23.1,.441,.441,,.441,.743,.483
4505,Clyde Lovellette*,1958-59,29,STL,NBA,70,,1599,9.1,19.9,9.1,19.9,,,4.6,5.6,,,13.6,2.0,,,,4.9,22.7,.454,.454,,.454,.820,.507
4506,Clyde Lovellette*,1959-60,30,STL,NBA,68,,1953,10.1,21.6,10.1,21.6,,,5.8,7.1,,,13.3,2.3,,,,4.6,26.1,.468,.468,,.468,.821,.527
4507,Clyde Lovellette*,1960-61,31,STL,NBA,67,,2111,10.2,22.5,10.2,22.5,,,4.7,5.6,,,11.5,2.9,,,,4.2,25.1,.453,.453,,.453,.830,.502
4508,Stan Love,1971-72,22,BAL,NBA,74,,1327,6.6,14.5,6.6,14.5,,,2.8,3.8,,,9.2,1.4,,,,5.5,15.9,.451,.451,,.451,.736,.491
4509,Stan Love,1972-73,23,BAL,NBA,72,,995,6.9,15.8,6.9,15.8,,,2.9,3.6,,,10.9,1.7,,,,6.3,16.6,.436,.436,,.436,.790,.478
4510,Kevin Love,2008-09,20,MIN,NBA,81,37,2048,5.6,12.1,5.5,11.8,0.0,0.3,4.7,5.9,4.8,8.1,12.9,1.5,0.6,0.9,2.1,3.6,15.8,.459,.469,.105,.461,.789,.538
4511,Kevin Love,2010-11,22,MIN,NBA,73,73,2611,6.6,14.1,5.4,11.2,1.2,2.9,5.8,6.9,4.5,10.8,15.3,2.5,0.6,0.4,2.1,2.0,20.4,.470,.483,.417,.513,.850,.593
4512,Kevin Love,2011-12,23,MIN,NBA,55,55,2145,8.0,17.8,6.2,13.0,1.8,4.7,6.4,7.7,3.8,8.5,12.3,1.9,0.8,0.5,2.1,2.6,24.0,.448,.475,.372,.497,.824,.568
