
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
4701,Courtney Lee,2010-11,25,HOU,NBA,81,1,1723,5.3,12.0,3.8,8.4,1.5,3.6,2.0,2.5,1.1,3.3,4.4,2.1,1.2,0.4,1.4,2.1,14.0,.439,.453,.408,.501,.792,.534
4702,Courtney Lee,2011-12,26,HOU,NBA,58,26,1757,5.1,11.9,3.4,7.4,1.8,4.4,1.5,1.8,0.5,2.7,3.3,1.8,1.4,0.5,1.3,2.2,13.5,.433,.452,.401,.508,.826,.534
4703,Courtney Lee,2012-13,27,BOS,NBA,78,39,1941,4.6,9.8,3.5,6.9,1.1,2.9,1.1,1.3,0.6,2.9,3.5,2.7,1.7,0.4,1.6,2.6,11.4,.464,.503,.372,.519,.861,.545
4704,Courtney Lee,2013-14,28,TOT,NBA,79,47,1973,5.4,11.2,4.1,7.7,1.3,3.5,1.8,2.0,0.5,2.9,3.4,2.1,1.2,0.5,1.3,2.3,13.9,.480,.531,.371,.539,.884,.574
4705,Courtney Lee,2014-15,29,MEM,NBA,77,74,2354,4.4,9.8,3.0,6.4,1.4,3.4,1.7,2.0,0.3,2.4,2.7,2.3,1.1,0.2,1.2,2.0,11.9,.448,.473,.402,.518,.860,.555
4706,Courtney Lee,2015-16,30,TOT,NBA,79,65,2334,4.5,9.9,3.2,6.5,1.3,3.3,1.5,1.8,0.4,2.7,3.2,2.1,1.3,0.4,1.1,2.1,11.7,.454,.493,.378,.518,.839,.551
4707,Clyde Lee,1966-67,22,SFW,NBA,74,,1247,5.9,14.5,5.9,14.5,,,3.0,4.8,,,15.9,2.2,,,,4.9,14.9,.408,.408,,.408,.633,.447
4708,Clyde Lee,1967-68,23,SFW,NBA,82,,2699,5.0,11.9,5.0,11.9,,,3.1,4.5,,,15.2,1.8,,,,4.4,13.0,.417,.417,,.417,.684,.468
4709,Clyde Lee,1968-69,24,SFW,NBA,65,,2237,4.3,10.8,4.3,10.8,,,2.6,4.1,,,14.4,1.3,,,,3.6,11.2,.398,.398,,.398,.625,.442
