
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
1601,Eric Snow,2005-06,32,CLE,NBA,82,82,2351,2.5,6.1,2.5,6.0,0.0,0.2,1.0,1.4,0.6,2.5,3.0,5.3,1.2,0.3,1.8,3.3,6.0,.409,.416,.100,.410,.688,.444
1602,Eric Snow,2006-07,33,CLE,NBA,82,45,1929,2.5,6.0,2.5,6.0,0.0,0.1,1.3,2.1,0.7,2.9,3.5,6.2,1.0,0.3,2.1,3.5,6.4,.417,.422,.000,.417,.637,.458
1603,Tony Snell,2013-14,22,CHI,NBA,77,12,1231,3.8,9.8,2.1,4.6,1.7,5.2,0.9,1.2,0.6,3.1,3.6,2.0,0.8,0.4,1.3,2.5,10.1,.384,.456,.320,.469,.756,.489
1604,Tony Snell,2014-15,23,CHI,NBA,72,22,1412,4.1,9.5,2.2,4.4,1.9,5.0,1.1,1.4,0.8,3.7,4.5,1.6,0.8,0.3,1.2,2.2,11.1,.429,.494,.371,.527,.800,.550
1605,Tony Snell,2015-16,24,CHI,NBA,64,33,1301,3.5,9.4,1.9,5.1,1.5,4.3,0.8,0.9,0.5,5.0,5.5,1.7,0.4,0.5,1.4,2.8,9.4,.372,.380,.361,.454,.909,.478
1606,Rik Smits,1988-89,22,IND,NBA,82,71,2041,6.8,13.2,6.8,13.1,0.0,0.0,3.2,4.5,3.3,5.6,8.8,1.2,0.7,2.7,2.3,5.5,16.9,.517,.518,.000,.517,.722,.557
1607,Rik Smits,1989-90,23,IND,NBA,82,82,2404,7.7,14.5,7.7,14.5,0.0,0.0,3.6,4.4,2.0,5.6,7.7,2.1,0.7,2.5,2.1,4.9,19.0,.533,.533,.000,.533,.811,.579
1608,Rik Smits,1990-91,24,IND,NBA,76,38,1690,7.3,15.0,7.3,15.0,0.0,0.0,3.1,4.0,2.5,5.1,7.6,1.8,0.5,2.4,1.8,5.2,17.6,.485,.485,,.485,.762,.525
1609,Rik Smits,1991-92,25,IND,NBA,74,55,1772,8.9,17.4,8.9,17.3,0.0,0.0,3.1,3.9,2.5,6.0,8.5,2.4,0.6,2.0,2.6,4.7,20.8,.510,.511,.000,.510,.788,.545
1610,Rik Smits,1992-93,26,IND,NBA,81,81,2072,8.6,17.7,8.6,17.7,0.0,0.0,2.9,4.0,2.2,5.3,7.5,2.1,0.5,1.3,2.6,5.0,20.1,.486,.486,,.486,.732,.517
1611,Rik Smits,1993-94,27,IND,NBA,78,75,2113,8.4,15.7,8.4,15.7,0.0,0.0,4.1,5.1,2.3,5.9,8.2,2.7,0.8,1.4,2.6,4.8,20.9,.534,.535,.000,.534,.793,.580
1612,Rik Smits,1994-95,28,IND,NBA,78,78,2381,8.4,16.0,8.4,16.0,0.0,0.0,4.3,5.7,2.9,6.2,9.1,1.7,0.6,1.2,2.9,4.2,21.2,.526,.527,.000,.526,.753,.571
