
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
7101,Larry Foust,1958-59,30,MNL,NBA,72,,1933,5.6,14.4,5.6,14.4,,,5.2,6.8,,,11.7,1.7,,,,4.3,16.4,.390,.390,,.390,.765,.473
7102,Larry Foust,1951-52,23,FTW,NBA,66,,2615,5.4,13.6,5.4,13.6,,,3.7,5.4,,,12.1,2.8,,,,3.4,14.4,.394,.394,,.394,.678,.450
7103,Larry Foust,1959-60,31,TOT,NBA,72,,1964,5.7,14.0,5.7,14.0,,,4.6,5.9,,,11.4,1.8,,,,4.4,16.1,.407,.407,,.407,.791,.484
7104,Larry Foust,1952-53,24,FTW,NBA,67,,2303,4.9,13.5,4.9,13.5,,,5.3,7.3,,,12.0,2.4,,,,4.2,15.0,.360,.360,,.360,.723,.448
7105,Larry Foust,1960-61,32,STL,NBA,68,,1208,5.8,14.6,5.8,14.6,,,4.9,6.2,,,11.6,2.3,,,,5.5,16.5,.397,.397,,.397,.788,.475
7106,Larry Foust,1953-54,25,FTW,NBA,72,,2693,5.0,12.3,5.0,12.3,,,4.5,6.3,,,12.9,2.2,,,,3.4,14.6,.409,.409,,.409,.712,.483
7107,Larry Foust,1954-55,26,FTW,NBA,70,,2264,6.3,13.0,6.3,13.0,,,6.2,8.2,,,11.1,1.9,,,,4.2,18.9,.487,.487,,.487,.766,.570
7108,Larry Foust,1955-56,27,FTW,NBA,72,,2024,6.5,14.6,6.5,14.6,,,7.7,9.9,,,11.5,2.3,,,,4.7,20.7,.447,.447,,.447,.778,.547
7109,Evan Fournier,2013-14,21,DEN,NBA,76,4,1503,5.5,13.0,3.3,7.4,2.1,5.7,2.2,2.9,0.8,4.0,4.8,2.7,0.8,0.2,2.4,4.3,15.3,.419,.453,.376,.501,.756,.533
7110,Evan Fournier,2014-15,22,ORL,NBA,58,32,1661,5.5,12.5,3.6,7.6,1.8,4.9,2.3,3.2,0.6,2.7,3.3,2.6,0.9,0.0,1.8,2.5,15.1,.440,.480,.378,.514,.728,.546
7111,Evan Fournier,2015-16,23,ORL,NBA,79,71,2566,6.0,13.0,3.8,7.6,2.2,5.5,2.8,3.3,0.5,2.7,3.2,3.0,1.3,0.0,1.9,3.0,17.0,.462,.506,.400,.546,.836,.587
