
,,,,,,Totals,Totals,Totals,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Per 36 Minutes,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
2101,Ralph Sampson*,1984-85,24,HOU,NBA,82,82,3086,8.8,17.5,8.8,17.4,0.0,0.1,3.5,5.2,2.6,7.3,10.0,2.6,0.9,2.0,3.8,3.6,21.1,.502,.504,.000,.502,.676,.533
2102,Ralph Sampson*,1985-86,25,HOU,NBA,79,76,2864,7.8,16.1,7.8,15.9,0.0,0.2,3.0,4.7,3.2,7.8,11.0,3.6,1.2,1.6,3.6,3.9,18.7,.488,.492,.133,.488,.641,.516
2103,JaKarr Sampson,2014-15,21,PHI,NBA,74,32,1131,4.6,11.0,3.7,7.0,1.0,4.0,2.0,3.0,1.1,4.1,5.2,2.5,1.2,0.8,2.4,4.3,12.3,.422,.525,.244,.467,.670,.498
2104,JaKarr Sampson,2015-16,22,TOT,NBA,73,40,1160,4.3,9.8,3.9,7.9,0.4,2.0,2.5,3.8,1.4,4.5,5.9,1.4,0.7,1.0,2.2,4.4,11.6,.442,.496,.222,.464,.656,.504
2105,John Salmons,2003-04,24,PHI,NBA,77,24,1603,3.6,9.3,2.5,6.0,1.1,3.3,1.6,2.1,0.9,3.5,4.4,3.0,1.4,0.4,1.7,2.7,9.9,.387,.413,.340,.447,.772,.485
2106,John Salmons,2005-06,26,PHI,NBA,82,24,2059,3.8,9.1,3.4,7.6,0.5,1.5,2.7,3.5,0.8,3.0,3.8,3.9,1.3,0.2,2.2,3.1,10.8,.420,.445,.299,.445,.775,.508
2107,John Salmons,2006-07,27,SAC,NBA,79,19,2135,4.0,8.7,3.3,6.8,0.7,1.9,2.7,3.4,0.8,3.7,4.5,4.3,1.2,0.5,2.0,3.0,11.3,.456,.484,.357,.495,.779,.553
2108,John Salmons,2007-08,28,SAC,NBA,81,41,2517,5.4,11.4,4.9,9.7,0.6,1.7,3.1,3.7,1.1,3.9,5.0,3.0,1.3,0.4,2.4,2.4,14.5,.477,.504,.325,.501,.823,.556
2109,John Salmons,2008-09,29,TOT,NBA,79,74,2959,6.3,13.3,4.7,9.6,1.5,3.7,3.5,4.2,0.7,3.3,4.1,3.0,1.0,0.3,2.0,2.2,17.6,.472,.493,.417,.530,.830,.580
2110,John Salmons,2009-10,30,TOT,NBA,81,56,2824,5.6,12.6,4.1,8.7,1.5,3.9,3.2,3.9,0.4,3.0,3.4,2.8,1.3,0.3,1.6,2.1,15.9,.441,.468,.382,.501,.830,.553
2111,John Salmons,2010-11,31,MIL,NBA,73,70,2554,5.3,12.7,4.1,9.6,1.2,3.1,2.7,3.4,0.4,3.4,3.7,3.6,1.0,0.4,1.9,2.2,14.4,.415,.427,.379,.462,.813,.510
2112,John Salmons,2012-13,33,SAC,NBA,76,72,2278,3.9,9.7,2.3,5.5,1.6,4.2,1.3,1.7,0.5,2.7,3.3,3.6,0.8,0.4,1.3,2.3,10.6,.399,.420,.371,.480,.773,.509
2113,John Salmons,2013-14,34,TOT,NBA,78,8,1726,3.1,8.6,1.8,5.2,1.3,3.4,0.8,1.1,0.4,3.0,3.4,3.1,1.0,0.4,1.1,2.6,8.4,.363,.348,.387,.439,.769,.462
2114,John Salley,1986-87,22,DET,NBA,82,2,1463,4.0,7.1,4.0,7.1,0.0,0.0,2.6,4.2,2.7,4.6,7.3,1.3,1.1,3.1,1.8,6.3,10.6,.562,.564,.000,.562,.614,.590
2115,John Salley,1987-88,23,DET,NBA,82,16,2003,4.6,8.2,4.6,8.2,0.0,0.0,3.3,4.7,3.0,4.2,7.2,2.0,1.0,2.5,2.2,5.3,12.6,.566,.566,,.566,.709,.614
2116,John Salley,1989-90,25,DET,NBA,82,12,1914,3.9,7.7,3.9,7.6,0.0,0.1,3.3,4.6,2.9,5.4,8.3,1.3,1.0,2.9,1.8,5.3,11.2,.512,.515,.250,.513,.713,.575
2117,John Salley,1990-91,26,DET,NBA,74,1,1649,3.9,8.2,3.9,8.2,0.0,0.0,4.1,5.6,3.0,4.1,7.1,1.5,1.1,2.4,2.0,5.2,11.9,.475,.476,.000,.475,.727,.556
2118,John Salley,1991-92,27,DET,NBA,72,38,1774,5.1,9.9,5.1,9.8,0.0,0.1,3.8,5.3,2.2,3.9,6.0,2.4,1.0,2.2,2.1,4.5,13.9,.512,.516,.000,.512,.715,.570
2119,John Salley,1993-94,29,MIA,NBA,76,45,1910,3.9,8.2,3.9,8.2,0.0,0.1,3.1,4.2,2.5,5.2,7.7,2.5,1.1,1.5,1.8,4.9,11.0,.477,.476,.667,.479,.729,.544
2120,John Salley,1994-95,30,MIA,NBA,75,50,1955,3.6,7.3,3.6,7.3,0.0,0.0,2.8,3.8,2.0,4.2,6.2,2.3,0.9,1.6,1.8,5.1,10.1,.499,.499,,.499,.739,.563
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
2121,Robert Sacre,2013-14,24,LAL,NBA,65,13,1089,4.7,9.9,4.7,9.9,0.0,0.0,2.1,3.1,2.7,5.7,8.4,1.7,0.8,1.6,1.5,4.4,11.6,.477,.477,,.477,.681,.513
2122,Robert Sacre,2014-15,25,LAL,NBA,67,18,1133,4.0,9.7,4.0,9.7,0.0,0.0,1.7,2.6,2.8,4.6,7.4,1.7,0.9,1.4,1.1,3.8,9.8,.412,.413,.000,.412,.671,.449
2123,Arvydas Sabonis*,1995-96,31,POR,NBA,73,21,1735,8.2,15.0,7.4,12.8,0.8,2.2,4.8,6.3,3.1,9.2,12.2,2.7,1.3,1.6,3.2,4.4,22.0,.545,.574,.375,.572,.757,.617
2124,Arvydas Sabonis*,1997-98,33,POR,NBA,73,73,2333,6.3,12.7,5.8,11.0,0.5,1.8,5.0,6.2,2.3,8.9,11.2,3.4,1.0,1.2,2.9,4.1,18.0,.493,.530,.261,.511,.798,.581
2125,Arvydas Sabonis*,1998-99,34,POR,NBA,50,48,1349,6.2,12.8,6.0,12.1,0.2,0.6,3.6,4.7,2.3,8.1,10.5,3.2,0.9,1.7,2.3,3.9,16.2,.485,.496,.292,.493,.771,.546
2126,Arvydas Sabonis*,2002-03,38,POR,NBA,78,1,1209,5.1,10.7,5.0,10.6,0.1,0.2,3.8,4.9,2.6,7.4,10.0,4.2,1.8,1.5,2.2,4.2,14.2,.476,.476,.500,.481,.787,.549
2127,D'Angelo Russell,2015-16,19,LAL,NBA,80,48,2259,6.2,15.2,4.2,9.3,2.1,5.9,2.2,3.0,0.7,3.6,4.4,4.2,1.5,0.2,3.1,2.3,16.8,.410,.447,.351,.478,.737,.507
2128,Cazzie Russell,1966-67,22,NYK,NBA,77,,1696,7.3,16.7,7.3,16.7,,,3.8,4.8,,,5.3,4.0,,,,3.7,18.4,.436,.436,,.436,.785,.487
2129,Cazzie Russell,1967-68,23,NYK,NBA,82,,2296,8.6,18.7,8.6,18.7,,,4.4,5.5,,,5.9,3.1,,,,3.5,21.7,.462,.462,,.462,.808,.514
2130,Cazzie Russell,1969-70,25,NYK,NBA,78,,1563,8.9,17.8,8.9,17.8,,,2.9,3.7,,,5.4,3.1,,,,3.2,20.6,.498,.498,,.498,.775,.530
2131,Cazzie Russell,1971-72,27,GSW,NBA,79,,2902,8.5,18.8,8.5,18.8,,,3.9,4.7,,,5.3,3.1,,,,2.2,21.0,.455,.455,,.455,.833,.504
2132,Cazzie Russell,1972-73,28,GSW,NBA,80,,2429,8.0,17.5,8.0,17.5,,,2.5,2.9,,,5.2,2.8,,,,2.5,18.6,.458,.458,,.458,.864,.494
2133,Cazzie Russell,1973-74,29,GSW,NBA,82,,2574,10.3,21.4,10.3,21.4,,,2.9,3.5,2.0,3.0,4.9,2.7,0.8,0.2,,2.7,23.6,.482,.482,,.482,.835,.513
2134,Cazzie Russell,1975-76,31,LAL,NBA,74,,1625,8.2,17.8,8.2,17.8,,,2.9,3.3,1.1,2.9,4.1,2.7,1.2,0.1,,2.7,19.4,.463,.463,,.463,.892,.504
2135,Cazzie Russell,1976-77,32,LAL,NBA,82,,2583,8.1,16.4,8.1,16.4,,,2.6,3.1,1.2,2.9,4.1,2.9,1.2,0.1,,2.3,18.7,.490,.490,,.490,.858,.527
2136,Campy Russell,1975-76,24,CLE,NBA,82,,1961,8.9,18.4,8.9,18.4,,,4.9,6.3,2.5,3.9,6.3,2.0,1.3,0.2,,4.2,22.6,.482,.482,,.482,.773,.534
