
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1901,Tyrus Thomas,2010-11,24,CHA,NBA,41,2,861,18.2,.009,.411,9.1,22.5,15.8,6.2,1.9,6.2,14.3,24.9,102,102,0.4,1.5,1.8,.103,-3.1,1.9,-1.2,0.2
1902,Tyrus Thomas,2011-12,25,CHA,NBA,54,30,1013,9.0,.009,.254,5.4,17.7,11.3,6.0,1.9,4.4,12.7,19.0,84,106,-1.5,0.8,-0.6,-.029,-6.2,0.8,-5.4,-0.9
1903,Tyrus Thomas,2012-13,26,CHA,NBA,26,2,360,9.6,.059,.228,4.9,14.4,9.5,9.1,2.0,3.4,10.2,21.1,88,110,-0.4,0.2,-0.2,-.025,-5.3,-0.9,-6.2,-0.4
1904,Tyrus Thomas,2014-15,28,MEM,NBA,2,0,7,31.4,.000,2.000,0.0,0.0,0.0,22.5,0.0,0.0,0.0,12.3,224,112,0.1,0.0,0.1,.477,6.8,-8.5,-1.6,0.0
1905,Tim Thomas,1997-98,20,PHI,NBA,77,48,1779,14.9,.250,.338,6.9,11.8,9.3,9.3,1.6,0.7,13.1,22.8,105,107,2.1,1.3,3.4,.091,0.6,-1.9,-1.3,0.3
1906,Tim Thomas,1998-99,21,TOT,NBA,50,26,812,16.0,.244,.401,7.3,11.3,9.3,10.3,1.8,1.2,12.3,21.7,108,104,1.5,0.7,2.2,.130,1.6,-1.4,0.2,0.5
1907,Tim Thomas,1999-00,22,MIL,NBA,80,1,2093,14.7,.242,.323,5.6,12.9,9.3,8.5,1.5,1.1,13.0,21.0,107,109,3.0,0.8,3.8,.088,0.8,-1.7,-0.9,0.6
1908,Tim Thomas,2000-01,23,MIL,NBA,76,16,2086,16.4,.343,.334,4.3,12.6,8.5,10.5,1.9,1.6,11.6,21.3,109,105,3.7,1.7,5.5,.126,1.5,-0.8,0.7,1.4
1909,Tim Thomas,2001-02,24,MIL,NBA,74,22,1987,13.1,.386,.238,3.9,13.1,8.7,8.7,1.7,1.2,13.2,22.6,99,107,0.8,1.3,2.2,.052,-0.6,-1.8,-2.4,-0.2
1910,Tim Thomas,2002-03,25,MIL,NBA,80,70,2358,14.3,.285,.200,4.8,14.6,9.7,7.3,1.6,1.5,11.6,22.6,101,108,1.9,1.0,2.9,.060,-0.1,-1.9,-2.0,0.0
1911,Tim Thomas,2003-04,26,TOT,NBA,66,65,2089,15.1,.239,.268,3.5,13.9,8.8,10.4,1.6,0.7,11.3,22.4,104,105,2.5,1.6,4.1,.093,1.0,-0.8,0.2,1.2
1912,Tim Thomas,2004-05,27,NYK,NBA,71,68,1940,12.3,.290,.241,2.7,11.7,7.2,9.7,1.1,0.7,12.5,21.3,103,111,1.4,0.8,2.2,.054,-0.5,-1.7,-2.2,-0.1
1913,Tim Thomas,2005-06,28,TOT,NBA,29,10,666,12.2,.424,.160,3.8,17.8,10.9,4.4,1.2,0.7,10.5,21.1,100,106,0.2,0.7,0.9,.065,-1.5,-1.6,-3.1,-0.2
1914,Tim Thomas,2006-07,29,LAC,NBA,76,24,2054,13.6,.492,.199,3.7,18.2,11.0,14.2,1.4,1.1,11.9,20.1,105,106,1.6,2.3,3.9,.092,0.9,-0.5,0.5,1.3
1915,Tim Thomas,2007-08,30,LAC,NBA,63,51,1940,12.2,.384,.217,3.7,15.6,9.6,15.7,1.1,1.1,11.3,20.7,100,110,0.3,1.4,1.7,.042,-0.3,-0.4,-0.6,0.7
1916,Tim Thomas,2008-09,31,TOT,NBA,64,6,1247,12.2,.432,.276,3.7,14.6,9.0,8.6,1.2,0.6,12.5,19.9,106,111,0.9,0.8,1.7,.065,-0.8,-1.8,-2.5,-0.2
1917,Tim Thomas,2009-10,32,DAL,NBA,18,1,285,15.1,.406,.226,5.3,11.1,8.2,8.0,1.8,0.5,10.7,21.1,111,108,0.4,0.3,0.7,.120,1.1,-1.5,-0.4,0.1
1918,Malcolm Thomas,2011-12,23,SAS,NBA,3,0,15,7.1,.000,.667,7.8,15.0,11.5,8.1,3.4,4.8,0.0,11.8,62,97,0.0,0.0,0.0,-.028,-7.1,5.0,-2.1,0.0
1919,Malcolm Thomas,2012-13,24,TOT,NBA,12,0,57,13.8,.000,.800,10.0,21.6,15.9,10.3,1.9,2.7,18.2,13.2,109,100,0.1,0.1,0.2,.133,-2.7,2.2,-0.5,0.0
1920,Malcolm Thomas,2013-14,25,TOT,NBA,8,0,63,4.6,.250,.125,9.0,28.9,19.0,5.1,0.0,3.5,34.8,18.7,67,107,-0.2,0.1,-0.2,-.132,-10.4,-1.6,-12.0,-0.2
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1921,Malcolm Thomas,2014-15,26,PHI,NBA,17,0,194,8.2,.175,.325,8.5,23.5,15.6,6.0,0.8,0.4,22.1,13.2,91,106,-0.1,0.2,0.1,.023,-6.4,-1.0,-7.4,-0.3
1922,Lance Thomas,2011-12,23,NOH,NBA,42,10,630,10.1,.008,.492,9.4,14.3,11.9,3.0,0.9,0.9,13.5,13.3,110,107,0.7,0.4,1.2,.088,-2.5,-1.1,-3.6,-0.3
1923,Lance Thomas,2012-13,24,NOH,NBA,59,9,646,10.1,.000,.557,8.0,13.3,10.6,4.0,0.9,0.9,9.6,10.5,121,112,1.0,0.2,1.2,.087,-1.5,-1.1,-2.7,-0.1
1924,Lance Thomas,2013-14,25,NOP,NBA,5,0,42,0.5,.000,.444,5.4,14.0,9.7,9.7,0.0,0.0,15.7,13.8,70,116,-0.1,0.0,-0.1,-.117,-8.0,-2.7,-10.7,-0.1
1925,Lance Thomas,2014-15,26,TOT,NBA,62,37,1490,8.0,.050,.224,4.8,9.9,7.3,7.4,1.3,0.4,13.2,17.0,91,112,-0.9,0.4,-0.4,-.014,-4.1,-1.6,-5.7,-1.4
1926,Lance Thomas,2015-16,27,NYK,NBA,59,5,1313,10.4,.285,.312,2.9,8.0,5.4,6.4,0.9,0.4,11.6,16.9,107,112,1.2,0.5,1.7,.062,-1.2,-2.1,-3.2,-0.4
