
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
12001,Stephen Curry,2011-12,23,GSW,NBA,26,23,732,21.2,.409,.159,2.3,11.3,6.8,32.3,2.8,0.8,17.0,24.0,112,108,1.8,0.4,2.2,.144,4.7,-1.3,3.4,1.0
12002,Stephen Curry,2012-13,24,GSW,NBA,78,78,2983,21.3,.432,.210,2.3,9.1,5.8,31.1,2.1,0.3,13.7,26.4,115,107,8.4,2.8,11.2,.180,6.3,-0.9,5.4,5.6
12003,Stephen Curry,2013-14,25,GSW,NBA,78,78,2846,24.1,.445,.252,1.8,10.9,6.4,39.9,2.2,0.4,16.1,28.3,117,104,9.3,4.0,13.4,.225,7.4,0.0,7.4,6.7
12004,Stephen Curry,2014-15,26,GSW,NBA,80,80,2613,28.0,.482,.251,2.4,11.4,7.0,38.6,3.0,0.5,14.3,28.9,122,101,11.5,4.1,15.7,.288,9.6,0.3,9.9,7.9
12005,Stephen Curry,2015-16,27,GSW,NBA,79,79,2700,31.5,.554,.250,2.9,13.6,8.6,33.7,3.0,0.4,12.9,32.6,125,103,13.8,4.1,17.9,.318,12.4,0.1,12.5,9.8
12006,Stephen Curry,2009-10,21,GSW,NBA,80,77,2896,16.3,.332,.175,1.8,12.0,6.8,24.6,2.5,0.5,16.5,21.8,107,111,3.0,1.6,4.7,.077,1.8,-0.7,1.0,2.2
12007,Stephen Curry,2010-11,22,GSW,NBA,74,74,2489,19.4,.325,.216,2.3,10.9,6.5,28.1,2.2,0.6,16.4,24.4,113,112,5.4,1.3,6.6,.128,3.5,-1.6,1.9,2.4
12008,Seth Curry,2013-14,23,TOT,NBA,2,0,13,13.8,.333,.000,0.0,8.8,4.3,0.0,7.9,0.0,0.0,10.3,106,96,0.0,0.0,0.0,.131,-2.4,3.5,1.1,0.0
12009,Seth Curry,2014-15,24,PHO,NBA,2,0,8,-11.4,.333,.000,0.0,27.7,13.7,15.6,0.0,0.0,0.0,16.5,21,107,-0.1,0.0,0.0,-.298,-14.3,-1.6,-15.9,0.0
12010,Seth Curry,2015-16,25,SAC,NBA,44,9,692,13.8,.496,.241,1.4,7.9,4.7,14.2,1.5,0.4,12.7,17.4,114,112,1.2,0.2,1.4,.097,0.9,-2.4,-1.5,0.1
12011,Michael Curry,1993-94,25,PHI,NBA,10,0,43,-3.9,.143,.286,0.0,2.6,1.3,3.3,1.2,0.0,16.0,19.0,56,115,-0.2,0.0,-0.2,-.217,-11.2,-4.2,-15.5,-0.1
12012,Michael Curry,2002-03,34,DET,NBA,78,77,1555,5.7,.236,.197,1.2,8.6,4.8,10.8,1.6,0.2,14.7,9.0,98,103,0.2,1.7,2.0,.060,-3.2,0.9,-2.3,-0.1
12013,Michael Curry,1995-96,27,TOT,NBA,46,1,783,9.4,.329,.385,4.3,8.6,6.6,5.6,1.7,0.2,11.3,12.9,112,107,0.8,0.8,1.6,.100,-1.1,-0.1,-1.2,0.2
12014,Michael Curry,2003-04,35,TOR,NBA,70,15,1229,3.6,.077,.296,2.0,6.1,4.1,7.2,1.0,0.3,17.8,10.6,88,105,-0.6,0.9,0.3,.013,-5.5,-0.1,-5.6,-1.1
12015,Michael Curry,2004-05,36,IND,NBA,18,7,249,5.1,.000,.276,3.9,9.0,6.5,9.7,1.1,1.2,13.3,7.2,104,108,0.1,0.2,0.3,.057,-3.7,1.2,-2.5,0.0
12016,Michael Curry,1996-97,28,DET,NBA,81,2,1217,10.4,.348,.489,2.4,9.6,6.1,5.6,1.4,0.8,9.4,12.1,121,107,2.0,1.2,3.2,.126,-0.8,-0.3,-1.1,0.3
12017,Michael Curry,1997-98,29,MIL,NBA,82,27,1978,9.1,.022,.421,1.6,4.5,3.0,10.9,1.5,0.5,13.5,13.2,110,110,2.1,0.9,2.9,.071,-1.8,-1.1,-2.9,-0.5
12018,Michael Curry,1998-99,30,MIL,NBA,50,4,1146,8.7,.073,.383,2.0,9.2,5.7,10.5,2.0,0.5,13.3,11.6,105,105,0.9,0.8,1.7,.070,-1.3,0.4,-0.9,0.3
12019,Michael Curry,1999-00,31,DET,NBA,82,3,1611,8.6,.013,.443,1.5,6.0,3.7,8.3,1.0,0.2,13.9,14.3,107,110,1.6,0.5,2.0,.060,-2.1,-1.9,-4.0,-0.8
