
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
13801,Mookie Blaylock,1997-98,30,ATL,NBA,70,69,2700,16.1,.356,.143,3.7,10.9,7.4,29.5,3.7,0.5,15.0,20.1,102,102,1.9,3.7,5.6,.099,2.2,1.3,3.6,3.8
13802,Mookie Blaylock,1989-90,22,NJN,NBA,50,17,1267,11.5,.140,.142,3.3,8.8,5.9,26.2,3.1,0.7,15.5,22.8,90,108,-1.6,1.3,-0.3,-.011,-2.1,0.1,-2.0,0.0
13803,Mookie Blaylock,1998-99,31,ATL,NBA,48,48,1763,16.7,.386,.140,3.0,11.8,7.4,31.7,3.2,0.4,14.3,21.5,100,96,1.5,3.2,4.7,.127,2.9,2.0,4.9,3.1
13804,Mookie Blaylock,1990-91,23,NJN,NBA,72,70,2585,13.1,.088,.169,2.6,7.7,5.1,25.5,3.2,0.9,15.6,20.6,97,107,-0.7,2.9,2.1,.040,-1.2,0.7,-0.5,1.0
13805,Mookie Blaylock,1999-00,32,GSW,NBA,73,72,2459,15.1,.360,.114,2.2,9.8,5.8,31.8,3.0,0.6,14.0,17.5,103,108,1.9,1.4,3.3,.065,1.0,-0.8,0.2,1.4
13806,Mookie Blaylock,1991-92,24,NJN,NBA,72,67,2548,15.2,.054,.178,4.1,7.2,5.6,27.2,3.3,0.9,12.4,19.3,107,108,2.3,2.6,4.9,.092,0.4,0.5,0.9,1.9
13807,Mookie Blaylock,1992-93,25,ATL,NBA,80,78,2820,17.1,.327,.175,3.4,7.8,5.5,33.6,3.5,0.5,15.3,18.0,113,109,4.4,2.6,7.0,.119,2.5,-0.1,2.5,3.2
13808,Mookie Blaylock,2000-01,33,GSW,NBA,69,59,2352,15.8,.281,.095,3.0,9.9,6.1,32.3,3.5,0.6,13.3,17.3,102,106,1.9,1.6,3.5,.071,1.1,-0.3,0.8,1.7
13809,Mookie Blaylock,1993-94,26,ATL,NBA,81,81,2915,19.6,.316,.147,4.4,11.6,8.0,40.4,3.7,1.0,14.6,19.8,111,100,4.9,5.3,10.2,.168,3.4,1.9,5.3,5.4
