
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1301,Dajuan Wagner,2003-04,20,CLE,NBA,44,4,708,8.6,.281,.154,1.4,7.7,4.5,12.5,1.9,0.7,11.2,23.3,89,107,-0.5,0.4,-0.1,-.008,-2.7,-3.0,-5.7,-0.7
1302,Dajuan Wagner,2004-05,21,CLE,NBA,11,0,102,5.0,.473,.073,0.0,2.4,1.2,22.1,2.6,0.0,13.7,29.1,81,109,-0.3,0.1,-0.2,-.099,-4.2,-5.8,-10.1,-0.2
1303,Dajuan Wagner,2006-07,23,GSW,NBA,1,0,7,17.2,1.000,2.000,0.0,0.0,0.0,20.9,0.0,0.0,34.7,17.5,123,117,0.0,0.0,0.0,.122,3.0,-10.0,-6.9,0.0
1304,Von Wafer,2005-06,20,LAL,NBA,16,0,73,-1.6,.447,.211,8.1,4.8,6.4,8.2,2.2,0.0,2.4,26.6,68,108,-0.3,0.1,-0.3,-.174,-7.4,-4.8,-12.2,-0.2
1305,Von Wafer,2006-07,21,LAC,NBA,1,0,1,-40.7,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.2,0,115,0.0,0.0,0.0,-1.068,-24.8,-16.3,-41.1,0.0
1306,Von Wafer,2007-08,22,TOT,NBA,29,0,154,1.0,.426,.197,0.7,13.1,7.0,6.6,0.6,1.5,16.4,22.7,66,110,-0.6,0.1,-0.5,-.163,-9.2,-2.9,-12.1,-0.4
1307,Von Wafer,2008-09,23,HOU,NBA,63,11,1225,14.7,.320,.229,1.9,8.6,5.4,10.3,1.7,0.5,9.5,23.6,106,106,1.1,1.6,2.6,.103,-0.3,-1.2,-1.5,0.2
1308,Von Wafer,2010-11,25,BOS,NBA,58,2,553,10.6,.421,.239,1.7,8.8,5.5,9.8,1.7,0.7,10.2,17.0,102,103,0.2,0.9,1.1,.092,-1.7,-0.1,-1.8,0.0
1309,Von Wafer,2011-12,26,ORL,NBA,33,1,469,11.4,.248,.344,1.5,9.7,5.5,11.0,1.1,0.5,16.2,21.6,98,107,0.1,0.3,0.4,.042,-2.8,-1.9,-4.6,-0.3
1310,Mark Wade,1987-88,22,GSW,NBA,11,0,123,4.5,.100,.200,2.6,11.2,6.8,32.5,2.7,0.5,37.4,11.4,65,112,-0.4,0.1,-0.3,-.110,-8.3,-0.7,-8.9,-0.2
1311,Mark Wade,1989-90,24,DAL,NBA,1,0,3,21.3,,,0.0,0.0,0.0,81.6,0.0,0.0,,0.0,205,116,0.0,0.0,0.0,.234,-9.1,-21.5,-30.6,0.0
1312,Dwyane Wade,2003-04,22,MIA,NBA,61,56,2126,17.6,.066,.391,4.6,9.0,6.8,25.1,2.2,1.3,17.3,25.0,101,102,2.2,2.3,4.6,.103,0.9,0.4,1.3,1.8
1313,Dwyane Wade,2004-05,23,MIA,NBA,77,77,2974,23.1,.034,.578,4.5,10.8,7.8,31.0,2.2,2.0,16.3,30.9,109,103,6.7,4.3,11.0,.177,3.1,1.4,4.4,4.8
1314,Dwyane Wade,2005-06,24,MIA,NBA,75,75,2892,27.6,.054,.568,4.5,12.6,8.7,33.0,2.6,1.5,13.2,32.5,115,103,10.2,4.2,14.4,.239,5.9,1.6,7.5,7.0
1315,Dwyane Wade,2006-07,25,MIA,NBA,51,50,1931,28.9,.082,.556,3.2,11.2,7.3,40.5,3.0,2.5,15.3,34.7,112,103,5.9,2.9,8.8,.219,6.5,1.9,8.4,5.1
1316,Dwyane Wade,2007-08,26,MIA,NBA,51,49,1954,21.5,.082,.498,2.7,10.5,6.6,37.5,2.4,1.5,16.4,33.1,103,110,1.8,1.5,3.3,.082,3.0,0.0,3.0,2.5
1317,Dwyane Wade,2008-09,27,MIA,NBA,79,79,3048,30.4,.160,.443,3.5,12.2,7.8,40.3,3.0,2.8,11.6,36.2,115,105,10.3,4.4,14.7,.232,8.7,2.0,10.7,9.7
1318,Dwyane Wade,2009-10,28,MIA,NBA,77,77,2792,28.0,.161,.465,4.5,11.1,7.8,36.4,2.7,2.4,12.2,34.9,113,103,8.5,4.6,13.0,.224,7.4,2.0,9.4,8.0
1319,Dwyane Wade,2010-11,29,MIA,NBA,76,76,2823,25.6,.149,.471,5.5,14.4,10.2,23.5,2.1,2.4,12.4,31.6,114,102,8.1,4.7,12.8,.218,4.4,1.5,5.9,5.7
1320,Dwyane Wade,2011-12,30,MIA,NBA,49,49,1625,26.3,.067,.355,5.6,11.6,8.7,27.3,2.7,3.1,11.8,31.3,112,99,4.8,2.9,7.7,.227,4.5,1.8,6.3,3.4
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1321,Dwyane Wade,2012-13,31,MIA,NBA,69,69,2391,24.0,.060,.389,4.7,12.6,8.9,26.6,2.8,1.9,13.2,29.5,112,103,6.1,3.5,9.6,.192,2.8,1.1,3.9,3.5
1322,Dwyane Wade,2013-14,32,MIA,NBA,54,53,1775,22.0,.042,.339,4.4,12.3,8.5,25.5,2.3,1.4,15.5,27.9,110,106,3.5,2.0,5.5,.149,1.9,0.3,2.3,1.9
1323,Dwyane Wade,2014-15,33,MIA,NBA,62,62,1971,21.4,.094,.341,3.6,9.6,6.7,32.1,2.0,0.9,14.4,34.7,102,108,2.1,1.4,3.5,.086,2.4,-1.2,1.2,1.6
1324,Dwyane Wade,2015-16,34,MIA,NBA,74,73,2258,20.3,.037,.343,4.3,10.7,7.6,27.4,1.8,1.4,13.0,31.6,103,106,2.4,2.6,4.9,.105,0.9,-0.1,0.8,1.6
1325,Sasha Vujacic,2004-05,20,LAL,NBA,35,3,403,8.9,.538,.162,3.7,13.6,8.7,19.5,1.6,0.4,10.7,15.8,98,112,0.0,0.1,0.2,.018,-1.9,-1.7,-3.6,-0.2
1326,Sasha Vujacic,2005-06,21,LAL,NBA,82,4,1449,8.4,.551,.167,2.7,10.2,6.5,14.1,1.7,0.2,13.0,12.1,105,108,0.8,1.2,2.0,.066,-1.6,-0.8,-2.4,-0.1
1327,Sasha Vujacic,2006-07,22,LAL,NBA,73,4,935,11.7,.601,.183,3.5,9.8,6.7,10.3,2.3,0.1,9.4,15.4,112,110,1.2,0.6,1.8,.091,0.5,-1.8,-1.3,0.2
1328,Sasha Vujacic,2007-08,23,LAL,NBA,72,0,1279,15.1,.560,.189,1.7,11.3,6.7,8.7,1.4,0.3,9.1,19.8,116,108,2.4,1.2,3.6,.136,2.1,-2.3,-0.2,0.6
1329,Sasha Vujacic,2008-09,24,LAL,NBA,80,0,1293,12.6,.556,.190,1.7,10.0,5.9,12.2,3.0,0.4,7.5,16.0,115,104,1.8,1.9,3.7,.138,0.8,0.1,0.8,0.9
1330,Sasha Vujacic,2009-10,25,LAL,NBA,67,1,575,11.4,.494,.201,4.9,10.4,7.7,10.5,1.8,0.5,8.7,15.2,112,105,0.7,0.7,1.4,.120,-0.4,-0.5,-0.9,0.2
1331,Sasha Vujacic,2010-11,26,TOT,NBA,67,17,1648,12.3,.440,.161,2.1,11.5,6.7,13.7,1.7,0.2,9.4,19.8,104,111,1.1,1.0,2.1,.061,0.6,-1.1,-0.5,0.6
1332,Sasha Vujacic,2013-14,29,LAC,NBA,2,0,10,1.5,.400,.000,0.0,32.2,16.7,0.0,5.0,0.0,37.5,35.3,55,93,-0.1,0.0,-0.1,-.289,-16.7,-3.4,-20.1,0.0
1333,Sasha Vujacic,2015-16,31,NYK,NBA,61,25,908,11.1,.516,.141,3.2,14.6,9.0,14.3,1.9,0.4,13.0,16.8,101,107,0.3,0.8,1.1,.060,-0.8,-0.7,-1.5,0.1
1334,Nikola Vucevic,2011-12,21,PHI,NBA,51,15,812,14.3,.027,.117,12.0,21.7,16.8,6.2,1.3,3.1,9.7,19.6,99,97,0.2,1.6,1.8,.109,-3.2,1.1,-2.1,0.0
1335,Nikola Vucevic,2012-13,22,ORL,NBA,77,77,2559,17.8,.003,.142,12.0,28.4,20.2,9.3,1.2,2.4,13.0,19.3,106,105,2.8,2.9,5.7,.106,-0.9,1.4,0.4,1.6
1336,Nikola Vucevic,2013-14,23,ORL,NBA,57,57,1812,18.8,.000,.197,11.5,27.6,19.5,10.2,1.7,2.0,12.9,21.8,106,103,1.8,2.6,4.4,.116,-1.0,1.5,0.5,1.2
1337,Nikola Vucevic,2014-15,24,ORL,NBA,74,74,2529,21.5,.005,.181,10.4,26.0,18.1,11.0,1.1,1.7,10.2,26.0,109,106,4.5,2.5,7.0,.133,0.7,-0.1,0.5,1.6
1338,Nikola Vucevic,2015-16,25,ORL,NBA,65,60,2037,21.1,.009,.143,9.3,22.2,15.7,15.9,1.3,2.8,10.0,26.8,106,105,2.8,2.4,5.2,.122,0.7,1.1,1.8,2.0
1339,Jackson Vroman,2004-05,23,TOT,NBA,46,18,705,9.6,.015,.377,10.3,19.2,14.6,9.6,1.9,2.1,21.6,19.4,87,105,-0.9,0.8,-0.1,-.006,-5.1,1.2,-3.9,-0.3
1340,Jackson Vroman,2005-06,24,NOK,NBA,41,2,406,5.9,.000,.667,9.4,16.0,12.6,4.2,1.6,2.2,19.7,12.2,88,106,-0.3,0.4,0.1,.014,-5.1,1.1,-3.9,-0.2
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1341,Brett Vroman,1980-81,25,UTA,NBA,11,,93,11.8,.037,.704,8.7,22.0,15.4,13.1,2.6,3.1,20.3,20.5,94,103,0.0,0.1,0.1,.048,-3.7,1.3,-2.4,0.0
1342,Stojko Vrankovic,1990-91,27,BOS,NBA,31,0,166,8.8,.000,.346,10.9,22.1,16.9,3.1,0.3,10.0,28.6,21.3,80,100,-0.4,0.3,-0.1,-.026,-8.4,2.4,-5.9,-0.2
1343,Stojko Vrankovic,1991-92,28,BOS,NBA,19,0,110,11.2,.000,.375,8.4,19.1,14.0,6.0,0.0,9.2,21.2,18.5,91,102,-0.1,0.2,0.1,.037,-5.8,3.2,-2.5,0.0
1344,Stojko Vrankovic,1996-97,33,MIN,NBA,53,35,766,10.1,.000,.266,8.9,17.0,13.0,2.9,0.7,6.6,25.1,12.4,97,105,-0.1,0.9,0.9,.055,-4.6,2.0,-2.6,-0.1
1345,Stojko Vrankovic,1997-98,34,LAC,NBA,65,38,996,9.4,.000,.349,8.0,22.1,15.0,5.5,0.6,4.4,17.7,11.6,94,108,-0.2,0.6,0.4,.020,-5.0,0.9,-4.1,-0.5
1346,Stojko Vrankovic,1998-99,35,LAC,NBA,2,0,12,10.7,.000,.000,37.2,20.9,29.5,0.0,0.0,0.0,0.0,15.1,98,112,0.0,0.0,0.0,.011,-3.5,-10.3,-13.7,0.0
1347,Slavko Vranes,2003-04,21,POR,NBA,1,0,3,-20.4,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,0,114,0.0,0.0,0.0,-.371,-16.1,-5.3,-21.4,0.0
1348,Danny Vranes,1981-82,23,SEA,NBA,77,1,1075,11.2,.004,.565,7.4,12.4,10.0,6.9,1.3,1.1,17.2,15.2,107,104,0.8,1.5,2.4,.106,-2.0,0.6,-1.4,0.2
1349,Danny Vranes,1982-83,24,SEA,NBA,82,73,2054,10.6,.002,.487,9.6,12.3,11.0,7.3,1.2,1.3,16.4,12.1,108,104,1.9,2.3,4.2,.099,-0.5,1.5,1.1,1.6
1350,Danny Vranes,1983-84,25,SEA,NBA,80,72,2174,10.7,.002,.477,7.9,12.7,10.3,8.0,1.1,1.4,16.8,13.8,107,109,1.5,1.9,3.4,.076,-1.1,1.0,-0.1,1.1
1351,Danny Vranes,1984-85,26,SEA,NBA,76,70,2163,8.3,.010,.316,8.3,15.1,11.7,9.4,1.7,1.5,20.6,11.2,95,107,-0.6,2.4,1.8,.039,-3.0,2.5,-0.5,0.8
1352,Danny Vranes,1985-86,27,SEA,NBA,80,19,1569,7.8,.014,.264,8.5,12.8,10.6,5.8,2.0,1.2,15.5,10.0,101,106,0.2,1.9,2.1,.065,-2.5,2.2,-0.4,0.6
1353,Danny Vranes,1986-87,28,PHI,NBA,58,6,817,6.9,.036,.326,7.3,13.1,10.3,4.8,2.1,1.8,14.1,9.5,98,108,-0.1,0.9,0.8,.048,-3.4,1.3,-2.1,0.0
