
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
6501,Cartier Martin,2013-14,29,TOT,NBA,59,6,870,11.0,.572,.246,1.7,12.8,7.3,5.9,1.6,0.6,10.4,17.1,104,108,0.5,0.8,1.3,.070,-1.2,-1.5,-2.8,-0.2
6502,Cartier Martin,2014-15,30,DET,NBA,23,0,198,1.6,.623,.000,0.0,11.4,5.5,8.0,0.8,0.4,8.6,13.0,76,110,-0.3,0.1,-0.2,-.053,-5.5,-1.6,-7.1,-0.3
6503,Cartier Martin,2008-09,24,CHA,NBA,33,1,266,9.2,.429,.325,3.3,12.0,7.7,8.0,1.6,1.2,9.3,17.2,103,107,0.1,0.3,0.4,.070,-2.7,-0.9,-3.5,-0.1
6504,Cartier Martin,2009-10,25,TOT,NBA,18,2,390,9.0,.360,.221,7.1,12.6,9.8,6.2,1.4,0.2,11.3,18.8,97,113,-0.1,0.2,0.1,.011,-2.1,-2.5,-4.6,-0.3
6505,Cartier Martin,2010-11,26,WAS,NBA,52,1,542,11.7,.544,.220,4.1,11.8,7.8,5.2,1.7,0.8,7.4,17.6,109,112,0.5,0.3,0.8,.071,-0.3,-2.7,-3.0,-0.1
6506,Cartier Martin,2011-12,27,WAS,NBA,17,2,391,12.8,.560,.142,3.4,13.4,8.4,4.2,1.5,0.4,8.4,17.8,109,108,0.5,0.2,0.7,.090,0.9,-2.5,-1.6,0.0
6507,Cartier Martin,2012-13,28,WAS,NBA,41,3,694,9.7,.579,.111,1.7,14.3,8.0,4.8,1.4,0.7,10.8,19.5,95,104,-0.2,0.9,0.7,.047,-2.2,-1.4,-3.6,-0.3
6508,Brian Martin,1985-86,23,TOT,NBA,8,0,21,-1.6,.000,.286,5.5,17.3,11.3,0.0,0.0,2.9,20.2,19.0,66,109,-0.1,0.0,-0.1,-.132,-11.5,-4.3,-15.8,-0.1
6509,Bob Martin,1993-94,24,LAC,NBA,53,1,535,6.9,.000,.580,7.2,15.9,11.6,4.1,0.7,3.7,20.8,10.8,95,108,-0.1,0.4,0.3,.030,-5.2,0.7,-4.5,-0.3
6510,Bob Martin,1994-95,25,LAC,NBA,1,0,14,3.3,.000,.000,15.8,0.0,8.4,10.2,0.0,5.2,0.0,15.5,76,117,0.0,0.0,0.0,-.107,-6.3,-0.7,-7.1,0.0
6511,Bill Martin,1985-86,23,IND,NBA,66,0,691,11.5,.027,.181,6.6,9.4,8.0,11.3,1.4,0.6,15.3,22.6,98,108,0.0,0.7,0.6,.045,-2.3,-1.5,-3.8,-0.3
6512,Bill Martin,1986-87,24,NYK,NBA,8,0,68,6.2,.000,.320,3.3,8.3,5.8,0.0,2.9,1.7,19.7,21.8,78,110,-0.2,0.1,-0.1,-.087,-8.8,-2.3,-11.1,-0.2
6513,Bill Martin,1987-88,25,PHO,NBA,10,0,101,5.7,.020,.255,10.0,20.2,15.0,8.0,2.3,0.0,13.7,26.5,77,109,-0.3,0.1,-0.2,-.117,-7.8,-2.4,-10.1,-0.2
6514,Rawle Marshall,2005-06,23,DAL,NBA,23,9,241,10.1,.050,.483,4.1,11.3,7.7,6.5,1.8,2.2,17.1,17.0,95,105,-0.1,0.3,0.2,.043,-3.7,0.2,-3.5,-0.1
6515,Rawle Marshall,2006-07,24,IND,NBA,40,2,361,6.7,.202,.506,2.5,6.9,4.6,5.7,1.7,1.0,14.9,15.9,89,108,-0.3,0.3,0.0,.001,-5.1,-0.9,-6.0,-0.4
6516,Kendall Marshall,2013-14,22,LAL,NBA,54,45,1564,12.6,.425,.086,1.0,9.6,5.3,44.3,1.5,0.2,25.6,16.3,101,113,0.6,0.3,0.9,.029,-1.3,-3.2,-4.5,-1.0
6517,Kendall Marshall,2014-15,23,MIL,NBA,28,3,417,12.4,.455,.089,0.6,7.1,3.8,31.1,2.6,0.0,25.0,15.1,104,105,0.3,0.5,0.8,.088,-1.7,-2.4,-4.1,-0.2
6518,Kendall Marshall,2015-16,24,PHI,NBA,30,6,400,6.7,.415,.110,0.5,7.3,3.8,28.4,2.0,0.4,25.8,18.3,84,112,-0.7,0.1,-0.5,-.064,-5.5,-3.3,-8.8,-0.7
