
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2801,Tamar Slay,2003-04,23,NJN,NBA,22,0,165,7.8,.200,.233,7.2,10.7,8.9,14.5,2.3,0.5,14.3,21.9,83,99,-0.3,0.2,0.0,-.004,-4.6,-0.8,-5.4,-0.1
2802,Tamar Slay,2004-05,24,CHA,NBA,8,0,78,1.5,.308,.051,8.3,12.4,10.2,6.7,3.3,0.0,16.7,27.2,69,106,-0.4,0.1,-0.3,-.166,-6.7,-2.0,-8.8,-0.1
2803,Jose Slaughter,1982-83,22,IND,NBA,63,1,515,10.5,.172,.248,6.8,7.5,7.1,13.3,3.2,0.8,13.7,23.3,91,108,-0.4,0.3,-0.1,-.007,-2.1,-1.8,-3.9,-0.3
2804,Reggie Slater,1994-95,24,DEN,NBA,25,0,236,14.5,.000,.679,11.0,17.8,14.5,8.4,1.6,0.9,19.8,25.1,104,108,0.1,0.3,0.4,.081,-2.5,-1.8,-4.3,-0.1
2805,Reggie Slater,1995-96,25,TOT,NBA,11,0,72,9.5,.000,.259,6.1,17.6,11.6,5.3,1.4,3.1,23.0,23.5,83,106,-0.2,0.1,-0.1,-.043,-7.9,-1.8,-9.7,-0.1
2806,Reggie Slater,1996-97,26,TOR,NBA,26,0,406,17.8,.013,.503,11.2,16.3,13.7,9.8,1.2,1.2,13.7,23.3,107,109,0.5,0.3,0.8,.095,-0.9,-2.1,-3.1,-0.1
2807,Reggie Slater,1997-98,27,TOR,NBA,78,28,1662,12.4,.000,.702,8.7,12.0,10.3,7.2,1.4,1.2,14.5,18.5,104,113,1.3,0.1,1.5,.042,-2.1,-2.6,-4.7,-1.1
2808,Reggie Slater,1998-99,28,TOR,NBA,30,0,263,11.3,.000,1.049,15.7,15.1,15.4,3.3,0.6,0.9,17.4,24.7,96,107,0.1,0.1,0.2,.040,-3.8,-5.3,-9.1,-0.5
2809,Reggie Slater,2000-01,30,MIN,NBA,55,16,686,14.1,.000,.629,12.9,18.2,15.5,5.7,1.4,0.9,16.1,17.6,110,104,1.2,0.7,1.8,.129,-0.9,-1.4,-2.3,-0.1
2810,Reggie Slater,2001-02,31,TOT,NBA,8,0,47,17.9,.000,.667,12.1,9.7,10.9,3.6,1.1,1.6,4.9,19.6,117,108,0.1,0.0,0.1,.150,-0.5,-3.5,-4.0,0.0
2811,Reggie Slater,2002-03,32,MIN,NBA,26,0,141,19.2,.000,.900,14.9,10.2,12.5,4.7,2.2,0.5,11.4,25.3,114,104,0.4,0.1,0.5,.186,1.4,-3.3,-1.9,0.0
2812,Brian Skinner,1998-99,22,LAC,NBA,21,0,258,13.2,.000,.465,8.7,16.0,12.1,0.7,2.1,3.8,18.2,18.4,93,107,0.0,0.1,0.1,.012,-4.5,-1.8,-6.3,-0.3
2813,Brian Skinner,1999-00,23,LAC,NBA,33,9,775,11.9,.000,.485,8.8,20.5,14.5,2.2,1.1,3.9,18.5,11.4,104,108,0.5,0.5,0.9,.057,-3.8,0.3,-3.5,-0.3
2814,Brian Skinner,2000-01,24,LAC,NBA,39,23,584,10.4,.000,.366,11.1,21.5,16.5,5.0,1.3,1.3,14.6,17.3,90,103,-0.3,0.6,0.3,.028,-4.3,-0.5,-4.8,-0.4
2815,Brian Skinner,2001-02,25,CLE,NBA,65,8,1107,11.3,.000,.488,10.0,19.8,14.9,2.3,1.2,4.0,17.6,9.9,110,106,1.0,1.0,1.9,.084,-2.8,0.8,-1.9,0.0
2816,Brian Skinner,2002-03,26,PHI,NBA,77,9,1381,15.4,.000,.486,11.4,19.9,15.6,2.2,1.8,3.0,13.4,15.1,112,101,2.2,2.0,4.1,.144,-1.4,0.1,-1.3,0.3
2817,Brian Skinner,2003-04,27,MIL,NBA,56,54,1577,14.4,.000,.269,8.6,21.0,14.8,5.3,1.0,2.8,12.0,18.7,101,103,1.2,1.6,2.7,.083,-1.5,0.4,-1.1,0.4
