
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
10701,Derek Fisher,1999-00,25,LAL,NBA,78,22,1803,9.6,.344,.300,1.3,7.1,4.2,17.1,2.3,0.1,12.1,15.1,99,101,0.5,2.6,3.1,.083,-1.6,0.0,-1.6,0.2
10702,Derek Fisher,2007-08,33,LAL,NBA,82,82,2249,13.8,.355,.242,1.2,6.9,4.2,15.9,1.9,0.1,9.5,18.6,114,109,3.7,2.0,5.7,.121,1.1,-1.5,-0.3,1.0
10703,Derek Fisher,2000-01,26,LAL,NBA,20,20,709,14.0,.337,.332,0.8,8.5,4.7,18.3,2.9,0.2,11.9,15.4,113,105,1.2,0.5,1.8,.119,1.3,-0.6,0.7,0.5
10704,Derek Fisher,2008-09,34,LAL,NBA,82,82,2441,12.1,.439,.189,1.2,7.4,4.4,14.9,2.0,0.2,8.8,14.7,117,108,3.6,2.7,6.3,.123,0.9,-0.3,0.6,1.6
10705,Derek Fisher,2001-02,27,LAL,NBA,70,35,1974,14.0,.524,.167,0.8,7.2,4.1,13.9,1.7,0.3,8.0,17.6,114,105,3.7,1.8,5.5,.134,2.2,-1.3,0.8,1.4
10706,Derek Fisher,2009-10,35,LAL,NBA,82,82,2227,9.3,.401,.237,1.3,7.2,4.3,12.9,2.1,0.3,11.2,14.0,105,106,1.2,2.7,3.9,.085,-1.2,0.4,-0.8,0.7
10707,Derek Fisher,2002-03,28,LAL,NBA,82,82,2829,11.9,.274,.161,1.6,8.0,4.8,16.1,1.7,0.4,10.2,14.5,110,108,3.8,1.4,5.2,.088,0.3,-1.2,-0.9,0.8
10708,Derek Fisher,2010-11,36,LAL,NBA,82,82,2297,8.9,.301,.195,0.7,6.6,3.7,14.0,2.3,0.3,10.9,12.8,105,107,1.2,2.5,3.7,.078,-1.6,0.3,-1.2,0.4
10709,Derek Fisher,2003-04,29,LAL,NBA,82,3,1769,11.5,.311,.266,1.9,7.9,4.9,16.3,3.0,0.2,10.9,18.3,97,102,0.4,2.0,2.4,.066,-1.2,-0.2,-1.4,0.3
10710,Derek Fisher,2011-12,37,TOT,NBA,63,43,1508,8.0,.313,.193,0.9,7.7,4.5,16.7,1.8,0.2,16.2,13.6,97,107,0.1,1.1,1.2,.038,-2.3,-0.7,-3.0,-0.4
10711,Derek Fisher,1996-97,22,LAL,NBA,80,3,921,11.0,.279,.458,3.1,8.8,6.0,20.1,2.3,0.4,18.4,18.8,98,106,0.0,1.0,1.1,.056,-2.5,-1.0,-3.5,-0.3
10712,Derek Fisher,2004-05,30,GSW,NBA,74,32,2222,13.4,.385,.269,1.8,9.2,5.3,21.6,1.8,0.1,13.3,19.4,106,109,2.3,1.4,3.7,.080,0.3,-1.3,-1.0,0.6
10713,Derek Fisher,2012-13,38,TOT,NBA,33,9,575,7.7,.497,.236,0.4,6.6,3.6,11.7,1.7,0.4,14.4,16.4,97,108,0.0,0.4,0.4,.034,-2.1,-2.0,-4.1,-0.3
10714,Derek Fisher,1997-98,23,LAL,NBA,82,36,1760,12.9,.214,.402,2.5,9.7,6.2,27.0,2.2,0.2,21.1,14.1,109,106,2.2,1.6,3.8,.104,-0.5,-0.8,-1.3,0.3
10715,Derek Fisher,2005-06,31,GSW,NBA,82,36,2589,14.8,.333,.330,1.5,7.7,4.5,22.6,2.5,0.2,13.3,20.2,108,107,3.4,2.4,5.8,.107,1.0,-0.5,0.5,1.6
10716,Derek Fisher,2013-14,39,OKC,NBA,81,0,1428,10.1,.634,.197,1.0,8.3,4.8,11.6,2.5,0.2,11.1,13.7,110,106,1.4,1.7,3.1,.103,0.0,-0.5,-0.5,0.5
10717,Matt Fish,1994-95,25,LAC,NBA,26,8,370,10.6,.010,.359,9.6,17.7,13.4,7.2,2.2,1.4,19.0,17.3,97,109,-0.1,0.3,0.2,.030,-3.8,0.1,-3.7,-0.2
10718,Matt Fish,1995-96,26,TOT,NBA,18,1,134,16.5,.000,.528,8.7,9.5,9.1,10.2,1.2,3.8,6.3,15.9,123,108,0.3,0.1,0.4,.154,0.1,0.2,0.3,0.1
