
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
101,Dorell Wright,2008-09,23,MIA,NBA,6,0,73,3.7,.000,.300,3.3,29.8,16.4,4.2,1.5,0.0,20.9,18.4,70,105,-0.2,0.1,-0.1,-.086,-10.8,-1.3,-12.1,-0.2
102,Dorell Wright,2009-10,24,MIA,NBA,72,1,1496,14.5,.375,.165,4.0,14.4,9.2,9.8,1.9,1.7,10.6,15.8,114,104,2.1,2.2,4.3,.137,0.2,1.3,1.5,1.3
103,Dorell Wright,2010-11,25,GSW,NBA,82,82,3147,15.0,.450,.199,3.1,12.6,7.8,11.6,2.0,1.5,9.6,19.3,110,111,3.9,1.8,5.8,.088,1.5,-0.4,1.1,2.5
104,Dorell Wright,2011-12,26,GSW,NBA,61,61,1650,15.0,.555,.186,4.1,14.9,9.6,8.8,1.8,1.2,8.2,17.3,111,109,2.6,0.8,3.4,.099,1.8,-0.9,0.9,1.2
105,Dorell Wright,2012-13,27,PHI,NBA,79,8,1783,16.0,.603,.235,2.6,17.0,9.6,13.1,1.8,1.5,8.8,18.7,112,105,2.8,2.1,4.9,.132,1.5,-0.2,1.3,1.5
106,Dorell Wright,2013-14,28,POR,NBA,68,13,984,11.9,.680,.232,3.2,17.5,10.5,9.4,1.2,1.1,10.6,16.2,108,107,0.9,1.0,1.9,.091,-0.1,-0.3,-0.4,0.4
107,Dorell Wright,2014-15,29,POR,NBA,48,2,592,13.4,.568,.221,2.6,17.2,10.0,10.2,1.7,1.3,7.9,17.1,109,102,0.7,0.8,1.6,.128,0.1,0.6,0.7,0.4
108,Delon Wright,2015-16,23,TOR,NBA,27,1,229,17.8,.163,.438,4.1,14.3,9.3,22.5,1.8,1.1,14.4,22.1,109,106,0.3,0.2,0.6,.124,-0.1,-0.6,-0.7,0.1
109,Chris Wright,2011-12,23,GSW,NBA,24,1,186,18.6,.000,.689,11.6,15.8,13.7,3.3,2.0,5.4,12.0,16.5,120,106,0.5,0.2,0.6,.163,-1.2,0.5,-0.6,0.1
110,Chris Wright,2013-14,25,MIL,NBA,8,0,126,16.5,.029,.429,8.8,9.4,9.1,6.9,2.9,3.2,10.7,16.7,112,109,0.2,0.1,0.3,.102,-0.4,0.2,-0.2,0.1
111,Chris Wright,2012-13,23,DAL,NBA,3,0,4,-1.9,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,33.3,34.2,59,116,0.0,0.0,0.0,-.375,-15.3,-6.8,-22.1,0.0
112,Brandan Wright,2007-08,20,GSW,NBA,38,6,376,17.2,.000,.357,10.4,18.1,14.1,3.4,0.8,4.3,9.1,16.0,120,109,0.8,0.3,1.1,.142,-1.8,-0.6,-2.4,0.0
113,Brandan Wright,2008-09,21,GSW,NBA,39,23,688,18.7,.016,.346,9.8,15.0,12.4,4.9,1.6,3.7,7.5,19.0,118,112,1.4,0.4,1.9,.131,-0.2,-0.9,-1.2,0.1
114,Brandan Wright,2010-11,23,TOT,NBA,37,2,379,15.9,.000,.265,9.2,18.2,13.6,5.1,1.5,3.4,9.7,17.2,110,108,0.4,0.4,0.8,.099,-2.6,-0.2,-2.8,-0.1
115,Brandan Wright,2011-12,24,DAL,NBA,49,0,791,21.6,.004,.352,8.9,15.8,12.4,2.9,1.5,6.4,7.2,17.0,124,100,2.2,1.3,3.5,.215,0.2,2.4,2.6,0.9
116,Brandan Wright,2012-13,25,DAL,NBA,64,16,1149,21.0,.007,.238,8.4,16.7,12.6,5.6,1.2,5.2,7.1,19.0,119,105,2.8,1.3,4.1,.172,0.5,1.1,1.6,1.0
117,Brandan Wright,2013-14,26,DAL,NBA,58,0,1077,23.5,.000,.320,11.0,15.1,13.1,4.7,1.5,4.2,8.5,17.4,135,107,4.1,1.0,5.1,.227,3.1,0.6,3.6,1.5
118,Brandan Wright,2014-15,27,TOT,NBA,75,7,1449,20.4,.008,.309,9.6,14.7,12.1,4.4,1.7,5.1,7.6,13.6,133,104,4.3,1.8,6.1,.202,1.2,2.4,3.6,2.0
119,Brandan Wright,2015-16,28,MEM,NBA,12,2,212,18.3,.000,.462,7.2,16.3,11.6,4.7,1.2,6.6,13.8,15.4,119,106,0.4,0.2,0.7,.147,-0.9,1.9,0.9,0.2
120,Brad Wright,1986-87,24,NYK,NBA,14,0,138,11.2,.022,.609,20.2,23.0,21.6,1.0,1.1,2.5,18.2,21.6,90,108,-0.2,0.1,0.0,-.013,-5.5,-3.5,-9.0,-0.2
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
121,Brad Wright,1987-88,25,DEN,NBA,2,0,7,-24.7,.000,.000,0.0,15.6,7.5,0.0,0.0,0.0,28.6,39.0,31,110,-0.1,0.0,-0.1,-.677,-28.0,-8.5,-36.5,-0.1
122,Bracey Wright,2005-06,21,MIN,NBA,7,0,135,12.1,.333,.314,2.7,13.0,8.0,6.5,0.4,0.0,12.1,23.2,101,109,0.1,0.1,0.2,.054,-2.2,-3.9,-6.1,-0.1
123,Bracey Wright,2006-07,22,MIN,NBA,19,0,190,13.8,.333,.300,4.5,8.6,6.6,12.7,2.5,0.4,8.1,18.1,105,108,0.2,0.2,0.3,.077,-0.7,-1.3,-2.0,0.0
124,Antoine Wright,2005-06,21,NJN,NBA,39,0,370,0.7,.185,.272,2.5,7.1,4.8,5.2,0.6,0.7,18.8,14.2,71,107,-0.8,0.3,-0.5,-.062,-8.2,-0.8,-9.0,-0.7
125,Antoine Wright,2006-07,22,NJN,NBA,63,23,1137,8.1,.235,.291,4.0,14.1,9.1,7.6,1.4,0.7,13.2,13.4,98,107,0.0,1.1,1.2,.049,-3.5,0.1,-3.4,-0.4
126,Antoine Wright,2007-08,23,TOT,NBA,56,10,1232,8.4,.334,.204,3.8,10.0,6.9,10.5,1.2,1.3,12.2,15.2,99,111,0.0,0.8,0.8,.029,-2.4,-0.4,-2.8,-0.2
127,Antoine Wright,2008-09,24,DAL,NBA,65,53,1552,8.6,.346,.220,2.3,7.7,5.0,7.4,1.6,1.3,10.3,15.6,102,111,0.3,1.2,1.4,.044,-1.6,-0.1,-1.7,0.1
128,Antoine Wright,2009-10,25,TOR,NBA,67,10,1392,8.6,.434,.193,3.3,12.6,8.1,7.4,1.1,0.6,11.8,16.1,100,115,0.1,0.2,0.3,.011,-1.0,-1.7,-2.7,-0.3
129,Antoine Wright,2010-11,26,SAC,NBA,7,0,31,-4.8,.500,.000,7.2,3.8,5.5,0.0,1.6,0.0,11.1,12.6,41,113,-0.1,0.0,-0.1,-.179,-9.4,-3.1,-12.5,-0.1
130,James Worthy*,1982-83,21,LAL,NBA,77,1,1970,17.4,.005,.286,9.2,13.0,11.2,8.6,2.1,1.7,17.0,21.0,109,105,3.0,2.1,5.1,.125,1.4,0.0,1.5,1.7
131,James Worthy*,1983-84,22,LAL,NBA,82,53,2415,16.5,.007,.289,7.9,15.6,12.0,11.1,1.5,1.6,15.3,19.7,113,107,3.8,2.7,6.5,.129,1.1,0.8,1.9,2.4
