
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
6601,Rich Manning,1996-97,26,TOT,NBA,26,2,201,8.9,.049,.171,9.0,13.6,11.3,2.6,1.1,0.8,7.4,21.7,92,112,-0.1,0.1,-0.1,-.017,-5.8,-4.7,-10.5,-0.4
6602,Danny Manning,1990-91,24,LAC,NBA,73,47,2197,16.9,.003,.338,8.1,12.8,10.4,13.9,2.6,1.7,15.3,22.7,107,105,2.2,3.0,5.2,.113,1.0,1.8,2.8,2.7
6603,Danny Manning,1998-99,32,PHO,NBA,50,5,1184,15.4,.023,.290,6.0,15.7,10.8,16.2,1.6,2.4,13.7,19.7,104,103,1.4,1.2,2.6,.104,-0.8,0.7,-0.1,0.6
6604,Danny Manning,1991-92,25,LAC,NBA,82,82,2904,19.7,.004,.321,8.7,12.9,10.8,15.8,2.3,2.6,13.3,23.1,113,104,5.3,4.5,9.8,.162,2.8,2.6,5.5,5.5
6605,Danny Manning,1999-00,33,MIL,NBA,72,0,1217,10.1,.012,.153,4.8,15.1,10.0,8.9,2.6,1.8,13.2,15.2,95,105,-0.1,1.1,1.0,.039,-2.8,0.8,-2.0,0.0
6606,Danny Manning,1992-93,26,LAC,NBA,79,77,2761,19.6,.022,.351,7.8,13.1,10.4,11.7,1.9,2.3,12.6,27.2,110,107,4.7,3.1,7.9,.137,2.0,0.1,2.1,2.9
6607,Danny Manning,2000-01,34,UTA,NBA,82,0,1305,14.3,.056,.280,6.4,13.8,10.2,12.6,1.9,1.8,14.6,23.2,101,102,1.2,1.4,2.6,.097,-0.4,-0.1,-0.5,0.5
6608,Danny Manning,1993-94,27,TOT,NBA,68,66,2520,16.4,.014,.284,5.6,14.2,9.9,17.2,1.9,2.0,14.7,26.3,100,106,0.7,2.8,3.5,.066,-0.3,0.8,0.6,1.7
6609,Danny Manning,2001-02,35,DAL,NBA,41,10,552,11.7,.047,.221,5.1,16.5,10.9,8.0,2.0,2.7,13.3,15.4,101,105,0.3,0.6,0.8,.070,-2.5,1.2,-1.2,0.1
6610,Danny Manning,1994-95,28,PHO,NBA,46,19,1510,18.1,.034,.325,7.4,13.7,10.5,16.4,1.4,2.8,14.5,23.8,110,110,2.2,1.2,3.4,.109,1.3,0.8,2.0,1.5
6611,Danny Manning,2002-03,36,DET,NBA,13,0,89,17.9,.250,.188,9.2,14.9,12.0,14.8,5.6,2.5,16.8,22.5,96,91,0.0,0.2,0.2,.131,-0.4,4.1,3.8,0.1
6612,Danny Manning,1995-96,29,PHO,NBA,33,4,816,14.7,.036,.281,4.3,15.8,10.1,13.9,2.4,2.2,15.0,28.0,95,107,-0.5,0.9,0.4,.026,-2.8,0.0,-2.8,-0.2
6613,Danny Manning,1988-89,22,LAC,NBA,26,18,950,13.4,.014,.288,7.9,11.3,9.6,12.2,2.1,1.5,18.7,20.6,99,110,0.0,0.7,0.7,.034,-1.0,0.5,-0.5,0.4
6614,Danny Manning,1996-97,30,PHO,NBA,77,17,2134,17.9,.045,.316,7.5,18.0,12.8,13.7,2.0,2.6,15.1,22.5,108,106,2.8,2.4,5.2,.117,0.4,1.6,2.0,2.2
6615,Danny Manning,1989-90,23,LAC,NBA,71,42,2269,16.3,.006,.448,7.2,13.9,10.6,12.8,1.9,1.0,16.0,21.7,109,108,2.9,2.4,5.3,.112,0.9,0.5,1.4,1.9
6616,Danny Manning,1997-98,31,PHO,NBA,70,11,1794,19.8,.009,.299,7.3,17.9,12.8,13.6,2.1,1.9,10.5,24.1,111,100,3.5,3.0,6.5,.174,1.0,1.3,2.3,1.9
6617,Steve Malovic,1979-80,23,TOT,NBA,39,,445,7.2,.000,.403,8.4,12.3,10.3,6.9,0.8,0.7,22.6,9.0,102,112,0.1,0.1,0.3,.027,-3.0,-0.7,-3.7,-0.2
6618,Matt Maloney,1997-98,26,HOU,NBA,78,78,2217,10.5,.590,.133,0.9,6.6,3.8,15.6,1.5,0.2,14.7,14.9,106,112,1.9,0.3,2.2,.047,0.2,-2.1,-1.9,0.1
6619,Matt Maloney,1998-99,27,HOU,NBA,15,7,186,2.2,.536,.393,1.3,4.7,3.1,16.1,1.2,0.0,29.9,11.8,70,109,-0.4,0.0,-0.3,-.083,-6.3,-2.3,-8.5,-0.3
6620,Matt Maloney,1999-00,28,CHI,NBA,51,12,1175,9.4,.547,.142,1.0,5.5,3.2,21.3,1.5,0.2,15.7,15.6,98,109,0.2,0.5,0.7,.028,-1.8,-3.0,-4.8,-0.8
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
6621,Matt Maloney,2000-01,29,ATL,NBA,55,27,1403,10.4,.408,.098,1.1,8.2,4.6,17.6,2.1,0.3,16.2,13.8,100,107,0.7,0.8,1.5,.053,-0.7,-0.5,-1.2,0.3
6622,Matt Maloney,2002-03,31,ATL,NBA,14,0,103,9.2,.600,.200,1.2,6.4,3.9,25.8,2.0,0.0,15.5,14.3,99,109,0.0,0.0,0.1,.031,-1.9,-3.9,-5.9,-0.1
6623,Matt Maloney,1996-97,25,HOU,NBA,82,82,2386,12.3,.620,.151,1.0,6.5,3.9,19.5,1.8,0.0,15.7,14.8,113,108,3.2,2.1,5.3,.107,0.9,-1.1,-0.1,1.1
6624,Moses Malone*,1982-83,27,PHI,NBA,78,78,2922,25.1,.001,.604,16.8,25.9,21.6,5.1,1.4,3.0,13.8,26.0,116,97,9.1,6.0,15.1,.248,2.9,0.5,3.4,4.0
6625,Moses Malone*,1990-91,35,ATL,NBA,82,15,1912,18.2,.012,.622,15.0,23.4,19.1,5.1,0.8,2.3,15.2,19.4,116,109,3.8,1.8,5.6,.140,-0.1,-0.8,-0.9,0.5
6626,Moses Malone*,1983-84,28,PHI,NBA,71,71,2613,21.8,.004,.660,15.7,25.3,20.6,5.7,1.3,2.4,15.0,26.4,111,102,5.0,4.6,9.5,.175,0.9,-0.2,0.7,1.8
6627,Moses Malone*,1991-92,36,MIL,NBA,82,77,2511,19.2,.009,.543,14.0,20.1,16.9,5.6,1.5,1.6,11.5,21.7,117,110,5.6,2.2,7.8,.148,1.0,-0.9,0.1,1.3
6628,Moses Malone*,1984-85,29,PHI,NBA,79,79,2957,22.5,.002,.704,14.8,24.4,19.7,6.6,1.1,2.4,14.5,26.8,116,105,7.9,4.0,11.9,.193,2.0,-0.5,1.5,2.6
6629,Moses Malone*,1992-93,37,MIL,NBA,11,0,104,18.7,.000,.738,24.2,26.9,25.6,9.6,0.5,5.0,15.2,27.1,101,107,0.0,0.1,0.1,.069,-3.1,-0.9,-4.0,-0.1
6630,Moses Malone*,1985-86,30,PHI,NBA,74,74,2706,20.6,.001,.629,14.0,22.0,18.0,5.1,1.2,1.5,14.1,27.6,111,106,5.5,3.4,8.9,.157,0.8,-1.6,-0.8,0.8
6631,Moses Malone*,1993-94,38,PHI,NBA,55,0,618,17.7,.004,.504,18.8,21.4,20.1,8.9,0.9,1.7,17.2,24.1,104,109,0.6,0.5,1.0,.078,-1.5,-2.0,-3.5,-0.2
6632,Moses Malone*,1986-87,31,WSB,NBA,73,70,2488,23.8,.008,.528,14.2,21.0,17.6,7.9,1.1,2.1,11.1,29.3,114,106,6.0,3.4,9.4,.182,2.8,-0.9,1.9,2.5
6633,Moses Malone*,1994-95,39,SAS,NBA,17,0,149,12.1,.057,.914,16.0,18.8,17.5,5.5,0.7,1.4,18.3,17.7,104,106,0.1,0.2,0.3,.088,-2.8,-0.6,-3.5,-0.1
6634,Moses Malone*,1979-80,24,HOU,NBA,82,,3140,24.1,.004,.505,19.6,22.3,20.9,7.1,1.2,1.9,13.7,27.6,114,106,8.9,3.0,11.9,.183,3.9,-1.1,2.8,3.8
6635,Moses Malone*,1987-88,32,WSB,NBA,79,78,2692,21.1,.006,.632,15.3,21.5,18.3,6.4,1.1,1.6,15.2,25.2,113,106,5.7,3.4,9.2,.163,2.2,-0.4,1.8,2.6
6636,Moses Malone*,1980-81,25,HOU,NBA,80,,3245,25.1,.002,.520,16.1,24.5,20.3,6.6,1.2,2.6,14.0,27.6,115,104,9.5,4.2,13.7,.202,3.9,-0.2,3.7,4.7
6637,Moses Malone*,1988-89,33,ATL,NBA,81,80,2878,21.2,.011,.649,14.4,21.9,18.1,5.8,1.3,2.1,14.8,23.4,116,105,6.8,3.9,10.7,.178,2.0,0.0,2.1,3.0
6638,Moses Malone*,1981-82,26,HOU,NBA,81,81,3398,26.8,.003,.454,17.5,21.2,19.3,6.9,1.1,2.1,11.9,29.9,118,106,11.7,3.7,15.4,.218,5.4,-1.1,4.3,5.4
6639,Moses Malone*,1989-90,34,ATL,NBA,81,81,2735,20.2,.008,.586,15.0,19.4,17.1,7.0,0.9,1.9,14.6,24.3,114,112,6.0,1.7,7.7,.134,2.1,-1.1,1.0,2.1
6640,Karl Malone*,1997-98,34,UTA,NBA,81,81,3030,27.9,.004,.560,8.3,24.8,17.1,20.9,1.7,1.7,11.9,31.8,118,102,12.1,4.3,16.4,.259,5.7,1.4,7.0,6.9
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
