
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
4001,Shavlik Randolph,2014-15,31,TOT,NBA,21,0,126,7.2,.143,.343,13.8,19.3,16.5,4.4,2.0,1.8,6.9,15.1,83,104,-0.2,0.2,0.0,-.004,-5.8,0.0,-5.8,-0.1
4002,Anthony Randolph,2008-09,19,GSW,NBA,63,22,1129,16.9,.009,.327,12.4,22.6,17.5,6.8,1.8,4.5,14.0,21.7,102,108,0.4,1.2,1.6,.069,-2.8,0.3,-2.5,-0.1
4003,Anthony Randolph,2009-10,20,GSW,NBA,33,8,749,18.7,.016,.440,10.7,21.4,16.0,8.5,1.8,4.9,11.7,23.9,106,107,0.7,0.8,1.5,.098,-2.2,0.8,-1.4,0.1
4004,Anthony Randolph,2010-11,21,TOT,NBA,40,3,590,16.2,.015,.326,8.0,22.7,15.2,9.8,1.9,3.1,14.9,25.8,97,107,-0.2,0.6,0.5,.038,-3.5,-0.1,-3.6,-0.2
4005,Anthony Randolph,2011-12,22,MIN,NBA,34,5,517,17.6,.005,.420,9.0,17.5,13.2,6.6,1.3,4.8,14.4,23.8,102,103,0.5,0.6,1.1,.099,-2.6,1.0,-1.5,0.1
4006,Anthony Randolph,2012-13,23,DEN,NBA,39,0,329,15.6,.070,.395,10.1,22.1,16.2,5.5,2.9,5.0,21.7,22.5,94,99,-0.1,0.6,0.5,.073,-3.8,2.3,-1.5,0.0
4007,Anthony Randolph,2013-14,24,DEN,NBA,43,5,527,12.2,.347,.392,4.1,21.0,12.5,9.1,2.4,2.7,15.9,19.8,96,104,-0.1,0.7,0.6,.055,-3.1,1.3,-1.8,0.0
4008,Julius Randle,2014-15,20,LAL,NBA,1,0,14,-7.5,.000,.667,0.0,0.0,0.0,0.0,0.0,0.0,20.5,15.5,41,119,-0.1,0.0,-0.1,-.276,-12.3,-4.5,-16.8,-0.1
4009,Julius Randle,2015-16,21,LAL,NBA,81,60,2286,13.9,.043,.323,7.8,32.0,19.5,11.0,1.2,1.0,13.5,21.2,97,108,-0.3,1.9,1.6,.035,-3.7,0.0,-3.6,-0.9
4010,Mark Randall,1991-92,24,TOT,NBA,54,0,441,12.3,.107,.289,9.6,8.2,8.9,10.5,1.4,0.4,13.0,18.6,106,114,0.3,0.1,0.5,.050,-1.0,-2.4,-3.4,-0.2
4011,Mark Randall,1992-93,25,TOT,NBA,37,0,248,11.9,.100,.325,11.5,13.1,12.3,6.6,0.8,0.5,15.7,18.8,104,111,0.1,0.2,0.3,.061,-2.2,-1.7,-3.9,-0.1
4012,Mark Randall,1993-94,26,DEN,NBA,28,0,155,11.2,.280,.560,6.7,9.0,7.9,10.3,2.6,1.2,13.8,19.9,99,103,0.0,0.2,0.2,.074,-2.1,-0.3,-2.4,0.0
4013,Mark Randall,1994-95,27,DEN,NBA,8,0,39,4.4,.100,.000,12.6,23.9,18.4,3.7,0.0,0.0,9.1,12.7,84,110,0.0,0.0,0.0,-.020,-6.6,-2.8,-9.4,-0.1
4014,Peter John Ramos,2004-05,19,WAS,NBA,6,0,20,8.2,.000,.200,5.4,17.5,11.2,0.0,0.0,3.7,21.6,30.3,80,109,-0.1,0.0,0.0,-.108,-11.3,-7.0,-18.3,-0.1
4015,Kurt Rambis,1981-82,23,LAL,NBA,64,43,1131,12.8,.004,.513,11.6,21.5,16.8,5.6,2.5,3.6,21.6,12.5,101,100,0.3,2.1,2.3,.100,-2.1,3.3,1.2,0.9
4016,Kurt Rambis,1982-83,24,LAL,NBA,78,77,1806,14.1,.005,.402,10.5,21.5,16.3,5.7,2.7,1.9,23.0,13.8,106,101,1.6,2.8,4.3,.116,-0.3,2.0,1.8,1.7
4017,Kurt Rambis,1983-84,25,LAL,NBA,47,31,743,10.9,.000,.584,13.4,26.1,20.2,5.1,1.9,1.0,28.3,10.7,104,103,0.3,1.2,1.5,.095,-1.9,1.5,-0.4,0.3
4018,Kurt Rambis,1984-85,26,LAL,NBA,82,46,1617,12.7,.000,.315,12.8,23.4,18.6,4.8,2.4,1.6,20.7,11.7,110,102,1.3,2.8,4.1,.120,-0.6,2.3,1.7,1.5
4019,Kurt Rambis,1985-86,27,LAL,NBA,74,74,1573,12.7,.000,.454,11.8,24.9,18.7,5.1,2.0,1.2,23.1,10.8,114,102,1.7,2.6,4.3,.131,-0.3,2.4,2.1,1.6
4020,Kurt Rambis,1986-87,28,LAL,NBA,78,10,1514,12.6,.000,.502,12.6,20.2,16.6,5.0,2.3,1.5,21.4,13.0,110,103,1.3,2.6,3.9,.123,-0.9,1.7,0.8,1.1
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
4021,Kurt Rambis,1987-88,29,LAL,NBA,70,20,845,15.0,.000,.500,14.5,21.1,18.0,8.2,2.2,0.9,20.6,14.1,116,104,1.3,1.3,2.6,.147,0.0,1.3,1.3,0.7
4022,Kurt Rambis,1988-89,30,CHH,NBA,75,75,2233,16.1,.005,.396,12.7,22.7,17.4,9.9,2.1,1.5,16.7,16.2,110,108,2.6,2.3,4.8,.104,0.4,2.4,2.8,2.7
4023,Kurt Rambis,1989-90,31,TOT,NBA,74,61,1904,12.1,.008,.340,9.4,20.6,15.2,9.1,2.5,1.1,19.5,11.7,106,103,1.0,3.1,4.1,.103,-0.9,3.5,2.6,2.2
4024,Kurt Rambis,1990-91,32,PHO,NBA,62,17,900,11.4,.012,.509,9.8,21.8,16.1,8.7,1.3,0.7,18.0,11.3,113,105,0.9,1.3,2.2,.115,-1.3,1.5,0.2,0.5
4025,Kurt Rambis,1991-92,33,PHO,NBA,28,5,381,10.6,.000,.220,7.0,22.9,15.3,12.2,1.5,2.1,21.8,12.6,99,103,0.0,0.6,0.6,.079,-3.4,2.6,-0.8,0.1
4026,Kurt Rambis,1992-93,34,TOT,NBA,72,1,822,11.2,.016,.504,10.0,21.1,15.3,8.4,2.5,1.4,21.0,9.9,110,106,0.6,1.1,1.7,.098,-2.2,2.1,-0.1,0.4
4027,Kurt Rambis,1993-94,35,LAL,NBA,50,1,635,14.0,.009,.623,13.8,18.7,16.2,6.8,1.7,2.3,15.2,11.4,119,107,1.0,0.6,1.7,.125,-0.9,0.8,-0.1,0.3
4028,Kurt Rambis,1994-95,36,LAL,NBA,26,1,195,9.4,.000,.343,5.7,13.6,9.6,11.2,0.8,3.2,16.6,10.7,111,110,0.2,0.2,0.3,.076,-3.4,0.5,-2.8,0.0
4029,Igor Rakocevic,2002-03,24,MIN,NBA,42,0,244,8.4,.207,.621,1.9,5.9,3.9,19.0,0.9,0.0,23.8,18.0,96,109,0.0,0.1,0.1,.022,-3.5,-3.6,-7.1,-0.3
4030,Ed Rains,1981-82,25,SAS,NBA,49,15,637,8.2,.011,.362,6.2,7.2,6.7,7.7,1.3,0.2,10.9,14.4,102,111,0.2,0.4,0.6,.043,-2.1,-1.0,-3.1,-0.2
4031,Ed Rains,1982-83,26,SAS,NBA,34,1,292,8.2,.012,.518,9.7,6.8,8.2,9.2,1.6,0.2,19.7,17.3,95,109,-0.1,0.1,0.1,.015,-2.5,-1.4,-3.9,-0.1
4032,Miroslav Raduljica,2013-14,26,MIL,NBA,48,2,465,15.3,.000,.437,12.9,13.7,13.3,8.3,0.8,2.3,15.7,17.3,117,113,1.0,0.1,1.1,.112,-0.6,-1.8,-2.3,0.0
4033,Miroslav Raduljica,2014-15,27,MIN,NBA,5,0,23,3.3,.000,.250,9.7,15.4,12.4,0.0,2.2,0.0,18.4,20.9,85,111,0.0,0.0,0.0,-.057,-8.2,-6.2,-14.4,-0.1
