
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
13301,Kwame Brown,2009-10,27,DET,NBA,48,1,660,7.9,.008,.790,9.1,24.3,16.2,5.1,1.2,1.5,20.5,14.7,89,110,-0.6,0.5,-0.1,-.009,-5.3,-0.3,-5.6,-0.6
13302,Kwame Brown,2002-03,20,WAS,NBA,80,20,1773,13.6,.006,.432,8.5,19.9,14.2,5.6,1.5,3.4,15.5,18.8,96,102,0.2,2.3,2.5,.069,-3.4,0.7,-2.7,-0.3
13303,Kwame Brown,2010-11,28,CHA,NBA,66,50,1714,12.8,.000,.616,10.3,21.6,15.9,4.1,0.8,1.8,12.6,14.9,110,108,1.8,1.7,3.5,.097,-2.2,-0.1,-2.3,-0.1
13304,Kedrick Brown,2001-02,20,BOS,NBA,29,5,245,11.9,.386,.286,4.8,17.9,11.2,9.8,3.8,2.2,8.2,16.0,90,96,-0.1,0.5,0.4,.075,-3.8,2.6,-1.2,0.1
13305,Kedrick Brown,2002-03,21,BOS,NBA,51,5,666,8.8,.228,.187,7.4,16.6,11.9,5.1,2.7,1.5,11.1,14.5,86,99,-0.5,1.1,0.5,.037,-5.4,1.0,-4.4,-0.4
13306,Kedrick Brown,2003-04,22,TOT,NBA,55,26,969,12.5,.390,.106,4.8,12.1,8.5,10.8,1.6,0.5,9.8,13.7,112,106,1.4,0.6,2.0,.100,0.2,-1.1,-0.9,0.3
13307,Kedrick Brown,2004-05,23,PHI,NBA,8,0,55,9.7,.500,1.667,2.0,20.7,11.2,10.3,2.8,1.4,32.5,12.4,92,101,0.0,0.1,0.1,.060,-5.2,2.0,-3.2,0.0
13308,John Brown,1979-80,28,TOT,NBA,32,,385,5.1,.000,.457,7.4,12.7,10.0,6.3,0.4,0.6,18.7,16.5,90,106,-0.3,0.4,0.1,.012,-4.7,-1.0,-5.7,-0.4
13309,Jabari Brown,2014-15,22,LAL,NBA,19,5,568,11.0,.365,.500,0.6,6.7,3.5,11.0,1.1,0.3,13.4,18.8,104,115,0.4,0.0,0.4,.033,-0.8,-3.0,-3.8,-0.3
