
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
3201,Melvin Sanders,2005-06,25,SAS,NBA,16,0,113,10.5,.091,.303,4.3,19.4,12.0,4.3,2.4,0.0,17.6,19.2,96,97,0.0,0.2,0.2,.093,-4.5,0.2,-4.2,-0.1
3202,Larry Sanders,2010-11,22,MIL,NBA,60,12,872,11.0,.000,.187,7.7,16.3,11.9,3.2,1.3,6.5,11.6,17.6,91,99,-0.7,1.8,1.0,.057,-6.2,3.0,-3.2,-0.3
3203,Larry Sanders,2011-12,23,MIL,NBA,52,0,643,13.3,.011,.207,10.3,17.3,13.7,7.8,2.5,8.9,17.6,16.7,92,97,-0.3,1.2,1.0,.072,-3.9,5.3,1.5,0.6
3204,Larry Sanders,2012-13,24,MIL,NBA,71,55,1937,18.7,.003,.225,12.0,25.8,18.6,6.8,1.4,7.6,11.6,16.9,109,99,2.3,3.7,6.0,.149,-1.8,4.3,2.5,2.2
3205,Larry Sanders,2013-14,25,MIL,NBA,23,20,584,14.0,.006,.340,11.4,21.3,16.2,5.3,1.6,5.6,12.3,16.4,100,107,0.1,0.6,0.7,.057,-3.3,1.6,-1.8,0.0
3206,Larry Sanders,2014-15,26,MIL,NBA,27,26,586,15.2,.000,.279,13.2,19.2,16.2,6.3,2.3,5.6,12.7,17.0,104,98,0.4,1.2,1.6,.132,-2.0,3.4,1.4,0.5
3207,Jeff Sanders,1989-90,24,CHI,NBA,31,0,182,2.5,.000,.100,11.0,14.3,12.7,6.0,1.1,1.4,26.4,13.3,74,110,-0.4,0.1,-0.3,-.069,-7.3,-0.7,-8.0,-0.3
3208,Jeff Sanders,1990-91,25,CHH,NBA,3,0,43,8.6,.000,.143,7.8,16.5,12.0,3.4,1.1,1.4,6.3,15.7,96,111,0.0,0.0,0.0,.022,-4.7,-1.5,-6.2,0.0
3209,Jeff Sanders,1991-92,26,ATL,NBA,12,0,117,13.8,.000,.200,8.0,15.8,11.8,10.9,2.1,1.5,9.3,19.0,106,107,0.1,0.1,0.2,.086,-2.3,0.0,-2.3,0.0
3210,Jeff Sanders,1992-93,27,ATL,NBA,9,0,120,6.9,.000,.320,10.7,16.4,13.4,6.5,3.3,0.5,27.8,13.6,81,107,-0.2,0.1,-0.1,-.020,-5.2,1.6,-3.6,0.0
3211,Frankie Sanders,1980-81,24,KCK,NBA,23,,186,13.0,.000,.286,3.6,8.9,6.3,12.7,4.1,0.3,19.5,24.0,92,102,-0.1,0.3,0.1,.035,-3.4,0.3,-3.1,-0.1
3212,Pepe Sanchez,2000-01,23,TOT,NBA,29,0,150,12.6,.036,.071,2.3,8.9,5.6,41.3,3.9,0.5,17.2,10.5,102,98,0.1,0.2,0.3,.107,-2.8,-0.5,-3.4,-0.1
3213,Pepe Sanchez,2002-03,25,DET,NBA,9,0,37,11.0,.000,.000,12.6,6.5,9.6,31.9,7.5,0.0,28.6,9.1,74,92,-0.1,0.1,0.0,.042,-4.0,5.7,1.6,0.0
3214,Samardo Samuels,2010-11,22,CLE,NBA,37,10,701,11.7,.012,.456,12.0,14.0,13.0,4.2,1.1,2.0,15.5,22.1,96,112,-0.3,0.3,0.0,.002,-3.9,-2.0,-5.9,-0.7
3215,Samardo Samuels,2011-12,23,CLE,NBA,54,0,825,11.1,.000,.506,8.4,16.8,12.4,4.2,1.3,1.8,16.5,18.4,98,108,0.2,0.5,0.7,.039,-4.1,-1.4,-5.4,-0.7
3216,Samardo Samuels,2012-13,24,CLE,NBA,18,1,196,6.2,.017,.400,5.6,11.2,8.3,6.3,0.8,1.2,7.8,17.4,92,112,-0.1,0.0,-0.1,-.016,-5.3,-2.5,-7.7,-0.3
3217,Ralph Sampson*,1983-84,23,HOU,NBA,82,82,2693,20.1,.003,.317,11.8,24.7,18.3,8.9,1.2,4.0,15.9,27.1,104,104,1.9,4.1,6.0,.108,0.1,1.3,1.4,2.3
3218,Ralph Sampson*,1984-85,24,HOU,NBA,82,82,3086,17.4,.004,.299,8.2,22.6,15.4,10.4,1.2,3.1,16.1,25.9,102,104,1.4,4.8,6.2,.096,-0.7,1.5,0.8,2.1
3219,Ralph Sampson*,1985-86,25,HOU,NBA,79,76,2864,16.9,.012,.294,9.6,23.6,16.5,13.5,1.6,2.5,16.5,23.6,101,104,1.1,4.0,5.0,.084,-0.4,1.8,1.5,2.5
3220,Ralph Sampson*,1986-87,26,HOU,NBA,43,32,1326,15.4,.005,.334,7.4,23.2,15.4,13.6,1.4,2.5,16.3,23.9,99,102,-0.2,2.4,2.2,.078,-1.9,1.9,0.0,0.7
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
3221,Ralph Sampson*,1987-88,27,TOT,NBA,48,44,1663,13.4,.016,.287,9.0,21.4,15.1,10.6,1.2,3.0,18.2,22.8,94,107,-1.3,1.9,0.6,.018,-2.9,1.3,-1.7,0.1
3222,Ralph Sampson*,1988-89,28,GSW,NBA,61,36,1086,11.4,.022,.260,9.7,18.5,14.1,9.0,1.3,3.3,18.1,17.3,97,106,-0.3,1.4,1.1,.048,-3.4,1.1,-2.4,-0.1
3223,Ralph Sampson*,1989-90,29,SAC,NBA,26,7,417,5.5,.031,.178,3.0,19.7,11.4,9.3,1.7,3.1,19.6,17.9,74,106,-1.1,0.5,-0.6,-.068,-8.0,1.6,-6.5,-0.5
3224,Ralph Sampson*,1990-91,30,SAC,NBA,25,4,348,7.2,.054,.204,13.0,23.4,18.1,7.1,1.6,3.1,21.0,16.1,78,105,-0.8,0.5,-0.3,-.038,-6.8,1.5,-5.3,-0.3
3225,Ralph Sampson*,1991-92,31,WSB,NBA,10,0,108,5.8,.069,.207,10.9,19.7,15.2,4.8,1.4,4.5,24.0,16.3,72,105,-0.3,0.2,-0.2,-.069,-8.6,1.5,-7.1,-0.1
3226,Jamal Sampson,2002-03,19,MIL,NBA,5,0,8,8.4,.000,.000,14.6,14.7,14.6,16.3,6.6,0.0,0.0,11.6,59,99,0.0,0.0,0.0,-.066,-5.3,3.9,-1.4,0.0
3227,Jamal Sampson,2003-04,20,LAL,NBA,10,2,130,15.0,.000,.522,19.7,25.6,22.6,7.9,0.8,2.3,17.5,11.8,115,100,0.2,0.2,0.4,.156,-0.8,1.1,0.3,0.1
