
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
13701,Matt Bonner,2013-14,33,SAS,NBA,61,0,690,11.2,.598,.073,2.7,17.9,10.6,6.1,1.1,1.2,8.6,12.1,114,103,0.8,1.0,1.8,.123,-0.4,0.7,0.3,0.4
13702,Matt Bonner,2006-07,26,SAS,NBA,56,0,653,16.4,.397,.160,12.3,16.4,14.4,5.7,1.4,1.2,9.0,20.3,111,100,1.1,1.2,2.2,.163,1.0,-0.6,0.4,0.4
13703,Matt Bonner,2014-15,34,SAS,NBA,72,19,935,10.1,.548,.161,3.6,10.2,7.0,7.1,0.5,1.0,4.3,12.5,116,107,1.3,0.9,2.1,.110,-0.2,-0.7,-0.9,0.3
13704,Matt Bonner,2007-08,27,SAS,NBA,68,3,853,12.4,.471,.151,7.4,19.0,13.3,6.2,0.9,1.5,11.2,19.6,104,102,0.5,1.5,2.0,.110,-1.4,-0.2,-1.6,0.1
13705,Matt Bonner,2015-16,35,SAS,NBA,30,2,206,14.1,.596,.070,1.7,12.8,7.5,6.3,1.5,0.4,4.9,13.7,126,102,0.4,0.3,0.8,.181,1.8,-0.3,1.6,0.2
13706,Anthony Bonner,1992-93,24,SAC,NBA,70,35,1764,12.3,.014,.485,11.4,17.5,14.3,7.6,2.3,0.6,14.8,16.4,103,108,0.6,1.8,2.4,.067,-1.6,0.8,-0.8,0.5
13707,Anthony Bonner,1993-94,25,NYK,NBA,73,38,1402,12.6,.000,.365,12.4,15.4,13.9,9.4,2.8,0.7,21.0,13.2,105,96,0.9,3.2,4.1,.140,-0.8,3.7,2.9,1.7
13708,Anthony Bonner,1994-95,26,NYK,NBA,58,23,1126,9.4,.026,.347,12.2,15.0,13.7,10.5,2.2,1.5,26.2,12.3,98,102,-0.2,2.0,1.8,.079,-2.9,3.4,0.6,0.7
13709,Anthony Bonner,1995-96,27,ORL,NBA,4,0,43,11.3,.000,.467,16.6,34.4,25.7,13.5,3.6,0.0,14.2,22.2,88,96,-0.1,0.1,0.0,.040,-5.3,1.5,-3.8,0.0
13710,Anthony Bonner,1990-91,22,SAC,NBA,34,6,750,12.2,.000,.330,8.7,15.8,12.2,10.1,2.6,0.4,13.5,17.7,97,107,-0.2,0.8,0.7,.044,-2.7,0.7,-2.0,0.0
13711,Anthony Bonner,1991-92,23,SAC,NBA,79,18,2287,10.9,.006,.366,9.0,13.9,11.4,7.6,2.0,0.7,14.8,16.4,99,110,-0.2,1.9,1.6,.035,-2.6,0.2,-2.4,-0.2
13712,Dexter Boney,1996-97,26,PHO,NBA,8,0,48,10.2,.316,.421,7.3,7.2,7.3,0.0,2.1,1.5,4.3,22.1,95,110,0.0,0.0,0.0,.013,-4.7,-5.0,-9.7,-0.1
13713,Walter Bond,1992-93,23,DAL,NBA,74,38,1578,9.0,.074,.296,3.3,10.8,6.7,11.8,2.3,0.7,14.9,19.4,92,114,-1.2,0.4,-0.8,-.024,-3.6,-1.0,-4.6,-1.0
13714,Walter Bond,1993-94,24,UTA,NBA,56,4,559,9.1,.346,.256,4.2,8.3,6.3,8.0,1.5,1.5,8.9,15.1,107,107,0.5,0.6,1.0,.089,-1.1,-0.2,-1.3,0.1
13715,Walter Bond,1994-95,25,TOT,NBA,23,0,290,10.3,.488,.238,3.6,9.8,6.8,12.1,1.1,1.1,15.5,17.1,107,110,0.2,0.2,0.4,.072,0.1,-1.3,-1.2,0.1
13716,Manute Bol,1985-86,23,WSB,NBA,80,60,2090,11.2,.004,.309,6.4,18.3,12.4,1.4,0.6,10.6,17.1,7.6,95,99,-0.4,4.2,3.9,.089,-5.2,6.4,1.2,1.7
13717,Manute Bol,1993-94,31,TOT,NBA,14,0,116,3.1,.158,.000,2.9,14.6,8.7,1.1,0.9,8.8,20.8,8.9,46,104,-0.3,0.1,-0.2,-.066,-10.4,2.4,-8.0,-0.2
13718,Manute Bol,1986-87,24,WSB,NBA,82,12,1552,10.9,.004,.290,5.6,19.3,12.4,0.9,0.6,10.8,19.0,8.3,94,101,-0.5,2.9,2.4,.074,-5.9,5.6,-0.2,0.7
13719,Manute Bol,1994-95,32,GSW,NBA,5,2,81,9.5,.500,.000,1.4,15.2,8.2,0.0,0.0,7.6,9.1,5.7,134,111,0.1,0.1,0.1,.083,-3.9,0.8,-3.0,0.0
13720,Manute Bol,1987-88,25,WSB,NBA,77,4,1136,10.8,.006,.297,7.0,20.2,13.5,1.5,0.5,10.6,15.8,8.0,98,101,-0.1,2.1,2.0,.085,-5.2,5.6,0.5,0.7
