
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
11101,Kevin Edwards,1990-91,25,MIA,NBA,79,16,2000,13.7,.091,.230,4.4,7.1,5.7,18.8,3.1,1.4,13.8,24.1,97,107,-0.6,2.2,1.6,.039,-1.5,0.3,-1.2,0.4
11102,Kevin Edwards,2000-01,35,VAN,NBA,46,5,634,8.3,.112,.312,4.2,10.6,7.4,12.9,2.4,0.9,16.1,16.6,86,106,-0.6,0.5,-0.1,-.011,-4.6,0.2,-4.4,-0.4
11103,Kevin Edwards,1991-92,26,MIA,NBA,81,1,1840,13.8,.045,.267,3.4,9.5,6.4,14.3,2.6,0.7,13.0,21.0,104,110,1.0,1.4,2.4,.063,-1.3,-0.5,-1.8,0.1
11104,Kevin Edwards,1992-93,27,MIA,NBA,40,30,1134,17.1,.037,.305,4.8,7.5,6.1,17.9,3.0,0.7,12.5,22.9,108,108,1.4,1.2,2.5,.108,0.9,0.1,1.0,0.9
11105,Kevin Edwards,1993-94,28,NJN,NBA,82,82,2727,13.8,.096,.211,3.6,7.4,5.4,13.6,2.2,0.8,10.7,19.5,106,107,2.5,2.6,5.1,.089,0.2,0.2,0.5,1.7
11106,Kevin Edwards,1994-95,29,NJN,NBA,14,14,466,11.7,.292,.273,2.3,6.4,4.3,9.8,2.1,0.7,16.9,19.6,104,110,0.2,0.4,0.6,.061,-0.9,-0.7,-1.6,0.0
11107,Kevin Edwards,1995-96,30,NJN,NBA,34,33,1007,9.8,.267,.215,1.5,6.8,4.1,12.1,2.8,0.5,13.7,21.5,94,108,-0.6,1.1,0.5,.022,-2.3,-0.3,-2.6,-0.1
11108,Kevin Edwards,1988-89,23,MIA,NBA,79,62,2349,12.6,.033,.175,3.9,8.8,6.3,24.3,2.9,0.7,17.1,24.8,92,109,-2.3,2.2,-0.2,-.003,-2.1,0.0,-2.1,-0.1
11109,Kevin Edwards,1996-97,31,NJN,NBA,32,0,477,9.8,.235,.235,1.9,8.2,4.9,19.5,1.9,0.6,19.5,22.4,92,112,-0.4,0.2,-0.2,-.021,-3.6,-2.6,-6.2,-0.5
11110,Kevin Edwards,1989-90,24,MIA,NBA,78,54,2211,11.6,.031,.191,3.7,10.6,7.0,16.8,2.7,0.9,14.8,22.2,92,108,-2.0,2.3,0.3,.005,-3.1,0.8,-2.3,-0.1
11111,Kevin Edwards,1997-98,32,TOT,NBA,39,5,487,9.5,.091,.212,4.6,8.6,6.5,12.9,2.8,0.1,14.3,19.2,91,107,-0.3,0.4,0.1,.009,-3.5,-0.6,-4.1,-0.3
