
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
15001,Alvan Adams,1984-85,30,PHO,NBA,82,69,2136,19.8,.000,.309,8.2,18.1,13.3,21.8,2.5,1.3,15.9,23.6,111,104,3.5,3.3,6.8,.152,2.3,2.1,4.4,3.5
15002,Alvan Adams,1985-86,31,PHO,NBA,78,45,2005,15.3,.003,.299,8.9,18.1,13.7,22.5,2.4,1.3,21.1,19.4,104,105,1.2,2.7,3.9,.094,0.1,2.3,2.4,2.2
15003,Quincy Acy,2015-16,25,SAC,NBA,59,29,876,14.7,.229,.318,8.1,15.1,11.6,4.4,1.6,2.2,10.0,13.1,124,108,1.8,0.7,2.5,.137,0.2,0.0,0.2,0.5
15004,Quincy Acy,2012-13,22,TOR,NBA,29,0,342,15.9,.027,.507,10.3,16.6,13.4,5.2,2.0,3.5,15.6,14.7,120,105,0.7,0.4,1.1,.157,-0.6,1.3,0.7,0.2
15005,Quincy Acy,2013-14,23,TOT,NBA,63,0,847,10.1,.106,.376,9.5,19.5,14.4,4.9,1.4,2.5,15.4,10.1,109,107,0.6,0.9,1.5,.086,-2.5,1.4,-1.1,0.2
15006,Quincy Acy,2014-15,24,NYK,NBA,68,22,1287,11.9,.181,.293,6.9,20.5,13.5,8.7,1.1,1.4,13.8,15.5,105,109,1.0,0.7,1.7,.063,-2.3,-0.8,-3.1,-0.3
15007,Mark Acres,1988-89,26,BOS,NBA,62,0,632,8.2,.009,.421,10.9,15.6,13.3,3.7,1.5,0.6,14.5,10.4,108,110,0.4,0.5,0.9,.066,-2.1,-0.4,-2.5,-0.1
15008,Mark Acres,1989-90,27,ORL,NBA,80,50,1691,8.3,.014,.421,9.3,17.8,13.4,5.0,1.0,0.8,17.2,9.4,110,114,1.1,0.6,1.6,.047,-2.2,0.2,-2.0,0.0
15009,Mark Acres,1990-91,28,ORL,NBA,68,0,1313,9.2,.014,.472,11.3,18.7,14.9,2.5,0.9,1.1,14.0,9.3,116,109,1.4,1.1,2.5,.090,-2.1,0.3,-1.8,0.1
15010,Mark Acres,1991-92,29,ORL,NBA,68,6,926,10.1,.020,.444,11.4,19.2,15.2,3.2,1.3,1.0,15.5,9.6,118,109,1.1,0.8,1.9,.097,-2.3,0.1,-2.2,-0.1
15011,Mark Acres,1992-93,30,TOT,NBA,18,7,269,8.9,.041,.327,10.8,17.4,14.0,2.5,0.5,1.4,18.8,11.0,107,111,0.1,0.2,0.3,.056,-3.5,-1.3,-4.9,-0.2
15012,Mark Acres,1987-88,25,BOS,NBA,79,5,1151,9.3,.000,.547,11.6,15.9,13.9,4.5,1.2,1.3,17.7,11.4,113,109,1.1,1.0,2.2,.090,-1.0,0.0,-1.0,0.3
15013,Alex Acker,2005-06,23,DET,NBA,5,0,35,-2.4,.313,.000,3.4,13.7,8.5,17.9,1.6,0.0,20.0,27.2,61,105,-0.2,0.0,-0.2,-.230,-10.4,-1.9,-12.3,-0.1
15014,Alex Acker,2008-09,26,TOT,NBA,25,0,199,10.4,.263,.132,4.5,9.6,7.0,10.2,1.3,1.5,8.0,20.1,94,114,-0.1,0.1,0.0,-.011,-3.6,-2.4,-6.0,-0.2
15015,Tom Abernethy,1979-80,25,GSW,NBA,67,,1222,11.0,.003,.258,5.4,12.0,8.6,9.3,1.4,0.6,9.9,13.3,109,108,1.2,0.8,2.0,.080,-1.5,-0.1,-1.6,0.1
15016,Tom Abernethy,1980-81,26,TOT,NBA,39,,298,8.0,.017,.373,7.1,10.6,8.8,8.0,1.1,0.6,10.4,10.3,107,109,0.2,0.2,0.4,.062,-2.6,-0.7,-3.2,-0.1
15017,Shareef Abdur-Rahim,2005-06,29,SAC,NBA,72,30,1961,17.2,.035,.440,6.4,14.8,10.6,13.2,1.3,1.6,12.5,20.1,115,105,4.0,2.2,6.2,.152,0.4,0.4,0.9,1.4
15018,Shareef Abdur-Rahim,1997-98,21,VAN,NBA,82,82,2950,21.1,.038,.475,8.9,13.8,11.3,13.5,1.6,1.8,13.6,28.4,109,112,6.3,0.6,6.9,.113,2.6,-1.4,1.2,2.3
15019,Shareef Abdur-Rahim,1998-99,22,VAN,NBA,50,50,2021,20.7,.040,.492,6.5,15.4,10.9,17.6,1.8,2.0,14.6,28.9,104,107,3.7,0.9,4.6,.108,1.9,-0.3,1.7,1.8
15020,Shareef Abdur-Rahim,2006-07,30,SAC,NBA,80,45,2015,13.1,.031,.358,7.0,16.4,11.6,9.2,1.3,1.5,13.3,19.5,103,108,1.1,1.7,2.8,.067,-2.1,0.0,-2.1,-0.1
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
15021,Shareef Abdur-Rahim,1999-00,23,VAN,NBA,82,82,3223,20.2,.075,.431,8.0,22.7,15.3,15.5,1.5,1.9,14.1,25.0,108,106,6.2,2.6,8.8,.132,1.8,0.5,2.3,3.5
15022,Shareef Abdur-Rahim,2007-08,31,SAC,NBA,6,0,51,5.5,.000,.286,14.2,9.1,11.6,11.1,1.0,0.0,6.0,14.7,95,114,0.0,0.0,0.0,-.005,-3.6,-2.1,-5.7,0.0
15023,Shareef Abdur-Rahim,2000-01,24,VAN,NBA,81,81,3241,19.1,.050,.415,6.2,19.6,13.0,14.3,1.5,1.6,13.2,24.6,106,104,5.6,2.9,8.5,.126,1.3,0.9,2.2,3.5
15024,Shareef Abdur-Rahim,2001-02,25,ATL,NBA,77,77,2980,19.8,.054,.403,7.6,19.2,13.3,15.1,1.7,2.0,14.1,27.0,105,105,4.1,3.1,7.2,.116,1.2,0.8,2.0,3.0
15025,Shareef Abdur-Rahim,2002-03,26,ATL,NBA,81,81,3087,19.9,.051,.457,6.7,17.8,12.5,14.7,1.5,0.9,13.0,24.2,111,106,7.4,2.3,9.7,.151,2.1,-0.4,1.7,2.8
15026,Shareef Abdur-Rahim,2003-04,27,TOT,NBA,85,56,2684,19.9,.032,.407,8.2,19.0,13.6,12.3,1.4,1.0,12.9,24.4,110,105,6.1,2.0,8.1,.145,1.3,-1.0,0.3,1.6
15027,Shareef Abdur-Rahim,2004-05,28,POR,NBA,54,49,1867,18.7,.058,.379,7.9,16.0,12.1,10.7,1.4,1.0,13.0,22.1,113,108,3.9,1.5,5.4,.139,1.4,-0.5,0.8,1.3
15028,Shareef Abdur-Rahim,1996-97,20,VAN,NBA,80,71,2802,17.4,.022,.428,8.8,14.2,11.5,12.1,1.5,2.2,13.5,27.6,102,112,1.7,1.2,2.9,.049,-0.8,-1.2,-2.0,0.0
15029,Tariq Abdul-Wahad,1997-98,23,SAC,NBA,59,16,959,10.1,.053,.350,5.0,8.6,6.7,8.9,1.9,0.9,13.6,22.1,91,108,-0.8,0.6,-0.2,-.008,-4.2,-1.7,-5.9,-0.9
15030,Tariq Abdul-Wahad,1998-99,24,SAC,NBA,49,49,1205,11.8,.052,.334,6.3,9.9,8.1,6.5,2.1,0.8,13.0,19.0,98,104,0.5,0.9,1.4,.058,-2.4,-0.4,-2.8,-0.2
15031,Tariq Abdul-Wahad,1999-00,25,TOT,NBA,61,56,1578,13.6,.036,.299,7.0,13.1,10.0,10.0,1.8,1.2,12.7,22.5,98,103,0.4,1.8,2.2,.068,-1.6,0.1,-1.5,0.2
15032,Tariq Abdul-Wahad,2000-01,26,DEN,NBA,29,12,420,5.8,.090,.324,3.6,11.8,7.6,8.1,1.7,2.1,21.1,17.1,79,106,-0.7,0.3,-0.4,-.049,-5.9,0.0,-5.9,-0.4
15033,Tariq Abdul-Wahad,2001-02,27,TOT,NBA,24,12,441,9.8,.014,.224,10.1,11.6,10.8,8.8,2.4,1.7,14.3,19.1,90,107,-0.3,0.3,0.0,-.003,-3.5,0.3,-3.2,-0.1
15034,Tariq Abdul-Wahad,2002-03,28,DAL,NBA,14,0,204,12.4,.017,.103,7.6,14.0,10.8,15.4,1.5,1.1,10.3,15.0,106,103,0.2,0.2,0.4,.104,-1.2,0.7,-0.5,0.1
15035,Mahmoud Abdul-Rauf,1990-91,21,DEN,NBA,67,19,1505,12.2,.099,.097,1.9,6.0,3.8,19.2,1.5,0.1,9.5,27.2,96,118,-0.7,-0.3,-1.0,-.031,-1.7,-4.4,-6.1,-1.6
