
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
6701,Rick Mahorn,1997-98,39,DET,NBA,59,0,707,7.8,.000,.264,10.9,22.0,16.4,3.3,1.1,0.7,20.4,11.9,97,103,0.0,0.9,0.9,.064,-4.3,-0.3,-4.6,-0.5
6702,Rick Mahorn,1981-82,23,WSB,NBA,80,80,2664,13.3,.004,.287,6.2,22.4,14.4,8.0,1.0,2.9,15.0,17.0,101,100,0.8,5.1,5.9,.107,-2.0,3.3,1.3,2.2
6703,Rick Mahorn,1989-90,31,PHI,NBA,75,66,2271,13.9,.014,.406,8.4,19.9,14.2,5.9,1.0,2.7,12.3,15.8,112,107,2.7,2.7,5.3,.113,-0.7,1.1,0.4,1.4
6704,Rick Mahorn,1998-99,40,PHI,NBA,16,0,127,1.5,.000,.444,6.3,15.0,10.5,2.5,2.1,0.6,21.8,9.8,66,98,-0.2,0.2,0.0,-.014,-7.1,0.7,-6.5,-0.1
6705,Ian Mahinmi,2010-11,24,DAL,NBA,56,0,488,13.7,.020,.837,10.7,17.8,14.4,2.5,1.5,2.3,15.7,15.3,121,103,1.0,0.8,1.8,.177,-1.3,0.8,-0.6,0.2
6706,Ian Mahinmi,2011-12,25,DAL,NBA,61,12,1139,13.5,.004,.618,10.7,17.7,14.3,1.7,1.8,2.2,14.2,14.4,113,101,1.7,1.7,3.4,.144,-1.9,0.8,-1.2,0.2
6707,Ian Mahinmi,2012-13,26,IND,NBA,80,2,1322,10.6,.006,.520,9.9,16.2,13.1,3.3,1.6,3.7,18.5,17.1,95,98,-0.4,2.6,2.3,.083,-4.7,2.0,-2.7,-0.2
6708,Ian Mahinmi,2013-14,27,IND,NBA,77,1,1248,10.2,.005,.767,10.1,12.9,11.6,2.9,1.7,4.4,18.7,11.4,105,97,0.7,2.7,3.3,.129,-3.3,3.6,0.3,0.7
6709,Ian Mahinmi,2014-15,28,IND,NBA,61,6,1146,10.8,.000,.481,10.2,24.0,17.2,4.4,1.3,3.1,18.7,12.5,98,100,0.1,2.0,2.1,.090,-3.8,2.6,-1.2,0.2
6710,Ian Mahinmi,2015-16,29,IND,NBA,71,71,1816,16.6,.000,.502,8.3,22.1,15.3,8.9,1.8,3.3,15.5,15.7,114,100,2.9,3.3,6.2,.163,-0.9,3.3,2.4,2.0
6711,Ian Mahinmi,2007-08,21,SAS,NBA,6,0,23,35.3,.000,.750,0.0,25.3,12.8,9.0,0.0,13.2,11.1,37.4,123,92,0.1,0.1,0.2,.372,-0.9,3.3,2.3,0.0
6712,Ian Mahinmi,2009-10,23,SAS,NBA,26,0,165,21.6,.000,.855,9.4,27.2,18.5,2.1,1.0,3.5,16.5,25.2,115,100,0.4,0.3,0.7,.206,-2.3,-1.6,-3.9,-0.1
6713,Jamaal Magloire,2006-07,28,POR,NBA,81,23,1703,11.5,.000,.613,10.8,25.4,18.0,2.9,0.7,3.1,20.5,17.4,96,108,-0.4,1.5,1.1,.032,-4.3,-0.4,-4.7,-1.1
