
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
7101,Jim Les,1993-94,30,SAC,NBA,18,0,169,12.9,.529,.382,3.2,5.3,4.2,31.7,2.0,0.4,21.7,12.7,116,112,0.3,0.1,0.3,.098,-0.5,-3.4,-3.9,-0.1
7102,Jim Les,1994-95,31,ATL,NBA,24,0,188,9.7,.605,.711,3.6,12.7,8.1,33.8,1.1,0.0,29.6,17.1,100,108,0.0,0.2,0.2,.050,-3.1,-2.2,-5.3,-0.2
7103,Jim Les,1988-89,25,UTA,NBA,82,0,781,7.9,.105,.549,3.5,8.4,6.2,36.5,1.7,0.4,34.8,13.7,89,105,-0.8,1.1,0.3,.018,-5.1,-0.7,-5.8,-0.8
7104,Jim Les,1989-90,26,TOT,NBA,7,0,92,9.3,.071,1.214,3.8,4.9,4.3,29.2,1.6,0.0,31.8,14.4,99,112,0.0,0.1,0.1,.026,-4.0,-3.0,-7.1,-0.1
7105,Jim Les,1990-91,27,SAC,NBA,55,8,1399,13.7,.575,.384,1.4,7.7,4.5,30.6,2.1,0.2,19.3,12.1,123,111,2.7,0.9,3.6,.125,0.9,-2.1,-1.2,0.3
7106,Jim Les,1991-92,28,SAC,NBA,62,5,712,12.8,.682,.245,1.7,7.9,4.8,27.1,2.1,0.2,16.5,14.9,112,112,0.9,0.4,1.3,.086,0.2,-3.1,-2.9,-0.2
7107,Jim Les,1992-93,29,SAC,NBA,73,0,881,14.7,.595,.193,2.4,9.1,5.6,26.5,2.2,0.5,14.6,15.2,120,111,1.7,0.6,2.3,.127,1.8,-2.0,-0.3,0.4
7108,Meyers Leonard,2013-14,21,POR,NBA,40,0,355,9.4,.066,.231,8.0,25.5,16.8,7.3,1.0,1.0,13.0,14.2,104,105,0.2,0.5,0.6,.086,-3.6,0.4,-3.3,-0.1
7109,Meyers Leonard,2014-15,22,POR,NBA,55,7,847,14.8,.457,.131,5.9,25.3,15.8,5.8,0.6,1.2,13.1,15.8,117,102,1.6,1.2,2.8,.158,0.1,0.0,0.2,0.5
7110,Meyers Leonard,2015-16,23,POR,NBA,61,10,1333,11.3,.524,.106,4.1,21.4,12.8,10.6,0.3,1.1,14.5,17.4,107,109,1.2,1.0,2.2,.078,-0.5,-1.0,-1.5,0.2
7111,Meyers Leonard,2012-13,20,POR,NBA,69,9,1206,12.1,.025,.321,7.6,17.1,12.3,4.3,0.5,2.4,13.4,13.9,115,110,1.8,0.7,2.4,.097,-2.2,-0.5,-2.6,-0.2
7112,Kawhi Leonard,2011-12,20,SAS,NBA,64,39,1534,16.6,.270,.218,7.9,16.4,12.2,6.6,2.9,1.1,9.0,14.5,119,101,3.1,2.4,5.5,.171,2.0,2.3,4.3,2.4
7113,Kawhi Leonard,2012-13,21,SAS,NBA,58,57,1810,16.4,.331,.240,4.3,17.1,11.1,7.7,2.7,1.3,9.6,16.4,114,99,3.0,3.3,6.2,.166,1.4,2.5,3.9,2.7
7114,Kawhi Leonard,2013-14,22,SAS,NBA,66,65,1923,19.4,.282,.195,4.6,18.9,12.1,10.4,3.0,1.9,10.3,18.3,116,98,3.8,3.9,7.7,.193,2.3,3.4,5.8,3.8
7115,Kawhi Leonard,2014-15,23,SAS,NBA,64,64,2033,22.0,.234,.307,4.8,20.6,12.9,13.0,3.7,1.8,9.4,23.0,113,96,4.2,4.4,8.6,.204,2.6,3.5,6.1,4.1
7116,Kawhi Leonard,2015-16,24,SAS,NBA,72,72,2380,26.0,.267,.306,4.7,18.4,11.8,13.0,2.8,2.3,7.8,25.8,121,96,8.3,5.5,13.7,.277,5.5,2.8,8.3,6.2
7117,Gary Leonard,1990-91,23,ATL,NBA,4,0,9,8.7,,,0.0,25.1,12.1,0.0,0.0,6.7,0.0,8.1,122,106,0.0,0.0,0.0,.114,-6.6,-0.6,-7.2,0.0
7118,Gary Leonard,1991-92,24,ATL,NBA,5,0,13,32.4,.000,.333,24.0,16.7,20.4,13.5,3.8,0.0,12.7,25.0,139,105,0.1,0.0,0.1,.355,9.8,-0.1,9.8,0.0
7119,Gary Leonard,1989-90,22,MIN,NBA,22,0,127,6.2,.032,.452,8.9,17.1,12.8,1.2,1.2,4.7,17.7,15.7,84,106,-0.2,0.2,0.0,-.010,-7.6,-0.3,-7.9,-0.2
7120,Voshon Lenard,1999-00,26,MIA,NBA,53,13,1434,13.9,.407,.189,3.1,8.9,6.2,16.1,1.5,0.8,11.7,22.3,103,104,1.5,1.5,3.0,.100,1.2,-1.2,0.0,0.7
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
7121,Voshon Lenard,2000-01,27,DEN,NBA,80,58,2331,13.2,.452,.227,2.2,8.7,5.4,13.4,1.4,0.5,9.9,19.7,105,109,2.9,0.6,3.5,.072,1.4,-2.0,-0.7,0.8
7122,Voshon Lenard,2001-02,28,DEN,NBA,71,19,1665,14.5,.312,.156,2.5,10.4,6.3,14.3,1.9,1.1,10.0,24.5,100,109,0.9,0.8,1.7,.049,0.3,-1.9,-1.7,0.1
7123,Voshon Lenard,2002-03,29,TOR,NBA,63,24,1929,14.4,.311,.240,2.7,10.1,6.3,13.6,1.6,0.8,10.3,23.6,102,109,1.7,0.7,2.4,.060,0.7,-2.2,-1.5,0.2
7124,Voshon Lenard,1995-96,22,MIA,NBA,30,0,323,15.9,.716,.305,4.4,14.1,9.4,16.9,1.0,0.2,12.6,25.7,110,106,0.5,0.4,0.9,.135,2.9,-2.4,0.5,0.2
7125,Voshon Lenard,2003-04,30,DEN,NBA,73,70,2233,13.5,.310,.195,2.3,7.9,5.1,11.6,1.4,0.4,9.1,21.9,105,107,2.8,1.2,4.0,.086,0.9,-2.4,-1.4,0.3
7126,Voshon Lenard,2004-05,31,DEN,NBA,3,1,54,15.1,.462,.308,0.0,12.7,6.4,19.0,1.0,0.0,6.3,26.0,104,108,0.0,0.0,0.1,.082,0.6,-4.1,-3.5,0.0
7127,Voshon Lenard,1996-97,23,MIA,NBA,73,47,2111,14.7,.646,.154,2.2,9.9,6.1,13.5,1.3,0.7,13.0,18.7,116,104,3.9,2.9,6.8,.155,2.8,-0.1,2.6,2.5
