
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
10801,Dave Feitl,1990-91,28,HOU,NBA,52,2,372,8.2,.021,.314,8.4,20.2,14.3,3.0,0.4,1.9,13.6,20.4,90,104,-0.4,0.5,0.2,.022,-7.3,-1.7,-9.0,-0.7
10802,Jamie Feick,1997-98,23,MIL,NBA,45,2,450,12.1,.144,.456,12.1,21.6,16.8,5.5,3.0,2.8,16.3,13.1,100,100,0.1,0.7,0.9,.091,-2.5,2.1,-0.4,0.2
10803,Jamie Feick,1998-99,24,TOT,NBA,28,16,852,14.2,.000,.448,13.8,24.2,18.7,4.5,1.5,1.5,17.5,10.1,114,102,1.2,0.9,2.2,.123,-1.0,1.2,0.2,0.5
10804,Jamie Feick,1999-00,25,NJN,NBA,81,17,2241,12.3,.007,.314,12.6,25.2,18.7,4.5,1.0,1.2,10.9,10.8,111,104,2.6,2.3,4.8,.103,-2.1,0.5,-1.7,0.2
10805,Jamie Feick,2000-01,26,NJN,NBA,6,0,149,10.2,.000,.522,9.0,34.9,21.6,5.2,2.8,1.5,19.8,10.7,84,97,-0.1,0.3,0.2,.050,-6.1,2.2,-3.8,-0.1
10806,Jamie Feick,1996-97,22,TOT,NBA,41,0,624,11.1,.089,.427,15.3,26.3,20.6,6.6,1.4,1.8,14.3,16.2,94,109,-0.3,0.5,0.2,.016,-4.0,-0.6,-4.6,-0.4
10807,Nick Fazekas,2007-08,22,TOT,NBA,26,0,269,19.6,.024,.268,14.5,23.7,19.1,7.5,1.6,3.1,12.4,18.0,115,105,0.5,0.4,0.8,.148,-0.8,0.6,-0.1,0.1
10808,Derrick Favors,2010-11,19,TOT,NBA,78,27,1535,13.8,.000,.416,12.9,19.1,16.0,4.2,1.0,3.5,13.5,17.1,108,108,1.5,1.4,2.9,.091,-2.1,0.0,-2.1,0.0
10809,Derrick Favors,2011-12,20,UTA,NBA,65,9,1376,17.1,.000,.436,13.0,22.5,17.7,5.0,1.4,3.8,16.3,20.7,104,103,1.4,1.6,3.0,.105,-1.3,0.5,-0.8,0.4
10810,Derrick Favors,2012-13,21,UTA,NBA,77,8,1787,17.5,.009,.458,11.9,24.0,17.9,6.8,2.0,5.7,15.9,20.6,104,101,1.5,2.9,4.4,.117,-1.7,2.7,1.1,1.4
10811,Derrick Favors,2013-14,22,UTA,NBA,73,73,2201,19.0,.001,.380,10.1,23.7,16.7,7.3,1.8,3.8,12.9,20.8,108,107,2.9,2.3,5.1,.112,-0.8,1.4,0.7,1.5
10812,Derrick Favors,2014-15,23,UTA,NBA,74,74,2280,21.8,.007,.362,10.0,20.7,15.4,9.4,1.4,4.3,10.2,23.8,113,102,5.0,3.3,8.3,.175,0.8,1.7,2.4,2.6
10813,Derrick Favors,2015-16,24,UTA,NBA,62,59,1983,21.6,.005,.313,10.0,19.6,14.8,8.9,2.0,3.9,10.1,23.9,111,101,3.8,3.4,7.1,.173,0.4,2.3,2.7,2.3
