
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
5301,Calvin Natt,1989-90,33,IND,NBA,14,0,164,14.4,.000,.710,7.5,17.0,12.5,7.5,0.3,0.0,10.9,12.1,138,113,0.5,0.1,0.5,.159,0.5,-2.0,-1.5,0.0
5302,Howard Nathan,1995-96,24,ATL,NBA,5,0,15,11.3,.111,.444,0.0,0.0,0.0,31.5,10.7,0.0,42.6,56.2,69,95,-0.2,0.0,-0.1,-.370,-12.7,-2.0,-14.7,0.0
5303,Swen Nater,1979-80,30,SDC,NBA,81,,2860,17.2,.003,.342,12.9,33.8,23.0,11.1,0.7,0.7,21.9,16.4,109,106,4.0,2.9,6.8,.115,0.2,0.8,1.0,2.2
5304,Swen Nater,1980-81,31,SDC,NBA,82,,2809,18.2,.000,.328,11.7,31.4,21.1,10.2,0.8,1.0,16.5,18.6,114,105,5.5,3.1,8.6,.147,1.1,0.8,1.9,2.8
5305,Swen Nater,1981-82,32,SDC,NBA,21,7,575,16.4,.006,.451,9.3,31.1,19.9,7.2,0.5,0.9,18.6,18.3,113,112,0.9,0.2,1.2,.098,-0.7,-1.5,-2.2,0.0
5306,Swen Nater,1982-83,33,SDC,NBA,7,0,51,6.6,.000,.200,4.1,26.7,14.5,2.5,0.9,0.0,12.1,18.9,81,109,-0.1,0.0,-0.1,-.053,-8.8,-4.5,-13.3,-0.1
5307,Swen Nater,1983-84,34,LAL,NBA,69,0,829,10.8,.004,.360,11.9,23.3,18.0,3.9,1.4,0.5,18.8,17.5,100,105,0.1,1.1,1.2,.071,-3.2,-1.3,-4.5,-0.5
5308,Steve Nash,1996-97,22,PHO,NBA,65,2,684,10.8,.314,.291,2.8,8.0,5.4,29.5,1.5,0.0,24.2,17.1,103,112,0.4,0.3,0.7,.047,-1.8,-2.8,-4.6,-0.5
5309,Steve Nash,1997-98,23,PHO,NBA,76,9,1664,15.6,.334,.147,2.3,8.8,5.6,25.2,2.0,0.2,13.6,19.6,111,105,2.9,1.8,4.8,.137,1.8,-1.2,0.5,1.1
5310,Steve Nash,1998-99,24,DAL,NBA,40,40,1269,10.9,.417,.146,2.8,7.3,5.0,27.2,1.6,0.1,19.9,15.1,99,108,0.6,0.3,1.0,.037,0.1,-1.9,-1.8,0.1
5311,Steve Nash,1999-00,25,DAL,NBA,56,27,1532,13.5,.410,.234,2.4,6.1,4.2,25.5,1.2,0.1,20.3,14.5,114,111,2.8,0.2,3.0,.094,1.3,-2.8,-1.5,0.2
5312,Steve Nash,2000-01,26,DAL,NBA,70,70,2387,19.6,.277,.326,2.2,8.1,5.2,34.6,1.6,0.1,18.5,21.1,115,106,6.8,1.6,8.4,.169,4.1,-1.9,2.2,2.5
5313,Steve Nash,2001-02,27,DAL,NBA,82,82,2837,20.7,.315,.269,2.0,7.9,5.0,36.1,1.0,0.1,15.8,23.0,118,112,9.5,0.3,9.9,.167,5.4,-3.1,2.3,3.1
5314,Steve Nash,2002-03,28,DAL,NBA,82,82,2711,22.6,.241,.304,2.6,7.0,4.8,36.3,1.6,0.2,13.2,24.4,118,106,9.7,1.9,11.6,.206,5.5,-2.1,3.3,3.7
5315,Steve Nash,2003-04,29,DAL,NBA,78,78,2612,20.5,.304,.297,2.4,7.4,4.8,38.3,1.3,0.2,17.9,19.5,120,111,8.9,-0.1,8.8,.162,4.7,-3.7,1.0,2.0
5316,Steve Nash,2004-05,30,PHO,NBA,75,75,2573,22.0,.254,.278,2.5,7.6,5.2,49.2,1.4,0.2,20.3,20.5,123,111,9.7,1.2,10.9,.203,4.5,-2.9,1.7,2.4
5317,Steve Nash,2005-06,31,PHO,NBA,79,79,2796,23.3,.324,.264,1.9,11.1,6.6,44.4,1.1,0.3,19.0,23.3,121,109,10.3,2.1,12.4,.212,5.4,-1.6,3.7,4.0
5318,Steve Nash,2006-07,32,PHO,NBA,76,76,2682,23.8,.353,.254,1.4,9.9,5.8,50.1,1.1,0.2,21.0,22.9,124,110,10.8,1.7,12.6,.225,6.1,-2.3,3.8,3.9
5319,Steve Nash,2007-08,33,PHO,NBA,81,81,2780,21.1,.396,.255,1.2,9.6,5.7,47.3,0.9,0.1,21.6,22.0,121,112,9.0,1.4,10.5,.181,4.8,-3.2,1.6,2.6
5320,Steve Nash,2008-09,34,PHO,NBA,74,74,2484,19.5,.289,.247,0.9,9.2,5.2,42.4,1.1,0.3,20.8,21.1,119,115,6.7,0.5,7.3,.140,3.5,-3.4,0.0,1.3
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
5321,Steve Nash,2009-10,35,PHO,NBA,81,81,2660,21.6,.295,.228,1.5,9.4,5.7,50.9,0.8,0.3,21.4,22.9,121,114,9.1,0.8,9.9,.178,4.9,-3.1,1.8,2.6
5322,Steve Nash,2010-11,36,PHO,NBA,75,75,2497,20.8,.253,.307,1.8,10.2,6.0,53.1,1.0,0.1,22.4,21.4,118,114,7.3,0.7,7.9,.153,3.6,-3.0,0.6,1.6
5323,Steve Nash,2011-12,37,PHO,NBA,62,62,1961,20.3,.254,.256,1.5,9.1,5.3,53.1,1.0,0.3,27.1,19.6,115,110,5.2,0.6,5.9,.144,2.9,-3.5,-0.5,0.7
5324,Steve Nash,2012-13,38,LAL,NBA,50,50,1627,16.0,.274,.244,1.8,7.7,4.8,32.8,0.9,0.2,19.3,17.8,117,111,3.7,0.6,4.3,.127,1.5,-2.6,-1.1,0.4
5325,Steve Nash,2013-14,39,LAL,NBA,15,10,313,12.2,.255,.255,1.4,8.5,4.9,40.3,1.1,0.5,22.9,18.9,100,114,0.1,0.0,0.1,.017,-2.5,-3.7,-6.2,-0.3
5326,Shabazz Napier,2014-15,23,MIA,NBA,51,10,1012,9.3,.518,.246,2.1,11.2,6.7,19.9,2.1,0.3,24.3,15.5,95,108,-0.3,0.8,0.5,.024,-2.0,-0.6,-2.6,-0.2
5327,Shabazz Napier,2015-16,24,ORL,NBA,55,0,600,9.6,.517,.224,1.6,8.6,5.1,23.1,1.9,0.1,17.2,19.7,93,109,-0.3,0.4,0.1,.004,-2.3,-2.6,-4.9,-0.4
5328,Larry Nance,1981-82,22,PHO,NBA,80,0,1186,14.7,.002,.268,9.1,14.6,11.9,10.0,1.7,3.4,17.6,20.6,101,101,0.3,2.1,2.4,.098,-1.9,1.5,-0.5,0.5
5329,Larry Nance,1982-83,23,PHO,NBA,82,82,2914,18.7,.003,.268,9.5,17.1,13.5,9.7,1.6,4.2,13.7,19.4,111,98,4.8,5.6,10.5,.172,1.4,3.3,4.6,4.9
5330,Larry Nance,1983-84,24,PHO,NBA,82,82,2899,19.4,.007,.337,9.1,18.3,13.7,10.2,1.4,3.5,12.9,19.5,118,106,6.2,3.7,9.8,.163,2.3,2.1,4.3,4.7
5331,Larry Nance,1984-85,25,PHO,NBA,61,55,2202,20.6,.002,.290,10.2,17.3,13.8,11.1,1.9,2.6,12.1,20.8,117,104,4.7,3.2,7.9,.173,3.0,2.2,5.2,4.0
5332,Larry Nance,1985-86,26,PHO,NBA,73,69,2484,20.5,.008,.444,8.2,20.0,14.3,14.8,1.3,2.9,14.9,22.6,115,105,5.3,3.2,8.4,.163,2.5,1.7,4.2,3.9
5333,Larry Nance,1986-87,27,PHO,NBA,69,67,2569,22.2,.005,.464,8.4,17.6,13.1,13.5,1.6,3.3,10.4,22.6,122,108,7.3,2.8,10.2,.190,3.7,1.7,5.4,4.8
5334,Larry Nance,1987-88,28,TOT,NBA,67,60,2383,20.3,.007,.424,9.3,19.8,14.6,12.9,1.3,3.9,12.4,21.7,116,107,5.1,2.9,8.0,.161,2.0,2.0,4.0,3.6
5335,Larry Nance,1988-89,29,CLE,NBA,73,72,2526,19.9,.004,.363,7.4,18.0,13.0,9.2,1.1,4.7,9.9,19.9,119,101,5.7,4.7,10.3,.197,1.1,2.9,4.0,3.8
