
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
12401,Jason Collins,2006-07,28,NJN,NBA,80,78,1844,3.0,.013,.841,5.8,14.4,10.1,3.5,1.1,1.6,26.1,7.1,83,107,-1.3,1.9,0.6,.015,-5.5,2.1,-3.5,-0.7
12402,Jason Collins,2007-08,29,TOT,NBA,74,26,1172,3.4,.009,.655,6.2,11.1,8.7,3.1,1.0,1.6,24.8,7.4,91,112,-0.5,0.6,0.1,.005,-5.1,0.5,-4.6,-0.8
12403,Jason Collins,2008-09,30,MIN,NBA,31,22,422,3.3,.000,.400,7.5,12.1,9.7,3.7,1.1,2.4,12.7,10.1,84,112,-0.4,0.3,-0.2,-.018,-5.7,0.9,-4.8,-0.3
12404,Jason Collins,2001-02,23,NJN,NBA,77,9,1407,10.7,.007,.590,10.5,13.6,12.0,8.4,1.1,2.4,17.1,13.5,104,101,1.0,2.0,3.0,.104,-2.5,1.6,-0.9,0.4
12405,Jason Collins,2009-10,31,ATL,NBA,24,0,115,0.9,.043,.087,5.0,9.2,7.1,4.8,1.4,1.3,17.3,11.6,73,109,-0.2,0.1,-0.1,-.044,-6.7,0.0,-6.7,-0.1
12406,Jarron Collins,2004-05,26,UTA,NBA,50,38,961,8.0,.006,.758,7.2,14.2,10.6,9.8,0.6,0.5,14.0,11.7,109,112,0.9,0.3,1.1,.057,-1.9,-0.7,-2.6,-0.2
12407,Jarron Collins,2005-06,27,UTA,NBA,79,41,1730,11.0,.000,.782,9.3,14.1,11.7,9.1,1.1,1.3,13.9,11.7,117,108,2.5,1.4,3.9,.107,-1.0,0.3,-0.7,0.6
12408,Jarron Collins,2006-07,28,UTA,NBA,82,9,913,8.0,.000,.488,9.5,13.3,11.4,9.5,0.7,0.7,15.2,12.0,107,110,0.7,0.6,1.3,.067,-2.0,-0.2,-2.2,-0.1
12409,Jarron Collins,2007-08,29,UTA,NBA,70,9,702,6.1,.012,.902,7.0,13.1,10.1,6.8,0.7,0.7,16.1,8.7,111,110,0.5,0.5,1.0,.070,-2.3,0.1,-2.2,0.0
12410,Jarron Collins,2008-09,30,UTA,NBA,26,3,201,5.8,.000,.314,11.9,10.1,11.0,4.9,0.5,0.4,18.4,10.9,105,112,0.1,0.1,0.2,.047,-2.9,-1.0,-3.9,-0.1
