
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
13201,Kobe Bryant,2008-09,30,LAL,NBA,82,82,2960,24.4,.196,.329,3.5,12.8,8.2,23.8,2.1,1.0,9.7,32.2,115,106,8.6,4.0,12.7,.206,4.8,-0.2,4.5,4.9
13202,Kobe Bryant,2001-02,23,LAL,NBA,80,80,3063,23.2,.083,.369,4.1,11.7,7.9,25.9,2.0,0.8,10.7,30.4,112,103,8.9,3.8,12.7,.199,4.4,0.1,4.4,5.0
13203,Kobe Bryant,2009-10,31,LAL,NBA,73,73,2835,21.9,.192,.345,3.1,12.2,7.7,23.8,2.1,0.5,11.4,32.3,109,104,5.4,4.0,9.4,.160,3.6,-0.1,3.6,4.0
13204,Joe Bryant,1981-82,27,SDC,NBA,75,49,1988,12.8,.043,.352,4.6,12.0,8.2,13.1,1.9,0.8,18.4,20.3,103,114,1.0,0.5,1.5,.036,-0.7,-0.9,-1.7,0.2
13205,Joe Bryant,1982-83,28,HOU,NBA,81,56,2055,10.4,.047,.215,4.3,10.5,7.2,13.3,1.9,0.8,17.4,19.8,92,109,-1.2,1.1,0.0,-.001,-2.5,-0.4,-2.9,-0.5
13206,Joe Bryant,1979-80,25,SDC,NBA,81,,2328,11.1,.050,.318,7.7,16.6,12.0,8.1,2.1,0.9,17.9,16.3,97,108,0.1,1.7,1.8,.038,-1.9,0.6,-1.3,0.4
13207,Joe Bryant,1980-81,26,SDC,NBA,82,,2359,12.8,.019,.308,6.9,15.2,10.9,11.1,1.5,0.8,16.4,18.6,103,108,1.7,1.7,3.4,.069,-0.8,0.3,-0.5,0.9
13208,Rick Brunson,2000-01,28,TOT,NBA,22,0,208,6.3,.259,.278,2.9,9.2,6.0,24.2,2.0,0.4,21.9,17.4,80,104,-0.4,0.2,-0.2,-.039,-5.4,-1.7,-7.1,-0.3
13209,Rick Brunson,2001-02,29,POR,NBA,59,2,520,12.2,.097,.363,5.1,10.3,7.7,32.7,2.6,0.3,26.4,15.6,99,105,0.2,0.5,0.7,.066,-2.5,-0.7,-3.2,-0.2
13210,Rick Brunson,2002-03,30,CHI,NBA,17,0,196,13.4,.120,.240,2.3,8.3,5.4,29.0,2.6,1.1,23.5,16.4,102,106,0.1,0.1,0.3,.070,-1.8,-1.4,-3.2,-0.1
13211,Rick Brunson,2003-04,31,TOT,NBA,40,0,412,13.1,.219,.295,2.3,7.6,4.9,32.8,3.2,0.5,21.8,16.5,100,103,0.2,0.4,0.6,.075,-2.3,-1.6,-3.9,-0.2
13212,Rick Brunson,2004-05,32,LAC,NBA,80,39,1945,11.6,.294,.167,1.5,9.8,5.8,32.7,2.3,0.3,20.8,14.3,99,108,0.3,1.6,1.9,.048,-1.4,-1.1,-2.6,-0.3
13213,Rick Brunson,2005-06,33,TOT,NBA,27,0,246,6.3,.241,.222,0.5,9.9,5.3,23.4,1.8,0.3,27.1,15.6,83,107,-0.4,0.2,-0.1,-.025,-5.9,-1.0,-7.0,-0.3
13214,Rick Brunson,1997-98,25,POR,NBA,38,10,622,9.6,.433,.440,2.7,7.6,5.2,24.8,2.1,0.4,23.6,16.0,96,105,-0.1,0.7,0.6,.048,-2.3,-1.0,-3.3,-0.2
13215,Rick Brunson,1998-99,26,NYK,NBA,17,0,95,6.2,.238,.857,3.9,8.4,6.2,33.2,5.2,0.0,29.3,20.7,65,94,-0.4,0.2,-0.2,-.105,-6.5,1.7,-4.8,-0.1
13216,Rick Brunson,1999-00,27,NYK,NBA,37,0,289,7.0,.186,.257,1.3,9.6,5.5,26.9,1.7,0.3,28.5,17.9,83,103,-0.4,0.3,-0.1,-.018,-5.2,-0.8,-6.0,-0.3
13217,Stanley Brundy,1989-90,22,NJN,NBA,16,0,128,10.1,.000,.600,11.7,9.8,10.8,3.4,2.3,2.3,13.7,13.8,101,108,0.0,0.1,0.2,.057,-3.0,0.6,-2.5,0.0
13218,Tony Brown,1988-89,28,TOT,NBA,43,0,365,10.3,.136,.263,6.8,6.9,6.8,9.8,2.0,0.7,11.4,16.7,104,108,0.2,0.4,0.5,.071,-1.6,-0.9,-2.5,0.0
13219,Tony Brown,1989-90,29,MIL,NBA,61,10,635,8.2,.097,.272,6.9,6.1,6.5,9.0,2.5,0.4,18.1,18.6,92,110,-0.5,0.5,0.0,.000,-3.8,-0.8,-4.7,-0.4
13220,Tony Brown,1990-91,30,TOT,NBA,30,0,294,5.9,.150,.288,10.3,7.2,8.6,7.6,0.7,0.0,15.1,16.0,97,110,-0.1,0.2,0.2,.026,-2.8,-1.3,-4.2,-0.2
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
13221,Tony Brown,1991-92,31,TOT,NBA,57,2,655,11.4,.253,.265,5.5,9.2,7.3,10.6,2.3,0.5,11.2,20.2,104,109,0.3,0.6,0.9,.069,-1.0,-1.3,-2.3,0.0
13222,Tony Brown,1984-85,24,IND,NBA,82,26,1586,10.8,.013,.368,9.6,9.5,9.6,13.4,1.7,0.4,17.7,16.3,102,109,0.4,1.4,1.8,.054,-1.3,0.1,-1.1,0.3
13223,Tony Brown,1985-86,25,CHI,NBA,10,0,132,11.5,.049,.317,4.1,9.8,6.9,14.4,1.8,0.4,7.9,15.6,110,113,0.1,0.0,0.2,.067,-0.9,-1.7,-2.6,0.0
13224,Tony Brown,1986-87,26,NJN,NBA,77,67,2339,9.7,.025,.254,4.1,6.5,5.3,15.9,1.8,0.4,14.5,18.2,100,113,0.0,1.2,1.3,.026,-1.4,-0.4,-1.8,0.1
13225,Tierre Brown,2001-02,22,HOU,NBA,40,1,403,12.4,.104,.243,3.4,8.6,6.0,29.5,2.6,0.5,23.9,19.3,94,109,-0.1,0.2,0.1,.006,-3.1,-1.7,-4.8,-0.3
