
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
13101,Alec Burks,2015-16,24,UTA,NBA,31,3,797,14.3,.237,.422,2.4,13.6,8.0,13.9,1.2,0.4,11.4,25.9,104,107,0.7,0.8,1.5,.090,-0.9,-1.6,-2.5,-0.1
13102,Roger Burkman,1981-82,23,CHI,NBA,6,0,30,15.5,.250,1.500,7.9,14.5,11.3,19.7,9.7,3.7,31.1,13.5,85,90,0.0,0.1,0.1,.093,-2.0,9.2,7.1,0.1
13103,Trey Burke,2013-14,21,UTA,NBA,70,68,2262,12.6,.375,.126,1.8,9.0,5.3,29.4,1.0,0.2,12.2,21.8,101,115,1.0,0.0,0.9,.020,0.5,-3.0,-2.5,-0.3
13104,Trey Burke,2014-15,22,UTA,NBA,76,43,2288,12.6,.388,.144,1.6,8.7,5.2,25.0,1.5,0.5,10.4,23.9,100,108,0.8,1.6,2.4,.050,0.0,-1.9,-1.9,0.1
13105,Trey Burke,2015-16,23,UTA,NBA,64,0,1366,14.0,.404,.129,1.5,8.0,4.8,19.7,1.4,0.4,10.7,25.3,102,108,0.9,1.2,2.1,.074,0.4,-2.5,-2.0,0.0
13106,Pat Burke,2002-03,29,ORL,NBA,62,8,783,8.3,.024,.196,8.1,13.4,10.7,4.9,1.3,2.3,12.8,21.1,86,106,-1.0,0.6,-0.3,-.021,-6.1,-1.6,-7.7,-1.1
13107,Pat Burke,2005-06,32,PHO,NBA,42,0,346,9.9,.055,.165,6.9,16.3,11.7,6.8,0.9,2.6,19.5,21.9,90,105,-0.3,0.4,0.1,.009,-5.4,-0.4,-5.9,-0.3
13108,Pat Burke,2006-07,33,PHO,NBA,23,0,164,9.3,.338,.200,9.0,23.7,16.7,4.3,0.9,0.9,9.0,21.3,91,105,-0.1,0.2,0.1,.015,-4.6,-2.3,-6.9,-0.2
13109,Reggie Bullock,2015-16,24,DET,NBA,37,0,429,12.0,.541,.153,3.4,14.3,8.6,9.2,1.2,0.4,7.1,11.4,125,107,0.8,0.4,1.2,.134,0.0,0.0,0.0,0.2
