
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1101,Richard Washington,1981-82,26,CLE,NBA,18,2,313,7.1,.017,.130,10.9,16.5,13.5,6.8,1.2,0.4,22.3,20.6,83,112,-0.6,0.1,-0.5,-.072,-4.9,-1.6,-6.4,-0.4
1102,Pearl Washington,1986-87,23,NJN,NBA,72,61,1600,11.5,.045,.232,2.6,6.5,4.5,27.3,2.7,0.3,22.8,19.4,97,111,-0.4,1.2,0.7,.022,-1.7,-0.9,-2.6,-0.2
1103,Pearl Washington,1987-88,24,NJN,NBA,68,10,1379,13.1,.090,.346,4.4,5.6,5.0,23.6,3.2,0.2,18.3,23.6,97,110,-0.5,1.2,0.7,.025,-1.1,-1.0,-2.1,0.0
1104,Pearl Washington,1988-89,25,MIA,NBA,54,8,1065,13.0,.036,.269,5.0,8.1,6.5,32.3,3.3,0.2,22.0,21.2,95,108,-0.6,1.0,0.5,.021,-1.9,-0.4,-2.4,-0.1
1105,Kermit Washington,1979-80,28,POR,NBA,80,,2657,18.2,.004,.473,13.2,21.7,17.4,8.9,1.3,2.9,15.6,16.8,115,102,5.2,4.0,9.1,.165,1.7,2.1,3.8,3.9
1106,Kermit Washington,1980-81,29,POR,NBA,73,,2120,17.4,.002,.504,12.1,23.2,17.6,8.9,1.9,2.2,17.1,15.7,114,102,3.6,3.1,6.8,.153,1.1,2.1,3.2,2.8
1107,Kermit Washington,1981-82,30,POR,NBA,20,4,418,11.7,.000,.526,10.8,20.4,15.6,8.4,1.0,2.1,16.5,11.3,110,106,0.4,0.5,0.8,.095,-1.4,1.4,0.0,0.2
1108,Kermit Washington,1987-88,36,GSW,NBA,6,1,56,12.9,.000,.143,17.4,20.4,18.9,0.0,3.4,4.2,21.2,13.7,103,105,0.0,0.1,0.1,.082,-4.3,-1.2,-5.5,0.0
1109,Eric Washington,1997-98,23,DEN,NBA,66,36,1539,9.6,.275,.167,3.5,6.3,4.9,9.3,1.8,1.2,11.9,17.9,96,115,-0.1,-0.2,-0.3,-.008,-2.2,-2.6,-4.7,-1.1
1110,Eric Washington,1998-99,24,DEN,NBA,38,6,761,9.5,.527,.174,5.1,8.5,6.8,6.5,1.7,1.7,14.7,13.8,102,112,0.5,-0.1,0.3,.022,-0.5,-1.1,-1.6,0.1
1111,Duane Washington,1987-88,23,NJN,NBA,15,0,156,16.1,.095,.476,3.6,13.1,8.2,31.3,3.7,0.0,15.1,16.2,115,107,0.3,0.2,0.4,.138,0.1,0.2,0.3,0.1
1112,Duane Washington,1992-93,28,LAC,NBA,4,0,28,-2.1,.000,.000,0.0,8.0,4.0,20.0,1.7,0.0,28.6,10.3,36,111,-0.1,0.0,-0.1,-.167,-11.8,-0.9,-12.7,-0.1
1113,Darius Washington,2007-08,22,SAS,NBA,18,0,146,9.0,.250,.271,3.3,12.8,8.1,17.1,1.9,0.0,20.7,22.2,89,103,-0.2,0.2,0.0,.012,-4.3,0.1,-4.2,-0.1
1114,Chris Washburn,1986-87,21,GSW,NBA,35,2,385,5.4,.007,.352,10.1,18.7,14.4,5.6,0.7,1.2,18.9,21.6,78,111,-1.1,0.3,-0.8,-.100,-7.3,-1.9,-9.2,-0.7
1115,Chris Washburn,1987-88,22,TOT,NBA,37,0,260,10.9,.000,.383,11.8,20.3,16.0,3.2,0.9,1.9,15.2,17.8,97,108,-0.1,0.3,0.2,.035,-4.3,-1.7,-6.0,-0.3
1116,Hakim Warrick,2005-06,23,MEM,NBA,68,2,724,11.0,.000,.504,7.3,16.8,12.1,7.5,1.1,2.3,16.7,22.5,94,102,-0.3,1.1,0.8,.053,-5.3,-0.3,-5.5,-0.6
1117,Hakim Warrick,2006-07,24,MEM,NBA,82,43,2152,15.9,.011,.545,7.2,16.1,11.7,6.0,1.0,1.1,15.4,21.9,109,113,3.2,0.5,3.7,.082,-0.7,-2.0,-2.8,-0.4
1118,Hakim Warrick,2007-08,25,MEM,NBA,75,30,1754,16.2,.074,.398,7.8,15.0,11.4,5.2,1.0,1.2,10.0,21.6,110,112,2.5,0.8,3.3,.090,-0.9,-2.1,-3.1,-0.5
1119,Hakim Warrick,2008-09,26,MEM,NBA,82,7,2029,16.9,.033,.540,7.7,17.0,12.3,5.9,1.3,1.6,10.3,22.0,111,110,3.0,1.7,4.7,.111,-1.1,-1.4,-2.4,-0.2
1120,Hakim Warrick,2009-10,27,TOT,NBA,76,6,1557,15.6,.013,.498,9.0,13.9,11.4,5.6,0.8,0.9,10.7,21.8,110,106,2.2,1.8,4.0,.124,-1.6,-1.1,-2.8,-0.3
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1121,Hakim Warrick,2010-11,28,PHO,NBA,80,6,1416,16.5,.025,.659,7.2,17.0,12.1,7.6,1.1,0.5,12.1,20.9,113,111,2.6,0.8,3.4,.116,-0.8,-1.2,-1.9,0.0
