
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
4601,John Paxson,1988-89,28,CHI,NBA,78,20,1738,12.0,.259,.070,0.9,5.2,3.1,24.3,1.5,0.2,11.8,14.8,114,112,2.3,1.0,3.3,.091,-0.6,-2.9,-3.4,-0.6
4602,John Paxson,1989-90,29,CHI,NBA,82,82,2365,12.7,.130,.096,1.3,4.6,3.0,19.2,1.7,0.2,10.3,14.9,117,113,3.7,1.1,4.8,.097,-0.1,-2.5,-2.6,-0.4
4603,John Paxson,1990-91,30,CHI,NBA,82,82,1971,14.0,.166,.071,0.9,4.5,2.7,19.9,1.6,0.1,10.4,14.4,124,110,4.2,1.5,5.7,.140,1.1,-2.2,-1.2,0.4
4604,John Paxson,1991-92,31,CHI,NBA,79,79,1946,10.9,.090,.076,1.3,4.3,2.9,15.7,1.3,0.3,8.0,12.1,121,110,3.0,1.7,4.7,.117,-0.3,-1.2,-1.4,0.3
4605,John Paxson,1992-93,32,CHI,NBA,59,8,1030,9.3,.176,.086,1.0,4.5,2.7,17.1,1.9,0.1,11.4,11.5,114,110,1.1,0.8,1.9,.087,-2.0,-1.9,-3.8,-0.5
4606,John Paxson,1993-94,33,CHI,NBA,27,0,343,8.3,.324,.029,1.0,5.8,3.4,13.1,1.1,0.4,8.0,9.7,115,108,0.3,0.3,0.6,.088,-2.5,-1.3,-3.8,-0.2
4607,Jim Paxson,1979-80,22,POR,NBA,72,,1270,9.1,.048,.196,2.1,7.4,4.7,15.9,1.8,0.2,15.7,19.1,91,107,-0.8,1.1,0.3,.011,-3.6,-1.5,-5.2,-1.0
4608,Jim Paxson,1980-81,23,POR,NBA,79,,2701,16.9,.027,.227,3.0,5.5,4.3,15.3,2.4,0.2,9.8,19.6,115,108,5.6,2.1,7.7,.136,2.2,-0.9,1.4,2.3
4609,Jim Paxson,1981-82,24,POR,NBA,82,82,2756,18.0,.028,.228,3.1,5.9,4.5,14.8,2.2,0.2,9.4,22.8,114,110,5.6,1.8,7.5,.130,2.4,-1.4,0.9,2.1
4610,Jim Paxson,1982-83,25,POR,NBA,81,81,2740,20.1,.019,.361,2.8,4.4,3.6,13.5,2.4,0.3,9.2,25.1,116,106,7.8,2.4,10.2,.178,3.4,-1.6,1.8,2.6
4611,Jim Paxson,1983-84,26,POR,NBA,81,81,2686,19.5,.045,.310,2.9,4.8,3.8,14.1,2.2,0.2,8.6,24.7,120,110,7.5,1.9,9.5,.170,3.2,-2.1,1.1,2.1
4612,Jim Paxson,1984-85,27,POR,NBA,68,57,2253,17.3,.039,.251,3.4,7.6,5.5,16.6,2.1,0.1,9.0,21.2,116,110,4.6,1.9,6.5,.138,2.1,-1.1,1.0,1.7
4613,Jim Paxson,1985-86,28,POR,NBA,75,31,1931,15.9,.078,.308,2.5,6.2,4.3,20.1,2.2,0.1,11.1,20.7,114,110,3.5,1.3,4.8,.120,1.1,-1.8,-0.7,0.6
4614,Jim Paxson,1986-87,29,POR,NBA,72,1,1798,13.8,.134,.295,2.6,6.0,4.3,18.0,1.9,0.4,11.5,20.5,110,111,2.1,1.3,3.4,.091,0.0,-1.8,-1.8,0.1
4615,Jim Paxson,1987-88,30,TOT,NBA,45,3,801,11.7,.070,.265,2.2,4.1,3.2,12.7,1.8,0.4,10.5,19.4,107,112,0.7,0.5,1.2,.071,-1.3,-2.4,-3.7,-0.3
4616,Jim Paxson,1988-89,31,BOS,NBA,57,7,1138,11.5,.054,.231,1.8,5.6,3.7,13.2,1.6,0.4,10.4,20.0,105,113,0.7,0.5,1.3,.053,-1.6,-2.4,-4.0,-0.6
4617,Jim Paxson,1989-90,32,BOS,NBA,72,25,1283,9.7,.047,.213,2.2,4.3,3.3,14.1,1.3,0.2,10.5,16.9,105,112,0.7,0.7,1.4,.052,-2.0,-1.9,-3.9,-0.6
4618,Sasha Pavlovic,2003-04,20,UTA,NBA,79,14,1144,8.7,.186,.223,4.7,12.7,8.6,9.5,2.0,1.2,14.0,19.5,94,104,-0.1,1.1,0.9,.040,-2.7,-1.0,-3.7,-0.5
4619,Sasha Pavlovic,2004-05,21,CLE,NBA,65,9,862,9.0,.283,.232,2.0,7.8,4.9,9.3,1.8,0.3,13.4,18.4,100,109,0.2,0.6,0.8,.046,-2.2,-2.2,-4.4,-0.5
4620,Sasha Pavlovic,2005-06,22,CLE,NBA,53,19,813,6.9,.453,.231,2.3,9.4,5.8,4.9,1.2,0.6,15.2,15.7,96,108,-0.1,0.6,0.5,.030,-2.7,-1.3,-4.0,-0.4
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
4621,Sasha Pavlovic,2006-07,23,CLE,NBA,67,28,1534,12.1,.302,.257,1.7,10.5,6.0,11.3,1.9,0.9,15.8,19.1,103,103,0.8,2.3,3.1,.098,-1.3,0.5,-0.7,0.5
4622,Sasha Pavlovic,2007-08,24,CLE,NBA,51,45,1188,7.2,.283,.191,3.3,9.2,6.1,11.2,1.3,0.4,11.2,18.8,93,109,-0.8,0.9,0.2,.006,-3.6,-1.4,-5.1,-0.9
4623,Sasha Pavlovic,2008-09,25,CLE,NBA,66,12,1053,8.6,.425,.196,3.6,10.4,7.2,10.5,1.1,1.2,13.8,15.5,102,105,0.2,1.5,1.7,.077,-2.0,0.2,-1.8,0.0
4624,Sasha Pavlovic,2009-10,26,MIN,NBA,71,0,877,5.4,.393,.087,1.5,13.6,7.5,10.0,1.3,0.5,14.5,18.1,83,113,-1.5,0.3,-1.2,-.063,-5.0,-2.0,-7.0,-1.1
4625,Sasha Pavlovic,2010-11,27,TOT,NBA,31,7,362,6.0,.431,.139,0.4,9.9,5.3,6.4,1.5,1.6,13.6,11.6,92,105,-0.2,0.5,0.3,.042,-3.7,1.2,-2.5,0.0
4626,Sasha Pavlovic,2011-12,28,BOS,NBA,45,7,527,6.7,.453,.063,0.9,14.5,8.0,5.3,2.0,2.2,13.2,13.8,82,97,-0.6,1.0,0.4,.039,-4.5,1.9,-2.6,-0.1
4627,Sasha Pavlovic,2012-13,29,POR,NBA,39,1,528,6.2,.504,.050,1.5,10.9,6.2,8.9,2.4,0.7,10.3,11.8,90,109,-0.3,0.4,0.1,.009,-3.3,0.2,-3.1,-0.1
4628,Billy Paultz,1979-80,31,TOT,NBA,84,,2193,13.9,.001,.270,9.2,19.8,14.5,10.7,1.4,2.0,13.2,15.3,107,107,2.1,1.9,4.0,.088,-0.3,1.2,0.8,1.6
4629,Billy Paultz,1980-81,32,HOU,NBA,81,,1659,12.9,.006,.296,7.4,19.0,13.1,8.5,0.8,2.4,13.2,16.5,103,106,1.0,1.6,2.7,.077,-1.6,0.7,-0.9,0.5
4630,Billy Paultz,1981-82,33,HOU,NBA,65,3,807,7.7,.000,.288,7.1,17.9,12.3,6.6,0.9,1.5,15.0,15.2,90,108,-0.6,0.7,0.1,.007,-4.8,-0.1,-5.0,-0.6
4631,Billy Paultz,1982-83,34,TOT,NBA,64,0,820,9.5,.000,.260,8.0,18.7,13.1,10.3,1.0,1.2,15.7,14.6,94,108,-0.2,0.6,0.3,.020,-3.7,-0.2,-3.8,-0.4
4632,Billy Paultz,1983-84,35,ATL,NBA,40,4,486,6.6,.000,.375,8.1,18.6,13.3,5.0,0.8,0.9,17.7,11.1,91,107,-0.3,0.5,0.3,.027,-4.7,0.5,-4.2,-0.3
4633,Billy Paultz,1984-85,36,UTA,NBA,62,0,370,5.0,.000,.322,6.9,19.6,13.4,5.4,0.7,1.6,23.2,13.9,79,103,-0.6,0.6,0.0,-.006,-7.4,0.9,-6.6,-0.4
4634,Chris Paul,2005-06,20,NOK,NBA,78,78,2808,22.1,.187,.491,2.5,14.8,8.5,38.2,3.4,0.2,13.7,22.2,114,104,6.8,3.6,10.4,.178,4.7,1.4,6.1,5.7
4635,Chris Paul,2006-07,21,NOK,NBA,64,64,2353,22.0,.164,.410,2.6,11.3,6.9,41.3,2.7,0.1,13.5,23.1,116,106,6.2,2.6,8.8,.179,4.5,0.1,4.6,3.9
4636,Chris Paul,2007-08,22,NOH,NBA,80,80,3006,28.3,.193,.302,2.4,10.3,6.2,52.2,3.9,0.1,12.1,25.7,125,103,13.2,4.6,17.8,.284,8.3,0.9,9.2,8.5
4637,Chris Paul,2008-09,23,NOH,NBA,78,78,3002,30.0,.140,.418,2.8,14.6,8.7,54.5,3.9,0.3,13.5,27.5,124,103,13.3,5.0,18.3,.292,9.1,2.1,11.2,10.0
4638,Chris Paul,2009-10,24,NOH,NBA,45,45,1712,23.7,.199,.298,1.3,11.9,6.5,45.4,2.9,0.4,13.5,22.2,122,109,5.7,1.5,7.3,.204,5.2,-0.4,4.9,3.0
4639,Chris Paul,2010-11,25,NOH,NBA,80,80,2880,23.7,.197,.414,1.6,12.3,6.9,45.8,3.5,0.1,13.9,21.1,122,103,9.5,4.4,13.9,.232,5.4,1.0,6.4,6.1
4640,Chris Paul,2011-12,26,LAC,NBA,60,60,2181,27.0,.239,.339,2.3,9.4,5.8,43.8,3.8,0.2,10.8,24.3,126,104,10.4,2.3,12.7,.278,8.0,-0.1,7.9,5.4
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
4641,Chris Paul,2012-13,27,LAC,NBA,70,70,2335,26.4,.271,.377,2.8,10.5,6.7,46.5,3.8,0.4,13.7,22.6,127,102,10.6,3.4,13.9,.287,7.2,0.3,7.5,5.6
4642,Chris Paul,2013-14,28,LAC,NBA,62,62,2171,25.9,.244,.397,2.0,11.4,6.9,48.9,3.5,0.1,12.4,23.7,125,103,9.0,3.2,12.2,.270,6.8,0.6,7.4,5.2
4643,Chris Paul,2014-15,29,LAC,NBA,82,82,2857,26.0,.298,.274,2.1,12.5,7.4,47.4,2.8,0.4,12.7,23.7,126,105,12.9,3.2,16.1,.270,7.5,0.0,7.5,6.9
4644,Chris Paul,2015-16,30,LAC,NBA,74,74,2420,26.2,.295,.294,1.8,12.0,7.0,52.7,3.1,0.4,13.4,27.1,119,103,9.2,3.5,12.7,.253,7.3,0.5,7.8,6.0
4645,Ruben Patterson,1998-99,23,LAL,NBA,24,2,144,14.3,.118,.608,14.1,10.3,12.2,2.2,1.8,1.5,15.7,24.0,100,106,0.1,0.1,0.2,.070,-2.1,-3.7,-5.8,-0.1
4646,Ruben Patterson,1999-00,24,SEA,NBA,81,74,2097,18.8,.041,.486,11.3,11.4,11.3,9.7,2.3,1.3,15.2,19.9,113,104,4.6,2.1,6.7,.153,1.4,0.4,1.9,2.1
4647,Ruben Patterson,2000-01,25,SEA,NBA,76,22,2059,19.3,.048,.482,10.3,11.0,10.7,13.4,2.6,1.6,14.6,23.3,107,105,3.8,1.7,5.5,.128,1.9,0.3,2.2,2.2
4648,Ruben Patterson,2001-02,26,POR,NBA,75,13,1765,18.8,.058,.443,10.2,9.6,9.9,10.5,2.4,1.6,13.4,22.1,112,104,3.7,1.9,5.6,.151,1.7,0.2,1.9,1.7
4649,Ruben Patterson,2002-03,27,POR,NBA,78,17,1655,14.5,.039,.426,8.8,10.5,9.6,10.2,2.4,1.3,16.0,20.4,102,103,1.4,1.8,3.2,.093,-0.6,0.5,-0.1,0.8
4650,Ruben Patterson,2003-04,28,POR,NBA,73,1,1651,14.6,.030,.481,9.4,9.9,9.6,13.9,2.8,1.0,18.0,16.7,104,105,1.7,1.3,3.0,.087,0.1,0.8,0.9,1.2
4651,Ruben Patterson,2004-05,29,POR,NBA,70,36,1957,15.8,.042,.469,7.7,8.3,8.1,12.4,2.9,0.8,16.5,20.4,105,108,1.8,1.6,3.4,.083,0.4,0.3,0.6,1.3
4652,Ruben Patterson,2005-06,30,TOT,NBA,71,22,1792,16.4,.020,.532,7.8,8.4,8.1,12.7,2.3,0.9,16.1,24.1,102,110,1.1,1.0,2.1,.055,-0.1,-0.9,-1.0,0.4
4653,Ruben Patterson,2006-07,31,MIL,NBA,81,53,2508,18.5,.022,.434,8.8,11.9,10.3,15.5,2.3,0.8,16.2,22.2,110,111,4.1,1.3,5.4,.103,1.6,-0.1,1.5,2.2
4654,Ruben Patterson,2007-08,32,LAC,NBA,20,5,327,10.9,.023,.500,8.4,14.2,11.3,8.8,3.3,1.6,20.5,18.6,89,105,-0.4,0.4,0.1,.010,-4.3,1.8,-2.6,0.0
4655,Patrick Patterson,2010-11,21,HOU,NBA,52,6,868,16.7,.007,.157,11.2,14.9,13.1,7.6,1.0,3.0,9.8,16.1,118,109,1.7,0.7,2.4,.134,0.0,0.5,0.5,0.5
4656,Patrick Patterson,2011-12,22,HOU,NBA,64,1,1483,11.5,.006,.112,8.7,13.7,11.2,5.7,1.0,1.8,8.4,17.9,99,107,0.5,1.1,1.6,.052,-2.7,-0.2,-2.9,-0.3
4657,Patrick Patterson,2012-13,23,TOT,NBA,71,41,1775,15.2,.212,.101,7.2,14.4,10.8,7.5,0.9,1.7,8.6,17.6,114,110,3.1,1.0,4.1,.111,0.5,-0.7,-0.2,0.8
4658,Patrick Patterson,2013-14,24,TOT,NBA,65,13,1533,14.6,.309,.145,8.8,17.1,12.9,8.5,1.9,1.9,11.1,17.2,109,105,1.8,2.0,3.8,.118,0.4,1.1,1.5,1.3
4659,Patrick Patterson,2014-15,25,TOR,NBA,81,4,2156,14.6,.529,.150,6.8,16.3,11.6,10.7,1.4,1.6,8.7,13.1,122,108,4.4,1.7,6.1,.137,2.5,0.7,3.2,2.8
4660,Patrick Patterson,2015-16,26,TOR,NBA,79,0,2020,10.6,.594,.069,4.4,14.8,9.7,7.1,1.4,1.3,11.3,12.9,108,107,1.6,2.0,3.6,.086,0.4,0.6,1.0,1.5
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
4661,Lamar Patterson,2015-16,24,ATL,NBA,35,0,395,5.1,.613,.275,1.1,12.4,6.9,13.6,1.1,0.4,20.4,12.8,89,105,-0.3,0.5,0.2,.025,-4.6,-0.3,-4.9,-0.3
4662,Andrae Patterson,1998-99,23,MIN,NBA,35,0,284,14.5,.052,.371,11.0,14.9,12.8,8.6,3.5,1.9,16.3,20.9,99,97,0.2,0.5,0.7,.114,-1.6,1.1,-0.5,0.1
4663,Andrae Patterson,1999-00,24,MIN,NBA,5,0,20,11.7,.000,.000,5.8,5.9,5.8,7.6,2.6,0.0,20.0,11.3,120,105,0.0,0.0,0.1,.124,0.2,-0.6,-0.4,0.0
4664,Myles Patrick,1980-81,26,LAL,NBA,3,,9,6.9,.000,.400,12.8,11.4,12.0,15.2,0.0,0.0,14.5,30.7,90,109,0.0,0.0,0.0,-.036,-4.2,-4.8,-9.0,0.0
4665,Zarko Paspalj,1989-90,23,SAS,NBA,28,1,181,4.3,.013,.278,9.6,9.1,9.3,7.8,0.8,2.4,19.1,25.1,82,107,-0.5,0.2,-0.3,-.072,-7.3,-1.8,-9.2,-0.3
4666,Chandler Parsons,2011-12,23,HOU,NBA,63,57,1804,13.3,.324,.142,5.7,13.6,9.6,11.7,2.1,1.2,12.2,16.7,105,105,1.6,1.8,3.4,.090,0.5,1.2,1.7,1.7
4667,Chandler Parsons,2012-13,24,HOU,NBA,76,76,2758,15.3,.421,.165,3.3,13.2,8.3,15.6,1.4,0.9,12.7,18.3,113,108,4.9,2.1,7.0,.121,2.4,0.4,2.7,3.3
4668,Chandler Parsons,2013-14,25,HOU,NBA,74,74,2783,15.9,.356,.224,2.9,12.8,8.2,17.3,1.6,0.8,11.7,19.3,114,108,5.1,2.5,7.6,.131,2.2,0.4,2.6,3.2
4669,Chandler Parsons,2014-15,26,DAL,NBA,66,66,2186,16.3,.419,.233,3.2,13.0,8.1,11.4,1.6,0.7,9.5,20.6,112,108,3.8,1.7,5.5,.121,2.7,-0.2,2.5,2.5
4670,Chandler Parsons,2015-16,27,DAL,NBA,61,51,1799,16.2,.386,.209,1.8,15.6,8.7,16.0,1.3,1.0,11.8,20.5,110,108,2.6,1.6,4.3,.114,1.6,0.3,1.9,1.8
