
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
7801,Michael Jordan*,1996-97,33,CHI,NBA,82,82,3106,27.8,.157,.304,4.2,13.2,8.8,21.2,2.4,1.1,7.2,33.2,121,102,13.3,5.0,18.3,.283,6.5,0.2,6.7,6.8
7802,Michael Jordan*,1988-89,25,CHI,NBA,81,81,3255,31.1,.055,.442,5.5,17.3,11.6,34.7,3.6,1.2,11.9,32.1,123,103,14.6,5.2,19.8,.292,9.8,2.7,12.6,12.0
7803,Michael Jordan*,1997-98,34,CHI,NBA,82,82,3181,25.2,.067,.381,4.7,12.5,8.5,18.0,2.4,1.0,7.7,33.7,114,100,10.4,5.4,15.8,.238,4.6,0.0,4.6,5.3
7804,Jerome Jordan,2011-12,25,NYK,NBA,21,0,108,18.3,.000,.303,14.8,14.1,14.4,6.3,0.5,4.4,5.1,16.4,126,102,0.3,0.1,0.5,.211,0.3,0.3,0.6,0.1
7805,Jerome Jordan,2014-15,28,BRK,NBA,44,0,383,16.8,.000,.468,15.3,15.5,15.4,5.3,1.1,3.1,16.3,16.1,119,107,0.9,0.3,1.2,.156,-0.2,0.0,-0.2,0.2
7806,Eddie Jordan,1983-84,29,TOT,NBA,16,0,210,7.3,.061,.245,1.6,7.8,4.7,24.8,5.6,0.0,32.4,15.4,78,102,-0.5,0.4,-0.1,-.024,-5.2,1.6,-3.6,-0.1
7807,Eddie Jordan,1979-80,25,NJN,NBA,82,,2657,14.4,.047,.254,2.4,8.1,5.3,29.6,3.8,0.6,18.6,20.2,97,101,0.1,4.0,4.1,.074,-0.6,1.0,0.3,1.6
7808,Eddie Jordan,1980-81,26,TOT,NBA,74,,1226,10.4,.063,.361,2.8,5.8,4.4,24.1,3.7,0.3,26.0,18.0,91,104,-0.9,1.5,0.6,.024,-3.3,-0.2,-3.5,-0.5
7809,Eddie Jordan,1981-82,27,LAL,NBA,58,0,608,12.2,.043,.260,0.7,6.7,3.9,25.6,4.7,0.1,22.2,19.4,95,103,-0.2,0.9,0.7,.055,-3.1,-0.1,-3.2,-0.2
7810,Eddie Jordan,1982-83,28,LAL,NBA,35,0,333,5.2,.121,.129,2.8,5.7,4.3,27.2,4.3,0.2,27.9,23.0,72,103,-1.2,0.4,-0.8,-.113,-6.9,-1.0,-7.9,-0.5
7811,DeAndre Jordan,2012-13,24,LAC,NBA,82,82,2010,17.2,.000,.510,12.7,22.4,17.6,2.2,1.3,4.7,14.3,15.9,113,101,3.0,3.2,6.2,.148,-0.8,1.1,0.3,1.2
7812,DeAndre Jordan,2013-14,25,LAC,NBA,82,82,2870,18.2,.000,.726,13.3,29.3,21.6,3.7,1.4,5.4,15.3,12.4,121,98,5.3,5.8,11.1,.186,-0.1,4.2,4.1,4.4
7813,DeAndre Jordan,2014-15,26,LAC,NBA,82,82,2820,21.0,.007,.882,16.2,32.4,24.5,3.2,1.5,5.4,12.8,13.6,126,98,7.4,5.4,12.8,.217,0.9,3.2,4.1,4.3
7814,DeAndre Jordan,2015-16,27,LAC,NBA,77,77,2598,20.6,.002,1.219,11.4,32.7,22.2,5.3,1.0,5.4,12.1,15.4,122,98,6.0,5.5,11.5,.213,-0.4,3.8,3.4,3.5
7815,DeAndre Jordan,2008-09,20,LAC,NBA,53,13,771,14.1,.000,.741,10.5,25.5,17.8,2.3,0.7,5.7,17.4,13.9,105,107,0.4,0.9,1.3,.079,-4.7,0.6,-4.1,-0.4
7816,DeAndre Jordan,2009-10,21,LAC,NBA,70,12,1137,12.7,.008,.538,12.4,23.6,17.9,2.9,0.7,4.0,20.3,14.7,101,107,0.2,1.2,1.5,.061,-3.9,0.3,-3.7,-0.5
7817,DeAndre Jordan,2010-11,22,LAC,NBA,80,66,2047,14.8,.003,.636,11.9,20.9,16.5,3.2,1.0,5.4,18.8,11.7,116,105,2.6,2.6,5.2,.122,-1.2,2.5,1.3,1.7
7818,DeAndre Jordan,2011-12,23,LAC,NBA,66,66,1798,16.4,.003,.433,13.2,23.0,18.1,1.5,0.9,6.2,16.0,11.9,119,102,3.2,2.4,5.6,.150,-1.1,2.1,1.0,1.4
7819,Adonis Jordan,1993-94,23,DEN,NBA,6,0,79,5.6,.435,.000,4.4,4.1,4.2,33.3,0.0,0.8,20.7,15.6,86,110,-0.1,0.0,-0.1,-.037,-4.5,-4.2,-8.7,-0.1
7820,Adonis Jordan,1998-99,28,MIL,NBA,4,0,18,18.9,.500,1.000,0.0,0.0,0.0,27.0,9.2,0.0,25.8,20.6,91,94,0.0,0.0,0.0,.081,-1.2,-1.9,-3.1,0.0
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
7821,Tyus Jones,2015-16,19,MIN,NBA,37,0,573,11.2,.340,.250,1.4,8.0,4.8,27.7,2.7,0.4,16.0,16.1,98,111,0.0,0.3,0.3,.027,-1.7,-2.0,-3.7,-0.3
7822,Terrence Jones,2015-16,24,HOU,NBA,50,11,1044,13.5,.215,.316,6.5,15.9,11.1,6.3,1.1,3.1,10.5,19.3,104,109,0.8,0.7,1.5,.068,-2.4,-1.0,-3.4,-0.4
7823,Terrence Jones,2012-13,21,HOU,NBA,19,0,276,17.1,.202,.181,11.6,15.0,13.4,8.6,2.2,5.2,11.4,18.1,108,102,0.3,0.4,0.7,.128,-0.5,2.6,2.1,0.3
7824,Terrence Jones,2013-14,22,HOU,NBA,76,71,2078,19.1,.142,.274,9.2,18.5,14.1,7.0,1.3,3.5,8.2,18.3,119,105,4.6,2.7,7.3,.169,0.9,1.3,2.2,2.2
7825,Terrence Jones,2014-15,23,HOU,NBA,33,24,889,18.3,.124,.314,9.7,17.6,13.7,6.9,1.0,5.2,9.8,18.4,114,102,1.7,1.3,3.0,.160,-0.6,1.9,1.3,0.7
7826,Solomon Jones,2009-10,25,IND,NBA,52,2,675,9.9,.017,.403,8.2,15.1,11.6,7.3,1.0,3.9,16.2,16.1,99,106,0.0,0.8,0.8,.058,-4.5,1.4,-3.1,-0.2
7827,Solomon Jones,2010-11,26,IND,NBA,39,0,528,8.5,.008,.512,9.5,14.2,11.9,8.5,1.2,3.0,19.1,15.4,95,106,-0.2,0.6,0.5,.042,-4.1,1.6,-2.6,-0.1
7828,Solomon Jones,2011-12,27,TOT,NBA,21,1,292,9.1,.000,.377,13.1,10.5,11.8,4.9,1.7,3.1,20.2,14.4,96,106,0.0,0.3,0.3,.042,-3.2,1.2,-2.0,0.0
7829,Solomon Jones,2012-13,28,NYK,NBA,2,1,26,-5.7,.000,.000,4.4,9.3,6.8,0.0,0.0,3.3,75.0,7.2,17,110,-0.1,0.0,-0.1,-.172,-11.7,1.2,-10.5,-0.1
7830,Solomon Jones,2013-14,29,ORL,NBA,11,0,85,5.8,.000,.235,10.6,10.7,10.7,3.4,1.2,1.8,9.6,11.1,92,109,0.0,0.1,0.0,.013,-5.3,-0.2,-5.5,-0.1
7831,Solomon Jones,2006-07,22,ATL,NBA,58,8,666,12.3,.008,.586,8.7,15.9,12.3,2.7,0.9,4.9,13.4,12.8,116,107,1.0,0.7,1.6,.117,-2.7,0.2,-2.5,-0.1
7832,Solomon Jones,2007-08,23,ATL,NBA,35,0,145,6.8,.067,.667,15.3,18.4,16.9,0.0,1.1,2.6,22.1,15.6,89,108,-0.1,0.1,0.0,.000,-7.3,-4.3,-11.5,-0.3
7833,Solomon Jones,2008-09,24,ATL,NBA,63,0,675,12.0,.018,.667,9.1,15.6,12.3,3.4,0.6,3.9,15.8,11.8,124,108,1.2,0.7,1.9,.138,-2.0,0.6,-1.4,0.1
7834,Shelton Jones,1988-89,22,TOT,NBA,51,34,682,10.4,.005,.383,5.1,13.4,9.2,8.2,1.5,1.3,16.1,17.6,98,111,-0.1,0.4,0.3,.022,-3.4,-0.7,-4.1,-0.4
7835,Popeye Jones,2000-01,30,WAS,NBA,45,1,638,13.1,.039,.359,14.9,25.6,20.2,7.8,1.5,0.9,10.6,13.8,108,105,0.8,0.5,1.2,.094,-1.2,-0.4,-1.6,0.1
7836,Popeye Jones,1993-94,23,DAL,NBA,81,47,1773,14.1,.002,.263,17.6,20.9,19.2,8.4,1.7,1.2,17.2,13.1,111,108,2.1,1.6,3.6,.098,-0.4,0.7,0.3,1.0
7837,Popeye Jones,2001-02,31,WAS,NBA,79,40,1920,14.4,.022,.256,14.0,21.1,17.5,10.5,1.4,0.7,13.5,15.7,108,105,2.4,1.9,4.3,.107,0.0,0.7,0.8,1.3
7838,Popeye Jones,1994-95,24,DAL,NBA,80,80,2385,13.8,.014,.148,14.1,24.7,19.1,10.5,0.7,0.8,12.2,17.6,105,109,1.5,2.2,3.6,.073,-1.5,0.3,-1.2,0.5
7839,Popeye Jones,2002-03,32,DAL,NBA,26,0,222,7.0,.000,.177,14.4,14.9,14.6,5.2,1.2,0.3,18.3,16.7,88,104,-0.2,0.2,0.0,.005,-4.6,-1.0,-5.6,-0.2
7840,Popeye Jones,1995-96,25,DAL,NBA,68,68,2322,13.4,.053,.181,10.8,23.6,16.6,8.8,1.2,0.8,12.1,16.2,107,109,1.7,1.9,3.7,.076,-2.1,0.3,-1.8,0.1
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
7841,Popeye Jones,2003-04,33,GSW,NBA,5,0,10,-7.8,.000,.000,11.2,0.0,5.6,0.0,0.0,0.0,0.0,9.2,35,113,0.0,0.0,0.0,-.169,-9.5,-3.5,-13.0,0.0
7842,Popeye Jones,1996-97,26,TOR,NBA,79,61,2421,12.0,.024,.225,12.7,20.4,16.4,5.6,1.3,1.3,16.4,13.1,108,108,2.0,2.2,4.2,.083,-1.9,0.3,-1.5,0.3
7843,Popeye Jones,1997-98,27,TOR,NBA,14,4,352,13.4,.024,.150,15.3,17.2,16.2,8.6,1.5,0.6,10.6,18.9,101,111,0.2,0.1,0.3,.038,-1.5,-2.6,-4.1,-0.2
7844,Popeye Jones,1998-99,28,BOS,NBA,18,2,206,12.4,.020,.333,14.9,13.5,14.2,11.2,1.3,0.0,10.7,14.2,111,105,0.3,0.1,0.5,.113,-0.4,-1.1,-1.5,0.0
7845,Popeye Jones,1999-00,29,DEN,NBA,40,1,330,12.4,.029,.183,13.4,20.6,17.0,9.0,0.5,1.2,10.4,16.5,105,106,0.3,0.2,0.6,.082,-2.2,-1.3,-3.5,-0.1
7846,Perry Jones,2014-15,23,OKC,NBA,43,13,631,6.9,.326,.201,1.0,11.7,6.5,4.2,1.4,1.0,10.7,15.3,92,108,-0.3,0.5,0.2,.015,-4.2,-1.2,-5.4,-0.5
7847,Perry Jones,2012-13,21,OKC,NBA,38,1,280,7.8,.020,.152,5.3,19.1,12.7,5.5,0.9,1.6,12.4,19.6,85,104,-0.4,0.4,0.0,-.003,-7.0,-1.6,-8.6,-0.5
7848,Perry Jones,2013-14,22,OKC,NBA,62,7,764,10.1,.337,.232,4.3,12.1,8.4,4.9,0.9,2.0,9.5,12.8,110,107,0.7,0.8,1.5,.094,-2.0,-0.5,-2.5,-0.1
7849,Ozell Jones,1984-85,24,SAS,NBA,67,6,888,11.4,.006,.461,8.5,21.4,15.2,7.7,1.6,3.6,22.0,12.5,101,105,0.1,1.2,1.3,.073,-2.4,2.4,0.0,0.4
7850,Ozell Jones,1985-86,25,LAC,NBA,3,0,18,-7.1,.000,.000,0.0,12.5,6.1,0.0,5.2,3.0,60.0,11.1,0,103,-0.1,0.0,-0.1,-.249,-14.8,4.2,-10.6,0.0
7851,Mark Jones,1983-84,22,NJN,NBA,6,0,16,14.7,.167,.333,14.0,0.0,7.1,43.1,0.0,0.0,22.5,22.1,106,114,0.0,0.0,0.0,.070,2.1,-4.6,-2.5,0.0
7852,Mark Jones,2004-05,29,ORL,NBA,10,0,116,4.4,.129,.323,5.9,6.7,6.3,7.5,2.2,1.2,7.8,14.5,81,109,-0.2,0.1,-0.1,-.033,-4.9,-0.5,-5.4,-0.1
7853,Major Jones,1983-84,30,HOU,NBA,57,5,473,12.4,.000,.377,7.5,18.6,13.1,7.4,1.4,1.6,16.5,15.1,106,107,0.3,0.5,0.9,.088,-2.4,0.4,-2.0,0.0
7854,Major Jones,1984-85,31,DET,NBA,47,0,418,11.1,.000,.586,11.5,20.8,16.0,4.2,1.0,1.8,24.2,13.3,104,106,0.2,0.5,0.7,.081,-2.9,0.5,-2.4,0.0
7855,Major Jones,1979-80,26,HOU,NBA,82,,1545,10.3,.008,.276,10.2,17.2,13.6,5.6,1.5,2.4,20.3,14.1,96,106,-0.1,1.4,1.3,.041,-2.4,1.0,-1.4,0.2
7856,Major Jones,1980-81,27,HOU,NBA,68,,1003,10.3,.004,.401,10.6,15.5,13.0,5.2,0.9,1.3,16.1,14.3,102,108,0.5,0.8,1.2,.060,-2.0,-0.3,-2.4,-0.1
7857,Major Jones,1981-82,28,HOU,NBA,60,6,746,13.4,.014,.362,11.4,18.7,15.0,4.6,1.3,2.2,16.8,16.3,105,107,0.5,0.8,1.3,.084,-1.8,-0.1,-1.9,0.0
7858,Major Jones,1982-83,29,HOU,NBA,60,4,878,11.9,.006,.328,13.1,19.4,16.0,6.5,1.2,1.4,18.9,20.0,91,107,-0.6,0.6,0.1,.004,-3.4,-1.1,-4.5,-0.6
7859,Kevin Jones,2012-13,23,CLE,NBA,32,0,334,11.1,.000,.140,12.6,14.5,13.5,4.8,1.4,1.2,6.6,16.2,99,110,0.1,0.2,0.2,.032,-3.4,-1.8,-5.2,-0.3
7860,Jumaine Jones,2004-05,25,LAL,NBA,76,23,1830,13.1,.537,.154,6.6,17.8,12.3,5.8,1.3,1.0,8.6,14.0,116,111,2.8,0.8,3.7,.097,0.7,-1.0,-0.4,0.8
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
