
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
601,Freeman Williams,1985-86,29,WSB,NBA,9,0,110,12.5,.209,.254,3.9,7.8,5.9,10.5,3.1,0.5,14.9,33.2,88,105,-0.2,0.1,-0.1,-.034,-3.1,-2.6,-5.8,-0.1
602,Frank Williams,2002-03,22,NYK,NBA,21,0,167,6.4,.485,.182,2.1,10.8,6.3,29.4,2.2,0.9,32.3,14.6,81,106,-0.2,0.1,-0.1,-.035,-5.0,-0.9,-5.9,-0.2
603,Frank Williams,2003-04,23,NYK,NBA,56,3,714,10.7,.288,.231,1.3,7.2,4.3,27.7,1.9,0.6,21.6,19.0,93,106,-0.1,0.5,0.3,.023,-2.4,-2.2,-4.6,-0.5
604,Frank Williams,2004-05,24,CHI,NBA,9,0,71,0.3,.200,.000,3.2,6.3,4.7,22.9,1.5,3.2,13.0,14.5,57,102,-0.3,0.1,-0.2,-.102,-9.1,1.5,-7.6,-0.1
605,Eric Williams,1995-96,23,BOS,NBA,64,6,1470,13.3,.018,.546,6.8,9.8,8.3,7.6,1.9,0.5,11.5,22.4,103,111,0.7,0.9,1.6,.052,-2.1,-1.4,-3.6,-0.6
606,Eric Williams,1996-97,24,BOS,NBA,72,67,2435,13.3,.010,.532,5.5,10.4,7.8,8.6,1.5,0.4,12.1,20.3,107,114,2.5,0.3,2.9,.056,-1.3,-1.9,-3.2,-0.7
607,Eric Williams,1997-98,25,DEN,NBA,4,4,145,17.0,.000,.738,7.9,9.2,8.5,16.1,1.5,0.0,10.0,28.2,104,115,0.2,0.0,0.1,.048,-0.3,-4.3,-4.6,-0.1
608,Eric Williams,1998-99,26,DEN,NBA,38,8,780,10.7,.119,.635,4.9,7.2,6.0,8.0,1.8,0.7,14.9,19.1,99,113,0.5,-0.2,0.2,.015,-2.2,-2.2,-4.4,-0.5
609,Eric Williams,1999-00,27,BOS,NBA,68,17,1378,11.8,.187,.438,4.3,8.8,6.5,10.3,1.6,0.9,12.5,16.6,108,108,1.8,0.7,2.5,.088,-0.7,-1.2,-1.9,0.0
610,Eric Williams,2000-01,28,BOS,NBA,81,11,1745,10.0,.310,.516,4.1,10.0,6.9,10.6,1.9,0.6,12.1,16.3,100,106,1.0,1.2,2.2,.060,-1.9,-1.0,-2.9,-0.4
611,Eric Williams,2001-02,29,BOS,NBA,74,30,1747,8.8,.223,.569,3.6,10.5,6.9,9.8,2.3,0.4,16.5,15.0,96,103,0.0,2.2,2.2,.061,-3.4,1.0,-2.4,-0.2
612,Eric Williams,2002-03,30,BOS,NBA,82,79,2350,13.1,.191,.466,6.7,11.8,9.2,10.4,1.9,0.6,12.3,15.6,110,103,3.4,2.6,6.0,.123,-0.9,0.6,-0.3,1.0
613,Eric Williams,2003-04,31,TOT,NBA,71,36,1886,12.5,.212,.473,3.9,13.0,8.5,10.4,1.9,0.3,10.9,19.3,102,105,1.7,1.4,3.1,.079,-1.0,-1.1,-2.1,-0.1
614,Eric Williams,2004-05,32,TOT,NBA,55,39,1322,10.7,.221,.488,3.9,11.5,7.6,11.3,1.5,0.2,13.0,16.2,105,108,0.9,1.1,2.1,.075,-1.5,-0.3,-1.9,0.0
615,Eric Williams,2005-06,33,TOR,NBA,28,11,352,6.8,.240,.507,3.3,14.5,8.7,6.3,1.0,0.4,14.1,14.0,99,114,0.0,0.0,0.1,.011,-3.4,-1.9,-5.3,-0.3
616,Eric Williams,2006-07,34,TOT,NBA,21,0,121,11.4,.404,.298,2.9,13.5,8.5,9.8,1.3,0.0,11.6,23.3,97,104,0.0,0.2,0.1,.057,-2.1,-2.3,-4.4,-0.1
617,Elliot Williams,2011-12,22,POR,NBA,24,0,149,18.8,.365,.243,5.4,9.6,7.4,8.0,2.1,1.6,5.8,26.7,106,107,0.2,0.1,0.3,.105,1.9,-3.3,-1.4,0.0
618,Elliot Williams,2013-14,24,PHI,NBA,67,2,1157,8.7,.371,.353,2.7,9.7,6.1,9.4,1.5,0.2,14.9,16.7,98,113,0.0,0.3,0.3,.014,-3.2,-2.6,-5.7,-1.1
619,Elliot Williams,2014-15,25,TOT,NBA,13,0,119,8.7,.486,.108,0.0,7.7,3.8,15.5,1.8,0.0,9.4,16.4,100,110,0.0,0.1,0.1,.039,-1.7,-2.9,-4.6,-0.1
620,Elliot Williams,2015-16,26,MEM,NBA,5,0,45,3.3,.400,.400,2.4,7.9,5.1,12.4,0.0,0.0,7.8,12.7,86,115,0.0,0.0,0.0,-.046,-5.2,-3.5,-8.7,-0.1
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
621,Duck Williams,1979-80,23,UTA,NBA,77,,1794,8.6,.023,.116,1.4,5.3,3.5,14.1,2.7,0.3,16.4,15.6,91,111,-0.9,0.6,-0.3,-.009,-3.2,-1.3,-4.4,-1.1
622,Derrick Williams,2011-12,20,MIN,NBA,66,15,1418,12.9,.277,.392,6.0,18.4,12.2,4.5,1.1,1.6,11.7,20.7,100,106,0.6,1.2,1.8,.059,-2.3,-0.8,-3.1,-0.4
623,Derrick Williams,2012-13,21,MIN,NBA,78,56,1916,14.5,.249,.346,5.6,20.6,12.8,4.2,1.2,1.5,10.0,23.5,101,105,1.0,2.1,3.0,.076,-2.1,-1.5,-3.7,-0.8
624,Derrick Williams,2013-14,22,TOT,NBA,78,15,1820,11.5,.205,.537,4.3,15.8,10.0,4.7,1.3,0.9,11.3,16.2,105,109,1.3,1.3,2.6,.068,-2.1,-0.5,-2.6,-0.3
625,Derrick Williams,2014-15,23,SAC,NBA,74,6,1462,12.8,.322,.404,3.3,12.1,7.8,5.6,1.2,0.2,8.9,18.9,108,112,1.7,0.4,2.1,.069,-0.5,-2.7,-3.2,-0.5
626,Derrick Williams,2015-16,24,NYK,NBA,80,9,1435,17.2,.265,.453,3.6,18.7,11.3,8.9,1.0,0.5,8.3,23.3,110,108,2.4,1.2,3.6,.120,-0.1,-2.4,-2.6,-0.2
627,Deron Williams,2005-06,21,UTA,NBA,80,47,2307,12.4,.272,.168,1.8,8.4,5.1,28.6,1.4,0.6,14.4,20.3,103,110,1.5,1.3,2.8,.059,0.1,-2.4,-2.3,-0.2
628,Deron Williams,2006-07,22,UTA,NBA,80,80,2950,17.1,.235,.273,1.7,9.3,5.5,41.6,1.4,0.4,16.9,22.2,111,110,5.3,1.9,7.2,.117,2.7,-2.0,0.8,2.1
629,Deron Williams,2007-08,23,UTA,NBA,82,82,3059,20.8,.188,.368,1.4,8.3,4.9,43.6,1.5,0.6,17.7,23.1,118,110,8.9,2.3,11.3,.177,4.3,-2.2,2.1,3.2
630,Deron Williams,2008-09,24,UTA,NBA,68,68,2505,21.1,.230,.390,1.1,8.1,4.6,47.8,1.5,0.6,16.5,24.7,116,111,6.5,1.9,8.4,.160,4.3,-2.5,1.8,2.4
631,Deron Williams,2009-10,25,UTA,NBA,76,76,2802,20.6,.246,.397,2.2,10.4,6.4,44.5,1.8,0.5,16.9,23.8,116,107,7.4,3.0,10.3,.177,4.3,-1.0,3.3,3.7
632,Deron Williams,2010-11,26,TOT,NBA,65,65,2465,21.1,.325,.423,1.9,10.9,6.3,45.9,1.7,0.5,16.6,25.8,114,112,6.2,1.1,7.3,.142,5.2,-2.4,2.8,3.0
633,Deron Williams,2011-12,27,NJN,NBA,55,55,1999,20.3,.356,.317,1.3,9.6,5.3,46.6,1.8,0.8,16.7,30.1,106,111,3.7,0.4,4.1,.099,4.9,-2.8,2.1,2.1
634,Deron Williams,2012-13,28,BRK,NBA,78,78,2842,20.3,.398,.328,1.2,8.5,4.8,37.5,1.4,0.8,14.5,24.4,118,109,9.1,1.8,10.9,.184,5.5,-2.0,3.5,3.9
