
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
8401,Antawn Jamison,2010-11,34,CLE,NBA,56,38,1842,16.8,.300,.267,5.2,18.5,11.7,9.6,1.4,1.2,7.3,26.0,104,111,1.5,1.1,2.6,.067,0.8,-1.7,-0.9,0.5
8402,Antawn Jamison,2003-04,27,DAL,NBA,82,2,2376,21.2,.044,.322,10.4,13.5,11.9,4.7,1.8,0.9,7.2,20.7,122,108,8.1,1.0,9.0,.183,3.4,-1.9,1.4,2.1
8403,Antawn Jamison,2011-12,35,CLE,NBA,65,65,2151,16.1,.256,.260,6.3,15.7,10.8,11.9,1.2,1.5,7.2,26.2,103,109,2.1,1.0,3.1,.070,0.7,-1.8,-1.1,0.5
8404,Antawn Jamison,2004-05,28,WAS,NBA,68,68,2605,16.9,.175,.249,6.7,16.1,11.2,10.7,1.1,0.5,8.2,24.1,108,109,3.8,1.7,5.4,.100,0.6,-1.8,-1.2,0.5
8405,Antawn Jamison,2012-13,36,LAL,NBA,76,6,1636,15.3,.405,.237,7.5,16.6,12.2,5.0,0.9,1.0,7.7,18.7,114,108,3.0,1.3,4.3,.126,0.7,-1.8,-1.1,0.4
8406,Tim James,2001-02,25,PHI,NBA,9,0,41,4.8,.000,.462,14.0,5.5,9.7,4.1,0.0,1.9,16.1,20.8,81,107,-0.1,0.0,-0.1,-.064,-6.5,-2.9,-9.4,-0.1
8407,Tim James,1999-00,23,MIA,NBA,4,0,23,12.6,.000,.214,15.9,4.8,10.1,16.3,0.0,9.5,11.5,35.1,80,102,-0.1,0.0,-0.1,-.105,-6.3,0.4,-5.9,0.0
8408,Tim James,2000-01,24,CHH,NBA,30,0,197,5.8,.058,.269,8.7,11.5,10.1,6.5,0.5,1.9,12.1,15.5,89,103,-0.1,0.2,0.1,.022,-5.8,-1.0,-6.8,-0.2
8409,Mike James,2007-08,32,TOT,NBA,54,1,720,8.6,.334,.166,2.2,8.7,5.5,13.4,1.6,0.2,10.4,22.1,93,106,-0.5,0.9,0.3,.023,-3.4,-1.4,-4.8,-0.5
8410,Mike James,2008-09,33,TOT,NBA,61,50,1649,9.7,.358,.160,1.7,7.9,4.7,19.1,1.4,0.3,14.6,17.8,99,117,-0.2,0.0,-0.1,-.004,-1.4,-2.6,-4.0,-0.8
8411,Mike James,2009-10,34,WAS,NBA,4,0,46,5.5,.300,.400,2.5,5.1,3.8,17.3,3.4,0.0,17.5,28.1,76,109,-0.2,0.0,-0.1,-.140,-5.9,-2.5,-8.5,-0.1
8412,Mike James,2001-02,26,MIA,NBA,15,0,119,9.4,.488,.163,2.0,11.7,6.9,27.7,2.8,0.6,22.0,23.7,86,99,-0.2,0.2,0.0,.004,-2.6,-0.3,-2.9,0.0
8413,Mike James,2011-12,36,CHI,NBA,11,0,120,13.7,.204,.163,1.9,7.3,4.6,39.8,1.8,1.2,21.0,25.3,101,101,0.1,0.2,0.3,.111,-0.9,-1.9,-2.9,0.0
8414,Mike James,2002-03,27,MIA,NBA,78,8,1722,11.8,.390,.243,1.7,8.5,5.0,25.9,2.0,0.2,14.3,20.6,96,104,0.2,1.6,1.8,.051,-0.4,-1.1,-1.5,0.2
8415,Mike James,2012-13,37,DAL,NBA,45,23,862,9.5,.461,.107,1.2,8.0,4.7,23.7,1.5,0.3,16.2,17.9,97,110,0.0,0.5,0.4,.024,-1.3,-2.2,-3.4,-0.3
8416,Mike James,2003-04,28,TOT,NBA,81,55,2196,14.4,.428,.193,1.5,10.6,6.1,26.1,2.3,0.1,14.8,17.4,107,103,3.0,2.2,5.2,.113,1.1,-0.9,0.2,1.2
8417,Mike James,2013-14,38,CHI,NBA,11,0,77,1.5,.238,.095,0.0,10.2,5.2,34.1,1.4,0.0,18.6,16.1,70,104,-0.2,0.1,-0.1,-.073,-8.6,-2.1,-10.6,-0.2
8418,Mike James,2004-05,29,TOT,NBA,74,5,1859,16.6,.345,.193,2.2,10.8,6.6,25.2,1.9,0.2,11.5,22.8,108,108,2.8,1.5,4.3,.110,2.6,-1.3,1.3,1.6
8419,Mike James,2005-06,30,TOR,NBA,79,79,2925,19.8,.311,.275,1.8,9.5,5.5,28.2,1.3,0.1,13.0,25.0,115,115,7.7,-0.1,7.6,.125,4.8,-2.9,1.9,2.9
8420,Mike James,2006-07,31,MIN,NBA,82,65,2069,13.3,.306,.262,1.5,7.8,4.7,23.7,1.4,0.3,14.1,20.5,105,111,1.8,1.1,2.8,.065,0.0,-2.3,-2.3,-0.2
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
8421,LeBron James,2006-07,22,CLE,NBA,78,78,3190,24.5,.191,.432,3.0,16.6,9.6,29.1,2.1,1.3,11.5,31.0,112,100,8.0,5.7,13.7,.206,5.4,2.0,7.4,7.6
8422,LeBron James,2014-15,30,CLE,NBA,69,69,2493,25.9,.265,.413,2.4,16.6,9.6,38.6,2.3,1.6,15.3,32.3,112,105,7.4,2.9,10.4,.199,6.2,1.2,7.4,5.9
8423,LeBron James,2007-08,23,CLE,NBA,75,74,3027,29.1,.219,.470,4.9,17.8,11.1,37.3,2.4,2.1,11.4,33.5,116,104,10.7,4.6,15.2,.242,9.0,2.3,11.2,10.1
8424,LeBron James,2015-16,31,CLE,NBA,76,76,2709,27.5,.199,.347,4.7,18.8,11.8,36.0,2.0,1.5,13.2,31.4,116,103,9.6,4.0,13.6,.242,6.9,2.3,9.1,7.6
8425,LeBron James,2008-09,24,CLE,NBA,81,81,3054,31.7,.238,.472,4.3,19.0,11.9,38.0,2.4,2.4,11.0,33.8,122,99,13.7,6.5,20.3,.318,9.4,3.6,13.0,11.6
8426,LeBron James,2009-10,25,CLE,NBA,76,76,2966,31.1,.253,.506,3.0,18.5,11.1,41.8,2.2,2.0,12.3,33.5,121,102,13.3,5.2,18.5,.299,9.7,2.8,12.5,10.9
8427,LeBron James,2010-11,26,MIA,NBA,79,79,3063,27.3,.188,.446,3.3,18.7,11.4,34.9,2.1,1.3,13.8,31.5,116,102,10.3,5.3,15.6,.244,6.5,2.1,8.6,8.2
8428,LeBron James,2003-04,19,CLE,NBA,79,79,3122,18.3,.145,.308,3.5,11.8,7.6,27.8,2.2,1.3,13.9,28.2,99,104,2.4,2.6,5.1,.078,2.2,-0.2,1.9,3.1
8429,LeBron James,2011-12,27,MIA,NBA,62,62,2326,30.7,.127,.429,5.0,19.7,12.6,33.6,2.6,1.7,13.3,32.0,118,97,10.0,4.5,14.5,.298,8.3,2.7,11.0,7.6
8430,LeBron James,2004-05,20,CLE,NBA,80,80,3388,25.7,.183,.378,3.8,17.0,10.2,32.9,2.8,1.1,11.8,29.7,114,103,9.7,4.6,14.3,.203,6.9,1.5,8.3,8.8
8431,LeBron James,2012-13,28,MIA,NBA,76,76,2877,31.6,.188,.395,4.4,20.8,13.1,36.4,2.4,1.9,12.4,30.2,125,101,14.6,4.7,19.3,.322,9.2,2.4,11.6,9.8
8432,LeBron James,2005-06,21,CLE,NBA,79,79,3361,28.1,.208,.447,2.6,17.1,9.8,32.8,2.0,1.5,10.7,33.6,115,104,12.0,4.3,16.3,.232,7.9,1.4,9.3,9.5
8433,LeBron James,2013-14,29,MIA,NBA,77,77,2902,29.3,.226,.432,3.6,18.9,11.5,32.0,2.2,0.8,14.4,31.0,121,105,12.3,3.7,15.9,.264,8.0,0.9,8.9,8.0
8434,Jerome James,2004-05,29,SEA,NBA,80,80,1330,10.0,.006,.190,7.5,14.7,11.1,2.4,0.9,6.5,19.2,15.9,97,107,0.0,1.3,1.2,.044,-3.7,1.9,-1.8,0.1
8435,Jerome James,2005-06,30,NYK,NBA,45,9,406,6.3,.000,.331,11.6,15.7,13.6,5.2,0.4,4.6,26.9,21.2,84,110,-0.7,0.2,-0.5,-.062,-6.0,-0.5,-6.5,-0.5
8436,Jerome James,2006-07,31,NYK,NBA,41,11,273,5.1,.000,.228,9.2,19.4,14.4,1.8,1.2,4.4,20.9,18.3,81,105,-0.5,0.3,-0.2,-.031,-7.8,-0.4,-8.3,-0.4
8437,Jerome James,2007-08,32,NYK,NBA,2,0,5,45.3,.000,2.000,0.0,70.6,34.2,0.0,0.0,0.0,0.0,16.9,228,100,0.1,0.0,0.1,.613,1.9,-9.5,-7.6,0.0
8438,Jerome James,1998-99,23,SAC,NBA,16,0,42,11.5,.000,.500,15.1,27.5,21.3,4.2,2.4,9.1,23.5,38.9,72,91,-0.2,0.1,-0.1,-.137,-12.5,0.3,-12.2,-0.1
8439,Jerome James,2008-09,33,NYK,NBA,2,0,10,12.5,.000,.000,10.6,22.6,16.4,0.0,5.0,7.3,11.1,39.2,73,96,-0.1,0.0,0.0,-.162,-14.3,-3.1,-17.4,0.0
8440,Jerome James,2001-02,26,SEA,NBA,56,40,949,11.9,.000,.220,11.3,17.5,14.4,3.9,1.4,6.9,19.8,18.3,92,102,-0.4,1.3,0.9,.045,-4.4,2.1,-2.2,-0.1
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
8441,Jerome James,2002-03,27,SEA,NBA,51,16,766,13.1,.000,.397,11.8,21.5,16.6,6.1,0.9,8.4,21.6,21.3,91,98,-0.5,1.3,0.8,.052,-5.2,3.0,-2.1,0.0
8442,Jerome James,2003-04,28,SEA,NBA,65,24,990,11.3,.000,.386,9.4,18.0,13.7,5.3,1.1,4.6,21.3,18.0,96,106,0.1,0.6,0.7,.036,-3.7,0.5,-3.2,-0.3
8443,Henry James,1993-94,28,LAC,NBA,12,0,75,12.5,.429,.119,8.6,11.2,9.9,2.1,1.3,0.0,4.3,25.5,101,111,0.0,0.0,0.1,.041,-1.1,-6.5,-7.6,-0.1
8444,Henry James,1995-96,30,HOU,NBA,7,0,58,9.9,.625,.208,6.0,5.7,5.9,5.7,0.0,0.0,13.2,23.4,106,114,0.1,0.0,0.1,.058,0.1,-6.0,-5.9,-0.1
8445,Henry James,1996-97,31,ATL,NBA,53,15,945,10.2,.592,.118,3.5,6.7,5.1,3.8,0.6,0.1,8.3,17.5,113,109,1.3,0.7,2.0,.103,-0.1,-3.1,-3.1,-0.3
8446,Henry James,1997-98,32,CLE,NBA,28,0,166,10.6,.424,.373,1.5,9.5,5.5,5.3,0.3,0.5,14.9,22.4,105,105,0.2,0.2,0.3,.101,-1.9,-3.6,-5.4,-0.1
8447,Henry James,1990-91,25,CLE,NBA,37,4,505,14.7,.236,.283,6.0,12.1,9.1,10.6,1.5,0.6,11.5,27.9,101,110,0.2,0.4,0.6,.053,-0.3,-3.2,-3.5,-0.2
8448,Henry James,1991-92,26,CLE,NBA,65,5,866,10.0,.223,.189,4.7,9.6,7.2,4.3,0.9,0.7,9.0,24.1,97,112,-0.3,0.5,0.3,.015,-3.1,-4.0,-7.1,-1.1
8449,Henry James,1992-93,27,TOT,NBA,10,0,88,17.1,.255,.510,8.6,5.3,7.0,1.9,1.6,0.0,10.1,32.4,107,113,0.1,0.0,0.2,.084,-0.3,-7.2,-7.5,-0.1
8450,Damion James,2010-11,23,NJN,NBA,25,9,403,10.1,.029,.272,4.8,20.5,12.5,8.1,2.1,2.3,17.8,16.2,90,106,-0.4,0.5,0.1,.015,-5.1,1.7,-3.4,-0.1
8451,Damion James,2011-12,24,NJN,NBA,7,7,170,6.1,.029,.343,4.6,18.3,11.3,2.8,2.2,3.2,23.0,14.1,76,106,-0.3,0.1,-0.2,-.043,-7.3,1.1,-6.3,-0.2
8452,Damion James,2012-13,25,BRK,NBA,2,0,0,,,,,,,,,,,,,,0.0,0.0,0.0,,-5.5,0.3,-5.2,0.0
8453,Damion James,2013-14,26,SAS,NBA,5,1,50,4.1,.222,.222,2.4,23.8,13.5,7.5,0.0,1.4,9.2,9.8,79,104,-0.1,0.1,0.0,.010,-6.7,1.2,-5.5,0.0
8454,Bernard James,2014-15,29,DAL,NBA,16,2,158,16.0,.000,.852,12.5,14.6,13.5,3.4,0.6,7.7,13.9,12.2,125,105,0.4,0.2,0.5,.165,-1.3,2.9,1.6,0.1
8455,Bernard James,2012-13,27,DAL,NBA,46,11,457,14.7,.019,.398,12.9,18.9,16.0,1.9,1.3,6.5,12.9,13.9,111,103,0.5,0.7,1.2,.125,-2.8,1.6,-1.2,0.1
8456,Bernard James,2013-14,28,DAL,NBA,30,0,146,8.5,.043,.478,12.0,21.2,16.6,2.8,1.1,4.5,26.4,11.8,95,106,0.0,0.2,0.1,.040,-4.8,1.1,-3.7,-0.1
8457,Dave Jamerson,1990-91,23,HOU,NBA,37,0,202,12.2,.168,.239,4.8,11.0,7.9,20.8,1.4,0.3,13.8,29.5,95,106,-0.1,0.2,0.1,.026,-2.8,-2.2,-5.0,-0.2
8458,Dave Jamerson,1991-92,24,HOU,NBA,48,0,378,12.6,.147,.141,6.6,6.0,6.3,14.2,2.3,0.0,10.6,26.1,99,111,-0.1,0.3,0.2,.029,-1.8,-2.9,-4.7,-0.3
8459,Dave Jamerson,1993-94,26,TOT,NBA,5,0,14,-8.5,.000,.429,0.0,31.1,15.4,8.9,0.0,0.0,10.7,28.4,33,104,-0.1,0.0,-0.1,-.403,-20.4,-4.5,-24.9,-0.1
