
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
6101,Jeff McInnis,1998-99,24,WAS,NBA,35,6,427,11.0,.261,.209,2.4,3.4,2.9,27.7,2.4,0.2,17.0,19.0,94,107,0.0,0.2,0.2,.019,-1.9,-3.2,-5.1,-0.3
6102,Jeff McInnis,2006-07,32,CHA,NBA,38,3,702,7.7,.044,.177,2.3,8.4,5.2,27.7,1.0,0.0,17.7,15.3,93,112,-0.3,0.3,-0.1,-.004,-4.2,-2.3,-6.5,-0.8
6103,Jeff McInnis,1999-00,25,LAC,NBA,25,10,597,11.8,.113,.091,3.3,10.4,6.7,25.0,1.3,0.2,12.2,16.4,101,113,0.4,0.0,0.3,.027,-1.4,-2.5,-3.9,-0.3
6104,Jeff McInnis,2007-08,33,CHA,NBA,54,26,1410,6.5,.076,.120,1.3,6.6,3.9,23.4,0.9,0.2,22.5,11.0,97,114,-0.2,0.3,0.1,.002,-4.1,-1.9,-6.1,-1.4
6105,Jeff McInnis,2000-01,26,LAC,NBA,81,81,2831,15.6,.154,.173,1.7,7.0,4.4,27.7,1.4,0.2,10.1,18.2,112,108,5.8,1.1,6.9,.117,2.1,-1.8,0.3,1.6
6106,Jim McIlvaine,1997-98,25,SEA,NBA,78,72,1211,9.5,.013,.363,9.7,15.8,12.8,2.3,1.1,8.6,17.3,12.0,97,101,0.0,1.9,1.9,.075,-4.5,3.7,-0.9,0.3
6107,Jim McIlvaine,1998-99,26,NJN,NBA,22,1,269,9.5,.000,.118,12.1,10.0,11.1,1.2,1.8,8.7,19.5,10.9,92,101,0.0,0.3,0.3,.053,-4.4,3.5,-0.9,0.1
6108,Jim McIlvaine,1999-00,27,NJN,NBA,66,53,1048,10.0,.000,.364,10.9,13.6,12.2,5.0,1.3,7.7,17.5,9.2,100,103,0.3,1.2,1.5,.068,-3.5,4.3,0.8,0.7
6109,Jim McIlvaine,2000-01,28,NJN,NBA,18,3,193,6.2,.000,.429,4.6,16.5,10.4,3.2,1.9,5.8,21.3,9.9,81,101,-0.2,0.2,0.1,.015,-6.7,3.0,-3.7,-0.1
6110,Jim McIlvaine,1994-95,22,WSB,NBA,55,0,534,10.0,.000,.577,8.3,14.5,11.3,2.5,1.0,7.9,17.6,8.8,108,108,0.3,0.6,0.8,.074,-4.3,3.3,-1.1,0.1
6111,Jim McIlvaine,1995-96,23,WSB,NBA,80,6,1195,9.7,.000,.724,6.6,15.8,11.3,1.2,0.9,9.9,15.8,8.5,98,103,-0.1,1.9,1.8,.074,-4.9,4.9,0.0,0.6
6112,Jim McIlvaine,1996-97,24,SEA,NBA,82,79,1477,11.1,.025,.388,10.8,16.1,13.5,2.3,1.4,9.5,16.1,11.9,100,99,0.2,2.8,3.0,.098,-4.1,4.7,0.6,1.0
6113,Kevin McHale*,1988-89,31,BOS,NBA,78,74,2876,20.3,.003,.440,9.0,16.3,12.7,9.1,0.4,2.0,11.9,23.7,120,111,8.1,1.9,10.1,.168,3.1,-0.9,2.1,3.0
6114,Kevin McHale*,1980-81,23,BOS,NBA,82,1,1645,16.4,.003,.239,11.2,13.6,12.4,4.8,0.8,5.1,13.0,20.9,108,102,2.3,2.4,4.7,.137,-0.3,0.6,0.3,1.0
6115,Kevin McHale*,1989-90,32,BOS,NBA,82,25,2722,21.8,.058,.373,8.6,18.4,13.7,9.5,0.5,3.3,11.7,24.1,120,107,7.8,3.3,11.1,.195,3.3,0.4,3.7,3.9
6116,Kevin McHale*,1981-82,24,BOS,NBA,82,33,2332,16.9,.000,.283,9.3,16.8,13.1,5.4,0.6,4.3,12.2,19.3,113,102,3.9,3.7,7.5,.155,0.2,1.5,1.7,2.2
6117,Kevin McHale*,1990-91,33,BOS,NBA,68,10,2067,21.2,.041,.302,8.4,16.5,12.8,8.8,0.6,4.0,11.9,23.9,118,106,5.3,2.6,7.9,.182,2.2,0.3,2.5,2.3
6118,Kevin McHale*,1982-83,25,BOS,NBA,82,13,2345,17.6,.001,.301,9.9,15.4,12.7,6.1,0.7,4.5,13.6,19.6,111,102,4.1,3.4,7.5,.154,0.7,1.4,2.0,2.4
6119,Kevin McHale*,1991-92,34,BOS,NBA,56,1,1398,18.5,.021,.257,9.8,15.9,13.0,8.8,0.4,2.5,10.4,24.2,112,108,2.5,1.5,4.0,.136,0.9,-0.6,0.3,0.8
6120,Kevin McHale*,1983-84,26,BOS,NBA,82,10,2577,20.0,.003,.416,9.5,17.1,13.4,6.0,0.4,2.7,10.7,22.3,120,105,7.0,3.5,10.5,.196,2.0,-0.3,1.6,2.4
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
6121,Kevin McHale*,1992-93,35,BOS,NBA,71,0,1656,14.4,.028,.300,6.6,17.8,12.2,6.4,0.5,2.2,11.1,21.7,105,108,1.2,1.6,2.8,.082,-1.9,-0.6,-2.5,-0.2
6122,Kevin McHale*,1984-85,27,BOS,NBA,79,31,2653,20.7,.006,.440,10.0,19.2,14.8,7.4,0.5,2.4,11.0,21.9,122,106,7.6,3.4,11.0,.199,2.5,-0.2,2.3,2.9
6123,Kevin McHale*,1985-86,28,BOS,NBA,68,62,2397,21.6,.000,.429,8.4,16.4,12.7,10.8,0.6,3.1,11.4,22.5,122,103,7.2,3.8,11.0,.220,3.4,1.2,4.6,4.0
6124,Kevin McHale*,1986-87,29,BOS,NBA,77,77,3060,24.0,.003,.392,9.9,17.5,14.0,9.8,0.6,3.1,11.4,24.1,125,106,10.8,4.0,14.8,.232,4.7,0.6,5.2,5.6
6125,Kevin McHale*,1987-88,30,BOS,NBA,64,63,2390,21.9,.000,.476,8.4,17.5,13.3,10.5,0.6,2.2,11.3,22.3,126,110,8.2,2.0,10.2,.205,4.2,-0.1,4.1,3.7
6126,Dominic McGuire,2007-08,22,WAS,NBA,70,1,695,6.6,.058,.311,8.7,14.9,11.7,8.3,1.5,3.1,25.5,10.4,86,109,-0.6,0.6,0.0,-.003,-4.8,1.8,-3.1,-0.2
6127,Dominic McGuire,2008-09,23,WAS,NBA,79,57,2072,10.8,.012,.315,6.2,18.4,12.1,13.8,1.6,2.9,20.0,10.1,103,112,0.5,1.3,1.7,.040,-2.7,2.2,-0.5,0.8
6128,Dominic McGuire,2009-10,24,TOT,NBA,51,2,307,3.8,.000,.135,8.5,21.3,14.8,5.1,0.8,1.0,23.6,10.6,75,109,-0.5,0.3,-0.2,-.038,-7.1,0.2,-6.9,-0.4
6129,Dominic McGuire,2010-11,25,CHA,NBA,52,8,760,10.4,.011,.214,10.0,21.8,15.9,9.0,0.7,3.5,11.2,13.8,100,106,0.1,0.9,0.9,.059,-4.0,1.5,-2.5,-0.1
6130,Dominic McGuire,2011-12,26,GSW,NBA,64,6,1127,11.8,.019,.252,7.4,17.4,12.4,14.0,2.0,2.5,19.4,11.8,103,107,0.6,0.9,1.5,.062,-2.4,2.0,-0.4,0.4
6131,Dominic McGuire,2012-13,27,TOT,NBA,26,10,387,7.7,.000,.179,5.7,18.4,12.0,7.5,1.8,2.3,16.6,8.7,93,106,-0.1,0.4,0.3,.035,-4.2,2.2,-1.9,0.0
6132,Tracy McGrady,2002-03,23,ORL,NBA,75,74,2954,30.3,.247,.400,4.6,14.6,9.5,30.0,2.2,1.5,8.4,35.2,116,104,13.2,2.9,16.1,.262,9.8,-0.1,9.7,8.7
6133,Tracy McGrady,2010-11,31,DET,NBA,72,39,1686,14.9,.171,.251,3.4,15.4,9.1,23.6,2.1,1.6,15.2,18.6,104,110,1.0,1.1,2.1,.061,-0.5,0.2,-0.3,0.7
6134,Tracy McGrady,2003-04,24,ORL,NBA,67,67,2675,25.3,.328,.319,3.9,13.3,8.5,28.3,1.8,1.1,9.1,33.2,110,110,8.1,0.4,8.4,.151,7.9,-2.1,5.8,5.3
6135,Tracy McGrady,2011-12,32,ATL,NBA,52,0,837,13.6,.143,.359,3.3,18.2,10.8,20.8,1.0,1.4,16.5,18.0,102,102,0.5,1.1,1.6,.094,-2.4,0.6,-1.7,0.1
6136,Tracy McGrady,2004-05,25,HOU,NBA,78,78,3182,22.9,.262,.336,2.7,14.8,8.9,28.6,2.3,1.3,9.5,31.2,109,101,6.5,5.4,12.0,.180,4.9,1.9,6.8,7.0
6137,Tracy McGrady,1997-98,18,TOR,NBA,64,17,1179,17.4,.103,.279,9.6,16.2,12.8,14.0,2.2,3.6,12.9,19.1,106,109,1.3,0.7,2.0,.081,-0.5,0.0,-0.5,0.5
