
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
12301,Darwin Cook,1985-86,27,NJN,NBA,79,33,1965,13.1,.085,.177,2.9,7.2,5.0,26.1,3.7,0.7,16.3,16.4,101,105,0.5,2.6,3.0,.074,-0.9,1.0,0.1,1.0
12302,Darwin Cook,1986-87,28,WSB,NBA,82,2,1420,12.5,.037,.166,3.4,7.5,5.4,16.0,3.3,0.7,12.6,21.6,97,107,-0.5,1.7,1.2,.040,-1.9,0.2,-1.7,0.1
12303,Darwin Cook,1988-89,30,TOT,NBA,66,4,1143,11.8,.086,.163,3.0,7.2,5.0,15.6,2.8,0.5,14.7,20.3,98,108,-0.1,1.1,0.9,.039,-2.3,-1.1,-3.3,-0.4
12304,Daequan Cook,2007-08,20,MIA,NBA,59,19,1441,7.9,.463,.111,1.6,13.3,7.4,9.1,0.8,0.5,10.5,19.8,93,113,-1.0,0.6,-0.4,-.013,-2.8,-2.3,-5.1,-1.1
12305,Daequan Cook,2008-09,21,MIA,NBA,75,4,1833,10.3,.612,.087,1.2,11.2,6.2,6.2,1.1,0.4,5.9,18.2,104,111,0.9,1.3,2.2,.056,-0.7,-2.3,-3.0,-0.5
12306,Daequan Cook,2009-10,22,MIA,NBA,45,3,691,7.5,.498,.099,1.5,12.3,7.0,9.8,1.1,1.2,8.3,19.6,90,107,-0.7,0.8,0.1,.010,-3.4,-1.1,-4.5,-0.4
12307,Daequan Cook,2010-11,23,OKC,NBA,43,0,598,12.8,.851,.110,1.6,12.1,7.0,5.3,1.2,0.1,8.2,15.7,122,110,1.2,0.4,1.6,.126,2.5,-2.7,-0.2,0.3
12308,Daequan Cook,2011-12,24,OKC,NBA,57,22,989,9.2,.770,.074,1.5,11.9,7.0,2.3,1.1,0.8,5.0,14.7,106,107,0.8,0.8,1.6,.078,-0.2,-2.4,-2.6,-0.1
12309,Daequan Cook,2012-13,25,TOT,NBA,49,1,441,5.8,.545,.072,1.8,14.1,7.9,6.7,0.9,1.2,8.0,19.2,85,107,-0.6,0.4,-0.2,-.019,-4.8,-2.2,-7.0,-0.6
12310,Brian Cook,2004-05,24,LAL,NBA,72,0,1087,14.1,.472,.088,6.6,15.8,11.2,5.7,1.1,1.8,6.2,19.4,111,111,1.5,0.5,2.0,.088,0.3,-2.6,-2.3,-0.1
12311,Brian Cook,2005-06,25,LAL,NBA,81,46,1535,15.6,.164,.198,6.8,14.2,10.5,8.3,1.3,1.6,9.9,18.3,116,106,3.0,1.5,4.5,.142,0.1,-0.8,-0.7,0.5
12312,Brian Cook,2006-07,26,LAL,NBA,65,24,1018,14.8,.282,.115,7.1,17.6,12.4,10.8,1.3,2.0,10.6,21.2,105,108,0.9,0.8,1.8,.083,-0.6,-1.3,-1.9,0.0
12313,Brian Cook,2007-08,27,TOT,NBA,51,2,629,8.6,.491,.090,5.3,14.2,10.0,6.8,1.1,1.4,13.8,20.5,94,106,-0.4,0.7,0.4,.029,-2.6,-1.1,-3.7,-0.3
12314,Brian Cook,2008-09,28,TOT,NBA,30,0,171,7.6,.395,.079,4.8,16.1,10.6,5.1,0.9,1.3,14.2,24.8,88,103,-0.3,0.3,0.0,-.001,-5.3,-1.7,-6.9,-0.2
12315,Brian Cook,2009-10,29,HOU,NBA,15,0,44,2.4,.391,.304,2.5,21.6,11.7,3.7,0.0,3.3,18.7,32.2,72,108,-0.2,0.0,-0.2,-.191,-11.4,-4.4,-15.8,-0.2
12316,Brian Cook,2010-11,30,LAC,NBA,40,0,447,11.6,.465,.141,5.0,20.0,12.6,5.6,1.4,1.9,12.2,20.5,101,107,0.1,0.5,0.6,.064,-1.8,-1.6,-3.5,-0.2
12317,Brian Cook,2003-04,23,LAL,NBA,35,2,442,14.0,.035,.199,7.8,18.2,12.9,7.4,1.9,2.7,10.0,17.3,104,99,0.5,0.7,1.1,.122,-2.0,0.9,-1.1,0.1
12318,Brian Cook,2011-12,31,TOT,NBA,32,0,276,5.8,.510,.102,4.1,22.3,13.1,5.7,1.1,1.5,9.7,18.7,85,105,-0.3,0.3,-0.1,-.011,-4.8,-2.1,-6.9,-0.3
12319,Anthony Cook,1990-91,23,DEN,NBA,58,25,1121,10.7,.011,.456,10.3,17.9,13.7,2.6,1.3,3.4,12.8,12.3,100,113,0.0,0.5,0.5,.022,-4.1,0.1,-4.0,-0.6
12320,Anthony Cook,1991-92,24,DEN,NBA,22,0,115,15.8,.000,.240,11.5,20.9,15.9,2.5,2.1,2.1,9.8,10.8,128,106,0.2,0.2,0.4,.155,-1.9,0.1,-1.8,0.0
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
12321,Anthony Cook,1993-94,26,TOT,NBA,25,0,203,11.3,.019,.463,10.7,21.6,15.8,3.1,0.8,4.6,15.6,16.4,93,107,-0.1,0.2,0.1,.020,-5.9,-0.9,-6.7,-0.2
12322,Anthony Cook,1995-96,28,POR,NBA,11,0,60,7.6,.125,.250,9.5,13.2,11.4,5.1,0.0,1.2,5.3,13.7,101,108,0.0,0.1,0.1,.057,-4.0,-1.1,-5.2,0.0
12323,Will Conroy,2006-07,24,TOT,NBA,7,0,52,1.1,.000,1.333,6.9,9.1,8.1,23.6,0.0,0.0,29.6,6.0,72,114,-0.1,0.0,-0.1,-.062,-6.5,-1.5,-8.0,-0.1
12324,Will Conroy,2009-10,27,HOU,NBA,5,0,36,-2.4,.300,.200,0.0,9.9,4.8,28.0,0.0,0.0,26.9,18.3,63,113,-0.2,0.0,-0.1,-.192,-10.2,-3.8,-14.0,-0.1
12325,Will Conroy,2012-13,30,MIN,NBA,4,0,20,-15.2,.333,.222,5.5,0.0,2.9,0.0,0.0,0.0,0.0,22.1,21,115,-0.2,0.0,-0.2,-.433,-15.9,-6.8,-22.8,-0.1
12326,Lester Conner,1987-88,28,HOU,NBA,52,3,399,13.6,.065,.380,5.3,4.7,5.0,19.6,4.5,0.1,20.7,16.0,103,104,0.1,0.6,0.7,.090,-1.2,1.2,0.0,0.2
12327,Lester Conner,1988-89,29,NJN,NBA,82,63,2532,17.2,.055,.398,4.3,11.6,7.8,33.2,3.4,0.1,18.6,15.8,112,108,3.6,2.6,6.2,.118,1.2,1.3,2.4,2.8
12328,Lester Conner,1989-90,30,NJN,NBA,82,61,2355,12.8,.023,.373,3.8,8.4,6.0,23.3,3.5,0.2,17.1,13.7,105,108,1.1,2.6,3.7,.075,-1.2,1.5,0.3,1.4
12329,Lester Conner,1990-91,31,TOT,NBA,74,4,1008,13.3,.024,.454,2.3,10.4,6.2,21.9,4.2,0.1,18.9,12.6,108,105,0.7,1.4,2.1,.102,-2.0,1.3,-0.7,0.3
12330,Lester Conner,1982-83,23,GSW,NBA,75,10,1416,14.0,.013,.373,5.1,12.0,8.4,21.9,3.8,0.3,21.9,12.5,106,105,1.2,1.5,2.7,.092,-0.3,1.6,1.3,1.2
12331,Lester Conner,1991-92,32,MIL,NBA,81,9,1420,13.3,.029,.481,4.9,10.1,7.4,27.1,3.4,0.4,21.4,10.9,112,109,1.4,1.3,2.7,.091,-1.2,0.8,-0.4,0.6
12332,Lester Conner,1983-84,24,GSW,NBA,82,82,2573,15.1,.008,.355,5.2,7.9,6.5,20.9,2.9,0.3,14.5,14.9,114,109,3.6,2.3,5.9,.110,0.9,0.7,1.6,2.3
12333,Lester Conner,1992-93,33,LAC,NBA,31,0,422,11.3,.000,.306,4.1,8.8,6.4,18.6,3.9,0.6,23.0,8.9,110,106,0.3,0.6,0.8,.096,-2.1,2.0,-0.1,0.2
12334,Lester Conner,1984-85,25,GSW,NBA,79,49,2258,13.1,.037,.352,4.0,8.6,6.1,21.2,3.3,0.3,18.0,13.3,107,112,1.5,1.3,2.8,.060,-0.5,0.7,0.3,1.3
12335,Lester Conner,1993-94,34,IND,NBA,11,0,169,12.0,.079,.158,7.1,9.2,8.2,25.5,4.3,0.4,18.1,12.9,97,102,0.0,0.3,0.3,.075,-1.5,2.2,0.7,0.1
12336,Lester Conner,1994-95,35,LAL,NBA,2,0,5,18.0,,,0.0,0.0,0.0,0.0,10.1,0.0,0.0,7.6,250,96,0.0,0.0,0.0,.440,6.1,4.6,10.8,0.0
12337,Lester Conner,1985-86,26,GSW,NBA,36,0,413,12.8,.051,.397,6.3,10.1,8.1,13.0,2.7,0.1,8.6,16.6,106,111,0.3,0.2,0.5,.061,-1.2,-0.6,-1.8,0.0
12338,Pat Connaughton,2015-16,23,POR,NBA,34,0,143,4.6,.429,.102,8.3,15.9,12.1,9.9,0.7,0.0,16.3,18.7,80,111,-0.3,0.1,-0.2,-.076,-5.8,-2.4,-8.2,-0.2
