
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
9801,Donte Greene,2011-12,23,SAC,NBA,53,7,777,11.8,.395,.207,2.6,16.9,9.4,6.8,1.2,2.7,9.9,18.0,100,110,0.3,0.3,0.7,.041,-2.3,-1.3,-3.6,-0.3
9802,Donte Greene,2008-09,20,SAC,NBA,55,4,725,5.2,.424,.144,3.0,10.9,6.9,6.4,1.1,1.4,12.8,17.8,84,116,-1.2,0.1,-1.1,-.074,-5.1,-2.7,-7.8,-1.1
9803,Willie Green,2008-09,27,PHI,NBA,81,60,1828,11.1,.245,.129,1.9,6.4,4.1,14.4,1.5,0.6,8.4,18.9,105,112,1.1,1.2,2.3,.060,-0.9,-1.7,-2.7,-0.3
9804,Willie Green,2009-10,28,PHI,NBA,73,18,1553,12.8,.250,.210,1.5,8.4,4.9,15.8,1.1,0.6,10.1,19.4,109,114,1.8,0.3,2.2,.067,-0.3,-3.0,-3.3,-0.5
9805,Willie Green,2010-11,29,NOH,NBA,77,13,1674,10.8,.255,.164,1.6,10.2,5.9,7.6,1.2,0.6,9.3,20.5,100,108,0.3,1.5,1.8,.052,-1.9,-1.2,-3.1,-0.5
9806,Willie Green,2003-04,22,PHI,NBA,53,0,767,10.8,.171,.227,2.5,7.5,5.0,14.1,1.8,0.5,13.1,27.7,89,105,-0.7,0.6,0.0,-.003,-3.0,-2.9,-5.9,-0.8
9807,Willie Green,2011-12,30,ATL,NBA,53,2,922,13.9,.348,.172,1.9,8.2,5.1,7.4,1.3,0.5,8.6,19.5,110,105,1.4,0.9,2.4,.122,0.3,-2.0,-1.7,0.1
9808,Willie Green,2004-05,23,PHI,NBA,57,21,1066,9.6,.248,.296,2.3,11.9,7.0,15.7,1.6,0.4,13.6,23.0,91,106,-0.9,1.1,0.1,.007,-3.8,-1.5,-5.3,-0.9
9809,Willie Green,2012-13,31,LAC,NBA,72,60,1188,11.8,.430,.083,1.7,7.9,4.9,7.1,1.3,0.8,7.2,16.6,113,108,1.7,0.9,2.5,.103,0.3,-1.8,-1.5,0.2
9810,Willie Green,2005-06,24,PHI,NBA,10,2,153,8.6,.288,.076,0.8,10.7,5.7,5.7,0.7,0.0,15.0,23.9,90,112,-0.2,0.0,-0.1,-.038,-4.5,-4.8,-9.3,-0.3
9811,Willie Green,2013-14,32,LAC,NBA,55,9,869,7.1,.446,.125,1.6,8.2,5.0,8.3,1.3,1.0,10.6,16.3,96,108,-0.2,0.7,0.5,.028,-2.6,-0.8,-3.4,-0.3
9812,Willie Green,2006-07,25,PHI,NBA,74,36,1842,10.3,.181,.128,2.7,7.5,5.1,11.2,1.6,0.2,10.4,25.7,91,110,-1.8,1.1,-0.7,-.018,-2.9,-2.6,-5.5,-1.6
