
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
12501,Keon Clark,2000-01,25,TOT,NBA,81,3,1720,15.6,.002,.462,8.6,19.6,14.0,6.8,1.0,6.3,12.6,18.6,102,101,1.5,2.2,3.7,.104,-2.3,2.1,-0.3,0.7
12502,Keon Clark,2001-02,26,TOR,NBA,81,31,2185,16.7,.006,.297,9.3,22.9,15.8,7.1,1.4,4.2,13.8,21.2,102,99,1.7,3.6,5.3,.116,-2.0,1.6,-0.5,0.8
12503,Keon Clark,2002-03,27,SAC,NBA,80,11,1780,13.9,.009,.284,8.8,17.9,13.6,6.5,1.1,5.6,15.6,14.9,103,97,1.3,3.4,4.7,.127,-2.5,3.6,1.1,1.4
12504,Keon Clark,2003-04,28,UTA,NBA,2,0,27,8.8,.000,.000,4.5,28.0,16.1,6.1,2.1,0.0,0.0,10.3,91,100,0.0,0.0,0.0,.058,-5.6,0.0,-5.5,0.0
12505,Keon Clark,1998-99,23,DEN,NBA,28,0,409,11.3,.013,.463,9.9,17.5,13.6,4.0,1.3,5.4,17.9,13.0,97,107,0.1,0.2,0.2,.029,-3.8,1.2,-2.6,-0.1
12506,Keon Clark,1999-00,24,DEN,NBA,81,20,1850,15.9,.015,.333,9.5,20.4,14.9,6.2,1.2,4.2,17.1,17.2,106,103,2.0,2.2,4.2,.109,-1.5,1.4,-0.1,0.9
12507,Ian Clark,2013-14,22,UTA,NBA,23,0,172,9.2,.463,.104,1.9,11.1,6.4,14.7,2.4,0.9,16.7,22.4,90,111,-0.2,0.1,-0.1,-.025,-2.6,-2.1,-4.7,-0.1
12508,Ian Clark,2014-15,23,TOT,NBA,30,0,192,8.8,.545,.164,2.4,7.1,4.8,9.7,2.4,1.2,13.2,16.0,99,106,0.0,0.2,0.2,.050,-2.0,-0.8,-2.8,0.0
12509,Ian Clark,2015-16,24,GSW,NBA,66,1,578,11.5,.416,.168,2.6,9.7,6.3,15.3,1.4,1.7,16.5,19.5,102,106,0.3,0.6,0.9,.075,-1.8,-1.3,-3.0,-0.2
12510,Earl Clark,2014-15,27,BRK,NBA,10,0,93,6.7,.467,.133,1.2,26.5,13.9,5.0,1.7,3.5,15.9,18.5,76,102,-0.2,0.1,-0.1,-.037,-6.6,0.5,-6.1,-0.1
12511,Earl Clark,2009-10,22,PHO,NBA,51,0,383,8.5,.033,.238,5.6,12.3,9.1,7.8,0.9,2.4,12.1,21.9,89,111,-0.5,0.2,-0.3,-.033,-5.8,-1.1,-6.9,-0.5
12512,Earl Clark,2010-11,23,TOT,NBA,42,0,464,10.1,.032,.297,9.5,15.7,12.7,3.1,0.9,3.0,13.5,20.5,91,103,-0.4,0.7,0.3,.030,-5.9,-0.1,-6.0,-0.5
12513,Earl Clark,2011-12,24,ORL,NBA,45,1,559,8.1,.000,.209,7.1,18.6,12.8,5.2,1.2,4.5,14.1,14.8,87,101,-0.5,0.8,0.3,.027,-6.2,2.4,-3.8,-0.3
12514,Earl Clark,2012-13,25,LAL,NBA,59,36,1363,12.4,.269,.197,6.8,19.1,13.1,7.4,1.3,2.3,12.9,15.7,103,105,0.7,1.5,2.3,.080,-2.0,1.0,-0.9,0.4
12515,Earl Clark,2013-14,26,TOT,NBA,54,17,768,9.1,.467,.130,3.2,18.2,10.5,3.7,1.1,2.8,10.1,17.9,92,107,-0.4,0.8,0.3,.020,-3.9,-0.9,-4.8,-0.5
12516,Carlos Clark,1983-84,23,BOS,NBA,31,0,127,12.1,.038,.346,6.5,8.6,7.6,17.7,3.0,0.4,16.7,23.3,95,104,-0.1,0.2,0.1,.048,-3.0,-0.3,-3.3,0.0
12517,Carlos Clark,1984-85,24,BOS,NBA,62,3,562,8.9,.033,.349,6.0,7.5,6.8,10.3,2.9,0.2,19.3,15.8,96,106,-0.2,0.7,0.5,.044,-3.1,0.4,-2.7,-0.1
12518,Robert Churchwell,1995-96,23,GSW,NBA,4,0,20,1.2,.000,.000,0.0,17.4,8.6,8.0,0.0,0.0,20.0,21.8,68,114,-0.1,0.0,-0.1,-.166,-11.2,-3.7,-14.9,-0.1
