
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1501,Jan Van Breda Kolff,1981-82,30,NJN,NBA,41,0,452,10.2,.024,.927,4.2,7.8,6.0,8.9,1.2,1.7,20.1,12.8,114,105,0.6,0.5,1.1,.119,-2.2,0.6,-1.7,0.0
1502,Jan Van Breda Kolff,1982-83,31,NJN,NBA,13,0,63,8.6,.000,.429,3.6,19.5,11.7,9.8,1.5,1.9,15.3,12.3,99,98,0.0,0.1,0.1,.095,-5.0,1.7,-3.3,0.0
1503,Ronnie Valentine,1980-81,23,DEN,NBA,24,,123,10.3,.020,.194,8.1,17.0,12.4,8.8,2.5,1.7,13.1,36.9,80,106,-0.4,0.1,-0.3,-.128,-6.7,-3.8,-10.4,-0.3
1504,Darnell Valentine,1981-82,22,POR,NBA,82,14,1387,13.1,.020,.442,3.9,8.1,6.0,24.9,3.2,0.1,19.0,19.8,100,107,0.3,1.4,1.7,.059,-1.4,-0.4,-1.8,0.1
1505,Darnell Valentine,1982-83,23,POR,NBA,47,36,1298,17.3,.002,.463,2.9,7.2,5.1,31.6,3.7,0.2,19.1,21.4,105,103,1.7,1.7,3.4,.124,1.1,0.1,1.1,1.0
1506,Darnell Valentine,1983-84,24,POR,NBA,68,60,1893,13.8,.005,.439,3.0,5.0,4.0,26.6,2.7,0.2,18.2,17.4,109,109,2.1,1.6,3.7,.093,-0.1,-1.1,-1.2,0.4
1507,Darnell Valentine,1984-85,25,POR,NBA,75,59,2278,15.1,.003,.427,2.7,8.1,5.4,28.9,2.9,0.1,19.4,17.4,109,108,2.6,2.4,5.0,.106,0.2,-0.3,-0.1,1.1
1508,Darnell Valentine,1985-86,26,TOT,NBA,62,29,1217,12.4,.036,.451,2.9,8.6,5.8,26.9,2.7,0.1,19.8,19.0,99,110,0.1,0.9,1.0,.038,-1.6,-1.0,-2.6,-0.2
1509,Darnell Valentine,1986-87,27,LAC,NBA,65,52,1759,14.5,.083,.298,2.2,7.6,4.7,37.3,3.1,0.3,18.0,21.0,100,112,0.0,1.1,1.1,.029,-0.9,-1.6,-2.5,-0.2
1510,Darnell Valentine,1987-88,28,LAC,NBA,79,31,1636,13.5,.062,.255,2.3,8.0,5.1,34.9,3.6,0.3,20.0,18.4,97,106,-0.5,2.0,1.5,.043,-2.3,-0.1,-2.4,-0.1
1511,Darnell Valentine,1988-89,29,CLE,NBA,77,4,1086,11.5,.044,.351,2.4,8.0,5.3,21.3,2.6,0.4,18.4,17.7,100,105,0.1,1.5,1.7,.074,-2.9,0.0,-2.8,-0.2
1512,Darnell Valentine,1990-91,31,CLE,NBA,65,60,1841,13.5,.050,.347,2.3,8.5,5.4,27.4,2.7,0.4,18.1,16.5,107,109,1.5,1.7,3.1,.082,-0.8,-0.2,-1.1,0.4
1513,Jonas Valanciunas,2012-13,20,TOR,NBA,62,57,1482,15.6,.000,.505,9.6,20.5,14.9,5.0,0.6,4.2,17.4,16.9,113,106,2.5,1.5,3.9,.127,-1.3,0.9,-0.4,0.6
1514,Jonas Valanciunas,2013-14,21,TOR,NBA,81,81,2282,16.1,.001,.385,11.5,25.1,18.2,4.2,0.5,2.5,14.7,18.5,112,104,3.5,3.2,6.7,.141,-1.6,0.2,-1.4,0.3
1515,Jonas Valanciunas,2014-15,22,TOR,NBA,80,80,2096,20.6,.002,.423,11.8,26.3,19.1,3.1,0.8,3.6,12.4,19.1,121,105,5.8,2.4,8.2,.189,0.1,-0.6,-0.5,0.8
1516,Jonas Valanciunas,2015-16,23,TOR,NBA,60,59,1557,22.6,.000,.397,13.8,26.3,20.1,4.8,0.8,4.2,11.9,20.9,120,102,4.5,2.4,6.9,.211,0.7,0.4,1.1,1.2
1517,Ben Uzoh,2010-11,22,NJN,NBA,42,0,438,14.7,.056,.389,7.9,8.6,8.2,26.7,1.6,1.4,12.9,20.5,103,111,0.2,0.2,0.5,.054,-0.9,-0.8,-1.7,0.0
1518,Ben Uzoh,2011-12,23,TOT,NBA,18,8,370,10.9,.010,.192,6.0,15.1,10.6,26.8,2.5,0.7,15.0,16.1,91,103,-0.2,0.4,0.2,.032,-2.8,1.6,-1.2,0.1
1519,Kelvin Upshaw,1988-89,26,TOT,NBA,32,0,617,10.3,.071,.123,1.8,7.2,4.5,26.5,2.1,0.3,19.8,18.6,97,111,-0.1,0.4,0.3,.021,-2.3,-2.0,-4.4,-0.4
