
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
11501,Vlade Divac,2003-04,35,SAC,NBA,81,81,2317,16.3,.019,.389,6.8,15.6,11.3,28.7,1.3,2.3,18.1,18.6,106,105,3.5,1.8,5.3,.110,0.2,1.0,1.1,1.8
11502,Vlade Divac,1995-96,27,LAL,NBA,79,79,2470,17.4,.022,.366,9.5,22.2,16.0,16.3,1.6,3.7,17.5,20.6,106,103,2.2,4.0,6.1,.119,-0.3,3.1,2.8,3.0
11503,Vlade Divac,1996-97,28,CHH,NBA,81,80,2840,17.9,.055,.306,10.6,20.0,15.5,17.5,2.0,4.7,16.7,19.1,108,104,3.4,3.9,7.3,.123,0.7,4.0,4.7,4.8
11504,Vlade Divac,2004-05,36,LAL,NBA,15,0,130,10.5,.000,.387,15.7,12.1,13.9,23.1,1.6,0.6,27.8,17.5,97,112,0.0,0.0,0.0,.013,-2.0,-0.4,-2.4,0.0
11505,Vlade Divac,1997-98,29,CHH,NBA,64,41,1805,19.4,.026,.351,12.4,22.2,17.3,15.8,2.5,3.8,15.6,18.8,110,100,2.9,3.0,5.9,.157,1.4,3.8,5.2,3.3
11506,Vlade Divac,1989-90,21,LAL,NBA,82,5,1611,17.5,.009,.393,12.3,23.7,18.2,6.7,2.4,4.2,14.6,20.0,108,100,1.7,3.2,5.0,.148,-1.0,2.5,1.5,1.4
11507,Vlade Divac,1998-99,30,SAC,NBA,50,50,1761,18.0,.077,.458,8.4,21.5,15.0,19.2,1.2,1.8,16.4,19.4,108,101,3.1,2.1,5.2,.142,0.8,1.8,2.7,2.1
11508,Vlade Divac,1990-91,22,LAL,NBA,82,81,2310,17.7,.022,.438,10.8,22.2,16.7,5.8,2.3,3.3,16.1,17.1,114,99,3.6,4.8,8.3,.173,0.3,3.4,3.7,3.3
11509,Vlade Divac,1999-00,31,SAC,NBA,82,81,2374,18.0,.034,.436,7.6,21.3,14.4,15.4,2.1,2.8,17.3,19.3,106,98,3.0,4.1,7.2,.145,-0.1,3.5,3.4,3.2
11510,Vlade Divac,1991-92,23,LAL,NBA,36,18,979,15.9,.060,.353,10.0,18.9,14.4,9.5,2.9,2.2,19.4,20.3,103,104,0.4,1.5,1.8,.090,-0.8,2.0,1.2,0.8
11511,Vlade Divac,2000-01,32,SAC,NBA,81,81,2420,17.7,.019,.464,9.5,20.2,15.0,15.2,1.8,2.6,17.4,20.1,105,97,3.1,4.3,7.4,.147,-0.1,2.9,2.8,2.9
11512,Vlade Divac,1992-93,24,LAL,NBA,82,69,2525,17.1,.092,.416,9.8,23.2,16.5,13.6,2.5,3.4,18.1,20.0,104,103,1.5,4.1,5.6,.107,-0.1,3.4,3.2,3.3
11513,Vlade Divac,2001-02,33,SAC,NBA,80,80,2420,17.0,.018,.475,9.2,20.2,14.8,17.9,1.6,2.6,15.4,18.4,107,99,3.1,4.2,7.3,.145,0.1,3.3,3.3,3.3
11514,Vlade Divac,1993-94,25,LAL,NBA,79,73,2685,18.8,.053,.339,10.9,24.0,17.2,17.2,1.7,2.6,15.7,19.1,110,105,4.2,3.2,7.4,.132,1.5,2.3,3.8,3.9
11515,DeSagana Diop,2002-03,21,CLE,NBA,80,1,943,6.7,.000,.195,7.3,18.4,12.8,6.9,1.8,6.1,25.1,10.3,74,102,-1.4,1.2,-0.2,-.012,-6.9,3.4,-3.5,-0.3
11516,DeSagana Diop,2010-11,29,CHA,NBA,16,0,181,5.4,.000,.458,8.0,18.9,13.4,5.7,1.2,6.7,27.6,10.3,73,104,-0.3,0.3,-0.1,-.016,-7.4,4.2,-3.3,-0.1
11517,DeSagana Diop,2003-04,22,CLE,NBA,56,3,730,10.4,.000,.136,10.9,19.2,15.1,7.1,1.9,5.0,15.7,11.3,93,100,-0.1,1.1,1.0,.063,-3.7,3.0,-0.7,0.2
11518,DeSagana Diop,2011-12,30,CHA,NBA,27,9,325,6.8,.000,.143,11.2,19.0,15.0,11.0,1.0,3.0,29.9,9.0,81,109,-0.3,0.2,-0.2,-.025,-5.8,1.7,-4.1,-0.2
11519,DeSagana Diop,2004-05,23,CLE,NBA,39,0,306,6.3,.029,.072,11.3,15.8,13.5,7.1,1.4,6.6,14.4,12.3,77,103,-0.5,0.4,0.0,-.006,-6.4,3.3,-3.0,-0.1
11520,DeSagana Diop,2012-13,31,CHA,NBA,22,1,226,6.6,.037,.037,4.9,21.4,12.9,8.5,1.2,5.7,22.6,7.1,74,108,-0.3,0.2,-0.1,-.017,-7.1,3.0,-4.1,-0.1
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
11521,DeSagana Diop,2005-06,24,DAL,NBA,81,45,1510,11.5,.013,.468,11.8,17.9,14.9,2.2,1.6,7.4,16.2,6.9,116,100,1.3,2.7,4.1,.130,-1.4,4.8,3.4,2.1
11522,DeSagana Diop,2006-07,25,DAL,NBA,81,9,1480,10.6,.007,.570,13.8,21.6,17.8,2.8,1.4,5.8,25.0,7.9,107,98,0.7,3.1,3.8,.123,-2.3,4.7,2.4,1.7
11523,DeSagana Diop,2007-08,26,TOT,NBA,79,23,1295,12.5,.000,.389,14.6,20.3,17.5,4.6,1.1,5.1,21.6,9.6,111,103,1.0,2.0,3.0,.113,-2.2,3.3,1.1,1.0
11524,DeSagana Diop,2008-09,27,TOT,NBA,75,1,1036,9.7,.000,.386,13.3,18.2,15.8,4.6,1.5,4.3,16.3,10.8,97,104,-0.2,1.6,1.4,.065,-3.9,3.0,-0.9,0.3
11525,DeSagana Diop,2001-02,20,CLE,NBA,18,1,109,3.2,.000,.172,5.4,12.8,9.2,7.3,0.5,6.7,27.8,18.2,67,107,-0.4,0.1,-0.3,-.124,-9.1,1.1,-8.0,-0.2
11526,DeSagana Diop,2009-10,28,CHA,NBA,27,0,262,7.8,.000,.310,11.2,18.5,15.0,2.9,1.0,4.4,26.7,8.0,94,101,-0.1,0.5,0.4,.072,-5.0,3.0,-2.0,0.0
11527,Ike Diogu,2005-06,22,GSW,NBA,69,14,1031,15.8,.000,.503,10.0,14.9,12.4,4.9,0.7,2.2,16.1,21.0,111,107,1.7,1.0,2.6,.123,-2.0,-1.1,-3.1,-0.3
11528,Ike Diogu,2006-07,23,TOT,NBA,59,2,760,14.9,.000,.526,11.0,19.5,15.2,5.7,0.5,2.6,17.0,22.9,105,106,0.7,0.8,1.5,.094,-3.3,-1.5,-4.9,-0.5
11529,Ike Diogu,2007-08,24,IND,NBA,30,1,305,17.2,.000,.351,13.3,17.1,15.2,5.7,1.1,0.7,11.4,24.8,109,108,0.4,0.3,0.7,.115,-2.1,-3.0,-5.0,-0.2
11530,Ike Diogu,2008-09,25,TOT,NBA,29,1,215,20.3,.027,.716,14.4,16.6,15.5,2.7,0.7,1.1,11.0,23.2,121,114,0.6,0.1,0.7,.158,-0.4,-5.2,-5.6,-0.2
11531,Ike Diogu,2010-11,27,LAC,NBA,36,0,470,13.7,.000,.419,10.3,18.3,14.3,0.7,0.3,0.5,11.2,18.7,113,111,0.7,0.3,1.0,.104,-2.9,-4.7,-7.6,-0.7
11532,Ike Diogu,2011-12,28,SAS,NBA,2,0,14,-2.9,.000,1.000,0.0,8.0,4.1,0.0,0.0,0.0,25.8,12.6,58,110,0.0,0.0,0.0,-.116,-10.0,-2.6,-12.5,0.0
11533,Spencer Dinwiddie,2015-16,22,DET,NBA,12,0,159,8.9,.185,.611,2.6,9.3,5.8,20.9,1.0,0.0,9.3,20.7,97,109,0.0,0.1,0.1,.028,-3.1,-2.0,-5.1,-0.1
11534,Spencer Dinwiddie,2014-15,21,DET,NBA,34,1,455,10.2,.385,.201,0.9,10.9,5.7,34.9,2.2,1.0,15.2,21.1,92,107,-0.3,0.4,0.1,.009,-2.6,-1.5,-4.2,-0.2
11535,Byron Dinkins,1989-90,22,HOU,NBA,33,0,362,10.9,.083,.275,3.9,7.7,5.8,27.3,2.5,0.3,23.2,17.8,95,105,-0.2,0.5,0.3,.043,-3.7,-0.4,-4.1,-0.2
11536,Byron Dinkins,1990-91,23,TOT,NBA,12,0,149,4.6,.000,.265,0.0,8.5,4.5,16.6,0.7,0.0,25.5,14.3,86,109,-0.2,0.1,0.0,-.010,-6.2,-1.7,-7.9,-0.2
11537,Mickey Dillard,1981-82,23,CLE,NBA,33,0,221,7.0,.051,.291,2.9,4.9,3.8,21.1,1.8,0.5,16.0,19.8,88,114,-0.3,0.0,-0.2,-.051,-4.4,-3.0,-7.4,-0.3
11538,Coby Dietrick,1979-80,31,CHI,NBA,79,,1830,12.1,.018,.236,6.4,15.7,11.1,16.4,2.3,1.6,16.9,14.8,102,105,0.8,2.1,2.9,.076,-1.2,1.8,0.6,1.2
11539,Coby Dietrick,1980-81,32,CHI,NBA,82,,1243,11.8,.019,.347,7.6,16.4,12.1,12.6,1.8,2.4,19.3,15.0,102,104,0.5,1.5,2.1,.080,-1.8,1.4,-0.4,0.5
11540,Coby Dietrick,1981-82,33,CHI,NBA,74,0,999,10.8,.005,.270,7.5,13.6,10.7,11.5,2.4,1.7,16.4,11.2,106,106,0.5,1.1,1.7,.080,-1.6,1.9,0.3,0.6
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
11541,Coby Dietrick,1982-83,34,SAS,NBA,8,0,34,4.9,.000,.400,6.7,18.6,12.8,19.5,1.4,0.0,14.5,8.1,81,106,0.0,0.0,0.0,-.004,-4.7,0.9,-3.8,0.0
11542,Gorgui Dieng,2013-14,24,MIN,NBA,60,15,818,16.5,.004,.410,13.4,26.9,20.0,7.2,1.8,4.6,16.8,16.8,106,100,0.7,1.5,2.2,.129,-2.4,3.1,0.7,0.5
11543,Gorgui Dieng,2014-15,25,MIN,NBA,73,49,2193,17.2,.012,.477,11.3,20.8,15.9,10.5,1.6,4.5,16.9,15.0,113,108,3.4,1.5,4.9,.108,0.1,2.4,2.5,2.5
11544,Gorgui Dieng,2015-16,26,MIN,NBA,82,39,2220,17.1,.035,.428,8.3,22.1,15.3,10.1,2.1,3.5,16.9,16.7,113,106,3.4,2.5,5.9,.127,0.0,2.4,2.4,2.5
11545,Travis Diener,2005-06,23,ORL,NBA,23,0,246,12.6,.826,.087,2.1,8.3,5.3,10.6,1.5,0.0,12.2,15.7,118,110,0.5,0.1,0.6,.115,2.5,-2.7,-0.2,0.1
11546,Travis Diener,2006-07,24,ORL,NBA,26,0,288,11.6,.625,.188,1.3,6.3,3.9,20.0,0.7,0.0,13.1,16.0,115,110,0.5,0.2,0.7,.113,1.0,-3.5,-2.6,0.0
11547,Travis Diener,2007-08,25,IND,NBA,66,21,1356,12.2,.542,.165,2.0,7.3,4.6,27.7,1.3,0.2,10.7,16.5,111,111,1.7,0.8,2.5,.088,0.2,-2.7,-2.5,-0.2
11548,Travis Diener,2008-09,26,IND,NBA,55,0,719,13.7,.659,.084,0.9,12.4,6.6,23.9,1.8,0.5,10.2,12.5,122,110,1.3,0.6,1.9,.125,0.8,-1.3,-0.5,0.3
11549,Travis Diener,2009-10,27,TOT,NBA,9,0,51,7.6,.700,.400,0.0,6.8,3.4,21.8,4.0,0.0,0.0,10.5,85,105,0.0,0.1,0.0,.019,-3.6,-0.3,-3.9,0.0
11550,Michael Dickerson,1998-99,23,HOU,NBA,50,50,1558,11.5,.355,.156,2.1,4.0,3.1,10.4,0.9,0.5,11.8,16.9,107,109,2.0,0.2,2.2,.069,0.4,-2.3,-1.9,0.1
11551,Michael Dickerson,1999-00,24,VAN,NBA,82,82,3103,15.6,.229,.255,3.0,7.8,5.4,12.2,2.0,1.0,10.5,23.1,107,110,4.5,1.0,5.5,.085,1.5,-1.7,-0.2,1.4
11552,Michael Dickerson,2000-01,25,VAN,NBA,70,69,2618,12.4,.225,.265,3.1,6.9,5.0,15.8,1.2,0.7,12.5,22.7,98,109,1.2,0.7,1.8,.034,0.0,-1.6,-1.6,0.2
11553,Michael Dickerson,2001-02,26,MEM,NBA,4,4,124,6.4,.438,.125,2.7,8.1,5.4,12.1,1.3,0.6,13.6,21.5,85,110,-0.2,0.0,-0.1,-.050,-3.6,-2.7,-6.4,-0.1
11554,Michael Dickerson,2002-03,27,MEM,NBA,6,1,87,10.0,.458,.208,1.3,6.4,3.9,14.1,3.0,0.8,18.6,16.7,101,108,0.1,0.0,0.1,.054,-0.8,-1.3,-2.1,0.0
11555,Kaniel Dickens,2003-04,25,POR,NBA,3,0,12,23.1,.000,.667,20.0,0.0,9.9,0.0,0.0,0.0,20.5,19.3,133,114,0.0,0.0,0.0,.180,5.6,-8.0,-2.4,0.0
11556,Kaniel Dickens,2004-05,26,NJN,NBA,11,0,61,6.7,.643,.143,5.8,12.0,8.9,2.6,1.8,1.3,11.8,13.0,91,104,0.0,0.1,0.0,.036,-4.5,-0.8,-5.3,-0.1
11557,Kaniel Dickens,2007-08,29,CLE,NBA,5,0,12,6.6,.000,.000,0.0,9.8,4.7,12.7,0.0,6.6,0.0,11.3,90,107,0.0,0.0,0.0,.023,-7.6,1.0,-6.6,0.0
11558,Dan Dickau,2002-03,24,ATL,NBA,50,0,515,9.9,.359,.153,2.1,7.2,4.8,28.3,1.4,0.3,22.6,20.9,94,110,-0.1,0.1,0.0,.001,-2.2,-4.1,-6.3,-0.6
11559,Dan Dickau,2003-04,25,TOT,NBA,43,0,294,9.0,.306,.143,2.8,7.4,5.1,21.8,3.1,0.0,20.0,20.6,89,106,-0.2,0.2,0.0,-.003,-2.8,-2.4,-5.2,-0.2
11560,Dan Dickau,2004-05,26,TOT,NBA,71,46,2090,14.9,.324,.302,1.9,8.6,5.1,31.0,2.0,0.2,14.5,22.3,105,109,2.2,1.3,3.5,.079,1.5,-1.8,-0.3,0.9
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
11561,Dan Dickau,2005-06,27,BOS,NBA,19,0,234,10.4,.435,.391,2.7,5.6,4.2,25.5,2.4,0.3,25.0,14.1,109,108,0.3,0.2,0.4,.090,-1.1,-2.3,-3.4,-0.1
11562,Dan Dickau,2006-07,28,POR,NBA,50,3,444,12.2,.404,.351,1.9,10.3,6.0,26.3,1.7,0.2,13.4,21.3,103,112,0.3,0.2,0.4,.048,-0.2,-2.9,-3.1,-0.1
11563,Dan Dickau,2007-08,29,LAC,NBA,67,8,1040,12.5,.365,.277,1.4,9.4,5.4,27.9,1.6,0.2,14.2,17.2,107,111,0.9,0.6,1.5,.071,-0.6,-2.3,-2.9,-0.2
11564,Guillermo Diaz,2007-08,22,LAC,NBA,6,0,18,9.9,.250,1.250,12.7,0.0,6.4,8.5,0.0,0.0,0.0,15.9,108,118,0.0,0.0,0.0,.033,-1.7,-4.3,-5.9,0.0
11565,Yakhouba Diawara,2006-07,24,DEN,NBA,64,19,1177,5.3,.582,.182,2.6,7.8,5.3,6.5,1.3,0.4,10.5,12.8,95,110,-0.2,0.8,0.5,.021,-2.3,-0.8,-3.1,-0.3
11566,Yakhouba Diawara,2007-08,25,DEN,NBA,54,14,542,8.1,.493,.231,4.7,7.6,6.2,9.3,0.7,0.4,9.8,12.8,110,112,0.5,0.3,0.7,.065,-1.3,-2.1,-3.4,-0.2
11567,Yakhouba Diawara,2008-09,26,MIA,NBA,63,21,851,6.4,.751,.088,3.6,7.9,5.8,4.7,0.8,0.6,6.6,13.3,101,113,0.1,0.4,0.5,.029,-2.0,-2.2,-4.2,-0.5
11568,Yakhouba Diawara,2009-10,27,MIA,NBA,6,2,44,-3.7,.600,.000,2.7,8.0,5.3,9.7,1.2,0.0,23.1,13.9,57,108,-0.2,0.0,-0.1,-.124,-8.0,-0.9,-8.9,-0.1
11569,Boris Diaw,2015-16,33,SAS,NBA,76,4,1386,14.0,.180,.198,4.9,13.9,9.6,18.4,1.0,1.2,18.9,17.0,109,102,1.6,2.2,3.8,.132,-0.1,1.4,1.2,1.1
11570,Boris Diaw,2007-08,25,PHO,NBA,82,19,2308,12.0,.063,.200,5.2,12.7,9.3,19.0,1.3,1.1,18.1,16.6,103,109,1.1,1.9,3.0,.063,-1.3,0.9,-0.4,1.0
11571,Boris Diaw,2008-09,26,TOT,NBA,81,59,2754,14.4,.205,.166,5.3,13.8,9.6,21.2,1.2,1.6,18.5,19.7,105,109,1.9,2.8,4.7,.082,0.6,1.0,1.6,2.5
11572,Boris Diaw,2009-10,27,CHA,NBA,82,82,2906,12.8,.266,.190,5.5,11.9,8.8,18.9,1.1,1.6,17.5,16.2,107,105,2.4,3.8,6.2,.103,0.3,1.6,1.9,2.9
11573,Boris Diaw,2010-11,28,CHA,NBA,82,82,2778,13.9,.292,.159,4.5,13.6,9.0,20.6,1.4,1.3,16.7,16.8,107,109,2.4,2.3,4.8,.082,0.8,0.7,1.5,2.5
11574,Boris Diaw,2011-12,29,TOT,NBA,57,35,1424,11.2,.282,.100,5.5,17.3,11.3,23.8,1.2,1.3,23.4,15.5,95,108,-0.3,0.8,0.6,.019,-1.5,0.5,-1.1,0.3
11575,Boris Diaw,2003-04,21,ATL,NBA,76,37,1919,8.8,.083,.297,6.6,13.5,10.1,14.9,1.6,1.4,26.3,11.4,93,107,-0.3,1.1,0.8,.021,-2.6,1.0,-1.6,0.2
11576,Boris Diaw,2012-13,30,SAS,NBA,75,20,1709,11.9,.235,.196,4.7,12.0,8.6,15.0,1.6,1.1,18.9,12.0,113,103,2.2,2.3,4.4,.124,-0.1,1.9,1.8,1.6
11577,Boris Diaw,2004-05,22,ATL,NBA,66,25,1201,10.0,.170,.262,5.0,11.8,8.2,19.5,1.6,1.2,21.0,15.5,95,112,-0.3,0.4,0.1,.005,-2.8,-1.0,-3.8,-0.5
11578,Boris Diaw,2013-14,31,SAS,NBA,79,24,1974,14.1,.193,.159,4.4,13.8,9.3,16.3,1.1,1.2,16.3,17.0,109,104,2.3,2.6,4.9,.120,0.2,1.4,1.6,1.8
11579,Boris Diaw,2005-06,23,PHO,NBA,81,70,2874,17.3,.035,.279,6.3,15.1,10.8,24.9,1.0,2.1,16.5,17.9,115,106,5.9,3.0,8.9,.149,1.0,2.1,3.1,3.7
11580,Boris Diaw,2014-15,32,SAS,NBA,81,15,1984,12.7,.267,.147,4.5,15.2,10.0,17.9,0.9,0.9,15.8,18.3,103,105,1.3,2.3,3.6,.088,-0.6,0.7,0.1,1.1
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
11581,Boris Diaw,2006-07,24,PHO,NBA,73,59,2268,13.0,.079,.211,4.9,11.0,8.1,21.7,0.6,1.2,19.9,15.4,111,109,3.0,1.5,4.6,.097,0.2,0.8,1.0,1.7
11582,Derrick Dial,1999-00,24,SAS,NBA,8,0,95,12.0,.261,.109,17.5,13.7,15.6,9.3,0.6,0.7,11.1,26.3,92,102,-0.1,0.1,0.1,.032,-1.2,-2.4,-3.5,0.0
11583,Derrick Dial,2000-01,25,SAS,NBA,33,0,207,14.3,.120,.253,6.9,13.5,10.4,18.3,1.0,2.0,11.5,23.7,97,99,0.1,0.3,0.4,.091,-1.3,-0.1,-1.4,0.0
