
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
11401,Greg Dreiling,1989-90,27,IND,NBA,49,0,307,6.0,.000,.642,8.4,24.0,16.6,3.3,0.6,2.7,21.8,12.3,93,108,-0.1,0.3,0.2,.028,-6.0,-0.4,-6.3,-0.3
11402,Zoran Dragic,2014-15,25,TOT,NBA,16,1,75,8.2,.467,.167,7.8,4.6,6.2,11.2,1.4,0.0,13.4,22.9,89,112,-0.1,0.0,-0.1,-.042,-2.5,-4.0,-6.5,-0.1
11403,Goran Dragic,2013-14,27,PHO,NBA,76,75,2668,21.4,.274,.381,2.9,7.4,5.2,28.1,2.0,0.6,14.3,24.5,119,109,8.4,2.0,10.3,.186,4.9,-1.1,3.9,4.0
11404,Goran Dragic,2014-15,28,TOT,NBA,78,78,2640,17.4,.258,.234,3.5,8.2,5.9,22.8,1.5,0.5,13.5,21.8,112,110,5.4,1.4,6.8,.123,2.5,-1.4,1.1,2.1
11405,Goran Dragic,2015-16,29,MIA,NBA,72,72,2363,15.5,.234,.189,2.7,10.4,6.6,28.7,1.5,0.6,16.3,21.9,105,107,2.4,2.3,4.7,.096,1.3,-0.6,0.7,1.6
11406,Goran Dragic,2008-09,22,PHO,NBA,55,1,728,9.8,.241,.290,5.5,10.8,8.3,20.8,2.0,0.3,22.4,19.7,96,113,-0.3,0.4,0.1,.005,-2.1,-1.2,-3.3,-0.2
11407,Goran Dragic,2009-10,23,PHO,NBA,80,2,1442,14.8,.383,.324,3.2,9.8,6.7,24.1,1.7,0.4,18.3,21.1,110,112,2.0,0.8,2.8,.094,1.6,-1.2,0.4,0.9
11408,Goran Dragic,2010-11,24,TOT,NBA,70,5,1234,13.2,.351,.302,3.3,9.9,6.6,25.6,2.1,0.6,19.0,22.4,100,111,0.2,0.8,1.0,.040,-0.3,-1.2,-1.5,0.2
11409,Goran Dragic,2011-12,25,HOU,NBA,66,28,1752,18.0,.337,.317,3.5,7.7,5.6,32.5,2.5,0.4,18.7,21.8,111,106,3.6,1.5,5.1,.139,3.0,-1.0,2.1,1.8
11410,Goran Dragic,2012-13,26,PHO,NBA,77,77,2581,17.5,.305,.360,2.6,8.0,5.2,35.7,2.5,0.8,16.8,21.7,109,109,4.1,1.6,5.7,.106,2.6,-1.2,1.4,2.2
11411,Terry Dozier,1989-90,23,CHH,NBA,9,0,92,5.1,.037,.296,8.2,10.5,9.3,4.5,3.2,1.3,18.7,17.4,73,108,-0.3,0.1,-0.2,-.084,-7.2,1.1,-6.0,-0.1
11412,Zabian Dowdell,2010-11,26,PHO,NBA,24,0,292,11.7,.080,.136,2.0,5.9,4.0,27.7,3.5,0.5,18.0,25.0,91,109,-0.4,0.2,-0.1,-.019,-3.5,-1.0,-4.6,-0.2
11413,Chris Douglas-Roberts,2008-09,22,NJN,NBA,44,3,585,12.2,.068,.352,2.8,7.4,5.1,14.8,1.1,1.0,13.2,18.7,106,115,0.4,0.2,0.6,.046,-2.7,-2.3,-5.0,-0.4
11414,Chris Douglas-Roberts,2009-10,23,NJN,NBA,67,38,1730,11.5,.094,.274,2.9,10.7,6.6,9.5,1.7,0.8,13.1,19.6,98,112,-0.2,0.9,0.7,.020,-2.9,-1.1,-4.0,-0.9
11415,Chris Douglas-Roberts,2010-11,24,MIL,NBA,44,12,884,11.5,.168,.326,0.9,11.0,5.8,9.8,1.8,1.2,10.1,18.4,102,104,0.4,1.3,1.6,.088,-2.8,0.6,-2.3,-0.1
11416,Chris Douglas-Roberts,2012-13,26,DAL,NBA,6,0,63,8.3,.286,.714,0.0,8.7,4.4,8.9,1.6,0.0,5.2,14.0,101,110,0.0,0.0,0.1,.041,-3.2,-1.8,-5.0,0.0
11417,Chris Douglas-Roberts,2013-14,27,CHA,NBA,49,8,1016,12.2,.524,.325,1.8,11.5,6.6,7.9,1.5,1.2,11.1,14.7,111,105,1.1,1.2,2.4,.113,-0.3,0.4,0.1,0.5
11418,Chris Douglas-Roberts,2014-15,28,LAC,NBA,12,0,103,3.3,.333,.381,1.1,11.8,6.6,5.0,0.5,0.0,0.0,10.7,96,110,0.0,0.1,0.0,.020,-4.4,-1.6,-6.1,-0.1
11419,Toney Douglas,2015-16,29,NOP,NBA,61,18,1262,14.7,.456,.222,2.1,10.7,6.3,19.1,2.8,0.3,11.6,19.4,108,109,1.6,0.9,2.5,.094,1.4,-0.9,0.5,0.8
11420,Toney Douglas,2009-10,23,NYK,NBA,56,12,1087,14.9,.448,.174,4.1,7.2,5.6,16.6,2.0,0.2,11.6,19.8,113,113,1.8,0.4,2.2,.097,1.7,-2.4,-0.8,0.3
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
11421,Toney Douglas,2010-11,24,NYK,NBA,81,9,1971,15.2,.507,.142,3.7,10.5,7.1,19.5,2.3,0.1,10.0,20.1,111,111,3.0,1.2,4.2,.101,2.5,-1.8,0.7,1.4
11422,Toney Douglas,2011-12,25,NYK,NBA,38,9,656,7.1,.403,.090,2.8,10.0,6.3,19.6,2.3,0.1,15.7,24.4,82,103,-1.4,0.8,-0.6,-.046,-3.9,-1.1,-5.0,-0.5
11423,Toney Douglas,2012-13,26,TOT,NBA,71,0,1289,13.4,.464,.180,3.0,9.2,6.1,18.3,2.8,0.2,13.9,19.9,106,108,1.4,1.0,2.4,.089,0.8,-1.1,-0.3,0.6
11424,Toney Douglas,2013-14,27,TOT,NBA,51,17,675,9.2,.537,.179,3.4,11.9,7.8,14.6,1.5,0.6,14.2,16.3,101,107,0.2,0.7,0.9,.061,-1.5,-0.8,-2.3,-0.1
11425,Toney Douglas,2014-15,28,NOP,NBA,12,0,177,11.2,.353,.255,1.3,12.8,7.1,20.0,3.3,1.7,15.0,17.2,95,104,0.0,0.2,0.2,.046,-2.1,0.8,-1.3,0.0
11426,Sherman Douglas,1991-92,25,TOT,NBA,42,2,752,13.8,.040,.423,2.0,7.0,4.6,31.3,1.7,0.7,18.5,21.0,104,110,0.4,0.6,1.0,.067,-1.2,-1.9,-3.1,-0.2
11427,Sherman Douglas,1999-00,33,NJN,NBA,20,2,309,15.4,.178,.311,4.5,6.0,5.2,18.2,2.9,0.0,19.0,18.2,109,108,0.5,0.2,0.6,.100,0.2,-1.4,-1.1,0.1
11428,Sherman Douglas,1992-93,26,BOS,NBA,79,36,1932,13.5,.055,.283,3.9,5.6,4.7,35.7,1.3,0.3,21.3,17.0,106,112,1.5,1.1,2.6,.064,-0.2,-2.2,-2.4,-0.2
11429,Sherman Douglas,2000-01,34,NJN,NBA,59,7,1094,9.9,.132,.380,2.1,5.7,3.9,22.2,1.7,0.3,18.3,17.9,94,109,-0.1,0.3,0.2,.007,-2.9,-2.7,-5.7,-1.0
11430,Sherman Douglas,1993-94,27,BOS,NBA,78,78,2789,14.3,.061,.300,2.8,5.0,3.9,35.8,1.6,0.2,18.3,19.8,103,113,1.9,0.8,2.7,.046,0.2,-2.6,-2.4,-0.3
11431,Sherman Douglas,1994-95,28,BOS,NBA,65,43,2048,17.0,.107,.385,2.7,7.0,4.8,34.9,2.0,0.1,15.3,22.4,111,113,3.2,1.0,4.2,.099,1.9,-2.0,0.0,1.0
11432,Sherman Douglas,1995-96,29,TOT,NBA,79,66,2335,14.6,.161,.320,2.8,6.6,4.7,30.0,1.4,0.2,19.9,19.0,109,115,2.9,0.4,3.3,.068,0.5,-2.7,-2.2,-0.1
11433,Sherman Douglas,1996-97,30,MIL,NBA,79,79,2316,14.6,.187,.280,3.0,7.2,5.1,29.7,1.8,0.3,18.3,16.8,111,111,3.4,1.2,4.6,.095,1.0,-1.7,-0.7,0.8
11434,Sherman Douglas,1989-90,23,MIA,NBA,81,66,2470,17.0,.033,.348,3.0,6.3,4.6,37.4,2.8,0.2,18.5,21.7,106,110,2.3,2.1,4.4,.086,1.0,-1.1,-0.2,1.2
11435,Sherman Douglas,1997-98,31,NJN,NBA,80,11,1699,15.6,.089,.334,3.3,6.0,4.6,30.4,1.7,0.3,15.7,17.9,113,110,3.3,0.7,4.0,.112,1.1,-2.5,-1.4,0.3
11436,Sherman Douglas,1990-91,24,MIA,NBA,73,73,2562,18.0,.029,.392,3.3,5.8,4.6,39.2,2.3,0.1,17.9,24.0,108,110,3.5,1.9,5.4,.100,2.3,-1.7,0.6,1.7
11437,Sherman Douglas,1998-99,32,LAC,NBA,30,19,842,11.5,.050,.397,2.1,6.3,4.1,24.9,1.7,0.3,19.2,17.2,96,113,0.2,-0.3,-0.1,-.004,-1.5,-2.9,-4.4,-0.5
11438,Leon Douglas,1979-80,25,DET,NBA,70,,1782,11.4,.002,.407,10.0,19.6,14.8,8.5,0.8,1.8,19.1,14.3,103,109,1.0,1.1,2.1,.057,-1.7,0.1,-1.5,0.2
11439,Leon Douglas,1980-81,26,KCK,NBA,79,,1356,12.5,.009,.576,12.4,19.1,15.7,6.7,0.9,1.6,18.2,15.1,109,104,1.6,1.6,3.2,.112,-0.8,0.5,-0.4,0.6
