
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
3501,Sergio Rodriguez,2008-09,22,POR,NBA,80,13,1225,12.5,.347,.234,4.3,9.0,6.6,35.6,2.4,0.1,24.7,18.5,103,109,0.5,1.2,1.7,.068,-0.5,-1.1,-1.6,0.1
3502,Sergio Rodriguez,2009-10,23,TOT,NBA,66,8,1048,14.8,.259,.265,2.6,7.2,4.8,32.2,2.4,0.4,22.5,21.6,103,112,0.6,0.6,1.2,.053,-0.7,-2.5,-3.2,-0.3
3503,Dennis Rodman*,1986-87,25,DET,NBA,77,1,1155,15.5,.003,.322,15.6,15.3,15.5,6.8,1.6,2.4,17.2,18.9,108,104,1.1,1.7,2.9,.120,0.2,1.2,1.4,1.0
3504,Dennis Rodman*,1987-88,26,DET,NBA,82,32,2147,17.4,.024,.401,16.9,20.2,18.6,7.4,1.7,1.2,15.8,19.2,112,103,3.2,3.6,6.8,.153,1.8,1.4,3.3,2.9
3505,Dennis Rodman*,1988-89,27,DET,NBA,82,8,2208,16.3,.049,.292,17.6,21.7,19.8,6.3,1.3,2.1,17.4,14.1,120,102,4.1,3.9,8.1,.175,2.1,2.6,4.7,3.8
3506,Dennis Rodman*,1989-90,28,DET,NBA,82,43,2377,15.4,.018,.438,16.2,21.7,19.0,4.2,1.1,1.6,13.2,12.3,125,101,5.0,4.4,9.3,.189,1.1,2.3,3.4,3.2
3507,Dennis Rodman*,1990-91,29,DET,NBA,82,77,2747,13.9,.054,.314,15.0,27.8,21.3,4.4,1.2,1.3,12.9,11.7,116,101,3.4,5.2,8.7,.151,-0.5,2.6,2.1,2.9
3508,Dennis Rodman*,1991-92,30,DET,NBA,82,80,3301,17.0,.159,.220,18.1,34.1,26.2,8.2,1.1,1.3,16.7,11.1,121,99,5.6,7.0,12.6,.183,1.3,3.7,4.9,5.8
3509,Dennis Rodman*,1992-93,31,DET,NBA,62,55,2410,13.6,.170,.380,16.1,36.8,26.0,5.6,1.0,1.2,17.1,10.7,107,102,1.4,4.1,5.5,.110,-2.0,2.8,0.8,1.7
3510,Dennis Rodman*,1993-94,32,SAS,NBA,79,51,2989,13.4,.082,.349,17.9,32.8,25.7,8.2,0.9,0.7,29.1,7.1,116,100,3.3,5.4,8.7,.140,0.4,3.1,3.5,4.2
3511,Dennis Rodman*,1994-95,33,SAS,NBA,49,26,1568,16.6,.008,.463,20.8,37.8,29.7,8.5,1.0,1.0,25.3,10.9,120,100,2.6,3.2,5.8,.178,0.7,3.1,3.8,2.3
3512,Dennis Rodman*,1995-96,34,CHI,NBA,64,57,2088,13.6,.089,.349,19.9,33.2,26.6,10.0,0.9,1.0,28.2,10.3,109,98,1.7,4.6,6.2,.143,-0.3,3.5,3.2,2.8
3513,Dennis Rodman*,1996-97,35,CHI,NBA,55,54,1947,13.9,.066,.308,18.9,32.2,25.6,11.4,0.9,0.7,25.5,10.0,111,98,2.0,4.0,6.0,.148,-0.1,3.4,3.2,2.6
3514,Dennis Rodman*,1997-98,36,CHI,NBA,80,66,2856,12.4,.064,.308,16.8,31.4,24.1,11.2,0.9,0.5,26.4,8.7,106,97,1.9,5.9,7.8,.131,-1.0,3.7,2.7,3.4
3515,Dennis Rodman*,1998-99,37,LAL,NBA,23,11,657,8.0,.043,.848,11.2,34.1,22.9,6.2,0.8,1.3,32.9,6.5,91,100,-0.1,0.9,0.8,.056,-3.5,2.3,-1.2,0.1
3516,Dennis Rodman*,1999-00,38,DAL,NBA,12,12,389,8.4,.032,.452,13.3,33.8,23.6,4.6,0.3,0.2,33.8,6.4,102,103,0.1,0.5,0.6,.074,-3.6,0.6,-3.0,-0.1
