
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1801,Marcus Thornton,2009-10,22,NOH,NBA,73,17,1872,17.4,.354,.200,4.4,8.9,6.6,10.3,1.6,0.4,7.3,25.3,111,112,3.1,0.9,4.0,.103,2.3,-2.7,-0.4,0.8
1802,Marcus Thornton,2010-11,23,TOT,NBA,73,23,1775,16.5,.297,.228,4.0,13.3,8.6,13.2,1.9,0.4,9.5,24.9,106,108,1.9,1.6,3.5,.095,1.2,-1.2,0.0,0.9
1803,Marcus Thornton,2011-12,24,SAC,NBA,51,51,1780,17.4,.386,.203,4.9,6.7,5.8,9.4,2.0,0.5,8.8,23.4,111,112,3.7,0.1,3.8,.103,3.4,-2.5,1.0,1.3
1804,Marcus Thornton,2012-13,25,SAC,NBA,72,8,1726,16.3,.490,.163,3.2,9.0,6.0,9.0,1.8,0.2,7.6,23.1,111,114,3.1,0.1,3.2,.089,2.9,-3.6,-0.7,0.6
1805,Marcus Thornton,2013-14,26,TOT,NBA,72,27,1741,12.0,.495,.175,3.7,9.4,6.6,7.3,1.7,0.5,8.9,19.7,103,110,1.0,1.0,2.0,.055,0.1,-1.7,-1.6,0.2
1806,Marcus Thornton,2014-15,27,TOT,NBA,48,0,721,15.0,.414,.162,3.4,9.7,6.5,8.2,1.9,0.8,6.8,24.1,103,106,0.6,0.7,1.2,.083,0.1,-2.4,-2.4,-0.1
1807,Marcus Thornton,2015-16,28,TOT,NBA,61,8,1109,14.7,.498,.146,3.8,11.3,7.5,12.9,2.1,0.3,8.1,24.4,104,110,1.0,0.7,1.7,.074,0.7,-2.9,-2.1,0.0
1808,Bob Thornton,1985-86,23,NYK,NBA,71,23,1323,6.9,.000,.591,9.2,15.9,12.4,4.5,1.1,0.3,19.4,13.6,93,106,-0.6,1.6,0.9,.034,-4.2,0.5,-3.7,-0.6
1809,Bob Thornton,1986-87,24,NYK,NBA,33,4,282,4.1,.015,.299,7.1,15.3,11.1,3.8,0.7,0.6,24.0,14.8,83,112,-0.4,0.2,-0.3,-.044,-6.3,-1.4,-7.7,-0.4
