
,,,,,,Totals,Totals,Totals,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Rk,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
14001,Corey Benjamin,2002-03,24,ATL,NBA,9,0,152,7.3,.302,.372,7.8,15.1,11.6,10.4,0.3,0.9,10.7,16.9,93,109,0.0,0.1,0.0,.004,-3.3,-2.5,-5.8,-0.1
14002,Benoit Benjamin,1988-89,24,LAC,NBA,79,62,2585,17.4,.002,.470,6.8,21.9,14.4,8.7,1.0,4.7,17.8,20.3,106,107,2.3,2.9,5.1,.095,-1.3,1.6,0.4,1.5
14003,Benoit Benjamin,1996-97,32,TOR,NBA,4,3,44,8.9,.000,.333,7.8,16.5,12.0,3.7,1.2,0.0,12.7,16.0,99,110,0.0,0.0,0.0,.033,-5.5,-3.0,-8.4,-0.1
14004,Benoit Benjamin,1989-90,25,LAC,NBA,71,58,2313,16.7,.001,.467,7.8,24.4,16.2,10.1,1.2,4.8,18.4,18.4,106,103,1.7,3.7,5.4,.113,-1.3,3.2,1.9,2.3
14005,Benoit Benjamin,1997-98,33,PHI,NBA,14,0,197,12.5,.000,.732,10.4,20.6,15.5,2.5,1.1,1.5,18.1,15.1,107,105,0.2,0.2,0.4,.098,-3.1,-1.7,-4.8,-0.1
14006,Benoit Benjamin,1990-91,26,TOT,NBA,70,65,2236,15.1,.000,.379,7.8,28.7,18.1,7.7,1.2,4.0,20.6,21.0,97,103,-0.7,3.7,3.0,.064,-3.5,2.3,-1.1,0.5
14007,Benoit Benjamin,1998-99,34,PHI,NBA,6,0,33,-1.5,.000,.000,10.4,18.0,14.1,4.9,0.0,0.0,30.0,13.7,60,102,-0.1,0.0,-0.1,-.100,-9.1,-1.7,-10.8,-0.1
14008,Benoit Benjamin,1991-92,27,SEA,NBA,63,61,1941,14.1,.003,.336,7.6,23.2,15.2,5.9,1.0,3.9,17.1,22.2,98,106,-0.3,2.5,2.2,.054,-3.1,0.8,-2.4,-0.2
14009,Benoit Benjamin,1999-00,35,CLE,NBA,3,0,8,5.5,.000,.000,0.0,14.1,7.0,0.0,0.0,9.0,0.0,16.3,73,103,0.0,0.0,0.0,-.036,-10.6,-0.4,-11.0,0.0
